file,line,function,primitive_calls,calls,self_seconds,inclusive_seconds_not_additive
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/interval.py,56,__init__,5909,5909,0.06963962600000001,0.228698952
~,0,<method 'clone' of 'torch._C.TensorBase' objects>,29047,29047,0.056784267000000006,0.056784267000000006
~,0,<built-in method torch.any>,17987,17987,0.044082657000000004,0.044082657000000004
~,0,<built-in method torch.stack>,4829,4829,0.035367565000000004,0.035367565000000004
~,0,<built-in method torch.full_like>,13106,13106,0.033140145,0.033140145
~,0,<built-in method torch.min>,4066,4066,0.032091495000000005,0.032091495000000005
~,0,<built-in method torch.nextafter>,12777,12777,0.030394038,0.030394038
~,0,<built-in method torch.max>,4365,4365,0.029812483,0.029812483
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/batched_dense_tm.py,393,_interval_mul,1195,1195,0.027062239000000002,0.077845813
~,0,<built-in method torch.isnan>,11818,11818,0.023742039000000003,0.023742039000000003
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/interval.py,152,__mul__,1708,1708,0.023233739,0.149361138
~,0,<method 'reshape' of 'torch._C.TensorBase' objects>,14047,14047,0.020921145000000002,0.020921145000000002
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/interval.py,15,_as_tensor,11820,11820,0.019875831,0.070365414
~,0,<built-in method unique_dim>,2,2,0.017647268,0.017647268
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/interval.py,175,pow_int,1400,1400,0.01573654,0.084034049
~,0,<method 'pow' of 'torch._C.TensorBase' objects>,4944,4944,0.015035394,0.015035394
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/batched_dense_tm.py,483,_power_interval_bounds,270,270,0.014790889000000002,0.062311179
~,0,<built-in method torch.all>,4982,4982,0.014577118000000002,0.014577118000000002
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/batched_dense_tm.py,1127,validate_dense_subdivision_cover,90,90,0.014172356,0.031177645
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/polynomial.py,127,_is_zero_tensor,1642,1642,0.011296262000000001,0.015409293000000001
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/interval.py,135,__add__,1368,1368,0.010256725000000001,0.078545838
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/batched_dense_tm.py,242,__post_init__,565,565,0.009845705000000001,0.020866921
~,0,<built-in method torch.isfinite>,1124,1124,0.009722017000000001,0.009722017000000001
~,0,<built-in method torch.abs>,3770,3770,0.009707648000000001,0.009707648000000001
~,0,<method 'sum' of 'torch._C.TensorBase' objects>,416,416,0.008502203,0.008502203
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/polynomial.py,316,evaluate_interval,94,94,0.007562213000000001,0.283663213
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/batched_dense_tm.py,516,_monomial_interval_bounds_for_exponents,90,90,0.007291866,0.084996922
~,0,<built-in method torch.where>,2006,2006,0.007127016000000001,0.007127016000000001
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/polynomial.py,142,__init__,126,126,0.006813375000000001,0.03087105
~,0,<built-in method torch.zeros_like>,3725,3725,0.0067552820000000005,0.0067552820000000005
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/batched_dense_tm.py,542,_range_for_terms,90,90,0.006499283000000001,0.095765238
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/batched_dense_tm.py,2853,_affine_power_transform_matrix,16,16,0.006177781,0.035783896
/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/site-packages/yaml/scanner.py,145,need_more_tokens,8833,8833,0.0058275620000000005,0.010353131
~,0,<built-in method torch.as_tensor>,1270,1270,0.005476552,0.005476552
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/batched_dense_tm.py,2898,_power_to_bernstein_matrix,16,16,0.0054757980000000005,0.013620379
~,0,<built-in method torch.is_floating_point>,12678,12678,0.005225905,0.005225905
~,0,<method 'index_select' of 'torch._C.TensorBase' objects>,840,840,0.005084815,0.005084815
/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/site-packages/yaml/reader.py,99,forward,2962,2962,0.0049869250000000006,0.005260147000000001
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/interval.py,36,_down,4016,4016,0.004889224,0.027792603000000003
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/interval.py,40,_up,4208,4208,0.004675167,0.023424033
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/polynomial.py,235,mul_truncate,11,11,0.004565432,0.014667349000000001
/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/site-packages/yaml/scanner.py,1270,scan_plain,520,520,0.004444372,0.013083019000000001
/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/site-packages/yaml/scanner.py,113,check_token,5361,5361,0.004428858,0.041449972
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/batched_dense_tm.py,1012,_subdivision_influence_scores,18,18,0.004101183,0.007566054000000001
~,0,<built-in method torch.allclose>,156,156,0.0037037000000000003,0.0037037000000000003
/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/site-packages/yaml/scanner.py,279,stale_possible_simple_keys,9368,9368,0.003396655,0.003396655
~,0,<built-in method builtins.isinstance>,27097,27097,0.003228678,0.003425141
~,0,<method 'numel' of 'torch._C.TensorBase' objects>,14484,14484,0.0029974430000000002,0.0029974430000000002
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/batched_dense_tm.py,367,_down,2149,2149,0.0029378000000000004,0.015988674
/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/site-packages/yaml/reader.py,87,peek,15150,15150,0.002928864,0.002928864
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/endpoint_substitution.py,37,_mul,39,39,0.002855306,0.005121515
/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/site-packages/yaml/scanner.py,156,fetch_more_tokens,1125,1125,0.002793591,0.028732606
~,0,<built-in method torch.maximum>,987,987,0.00278128,0.00278128
~,0,<built-in method torch.minimum>,887,887,0.0026496230000000003,0.0026496230000000003
~,0,<method 'detach' of 'torch._C.TensorBase' objects>,1561,1561,0.002606499,0.002606499
/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/site-packages/yaml/parser.py,273,parse_node,683,683,0.0025570090000000003,0.011638551
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/batched_dense_tm.py,2278,__post_init__,182,182,0.002550477,0.005000376
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/batched_dense_tm.py,371,_up,2161,2161,0.0024096200000000003,0.013405846
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/batched_dense_tm.py,1038,_split_leaf_pair,54,54,0.0022387730000000003,0.002486149
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/interval.py,28,_neg_inf_like,4016,4016,0.002231362,0.013287432
