plant,step,history_length,history_length_after,category,label,seconds,calls,interval_constructions,tensor_outputs,explicit_copy_events,step_seconds,boundary_sum_seconds,nonboundary_seconds,pass_kind
brusselator,8,7,8,C,endpoint_error_and_ledger,0.07626874651759863,7,28,5276,118,6.053829777054489,4.115295515395701,1.9385342616587877,dispatch_counts_not_timing
brusselator,8,7,8,D,polynomial_interval_range,3.236961094196886,264,10794,219488,43176,6.053829777054489,4.115295515395701,1.9385342616587877,dispatch_counts_not_timing
brusselator,8,7,8,E,composition_and_cutoff,0.4707240955904126,181,1134,32476,4816,6.053829777054489,4.115295515395701,1.9385342616587877,dispatch_counts_not_timing
brusselator,8,7,8,F,center_scale_and_maps,0.009410237427800894,5,4,632,20,6.053829777054489,4.115295515395701,1.9385342616587877,dispatch_counts_not_timing
brusselator,8,7,8,G,history_checks_pack_propagate_commit,0.04131949972361326,30,48,2937,192,6.053829777054489,4.115295515395701,1.9385342616587877,dispatch_counts_not_timing
brusselator,8,7,8,H,other_boundary,0.01654863730072975,1,34,1064,136,6.053829777054489,4.115295515395701,1.9385342616587877,dispatch_counts_not_timing
brusselator,8,7,8,outside_boundary,nonboundary_or_unattributed,1.9385342616587877,0,297,122032,11690,6.053829777054489,4.115295515395701,1.9385342616587877,dispatch_counts_not_timing
brusselator,9,8,9,A,representation_and_coefficients,0.2656226400285959,236,5,16017,2030,6.133262869901955,4.243186246603727,1.8900766232982278,dispatch_counts_not_timing
brusselator,9,8,9,B,point_substitution,0.004305507987737656,3,0,344,0,6.133262869901955,4.243186246603727,1.8900766232982278,dispatch_counts_not_timing
brusselator,9,8,9,C,endpoint_error_and_ledger,0.077416748739779,7,28,5276,118,6.133262869901955,4.243186246603727,1.8900766232982278,dispatch_counts_not_timing
brusselator,9,8,9,D,polynomial_interval_range,3.3437973693944514,264,11180,227278,44720,6.133262869901955,4.243186246603727,1.8900766232982278,dispatch_counts_not_timing
brusselator,9,8,9,E,composition_and_cutoff,0.4808963406831026,181,1174,33254,5002,6.133262869901955,4.243186246603727,1.8900766232982278,dispatch_counts_not_timing
brusselator,9,8,9,F,center_scale_and_maps,0.010305197909474373,5,4,672,20,6.133262869901955,4.243186246603727,1.8900766232982278,dispatch_counts_not_timing
brusselator,9,8,9,G,history_checks_pack_propagate_commit,0.04427463607862592,30,52,3133,208,6.133262869901955,4.243186246603727,1.8900766232982278,dispatch_counts_not_timing
brusselator,9,8,9,H,other_boundary,0.016567805781960487,1,34,1064,136,6.133262869901955,4.243186246603727,1.8900766232982278,dispatch_counts_not_timing
brusselator,9,8,9,outside_boundary,nonboundary_or_unattributed,1.8900766232982278,0,297,119280,10894,6.133262869901955,4.243186246603727,1.8900766232982278,dispatch_counts_not_timing
brusselator,10,9,10,A,representation_and_coefficients,0.2771049519069493,236,5,16849,2134,6.4119355427101254,4.527285322081298,1.8846502206288278,dispatch_counts_not_timing
brusselator,10,9,10,B,point_substitution,0.0044492632150650024,3,0,344,0,6.4119355427101254,4.527285322081298,1.8846502206288278,dispatch_counts_not_timing
brusselator,10,9,10,C,endpoint_error_and_ledger,0.07715331250801682,7,28,5276,118,6.4119355427101254,4.527285322081298,1.8846502206288278,dispatch_counts_not_timing
brusselator,10,9,10,D,polynomial_interval_range,3.5927417473867536,264,12005,244704,48020,6.4119355427101254,4.527285322081298,1.8846502206288278,dispatch_counts_not_timing
brusselator,10,9,10,E,composition_and_cutoff,0.5020182486623526,181,1226,34906,5208,6.4119355427101254,4.527285322081298,1.8846502206288278,dispatch_counts_not_timing
brusselator,10,9,10,F,center_scale_and_maps,0.010081459302455187,5,4,672,20,6.4119355427101254,4.527285322081298,1.8846502206288278,dispatch_counts_not_timing
brusselator,10,9,10,G,history_checks_pack_propagate_commit,0.047371260821819305,30,56,3349,224,6.4119355427101254,4.527285322081298,1.8846502206288278,dispatch_counts_not_timing
brusselator,10,9,10,H,other_boundary,0.016365078277885914,1,34,1064,136,6.4119355427101254,4.527285322081298,1.8846502206288278,dispatch_counts_not_timing
brusselator,10,9,10,outside_boundary,nonboundary_or_unattributed,1.8846502206288278,0,297,119280,10894,6.4119355427101254,4.527285322081298,1.8846502206288278,dispatch_counts_not_timing
brusselator,11,10,11,A,representation_and_coefficients,0.2798449955880642,234,5,17073,2162,6.487407919950783,4.604745377320796,1.882662542629987,dispatch_counts_not_timing
brusselator,11,10,11,B,point_substitution,0.004354482050985098,3,0,344,0,6.487407919950783,4.604745377320796,1.882662542629987,dispatch_counts_not_timing
brusselator,11,10,11,C,endpoint_error_and_ledger,0.07653920957818627,7,28,5276,118,6.487407919950783,4.604745377320796,1.882662542629987,dispatch_counts_not_timing
brusselator,11,10,11,D,polynomial_interval_range,3.658610721118748,262,12250,249704,49000,6.487407919950783,4.604745377320796,1.882662542629987,dispatch_counts_not_timing
brusselator,11,10,11,E,composition_and_cutoff,0.5094994655810297,181,1248,35508,5312,6.487407919950783,4.604745377320796,1.882662542629987,dispatch_counts_not_timing
brusselator,11,10,11,F,center_scale_and_maps,0.010170169174671173,5,4,692,20,6.487407919950783,4.604745377320796,1.882662542629987,dispatch_counts_not_timing
brusselator,11,10,11,G,history_checks_pack_propagate_commit,0.04896699730306864,30,60,3545,240,6.487407919950783,4.604745377320796,1.882662542629987,dispatch_counts_not_timing
brusselator,11,10,11,H,other_boundary,0.016759336926043034,1,34,1064,136,6.487407919950783,4.604745377320796,1.882662542629987,dispatch_counts_not_timing
brusselator,11,10,11,outside_boundary,nonboundary_or_unattributed,1.882662542629987,0,297,119278,10894,6.487407919950783,4.604745377320796,1.882662542629987,dispatch_counts_not_timing
brusselator,12,11,12,A,representation_and_coefficients,0.28851812006905675,234,5,17537,2220,6.697870577219874,4.802272025961429,1.8955985512584448,dispatch_counts_not_timing
brusselator,12,11,12,B,point_substitution,0.004532795399427414,3,0,344,0,6.697870577219874,4.802272025961429,1.8955985512584448,dispatch_counts_not_timing
brusselator,12,11,12,C,endpoint_error_and_ledger,0.07683070376515388,7,28,5276,118,6.697870577219874,4.802272025961429,1.8955985512584448,dispatch_counts_not_timing
brusselator,12,11,12,D,polynomial_interval_range,3.833489377517253,262,12788,261246,51152,6.697870577219874,4.802272025961429,1.8955985512584448,dispatch_counts_not_timing
brusselator,12,11,12,E,composition_and_cutoff,0.5206094058230519,181,1274,36418,5422,6.697870577219874,4.802272025961429,1.8955985512584448,dispatch_counts_not_timing
brusselator,12,11,12,F,center_scale_and_maps,0.010412640403956175,5,4,692,20,6.697870577219874,4.802272025961429,1.8955985512584448,dispatch_counts_not_timing
brusselator,12,11,12,G,history_checks_pack_propagate_commit,0.051514745224267244,30,64,3751,256,6.697870577219874,4.802272025961429,1.8955985512584448,dispatch_counts_not_timing
brusselator,12,11,12,H,other_boundary,0.016364237759262323,1,34,1064,136,6.697870577219874,4.802272025961429,1.8955985512584448,dispatch_counts_not_timing
brusselator,12,11,12,outside_boundary,nonboundary_or_unattributed,1.8955985512584448,0,297,119278,10894,6.697870577219874,4.802272025961429,1.8955985512584448,dispatch_counts_not_timing
brusselator,13,12,13,A,representation_and_coefficients,0.2902774945832789,234,5,17601,2228,6.72335762064904,4.845389218069613,1.8779684025794268,dispatch_counts_not_timing
brusselator,13,12,13,B,point_substitution,0.004337707534432411,3,0,344,0,6.72335762064904,4.845389218069613,1.8779684025794268,dispatch_counts_not_timing
brusselator,13,12,13,C,endpoint_error_and_ledger,0.07648148154839873,7,28,5276,118,6.72335762064904,4.845389218069613,1.8779684025794268,dispatch_counts_not_timing
brusselator,13,12,13,D,polynomial_interval_range,3.8688805270940065,262,12878,263190,51512,6.72335762064904,4.845389218069613,1.8779684025794268,dispatch_counts_not_timing
brusselator,13,12,13,E,composition_and_cutoff,0.5233137547038496,181,1274,36526,5422,6.72335762064904,4.845389218069613,1.8779684025794268,dispatch_counts_not_timing
brusselator,13,12,13,F,center_scale_and_maps,0.010306306648999453,5,4,692,20,6.72335762064904,4.845389218069613,1.8779684025794268,dispatch_counts_not_timing
brusselator,13,12,13,G,history_checks_pack_propagate_commit,0.05452704941853881,30,68,3947,272,6.72335762064904,4.845389218069613,1.8779684025794268,dispatch_counts_not_timing
brusselator,13,12,13,H,other_boundary,0.017264896538108587,1,34,1064,136,6.72335762064904,4.845389218069613,1.8779684025794268,dispatch_counts_not_timing
brusselator,13,12,13,outside_boundary,nonboundary_or_unattributed,1.8779684025794268,0,297,119280,10894,6.72335762064904,4.845389218069613,1.8779684025794268,dispatch_counts_not_timing
brusselator,14,13,14,A,representation_and_coefficients,0.2963174320757389,234,5,17993,2277,6.872653378173709,4.993883742485195,1.8787696356885135,dispatch_counts_not_timing
brusselator,14,13,14,B,point_substitution,0.004403706174343824,3,0,344,0,6.872653378173709,4.993883742485195,1.8787696356885135,dispatch_counts_not_timing
brusselator,14,13,14,C,endpoint_error_and_ledger,0.07663768762722611,7,28,5276,118,6.872653378173709,4.993883742485195,1.8787696356885135,dispatch_counts_not_timing
brusselator,14,13,14,D,polynomial_interval_range,3.999277336988598,262,13283,271597,53132,6.872653378173709,4.993883742485195,1.8787696356885135,dispatch_counts_not_timing
brusselator,14,13,14,E,composition_and_cutoff,0.5331767625175416,181,1294,37191,5523,6.872653378173709,4.993883742485195,1.8787696356885135,dispatch_counts_not_timing
brusselator,14,13,14,F,center_scale_and_maps,0.01043241797015071,5,4,712,20,6.872653378173709,4.993883742485195,1.8787696356885135,dispatch_counts_not_timing
brusselator,14,13,14,G,history_checks_pack_propagate_commit,0.05744497198611498,30,72,4143,288,6.872653378173709,4.993883742485195,1.8787696356885135,dispatch_counts_not_timing
brusselator,14,13,14,H,other_boundary,0.01619342714548111,1,34,1064,136,6.872653378173709,4.993883742485195,1.8787696356885135,dispatch_counts_not_timing
brusselator,14,13,14,outside_boundary,nonboundary_or_unattributed,1.8787696356885135,0,297,119280,10894,6.872653378173709,4.993883742485195,1.8787696356885135,dispatch_counts_not_timing
brusselator,15,14,15,A,representation_and_coefficients,0.30891995457932353,236,5,18801,2378,7.191497063264251,5.302866151090711,1.8886309121735394,dispatch_counts_not_timing
brusselator,15,14,15,B,point_substitution,0.004384841304272413,3,0,344,0,7.191497063264251,5.302866151090711,1.8886309121735394,dispatch_counts_not_timing
brusselator,15,14,15,C,endpoint_error_and_ledger,0.0760620548389852,7,28,5276,118,7.191497063264251,5.302866151090711,1.8886309121735394,dispatch_counts_not_timing
brusselator,15,14,15,D,polynomial_interval_range,4.2761824587360024,264,14198,291456,56792,7.191497063264251,5.302866151090711,1.8886309121735394,dispatch_counts_not_timing
brusselator,15,14,15,E,composition_and_cutoff,0.5502541111782193,181,1338,38622,5716,7.191497063264251,5.302866151090711,1.8886309121735394,dispatch_counts_not_timing
brusselator,15,14,15,F,center_scale_and_maps,0.01085191173478961,5,4,732,20,7.191497063264251,5.302866151090711,1.8886309121735394,dispatch_counts_not_timing
brusselator,15,14,15,G,history_checks_pack_propagate_commit,0.0596009436994791,30,76,4349,304,7.191497063264251,5.302866151090711,1.8886309121735394,dispatch_counts_not_timing
brusselator,15,14,15,H,other_boundary,0.01660987501963973,1,34,1064,136,7.191497063264251,5.302866151090711,1.8886309121735394,dispatch_counts_not_timing
brusselator,15,14,15,outside_boundary,nonboundary_or_unattributed,1.8886309121735394,0,297,119280,10894,7.191497063264251,5.302866151090711,1.8886309121735394,dispatch_counts_not_timing
brusselator,16,15,16,A,representation_and_coefficients,0.3173869978636503,236,5,19217,2430,7.412830580957234,5.528066873084754,1.8847637078724802,dispatch_counts_not_timing
brusselator,16,15,16,B,point_substitution,0.004429993219673634,3,0,344,0,7.412830580957234,5.528066873084754,1.8847637078724802,dispatch_counts_not_timing
brusselator,16,15,16,C,endpoint_error_and_ledger,0.0762346750125289,7,28,5276,118,7.412830580957234,5.528066873084754,1.8847637078724802,dispatch_counts_not_timing
brusselator,16,15,16,D,polynomial_interval_range,4.470089865848422,264,14755,303364,59020,7.412830580957234,5.528066873084754,1.8847637078724802,dispatch_counts_not_timing
brusselator,16,15,16,E,composition_and_cutoff,0.5687316218391061,181,1384,39877,5905,7.412830580957234,5.528066873084754,1.8847637078724802,dispatch_counts_not_timing
brusselator,16,15,16,F,center_scale_and_maps,0.011123961303383112,5,4,752,20,7.412830580957234,5.528066873084754,1.8847637078724802,dispatch_counts_not_timing
brusselator,16,15,16,G,history_checks_pack_propagate_commit,0.06371906213462353,30,80,4555,320,7.412830580957234,5.528066873084754,1.8847637078724802,dispatch_counts_not_timing
brusselator,16,15,16,H,other_boundary,0.016350695863366127,1,34,1064,136,7.412830580957234,5.528066873084754,1.8847637078724802,dispatch_counts_not_timing
brusselator,16,15,16,outside_boundary,nonboundary_or_unattributed,1.8847637078724802,0,297,119280,10894,7.412830580957234,5.528066873084754,1.8847637078724802,dispatch_counts_not_timing
brusselator,17,16,17,A,representation_and_coefficients,0.32772057550027966,236,5,19905,2516,7.664553264155984,5.783009604550898,1.8815436596050858,dispatch_counts_not_timing
brusselator,17,16,17,B,point_substitution,0.00463223597034812,3,0,344,0,7.664553264155984,5.783009604550898,1.8815436596050858,dispatch_counts_not_timing
brusselator,17,16,17,C,endpoint_error_and_ledger,0.08023923682048917,7,28,5276,118,7.664553264155984,5.783009604550898,1.8815436596050858,dispatch_counts_not_timing
brusselator,17,16,17,D,polynomial_interval_range,4.691962270531803,264,15558,319930,62232,7.664553264155984,5.783009604550898,1.8815436596050858,dispatch_counts_not_timing
brusselator,17,16,17,E,composition_and_cutoff,0.5854347781278193,181,1430,41344,6108,7.664553264155984,5.783009604550898,1.8815436596050858,dispatch_counts_not_timing
brusselator,17,16,17,F,center_scale_and_maps,0.011390112340450287,5,4,772,20,7.664553264155984,5.783009604550898,1.8815436596050858,dispatch_counts_not_timing
brusselator,17,16,17,G,history_checks_pack_propagate_commit,0.06521458271890879,30,84,4761,336,7.664553264155984,5.783009604550898,1.8815436596050858,dispatch_counts_not_timing
brusselator,17,16,17,H,other_boundary,0.01641581254079938,1,34,1064,136,7.664553264155984,5.783009604550898,1.8815436596050858,dispatch_counts_not_timing
brusselator,17,16,17,outside_boundary,nonboundary_or_unattributed,1.8815436596050858,0,297,119280,10894,7.664553264155984,5.783009604550898,1.8815436596050858,dispatch_counts_not_timing
brusselator,18,17,18,A,representation_and_coefficients,0.34351080656051636,234,5,20817,2630,8.037089867983013,6.144551672972739,1.8925381950102746,dispatch_counts_not_timing
brusselator,18,17,18,B,point_substitution,0.004380744881927967,3,0,344,0,8.037089867983013,6.144551672972739,1.8925381950102746,dispatch_counts_not_timing
brusselator,18,17,18,C,endpoint_error_and_ledger,0.07792673213407397,7,28,5276,118,8.037089867983013,6.144551672972739,1.8925381950102746,dispatch_counts_not_timing
brusselator,18,17,18,D,polynomial_interval_range,5.004177284426987,262,16518,339572,66072,8.037089867983013,6.144551672972739,1.8925381950102746,dispatch_counts_not_timing
brusselator,18,17,18,E,composition_and_cutoff,0.6186262159608305,181,1458,43522,6236,8.037089867983013,6.144551672972739,1.8925381950102746,dispatch_counts_not_timing
brusselator,18,17,18,F,center_scale_and_maps,0.01132175512611866,5,4,772,20,8.037089867983013,6.144551672972739,1.8925381950102746,dispatch_counts_not_timing
brusselator,18,17,18,G,history_checks_pack_propagate_commit,0.06799712497740984,30,88,4967,352,8.037089867983013,6.144551672972739,1.8925381950102746,dispatch_counts_not_timing
brusselator,18,17,18,H,other_boundary,0.016611008904874325,1,34,1064,136,8.037089867983013,6.144551672972739,1.8925381950102746,dispatch_counts_not_timing
brusselator,18,17,18,outside_boundary,nonboundary_or_unattributed,1.8925381950102746,0,297,119280,10894,8.037089867983013,6.144551672972739,1.8925381950102746,dispatch_counts_not_timing
brusselator,19,18,19,A,representation_and_coefficients,0.34752113791182637,238,5,20945,2646,8.120454227086157,6.209746738895774,1.9107074881903827,dispatch_counts_not_timing
brusselator,19,18,19,B,point_substitution,0.004331113770604134,3,0,344,0,8.120454227086157,6.209746738895774,1.9107074881903827,dispatch_counts_not_timing
brusselator,19,18,19,C,endpoint_error_and_ledger,0.07725592656061053,7,28,5276,118,8.120454227086157,6.209746738895774,1.9107074881903827,dispatch_counts_not_timing
brusselator,19,18,19,D,polynomial_interval_range,5.06221013283357,266,16648,342402,66592,8.120454227086157,6.209746738895774,1.9107074881903827,dispatch_counts_not_timing
brusselator,19,18,19,E,composition_and_cutoff,0.6186783234588802,181,1474,43674,6312,8.120454227086157,6.209746738895774,1.9107074881903827,dispatch_counts_not_timing
brusselator,19,18,19,F,center_scale_and_maps,0.011939674615859985,5,4,792,20,8.120454227086157,6.209746738895774,1.9107074881903827,dispatch_counts_not_timing
brusselator,19,18,19,G,history_checks_pack_propagate_commit,0.07117217965424061,30,92,5163,368,8.120454227086157,6.209746738895774,1.9107074881903827,dispatch_counts_not_timing
brusselator,19,18,19,H,other_boundary,0.016638250090181828,1,34,1064,136,8.120454227086157,6.209746738895774,1.9107074881903827,dispatch_counts_not_timing
brusselator,19,18,19,outside_boundary,nonboundary_or_unattributed,1.9107074881903827,0,297,119280,10894,8.120454227086157,6.209746738895774,1.9107074881903827,dispatch_counts_not_timing
