plant,step,category,operation,seconds,calls
brusselator,1,A,torch_tm_flowpipe.batched_dense_tm.sparse_tmvector_to_dense,0.010173588991165161,1
brusselator,1,B,BatchedPolynomial.substitute_const_and_drop,0.001917610876262188,1
brusselator,1,C,torch_tm_flowpipe.endpoint_substitution.enclose_constant_substitution,0.06858414597809315,3
brusselator,1,C,DenseRemainderLedger.total,0.00017280085012316704,1
brusselator,1,C,BatchedTaylorModel.endpoint,0.0010933042503893375,1
brusselator,1,A,Polynomial.__init__,0.09210567828267813,204
brusselator,1,A,torch_tm_flowpipe.batched_dense_tm.dense_to_sparse_tmvector,0.008538715075701475,1
brusselator,1,B,Polynomial.substitute_const,0.004019138868898153,2
brusselator,1,C,Polynomial.substitute_const_with_roundoff,0.008558030705899,2
brusselator,1,D,Polynomial.evaluate_interval,0.6016474347561598,176
brusselator,1,F,torch_tm_flowpipe.flowpipe._tmvector_constant_part,6.718700751662254e-05,1
brusselator,1,F,torch_tm_flowpipe.flowpipe._tmvector_rm_constants,2.6838388293981552e-05,1
brusselator,1,G,torch_tm_flowpipe.symbolic_remainder._validated_interval_bounds,0.003653233405202627,12
brusselator,1,G,torch_tm_flowpipe.symbolic_remainder.validate_accepted_boundary_sr_queue,0.001195545308291912,5
brusselator,1,E,torch_tm_flowpipe.accepted_boundary_sr.split_endpoint_taylor_map,0.00019318656995892525,1
brusselator,1,G,torch_tm_flowpipe.symbolic_remainder._tensorized_interval_matrix_update_and_image,0.0004354952834546566,1
brusselator,1,G,torch_tm_flowpipe.symbolic_remainder.accepted_boundary_sr_queue_propagate,0.003106663003563881,1
brusselator,1,E,torch_tm_flowpipe.flowpipe._polynomial_part_for_power,0.0014461684040725231,30
brusselator,1,E,Polynomial.mul_truncate,0.0033968142233788967,24
brusselator,1,E,Polynomial.cutoff,0.019462361000478268,44
brusselator,1,E,torch_tm_flowpipe.flowpipe._tm_mul_ctrunc_horner_stage,0.08011885359883308,22
brusselator,1,D,torch_tm_flowpipe.polynomial.evaluate_interval_normal,0.19664278160780668,46
brusselator,1,E,Polynomial.__add__,0.003063744865357876,30
brusselator,1,E,torch_tm_flowpipe.flowpipe._tm_apply_cutoff_for_horner,0.005467229522764683,20
brusselator,1,E,torch_tm_flowpipe.flowpipe._insert_ctrunc_normal_horner_scalar,0.07417148957028985,2
brusselator,1,E,torch_tm_flowpipe.flowpipe.insert_ctrunc_normal_dependency_preserving,0.0287923626601696,1
brusselator,1,G,torch_tm_flowpipe.accepted_boundary_sr.prepare_accepted_boundary_sr,0.0037537449970841408,1
brusselator,1,G,torch_tm_flowpipe.symbolic_remainder.accepted_boundary_sr_queue_sha256,0.0007019001059234142,2
brusselator,1,F,torch_tm_flowpipe.flowpipe._tmvector_shift_polynomial_constants,0.00027871085330843925,1
brusselator,1,F,torch_tm_flowpipe.flowpipe._add_right_map_centering_diagnostics,0.006641233339905739,1
brusselator,1,D,torch_tm_flowpipe.accepted_boundary_sr._interval_polynomial_range,0.024708197452127934,2
brusselator,1,E,torch_tm_flowpipe.accepted_boundary_sr._scale_and_cutoff_right_map,0.028179878368973732,1
brusselator,1,G,torch_tm_flowpipe.symbolic_remainder.accepted_boundary_sr_queue_commit,0.0032953922636806965,1
brusselator,1,G,torch_tm_flowpipe.accepted_boundary_sr.commit_accepted_boundary_sr,0.0009689889848232269,1
brusselator,1,E,Polynomial.__mul__,0.00024135038256645203,2
brusselator,1,F,torch_tm_flowpipe.flowpipe._normalized_tm_from_center_scale,0.0012334613129496574,1
brusselator,1,H,torch_tm_flowpipe.flowpipe._flowstar_normalized_insertion_transition,0.016545360442250967,1
brusselator,2,A,torch_tm_flowpipe.batched_dense_tm.sparse_tmvector_to_dense,0.0007757553830742836,1
brusselator,2,B,BatchedPolynomial.substitute_const_and_drop,0.0005278280004858971,1
brusselator,2,C,torch_tm_flowpipe.endpoint_substitution.enclose_constant_substitution,0.06975427968427539,3
brusselator,2,C,DenseRemainderLedger.total,0.00017654895782470703,1
brusselator,2,C,BatchedTaylorModel.endpoint,0.0010965378023684025,1
brusselator,2,A,Polynomial.__init__,0.19051592238247395,234
brusselator,2,A,torch_tm_flowpipe.batched_dense_tm.dense_to_sparse_tmvector,0.00874022301286459,1
brusselator,2,B,Polynomial.substitute_const,0.004277811851352453,2
brusselator,2,C,Polynomial.substitute_const_with_roundoff,0.008776184637099504,2
brusselator,2,D,Polynomial.evaluate_interval,1.8587064729072154,212
brusselator,2,F,torch_tm_flowpipe.flowpipe._tmvector_constant_part,6.714183837175369e-05,1
brusselator,2,F,torch_tm_flowpipe.flowpipe._tmvector_rm_constants,2.5600194931030273e-05,1
brusselator,2,G,torch_tm_flowpipe.symbolic_remainder._validated_interval_bounds,0.006231781095266342,15
brusselator,2,G,torch_tm_flowpipe.symbolic_remainder.validate_accepted_boundary_sr_queue,0.001677241176366806,5
brusselator,2,E,torch_tm_flowpipe.accepted_boundary_sr.split_endpoint_taylor_map,0.00018113479018211365,1
brusselator,2,G,torch_tm_flowpipe.symbolic_remainder._pack_interval_matrices,0.0002498682588338852,2
brusselator,2,G,torch_tm_flowpipe.symbolic_remainder._pack_interval_columns,7.52708874642849e-05,1
brusselator,2,G,torch_tm_flowpipe.symbolic_remainder._tensorized_interval_matrix_update_and_image,0.0034170057624578476,1
brusselator,2,G,torch_tm_flowpipe.symbolic_remainder.accepted_boundary_sr_queue_propagate,0.0030389130115509033,1
brusselator,2,E,torch_tm_flowpipe.flowpipe._polynomial_part_for_power,0.0013323398306965828,30
brusselator,2,E,Polynomial.mul_truncate,0.028473835438489914,26
brusselator,2,E,Polynomial.cutoff,0.028524615801870823,44
brusselator,2,E,torch_tm_flowpipe.flowpipe._tm_mul_ctrunc_horner_stage,0.0864834412932396,24
brusselator,2,D,torch_tm_flowpipe.polynomial.evaluate_interval_normal,0.2517057629302144,46
brusselator,2,E,Polynomial.__add__,0.004609469790011644,30
brusselator,2,E,torch_tm_flowpipe.flowpipe._tm_apply_cutoff_for_horner,0.004969514440745115,18
brusselator,2,E,torch_tm_flowpipe.flowpipe._insert_ctrunc_normal_horner_scalar,0.07267218455672264,2
brusselator,2,E,torch_tm_flowpipe.flowpipe.insert_ctrunc_normal_dependency_preserving,0.029990690294653177,1
brusselator,2,D,torch_tm_flowpipe.accepted_boundary_sr._interval_polynomial_range,0.08583592949435115,6
brusselator,2,E,torch_tm_flowpipe.accepted_boundary_sr._linear_polynomial_image,0.06897254940122366,1
brusselator,2,E,torch_tm_flowpipe.accepted_boundary_sr._add_polynomial_images,0.028714874759316444,1
brusselator,2,G,torch_tm_flowpipe.accepted_boundary_sr.prepare_accepted_boundary_sr,0.004659302532672882,1
brusselator,2,G,torch_tm_flowpipe.symbolic_remainder.accepted_boundary_sr_queue_sha256,0.001398654654622078,2
brusselator,2,F,torch_tm_flowpipe.flowpipe._tmvector_shift_polynomial_constants,0.0002754759043455124,1
brusselator,2,F,torch_tm_flowpipe.flowpipe._add_right_map_centering_diagnostics,0.006948079913854599,1
brusselator,2,E,torch_tm_flowpipe.accepted_boundary_sr._scale_and_cutoff_right_map,0.03403562167659402,1
brusselator,2,G,torch_tm_flowpipe.symbolic_remainder.accepted_boundary_sr_queue_commit,0.0031859776936471462,1
brusselator,2,G,torch_tm_flowpipe.accepted_boundary_sr.commit_accepted_boundary_sr,0.0010146819986402988,1
brusselator,2,E,Polynomial.__mul__,0.0002377680502831936,2
brusselator,2,F,torch_tm_flowpipe.flowpipe._normalized_tm_from_center_scale,0.0012337244115769863,1
brusselator,2,H,torch_tm_flowpipe.flowpipe._flowstar_normalized_insertion_transition,0.01642111176624894,1
brusselator,3,A,torch_tm_flowpipe.batched_dense_tm.sparse_tmvector_to_dense,0.0007376382127404213,1
brusselator,3,B,BatchedPolynomial.substitute_const_and_drop,0.0004986380226910114,1
brusselator,3,C,torch_tm_flowpipe.endpoint_substitution.enclose_constant_substitution,0.06702042557299137,3
brusselator,3,C,DenseRemainderLedger.total,0.0001749759539961815,1
brusselator,3,C,BatchedTaylorModel.endpoint,0.001101118978112936,1
brusselator,3,A,Polynomial.__init__,0.20764898927882314,232
brusselator,3,A,torch_tm_flowpipe.batched_dense_tm.dense_to_sparse_tmvector,0.008188949897885323,1
brusselator,3,B,Polynomial.substitute_const,0.004045228939503431,2
brusselator,3,C,Polynomial.substitute_const_with_roundoff,0.008404657244682312,2
brusselator,3,D,Polynomial.evaluate_interval,2.0887941736727953,210
brusselator,3,F,torch_tm_flowpipe.flowpipe._tmvector_constant_part,6.632786244153976e-05,1
brusselator,3,F,torch_tm_flowpipe.flowpipe._tmvector_rm_constants,2.6913359761238098e-05,1
brusselator,3,G,torch_tm_flowpipe.symbolic_remainder._validated_interval_bounds,0.007140106987208128,15
brusselator,3,G,torch_tm_flowpipe.symbolic_remainder.validate_accepted_boundary_sr_queue,0.0016896426677703857,5
brusselator,3,E,torch_tm_flowpipe.accepted_boundary_sr.split_endpoint_taylor_map,0.00020769145339727402,1
brusselator,3,G,torch_tm_flowpipe.symbolic_remainder._pack_interval_matrices,0.00037150923162698746,2
brusselator,3,G,torch_tm_flowpipe.symbolic_remainder._pack_interval_columns,0.00010612700134515762,1
brusselator,3,G,torch_tm_flowpipe.symbolic_remainder._tensorized_interval_matrix_update_and_image,0.00476626493036747,1
brusselator,3,G,torch_tm_flowpipe.symbolic_remainder.accepted_boundary_sr_queue_propagate,0.0032732714898884296,1
brusselator,3,E,torch_tm_flowpipe.flowpipe._polynomial_part_for_power,0.001320759765803814,30
brusselator,3,E,Polynomial.mul_truncate,0.037345895543694496,26
brusselator,3,E,Polynomial.cutoff,0.03150289971381426,44
brusselator,3,E,torch_tm_flowpipe.flowpipe._tm_mul_ctrunc_horner_stage,0.08597348956391215,24
brusselator,3,D,torch_tm_flowpipe.polynomial.evaluate_interval_normal,0.26160244084894657,46
brusselator,3,E,Polynomial.__add__,0.0048712571151554585,30
brusselator,3,E,torch_tm_flowpipe.flowpipe._tm_apply_cutoff_for_horner,0.0049743205308914185,18
brusselator,3,E,torch_tm_flowpipe.flowpipe._insert_ctrunc_normal_horner_scalar,0.07275731721892953,2
brusselator,3,E,torch_tm_flowpipe.flowpipe.insert_ctrunc_normal_dependency_preserving,0.0287657855078578,1
brusselator,3,D,torch_tm_flowpipe.accepted_boundary_sr._interval_polynomial_range,0.08969603199511766,6
brusselator,3,E,torch_tm_flowpipe.accepted_boundary_sr._linear_polynomial_image,0.08091134997084737,1
brusselator,3,E,torch_tm_flowpipe.accepted_boundary_sr._add_polynomial_images,0.028519362211227417,1
brusselator,3,G,torch_tm_flowpipe.accepted_boundary_sr.prepare_accepted_boundary_sr,0.005189057905226946,1
brusselator,3,G,torch_tm_flowpipe.symbolic_remainder.accepted_boundary_sr_queue_sha256,0.002243704628199339,2
