plant,schedule,accepted_steps,rejected_attempts,accepted_horizon_exact,solve_seconds,export_seconds,source_status,source
van_der_pol,native adaptive T10,246,35,5764607523034236731/576460752303423488,188.94315990805626,4.767517047002912,reused_recomputed,artifacts/runs/endpoint_roundoff_repair_20260908/raw_minimal/vdp_adaptive/summary.json
