step,time,decision,minimum_target_margin,model_remainder_width_max,parameterization_remainder_width_max,scale_max,inverse_scale_max,endpoint_width_max,tube_width_max,composition_ledger_width_max
37,0.36,accept,0.009114699895554865,0.0017962092019878477,0.20189376697497524,0.24949446294454034,8.357638730788763,0.5077235664204844,0.5496449806158219,0.20466996949639948
38,0.37,accept,0.009127783829183606,0.0017705456481888504,0.20466996949639948,0.2478379229361769,8.472471393003477,0.5048952355582196,0.5461967745504387,0.2074672007191538
39,0.38,accept,0.009141086409905762,0.0017443702751777834,0.2074672007191538,0.24591538268206373,8.590416173549192,0.5014922561126389,0.5421451780610685,0.21028828953344902
40,0.39,accept,0.009154571589323158,0.0017177577637502795,0.21028828953344902,0.24374537507039257,8.711398950055669,0.497552460159574,0.5375311359540519,0.2131359569321869
41,0.4,accept,0.009168204813656959,0.0016907803156134397,0.2131359569321869,0.24134631028297895,8.83534088738327,0.49311341918127566,0.5323952504968061,0.21601283174492394
42,0.41000000000000003,accept,0.009181947175372032,0.0016635071269669615,0.21601283174492394,0.23873637849627743,8.962158332923758,0.4882146504816209,0.5267799760105479,0.21892146303648058
43,0.42,accept,0.009195773383759171,0.001636016085751894,0.21892146303648058,0.2359334680976986,9.091762733535798,0.48289103800104843,0.5207230295499847,0.22186437535836484
44,0.43,accept,0.009209654053078727,0.001608357831231076,0.22186437535836484,0.232955075426608,9.224060570290392,0.4771788060755639,0.5142633561631311,0.22484398772865605
45,0.44,accept,0.00922356127469236,0.001580591178659814,0.22484398772865605,0.22981824206194834,9.358953326681492,0.47111349278999154,0.5074390953146856,0.2278626646367308
46,0.45,accept,0.009237468874738078,0.0015527719760906088,0.2278626646367308,0.22653949566706075,9.49633747724027,0.46472958534187886,0.5002872108099007,0.23092272420216545
47,0.46,accept,0.009251352416321133,0.001524952590202151,0.23092272420216545,0.22313479952250778,9.636104501620558,0.4580605809203471,0.49284354763369087,0.23402644343294884
48,0.47000000000000003,accept,0.009265189189171429,0.001497181903155355,0.23402644343294884,0.21961951060749707,9.77814092504918,0.45113881740601963,0.4851426599140126,0.23717606253969467
49,0.48,accept,0.00927895813168062,0.0014695053345393045,0.23717606253969467,0.21600834578219244,9.922328385691484,0.44399538944363365,0.47721788039948043,0.24037378841002202
50,0.49,accept,0.009292639815375541,0.0014419649985501673,0.24037378841002202,0.2123153556330774,10.068543729316094,0.4366604991276086,0.4691016346430553,0.2436217977978959
51,0.5,accept,0.009306216715800387,0.0014145997362645121,0.2436217977978959,0.20855390537946195,10.216659131406306,0.4291624738735559,0.46082359450163446,0.25039507194549804
52,0.51,accept,0.009319672721090872,0.0013874445750421609,0.25039507194549804,0.2047366619964528,10.366542246740309,0.4215279545830802,0.4524120868437902,0.26002404678675095
53,0.52,accept,0.009332958800953776,0.0013605317124762415,0.26002404678675095,0.2008755877564074,10.518056386588164,0.4137826063606652,0.4438943336176929,0.26983562634723807
54,0.53,accept,0.009346096362808639,0.0013339591794509966,0.26983562634723807,0.1969819734456835,10.671060722689035,0.4059505910183301,0.4352959272126542,0.27982665936313744
55,0.54,accept,0.009359076944557993,0.0013076841286898664,0.27982665936313744,0.19306637202903293,10.825410477778236,0.39805462179549966,0.4266408886186276,0.28999368752034516
56,0.55,accept,0.009371890049727338,0.0012817234502533975,0.28999368752034516,0.18913863883236096,10.980957217892716,0.3901159826724949,0.41795169067035715,0.3003329410001053
57,0.56,accept,0.00938452630652661,0.0012560981019048916,0.3003329410001053,0.18520794669818835,11.137549136615206,0.38215454626082357,0.4092492802731145,0.3108403410247834
58,0.5700000000000001,accept,0.009396977843376793,0.0012308267916250996,0.3108403410247834,0.18128280108111872,11.295031358920845,0.37418879798918536,0.40055310724860926,0.3215115043813866
59,0.58,accept,0.009409236146478948,0.0012059252271156228,0.3215115043813866,0.17737105747976625,11.453246266670359,0.3662428709974298,0.3918881641391632,0.33234174933806593
60,0.59,accept,0.009421297234035427,0.0011814104011320151,0.33234174933806593,0.17347994328558283,11.612033844668744,0.35833193987720074,0.3832703850410628,0.3433261028642943
61,0.6,accept,0.00943315631227608,0.0011572902434259034,0.3433261028642943,0.16961607625275055,11.771232042697289,0.3504630943070952,0.374707524453445,0.3544593095328655
62,0.61,accept,0.009444809502412898,0.001133574309015944,0.3544593095328655,0.16578548987373923,11.930677158488875,0.34264967671258983,0.36621350021777427,0.3657358410748052
63,0.62,accept,0.009456253799465037,0.0011102703245191204,0.3657358410748052,0.1619936580811206,12.090204232660332,0.33490384824524977,0.35780096479333934,0.3771499075575324
64,0.63,accept,0.0094674870087472,0.0010873842706848056,0.3771499075575324,0.1582455207755787,12.249647455570182,0.3272366388970538,0.3494813606414134,0.388695469795181
65,0.64,accept,0.009478507684155124,0.0010649205095475999,0.388695469795181,0.15454550991423732,12.408840583732882,0.31965799931948774,0.3412649772501396,0.40036625292740324
66,0.65,accept,0.009489315068495473,0.001042881907938188,0.40036625292740324,0.15089757589971098,12.567617363296401,0.31217685375869936,0.33316100917915026,0.41215576109780927
67,0.66,accept,0.009497123761841544,0.0010212699568641994,0.41215576109780927,0.14730521403990415,12.72581195801973,0.30480672426175304,0.3251831852516092,0.4240572931540115
68,0.67,accept,0.009491281762152403,0.0010056555672918071,0.4240572931540115,0.1437742761509856,12.8832593791423,0.29758294397453194,0.3173669866914669,0.4360639592827864
69,0.68,accept,0.0094856850317144,0.0010173424447399134,0.4360639592827864,0.1403207825773209,13.03979124758404,0.2905108115036355,0.3097178062736414,0.44816925390944906
70,0.6900000000000001,accept,0.009480347723638092,0.0010285387602247066,0.44816925390944906,0.13696445933003554,13.195217522244697,0.2836301079929592,0.3022754728634669,0.4603692012589473
71,0.7000000000000001,accept,0.00947518168496862,0.0010392161583677292,0.4603692012589473,0.1338860674865401,13.349349285975435,0.27730323583706157,0.29540238452070344,0.4726595530411262
72,0.71,accept,0.009470279076339318,0.001049550573491918,0.4726595530411262,0.13086181885322537,13.501999310632652,0.27108270602939155,0.2886510104357335,0.4850357960706077
73,0.72,accept,0.009465631252979051,0.0010593581493725324,0.4850357960706077,0.127893546547216,13.652982486809002,0.26497276189847774,0.28202551491379135,0.4974931749610951
74,0.73,accept,0.00946122936307896,0.0010686561618835182,0.4974931749610951,0.1249836248275775,13.802116478248317,0.2589787356435979,0.2755311176033969,0.5100266916127663
75,0.74,accept,0.0094570616863679,0.0010774623009045922,0.5100266916127663,0.12213418440034322,13.949222233147411,0.2531054332300873,0.2691724818763062,0.5226311211588308
76,0.75,accept,0.009453122781595555,0.0010857999947644363,0.5226311211588308,0.1193441671678302,14.094124483534591,0.24735103401738262,0.2629476177331173,0.5353010288775291
77,0.76,accept,0.009449406348661041,0.001093680120532043,0.5353010288775291,0.11661438863005737,14.236652224329635,0.24171756383325335,0.25685835795059375,0.548030788491749
78,0.77,accept,0.009445904490209696,0.0011011152701481631,0.548030788491749,0.11394544920886684,14.376639186092605,0.23620658270403289,0.2509060486844563,0.5608145999877137
79,0.78,accept,0.00944260971284059,0.0011081212312238874,0.5608145999877137,0.11133775344849176,14.513924285806066,0.2308192217600059,0.24509158905183492,0.5736465082307775
80,0.79,accept,0.009439514631462332,0.001114712984531633,0.5736465082307775,0.10879152630621865,14.648352050899891,0.22555629161322438,0.23941554199659004,0.5865204224468687
81,0.8,accept,0.009436611799169945,0.0011209052952048772,0.5865204224468687,0.1063074186026054,14.779773017897096,0.22041933069512504,0.23387918493152454,0.5994301360386087
82,0.81,accept,0.009433894543524956,0.001126713051962281,0.5994301360386087,0.10388463580285555,14.908044102713795,0.21543384585541642,0.22850775246615623,0.6123693466881244
83,0.8200000000000001,accept,0.00943135615646854,0.0011321495974993454,0.6123693466881244,0.10152279750620549,15.033028940455285,0.21057219126529772,0.2232733172707218,0.6253316766311914
84,0.8300000000000001,accept,0.009428974926458502,0.0011372283455397235,0.6253316766311914,0.09922158393475816,15.154598194384478,0.20585593274833688,0.2181971562076276,0.6383106928598113
85,0.84,accept,0.009426750309721111,0.0011419927171448974,0.6383106928598113,0.0969807824543906,15.272629831087722,0.2012770066499154,0.21327091084931502,0.6512999272760465
86,0.85,accept,0.009424686274231805,0.0011464437981077284,0.6512999272760465,0.09480021708600093,15.387009325644879,0.19681930921219087,0.20847817835761998,0.6642928997186612
87,0.86,accept,0.009422776505382643,0.001150573651089511,0.6642928997186612,0.09267996387172209,15.4976298584045,0.19248321665955276,0.2038190329377299,0.6772831380579476
88,0.87,accept,0.009421015080376877,0.001154394903976918,0.6772831380579476,0.09061981883089508,15.60439253104543,0.18826846622977672,0.19929290810998593,0.6902641931815212
89,0.88,accept,0.009419396407669313,0.0011579194018014154,0.6902641931815212,0.08861891160202831,15.70720651556169,0.18417345890098544,0.19489790055755063,0.7032296564155318
90,0.89,accept,0.009417914931058407,0.0011611583282711822,0.7032296564155318,0.08667666079923671,15.805989132293547,0.1801971783831415,0.19063269012639203,0.7161731792766074
91,0.9,accept,0.009416565292552376,0.00116412279625145,0.7161731792766074,0.08479241432148904,15.900665911328772,0.1763384494551235,0.18649579906614105,0.7290884908259974
92,0.91,accept,0.009415342327984574,0.0011668235224936898,0.7290884908259974,0.08296545773338052,15.991170618359188,0.17259595599329908,0.18248561086498305,0.7419694142645401
93,0.92,accept,0.00941424017407461,0.0011692708363586807,0.7419694142645401,0.0811961692993449,16.077445246214353,0.16897062408079355,0.17860275407476034,0.7548098826678569
94,0.93,accept,0.009413254519323436,0.0011714764643334591,0.7548098826678569,0.07948361437397355,16.15943997304032,0.16546065901906015,0.17484513995456796,0.7676039538124892
95,0.9400000000000001,accept,0.009412381130695235,0.0011734490310793726,0.7676039538124892,0.0778260686619031,16.237113086537054,0.16206262907433994,0.17120904677180504,0.780345824176487
96,0.9500000000000001,accept,0.009411592719144423,0.001175197005273463,0.780345824176487,0.076276398177229,16.31043088126789,0.15888247678523854,0.16780013159296892,0.7930298416543522
97,0.96,accept,0.009410870994161475,0.0011767749096731955,0.7930298416543522,0.07486700717801327,16.379367520686877,0.15598515786996958,0.16468306960848444,0.8056505178002105
98,0.97,accept,0.009410246361962107,0.0011782192969899987,0.8056505178002105,0.07351470020529766,16.443904818903007,0.15320409177470062,0.16169100503843042,0.8182025426658214
99,0.98,accept,0.009409715634981202,0.0011794694462200564,0.8182025426658214,0.07221832754192556,16.504032031089693,0.15053701634149624,0.1588214061027698,0.8306807956752159
100,0.99,accept,0.009409275249298627,0.001180531734577545,0.8306807956752159,0.07097639415364221,16.559745729675633,0.14798095055357652,0.15607102801860684,0.843080348028261
101,1.0,accept,0.009408921703879086,0.0011814132922979134,0.843080348028261,0.06978759415396919,16.6110495789898,0.14553329497534195,0.15343701364642315,0.8553964699469736
102,1.01,accept,0.009408651552288557,0.001182121123609627,0.8553964699469736,0.06865082476494003,16.65795408982265,0.14319186073349088,0.15091692263583067,0.8676246369546214
103,1.02,accept,0.009408461577977709,0.001182662123305603,0.8676246369546214,0.06756475907662386,16.700476357332658,0.1409539902255844,0.1485078522611224,0.8797605351092577
104,1.03,accept,0.009408348714167592,0.0011830427265767402,0.8797605351092577,0.06652802750800418,16.738639784517343,0.13881693151452557,0.14620681190874374,0.8918000652105496
105,1.04,accept,0.009408309873013061,0.0011832690690538675,0.8918000652105496,0.06553962127907094,16.772473793843687,0.1367786691508397,0.14401155396196896,0.9037393459811214
106,1.05,accept,0.009408342209995875,0.0011833473281285343,0.9037393459811214,0.06459824765480622,16.802013528934125,0.13483659747242233,0.14191924713559406,0.9155747162740655
107,1.06,accept,0.00940844301611624,0.0011832831947398096,0.9155747162740655,0.06370257912726457,16.827299548037043,0.13298803415136307,0.1399269900331671,0.9273027363668045
108,1.07,accept,0.009408609481008622,0.0011830820887577878,0.9273027363668045,0.06285182118471044,16.848377511944392,0.13123138837184528,0.13803297931344577,0.9389201883432925
109,1.08,accept,0.009408839126538041,0.0011827496322923254,0.9389201883432925,0.06204449653034595,16.86529786795609,0.12956379363872933,0.13623414246816323,0.9504240756340893
110,1.09,accept,0.009409129307720818,0.0011822907835009097,0.9504240756340893,0.06127960536894711,16.878115531269014,0.12798352611211528,0.13452855610867953,0.961811621789667
111,1.1,accept,0.00940947784277825,0.0011817108337956964,0.961811621789667,0.06055617667659685,16.88688956649782,0.1264881729566627,0.1329136142523859,0.9730802684806301
112,1.11,accept,0.009409882585205124,0.0011810141481134527,0.9730802684806301,0.059872862741247146,16.89168286972558,0.1250749899206608,0.13138638582576728,0.9842276728522394
113,1.12,accept,0.009410341211319662,0.0011802050210800025,0.9842276728522394,0.0592289971563576,16.89256185438717,0.12374262982540007,0.12994534306643235,0.9952517041776558
114,1.1300000000000001,accept,0.009410851766679839,0.001179288101115244,0.9952517041776558,0.059208046873068694,17.05808024519776,0.12248836654178208,0.12858758540263732,1.0061504399529233
115,1.1400000000000001,accept,0.009411412210671526,0.001178267298610773,1.0061504399529233,0.05923167659636686,17.225140279083625,0.12131032630466432,0.12731107066226321,1.0169221615026343
116,1.1500000000000001,accept,0.009412020570140804,0.0011771466959520252,1.0169221615026343,0.05926830911155183,17.384502814935193,0.12020685759894162,0.12611398484656294,1.027565349383973
117,1.16,accept,0.009412675130080463,0.0011759302404854531,1.027565349383973,0.05931772019693875,17.53603065254956,0.11999146668937288,0.12536102567751772,1.0380786775419122
118,1.17,accept,0.009413374025317963,0.0011746213635267242,1.0380786775419122,0.059379693507209744,17.67944448516757,0.1201059758152554,0.12553245514220568,1.0484610077985903
119,1.18,accept,0.009414115600576636,0.0011732237962873112,1.0484610077985903,0.05945402048828044,17.81459371230632,0.12024587031672374,0.12572849226097316,1.0587113839528923
120,1.19,accept,0.009414898293943364,0.001171740850369384,1.0587113839528923,0.05954050028348945,17.94137468850955,0.12041072766397276,0.12594875645107284,1.0688290255497153
121,1.2,accept,0.00941572047402897,0.0011701756506326765,1.0688290255497153,0.05963893963443455,18.059600213800493,0.12060014794450824,0.12619288842625775,1.0788133214104634
122,1.21,accept,0.009416580657093596,0.0011685314606185427,1.0788133214104634,0.05974915277842584,18.169174921705306,0.12081374260780087,0.12646053899239496,1.088663822989259
123,1.22,accept,0.00941747747403883,0.001166811248661732,1.088663822989259,0.059870961344489285,18.27007482076873,0.12105113550748192,0.12675137013929105,1.0983802376143479
124,1.23,accept,0.009418409547084053,0.0011650177538521712,1.0983802376143479,0.06000419424659628,18.362245850842914,0.12131196875950456,0.12706506094714443,1.1079624216241348
125,1.24,accept,0.009419375526419794,0.0011631537324939098,1.1079624216241348,0.06014868757511021,18.44563348590469,0.12159590098610562,0.1274013058774699,1.1174103734419996
126,1.25,accept,0.009420374124736971,0.0011612218848662866,1.1174103734419996,0.06030428448803831,18.520213252956072,0.12190260500533912,0.12775981250827928,1.1267242266394655
127,1.26,accept,0.009421404187232536,0.0011592247862250993,1.1267242266394655,0.06047083510217327,18.58605500565311,0.12223176383112744,0.12814029757847223,1.1359042430127249
128,1.27,accept,0.00942246450131557,0.0011571647468995672,1.1359042430127249,0.06064819638415829,18.64319794857285,0.12258307781944366,0.1285424941770721,1.1449508056953275
129,1.28,accept,0.009423553973751178,0.0011550441926671201,1.1449508056953275,0.060836232041363104,18.691702280241437,0.1229562612873869,0.12896614840408693,1.1538644123270743
130,1.29,accept,0.00942467155534443,0.0011528653105611604,1.1538644123270743,0.06103481241461386,18.731648216429654,0.12335104228940819,0.1294110191872775,1.1626456683262834
131,1.3,accept,0.009425816216669873,0.0011506301995049914,1.1626456683262834,0.061243814371360866,18.763134901288417,0.12376716239591201,0.12987687810007476,1.1712952802619991
132,1.31,accept,0.009426986970378422,0.0011483409188545247,1.1712952802619991,0.06146312120031315,18.78627923783932,0.12420437647526739,0.1303635091817168,1.1798140493558424
133,1.32,accept,0.009428182869519847,0.0011459994437861046,1.1798140493558424,0.06169262250801905,18.80121466832112,0.12466245247928831,0.13087070875967943,1.1882028651329253
134,1.33,accept,0.009429403005932426,0.0011436076686530724,1.1882028651329253,0.061932214117379224,18.808089909754234,0.12514117123267998,0.13139828527494224,1.1964626992326988
135,1.34,accept,0.009430646508697701,0.0011411674102079054,1.1964626992326988,0.062181797968296114,18.807067658254578,0.12564032622688925,0.13194605911053503,1.2045945993920073
136,1.35,accept,0.009431912495464457,0.001138680410694075,1.2045945993920073,0.06244128202064046,18.79827888803692,0.12615972595848146,0.13251386496353934,1.2125996836106443
137,1.36,accept,0.009433200144952605,0.001136148435134817,1.2125996836106443,0.06271058015974028,18.781890783413438,0.12669918978484662,0.13310154773336325,1.2204791345085853
138,1.37,accept,0.00943450873779881,0.0011335731264293567,1.2204791345085853,0.06298961210488085,18.758145704442903,0.1272585454230699,0.1337089600521606,1.2282341938855286
139,1.3800000000000001,accept,0.00943583753778395,0.0011309559237182142,1.2282341938855286,0.0632783033202257,18.72724929317081,0.12783763508773838,0.13433596845319729,1.2358661574789405
140,1.3900000000000001,accept,0.009437185764907279,0.0011282982997687378,1.2358661574789405,0.06357658492800912,18.689344737054004,0.1284363167576772,0.13498245466718695,1.2433763699220894
141,1.4000000000000001,accept,0.009438552704167522,0.0011256018147960093,1.2433763699220894,0.06388439362517778,18.644615523082106,0.12905445805238558,0.13564830952740126,1.2507662199176046
142,1.41,accept,0.00943993780087856,0.0011228678990500788,1.2507662199176046,0.0642016716036673,18.593375120325273,0.12969193073148721,0.13633342749689414,1.2581560287963822
143,1.42,accept,0.00944134030482648,0.00112009766231046,1.2581560287963822,0.0645283664732852,18.535731745143487,0.13034862997254693,0.13703772597322716,1.2705502630716272
144,1.43,accept,0.00944275963933753,0.0011172926051043236,1.2705502630716272,0.06486443118676138,18.47193602865933,0.1310244539473724,0.13776112489084325,1.28267454068907
145,1.44,accept,0.009444195144686158,0.0011144538810605033,1.28267454068907,0.06520982396981573,18.402261138190877,0.13171931050766905,0.1385035559194876,1.294525694124943
146,1.45,accept,0.009445646006099869,0.0011115828099263524,1.294525694124943,0.06556450825306762,18.326786332605842,0.13243312994222411,0.1392649722068955,1.306108628112643
147,1.46,accept,0.00944711211457981,0.0011086810212603017,1.306108628112643,0.06592845260848756,18.24591233006296,0.13316583402381976,0.14004531151724486,1.3174165246390381
148,1.47,accept,0.009448592720377721,0.001105748733506932,1.3174165246390381,0.0663016306902803,18.15964687031134,0.1339173787301582,0.1408445500139992,1.3284579243697758
149,1.48,accept,0.009450087547707339,0.0011027874460545128,1.3284579243697758,0.06668402117301057,18.068414490397426,0.13468770511826889,0.1416626486011956,1.3392262130616497
150,1.49,accept,0.009451595915920414,0.0010997977109358007,1.3392262130616497,0.0670756076987164,17.972247622345684,0.13547678845200295,0.14249960207260304,1.3497296902045797
151,1.5,accept,0.00945311751340613,0.001096780889356004,1.3497296902045797,0.06747637882367544,17.871495663398594,0.13628459451759878,0.14335539544831888,1.3599653607571416
152,1.51,accept,0.009454651829865159,0.001093737604878976,1.3599653607571416,0.06788632797185666,17.766307060587405,0.13711111150522215,0.14423003587672079,1.3699378464235596
153,1.52,accept,0.009456198412427601,0.0010906688781609922,1.3699378464235596,0.06830545338871732,17.65686352425052,0.13795633544301378,0.14512353808833867,1.3796507564018197
154,1.53,accept,0.009457756984606058,0.0010875756150407622,1.3796507564018197,0.06873375810013492,17.543483280603112,0.1388202631912261,0.14603591740925093,1.3891031164041612
155,1.54,accept,0.009459326956893754,0.0010844583687809773,1.3891031164041612,0.0691712498740118,17.426189457790976,0.13970292041352095,0.14696721775110166,1.3983044404983078
156,1.55,accept,0.009460908113357178,0.001081318318264256,1.3983044404983078,0.06961794118402312,17.305314787127962,0.14060432203701767,0.1479174720893457,1.4072535580260865
157,1.56,accept,0.009462500129362164,0.0010781558956623359,1.4072535580260865,0.0700738491790594,17.1810758613984,0.1415244998242151,0.14888673005287623,1.4159534870494952
158,1.57,accept,0.009464102477291363,0.0010749717503847414,1.4159534870494952,0.0705389956527559,17.053498996993635,0.1424635079408516,0.14987506350911217,1.4244137449697631
159,1.58,accept,0.009465714995831978,0.0010717669375319007,1.4244137449697631,0.07101340701749626,16.922905178238167,0.14342138971615492,0.15088253334102308,1.4326338464050297
160,1.59,accept,0.0094673373977945,0.0010685417800196484,1.4326338464050297,0.07149711428300524,16.78948831272815,0.1443982061665321,0.15190921798715662,1.4406176659311418
161,1.6,accept,0.009468969298542866,0.0010652968523367484,1.4406176659311418,0.07199015303501463,16.65334507959989,0.14539403441681453,0.15295521187881045,1.4483722834499029
162,1.61,accept,0.009470610417111558,0.0010620329237224155,1.4483722834499029,0.07249256341831296,16.514642483225305,0.146408955825988,0.15402061358128827,1.4559023562480093
163,1.62,accept,0.009472260586474787,0.00105875055617808,1.4559023562480093,0.07300439012362415,16.37362185716562,0.14744305521537981,0.15510552503723574,1.4632100396683692
164,1.6300000000000001,accept,0.009473919558412215,0.0010554500839404712,1.4632100396683692,0.07352568237647332,16.23044092573558,0.14849643240303134,0.15621006311579988,1.4703001813255614
165,1.6400000000000001,accept,0.009475587020875507,0.0010521320035141346,1.4703001813255614,0.0740564939281525,16.08519226526163,0.14956920124489592,0.15733435866826384,1.4771796402984265
166,1.6500000000000001,accept,0.009477262751771558,0.001048796938961124,1.4771796402984265,0.07459688305044039,15.938024936103734,0.15066148040627625,0.15847854731359723,1.4838532975479684
167,1.6600000000000001,accept,0.009478946631743815,0.0010454453345204648,1.4838532975479684,0.07514691253366783,15.789150278548036,0.15177339246637778,0.15964276855679982,1.4903238962610301
168,1.67,accept,0.00948063847050521,0.0010420774290600815,1.4903238962610301,0.075706649686704,15.63870859142354,0.15290507438176792,0.16082717626585152,1.496596351979858
169,1.68,accept,0.009482338091953825,0.0010386936032029462,1.496596351979858,0.0762761663389734,15.486835841563426,0.15405667238438436,0.16203193358292256,1.5026755654203345
170,1.69,accept,0.009484045245678096,0.0010352942091983392,1.5026755654203345,0.07685553884574521,15.333600010441012,0.15522834744481195,0.16325721840057428,1.5085684537698199
