checkpoint,endpoint_width_sum,last_validated_time,segment_index,segment_width_sum,status
0.1,0.6054002183457194,0.1,9,0.6729652680047011,passed
0.5,0.5817533607769417,0.5,49,0.647597599525787,passed
1.0,0.20224809805436206,1.0,99,0.2259699236120395,passed
4.0,0.3212910487504502,4.0,399,0.4046676194780345,passed
6.0,1.348672642966018,6.0,599,1.5346463428910713,passed
