symbol,kind,occurrence_count,locations,classification,recommended_action
flush,function,5,comparisons/flowstar/parse_flowstar_output.py:111;experiments/flowstar_benchmark_parity.py:281;experiments/flowstar_checkpoint_replay.py:180;experiments/flowstar_one_step_oracle.py:176;experiments/trajectory_visual_audit.py:508,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
formatting_rows,function,3,experiments/flowstar_raw_remainder_compat_h10_right_map_centering.py:137;experiments/flowstar_raw_remainder_compat_h10_right_map_centering_handoff.py:95;experiments/flowstar_raw_remainder_compat_h5_width_attribution.py:238,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
generate,function,3,experiments/three_tool_deep_study/flowstar_root_cause.py:22;experiments/three_way_common_contract/generate_report.py:100;experiments/three_way_comparison_repair/generate_report.py:61,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
git_sha,function,4,experiments/first_order_three_way/common.py:192;experiments/three_tool_deep_study/common.py:70;experiments/three_way_common_contract/common.py:480;experiments/three_way_comparison_repair/common.py:125,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
hull,function,2,experiments/three_way_comparison_repair/common.py:150;src/torch_tm_flowpipe/interval.py:81,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
integrate,function,2,src/torch_tm_flowpipe/polynomial.py:292;src/torch_tm_flowpipe/taylor_model.py:305,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
interval_subset,function,2,experiments/flowstar_acceptance_predicate_audit.py:85;experiments/flowstar_picard_residual_source_audit.py:107,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
iter_configurations,function,2,experiments/first_order_three_way/common.py:96;experiments/three_way_common_contract/common.py:128,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
load_config,function,2,comparisons/flowstar/export_flowstar_model.py:22;experiments/tm_order_audit.py:54,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
load_spec,function,4,experiments/first_order_three_way/common.py:74;experiments/three_tool_deep_study/common.py:36;experiments/three_way_common_contract/common.py:112;experiments/three_way_comparison_repair/common.py:117,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
main,function,96,analysis/independent_audit.py:633;comparisons/flowstar/build_flowstar_case.py:15;comparisons/flowstar/compare_against_torch_tm.py:831;comparisons/flowstar/export_flowstar_model.py:336;comparisons/flowstar/parse_flowstar_output.py:192;comparisons/flowstar/run_flowstar.py:265;comparisons/flowstar/run_flowstar_case.py:9;comparisons/flowstar/summarize_comparison.py:309;experiments/batched_dense_tm_flowpipe_demo.py:544;experiments/batched_tm_gpu_microbench.py:1115;experiments/consolidated_study/cli.py:654;experiments/diagnose_van_der_pol.py:169;experiments/first_order_followup/audit_environment.py:75;experiments/first_order_followup/collect_results.py:346;experiments/first_order_followup/generate_artifacts.py:411;experiments/first_order_followup/run_diffreach_followup.py:279;experiments/first_order_followup/run_flowstar_audit.py:401;experiments/first_order_followup/run_flowstar_followup.py:449;experiments/first_order_followup/run_torch_followup.py:672;experiments/first_order_three_way/collect_results.py:258;experiments/first_order_three_way/compute_references.py:78;experiments/first_order_three_way/environment_audit.py:84;experiments/first_order_three_way/generate_report.py:313;experiments/first_order_three_way/plot_results.py:475;experiments/first_order_three_way/run_diffreach.py:471;experiments/first_order_three_way/run_flowstar.py:360;experiments/first_order_three_way/run_torch.py:329;experiments/flowstar_acceptance_predicate_audit.py:301;experiments/flowstar_benchmark_failure_diagnostics.py:733;experiments/flowstar_benchmark_parity.py:1280;experiments/flowstar_benchmark_stage2_diagnostics.py:1263;experiments/flowstar_benchmark_symbolic_remainder_diagnostics.py:982;experiments/flowstar_box_lifecycle_alignment_audit.py:392;experiments/flowstar_checkpoint_replay.py:468;experiments/flowstar_endpoint_pre_center_source_audit.py:489;experiments/flowstar_insertion_width_attribution.py:262;experiments/flowstar_internal_intermediate_ranges_audit.py:458;experiments/flowstar_normalized_insertion_h10_failure.py:458;experiments/flowstar_one_step_oracle.py:547;experiments/flowstar_picard_residual_source_audit.py:548;experiments/flowstar_queue_state_audit.py:516;experiments/flowstar_raw_ctrunc_residual_audit.py:459;experiments/flowstar_raw_remainder_compat_attempt_sequence.py:301;experiments/flowstar_raw_remainder_compat_experiment.py:365;experiments/flowstar_raw_remainder_compat_h10_right_map_centering.py:979;experiments/flowstar_raw_remainder_compat_h10_right_map_centering_handoff.py:474;experiments/flowstar_raw_remainder_compat_h5.py:836;experiments/flowstar_raw_remainder_compat_h5_divergence_audit.py:630;experiments/flowstar_raw_remainder_compat_h5_right_map_centering.py:1295;experiments/flowstar_raw_remainder_compat_h5_width_attribution.py:725;experiments/flowstar_raw_remainder_compat_short_horizon.py:440;experiments/flowstar_raw_remainder_compat_step_policy.py:440;experiments/flowstar_raw_remainder_partition_audit.py:486;experiments/flowstar_right_map_scaling_diagnostics.py:501;experiments/flowstar_same_source_endpoint_tube_compare.py:498;experiments/flowstar_step_trace_compare.py:2056;experiments/flowstar_style_failure_localization.py:1085;experiments/flowstar_style_rescue_vanderpol.py:5111;experiments/flowstar_style_sample_containment.py:261;experiments/flowstar_symbolic_step_trace.py:272;experiments/flowstar_validation_candidate_decomposition_audit.py:656;experiments/flowstar_vdp_width_trajectory_audit.py:1779;experiments/flowstar_width_growth_diagnostics.py:382;experiments/harmonic_oscillator.py:58;experiments/plot_order_results.py:248;experiments/plot_results.py:16;experiments/scalar_quadratic_grid.py:51;experiments/three_tool_deep_study/defect_diagnostic.py:357;experiments/three_tool_deep_study/export_diffreach_segment.py:388;experiments/three_tool_deep_study/export_flowstar_segment.py:665;experiments/three_tool_deep_study/export_torch_segment.py:245;experiments/three_tool_deep_study/flowstar_adaptive_trajectory_audit.py:554;experiments/three_tool_deep_study/flowstar_correctness.py:283;experiments/three_tool_deep_study/flowstar_root_cause.py:129;experiments/three_tool_deep_study/run_ablation.py:472;experiments/three_tool_deep_study/run_controlled.py:758;experiments/three_tool_deep_study/run_native.py:726;experiments/three_tool_deep_study/run_pareto.py:1629;experiments/three_way_common_contract/collect_results.py:947;experiments/three_way_common_contract/generate_report.py:453;experiments/three_way_common_contract/plot_results.py:316;experiments/three_way_common_contract/run_diffreach.py:593;experiments/three_way_common_contract/run_flowstar.py:673;experiments/three_way_common_contract/run_torch.py:337;experiments/three_way_comparison_repair/collect_results.py:608;experiments/three_way_comparison_repair/generate_report.py:394;experiments/three_way_comparison_repair/plot_results.py:271;experiments/three_way_comparison_repair/run_corrected_comparison.py:238;experiments/three_way_comparison_repair/run_diffreach_audit.py:468;experiments/three_way_comparison_repair/run_flowstar_audit.py:955;experiments/three_way_comparison_repair/run_torch_audit.py:392;experiments/tm_order_audit.py:172;experiments/trajectory_visual_audit.py:1505;experiments/van_der_pol_sampling.py:69;scripts/check_runtime.py:20;scripts/generate_flowstar_provenance.py:310,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
make_plots,function,4,comparisons/flowstar/compare_against_torch_tm.py:618;experiments/flowstar_benchmark_failure_diagnostics.py:643;experiments/flowstar_benchmark_symbolic_remainder_diagnostics.py:868;experiments/flowstar_style_rescue_vanderpol.py:1819,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
make_row,function,2,experiments/three_way_common_contract/common.py:376;experiments/three_way_comparison_repair/common.py:223,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
make_run_id,function,3,experiments/first_order_three_way/common.py:202;experiments/three_way_common_contract/common.py:190;experiments/three_way_comparison_repair/common.py:205,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
multiplication_plan,function,2,experiments/batched_tm_gpu_microbench.py:118;src/torch_tm_flowpipe/batched_dense_tm.py:272,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
n_vars,function,3,src/torch_tm_flowpipe/flowpipe.py:2516;src/torch_tm_flowpipe/taylor_model.py:177;src/torch_tm_flowpipe/tm_vector.py:48,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
normalized_initial_tm,function,2,experiments/first_order_followup/torch_basis.py:420;src/torch_tm_flowpipe/flowpipe.py:138,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
ode_for_config,function,2,comparisons/flowstar/compare_against_torch_tm.py:99;experiments/tm_order_audit.py:68,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
parse_args,function,22,experiments/batched_tm_gpu_microbench.py:1078;experiments/flowstar_acceptance_predicate_audit.py:292;experiments/flowstar_box_lifecycle_alignment_audit.py:383;experiments/flowstar_endpoint_pre_center_source_audit.py:480;experiments/flowstar_internal_intermediate_ranges_audit.py:449;experiments/flowstar_picard_residual_source_audit.py:538;experiments/flowstar_raw_ctrunc_residual_audit.py:450;experiments/flowstar_raw_remainder_compat_attempt_sequence.py:294;experiments/flowstar_raw_remainder_compat_experiment.py:358;experiments/flowstar_raw_remainder_compat_h10_right_map_centering.py:970;experiments/flowstar_raw_remainder_compat_h10_right_map_centering_handoff.py:465;experiments/flowstar_raw_remainder_compat_h5.py:823;experiments/flowstar_raw_remainder_compat_h5_divergence_audit.py:622;experiments/flowstar_raw_remainder_compat_h5_right_map_centering.py:1284;experiments/flowstar_raw_remainder_compat_h5_width_attribution.py:717;experiments/flowstar_raw_remainder_compat_short_horizon.py:432;experiments/flowstar_raw_remainder_compat_step_policy.py:432;experiments/flowstar_raw_remainder_partition_audit.py:477;experiments/flowstar_same_source_endpoint_tube_compare.py:489;experiments/flowstar_step_trace_compare.py:2013;experiments/flowstar_validation_candidate_decomposition_audit.py:647;experiments/flowstar_vdp_width_trajectory_audit.py:1768,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
point_evaluations,function,2,experiments/three_way_common_contract/run_diffreach.py:534;experiments/three_way_common_contract/run_torch.py:312,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
pow_int,function,4,src/torch_tm_flowpipe/flowpipe.py:2489;src/torch_tm_flowpipe/interval.py:175;src/torch_tm_flowpipe/polynomial.py:276;src/torch_tm_flowpipe/taylor_model.py:289,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
power,function,2,experiments/first_order_three_way/common.py:123;experiments/three_way_common_contract/common.py:204,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
radius,function,3,experiments/diagnose_van_der_pol.py:44;experiments/tm_order_audit.py:91;src/torch_tm_flowpipe/interval.py:110,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
range_box,function,5,src/torch_tm_flowpipe/flowpipe.py:135;src/torch_tm_flowpipe/symbolic_remainder.py:760;src/torch_tm_flowpipe/taylor_model.py:299;src/torch_tm_flowpipe/tm_vector.py:51;tests/test_flowstar_benchmark_diagnostics.py:69,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
read_csv,function,4,experiments/first_order_three_way/common.py:263;experiments/first_order_three_way/generate_report.py:38;experiments/three_way_common_contract/common.py:512;experiments/three_way_comparison_repair/common.py:333,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
read_json,function,3,experiments/first_order_three_way/common.py:274;experiments/first_order_three_way/generate_report.py:43;experiments/three_way_common_contract/common.py:526,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
read_rows,function,2,experiments/plot_order_results.py:15;experiments/plot_results.py:8,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
rec,function,3,experiments/batched_tm_gpu_microbench.py:106;src/torch_tm_flowpipe/batched_dense_tm.py:78;tests/test_batched_dense_tm.py:18,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
render_cpp,function,5,experiments/first_order_followup/run_flowstar_audit.py:37;experiments/first_order_followup/run_flowstar_followup.py:61;experiments/first_order_three_way/run_flowstar.py:50;experiments/three_tool_deep_study/export_flowstar_segment.py:88;experiments/three_way_common_contract/run_flowstar.py:75,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
reset,function,2,src/torch_tm_flowpipe/symbolic_remainder.py:79;tests/test_protocol_contracts.py:247,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
rhs,function,14,experiments/first_order_followup/collect_results.py:90;experiments/first_order_followup/run_torch_followup.py:56;experiments/first_order_followup/tests/test_torch_basis.py:28;experiments/first_order_three_way/compute_references.py:61;experiments/first_order_three_way/run_diffreach.py:194;experiments/first_order_three_way/run_torch.py:43;experiments/three_tool_deep_study/export_diffreach_segment.py:83;experiments/three_tool_deep_study/export_torch_segment.py:41;experiments/three_way_common_contract/collect_results.py:480;experiments/three_way_common_contract/run_diffreach.py:101;experiments/three_way_common_contract/run_torch.py:48;experiments/three_way_comparison_repair/run_diffreach_audit.py:93;experiments/three_way_comparison_repair/run_torch_audit.py:49;experiments/three_way_comparison_repair/tests/test_torch_endpoint_semantics.py:96,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
run,function,16,experiments/batched_dense_tm_flowpipe_demo.py:388;experiments/first_order_three_way/environment_audit.py:40;experiments/flowstar_checkpoint_replay.py:388;experiments/flowstar_insertion_width_attribution.py:252;experiments/flowstar_normalized_insertion_h10_failure.py:396;experiments/flowstar_raw_remainder_compat_attempt_sequence.py:207;experiments/flowstar_raw_remainder_compat_experiment.py:346;experiments/flowstar_raw_remainder_compat_h10_right_map_centering.py:907;experiments/flowstar_raw_remainder_compat_h10_right_map_centering_handoff.py:333;experiments/flowstar_raw_remainder_compat_h5.py:758;experiments/flowstar_raw_remainder_compat_h5_right_map_centering.py:1194;experiments/flowstar_raw_remainder_compat_short_horizon.py:350;experiments/flowstar_raw_remainder_compat_step_policy.py:338;experiments/flowstar_right_map_scaling_diagnostics.py:486;experiments/flowstar_vdp_width_trajectory_audit.py:1722;scripts/generate_flowstar_provenance.py:26,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
run_case,function,5,experiments/harmonic_oscillator.py:21;experiments/scalar_quadratic_grid.py:21;experiments/three_way_comparison_repair/run_diffreach_audit.py:278;experiments/three_way_comparison_repair/run_torch_audit.py:208;experiments/van_der_pol_sampling.py:33,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
run_configuration,function,6,experiments/first_order_followup/run_diffreach_followup.py:75;experiments/first_order_followup/run_flowstar_followup.py:244;experiments/first_order_three_way/run_torch.py:246;experiments/three_way_common_contract/run_diffreach.py:334;experiments/three_way_common_contract/run_flowstar.py:390;experiments/three_way_common_contract/run_torch.py:169,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
run_diagnostics,function,2,experiments/flowstar_benchmark_failure_diagnostics.py:468;experiments/three_tool_deep_study/defect_diagnostic.py:305,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
run_diffreach,function,2,experiments/three_tool_deep_study/run_controlled.py:356;experiments/three_tool_deep_study/run_native.py:293,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
run_flowstar,function,3,comparisons/flowstar/run_flowstar.py:255;experiments/three_tool_deep_study/run_controlled.py:547;experiments/three_tool_deep_study/run_native.py:512,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
run_torch,function,2,experiments/three_tool_deep_study/run_controlled.py:135;experiments/three_tool_deep_study/run_native.py:64,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
runtime,function,2,experiments/three_way_common_contract/plot_results.py:224;experiments/three_way_comparison_repair/plot_results.py:251,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
sha256_manifest,function,2,experiments/three_tool_deep_study/common.py:98;experiments/three_way_comparison_repair/common.py:344,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
step_once,function,2,experiments/first_order_followup/diffreach_adapter.py:34;experiments/first_order_three_way/run_diffreach.py:114,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
substitute_const,function,3,src/torch_tm_flowpipe/polynomial.py:394;src/torch_tm_flowpipe/taylor_model.py:319;src/torch_tm_flowpipe/tm_vector.py:66,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
summarize,function,6,experiments/first_order_followup/collect_results.py:285;experiments/flowstar_internal_intermediate_ranges_audit.py:353;experiments/flowstar_raw_ctrunc_residual_audit.py:349;experiments/flowstar_raw_remainder_partition_audit.py:362;experiments/flowstar_same_source_endpoint_tube_compare.py:332;experiments/flowstar_validation_candidate_decomposition_audit.py:489,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
test_cli_writes_ledger_and_report,function,5,tests/test_flowstar_internal_intermediate_ranges_audit.py:174;tests/test_flowstar_raw_ctrunc_residual_audit.py:150;tests/test_flowstar_raw_remainder_partition_audit.py:152;tests/test_flowstar_same_source_endpoint_tube_compare.py:144;tests/test_flowstar_validation_candidate_decomposition_audit.py:171,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
test_csv_physical_line_count_matches_csv_reader_rows,function,2,tests/test_flowstar_raw_remainder_compat_h10_right_map_centering.py:303;tests/test_flowstar_raw_remainder_compat_h5_right_map_centering.py:134,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
test_missing_component_fields_are_unknown_not_zero,function,3,tests/test_flowstar_endpoint_pre_center_source_audit.py:71;tests/test_flowstar_picard_residual_source_audit.py:40;tests/test_flowstar_validation_candidate_decomposition_audit.py:73,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
test_missing_flowstar_component_fields_are_unknown_not_zero,function,3,tests/test_flowstar_raw_remainder_compat_h10_right_map_centering.py:293;tests/test_flowstar_raw_remainder_compat_h5_right_map_centering.py:112;tests/test_flowstar_raw_remainder_compat_h5_width_attribution.py:44,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
test_missing_internal_fields_are_unknown_not_zero,function,2,tests/test_flowstar_internal_intermediate_ranges_audit.py:77;tests/test_flowstar_raw_remainder_partition_audit.py:67,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
torch_row,function,2,comparisons/flowstar/compare_against_torch_tm.py:293;experiments/trajectory_visual_audit.py:1298,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
utc_timestamp,function,2,experiments/first_order_three_way/common.py:70;experiments/three_way_common_contract/common.py:108,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
variable,function,2,src/torch_tm_flowpipe/polynomial.py:176;src/torch_tm_flowpipe/taylor_model.py:160,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
width,function,3,experiments/diagnose_van_der_pol.py:40;experiments/tm_order_audit.py:87;src/torch_tm_flowpipe/interval.py:107,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
width_curves,function,2,experiments/three_way_common_contract/plot_results.py:87;experiments/three_way_comparison_repair/plot_results.py:170,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
widths,function,2,comparisons/flowstar/parse_flowstar_output.py:183;src/torch_tm_flowpipe/tm_vector.py:54,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
write_csv,function,7,comparisons/flowstar/compare_against_torch_tm.py:584;experiments/_common.py:11;experiments/first_order_followup/run_flowstar_audit.py:279;experiments/first_order_three_way/common.py:248;experiments/three_tool_deep_study/common.py:88;experiments/three_way_common_contract/common.py:494;experiments/three_way_comparison_repair/common.py:324,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
write_json,function,4,experiments/first_order_three_way/common.py:268;experiments/three_tool_deep_study/common.py:79;experiments/three_way_common_contract/common.py:517;experiments/three_way_comparison_repair/common.py:338,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
write_ledger,function,2,experiments/flowstar_raw_remainder_compat_attempt_sequence.py:220;experiments/flowstar_raw_remainder_compat_experiment.py:275,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
write_outputs,function,3,experiments/flowstar_benchmark_symbolic_remainder_diagnostics.py:653;experiments/flowstar_raw_remainder_compat_h5.py:749;experiments/flowstar_raw_remainder_compat_h5_right_map_centering.py:1165,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
write_plan_doc,function,2,experiments/flowstar_step_trace_compare.py:1986;experiments/flowstar_vdp_width_trajectory_audit.py:1649,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
write_report,function,18,experiments/first_order_followup/generate_artifacts.py:289;experiments/flowstar_benchmark_parity.py:1158;experiments/flowstar_queue_state_audit.py:417;experiments/flowstar_raw_remainder_compat_attempt_sequence.py:233;experiments/flowstar_raw_remainder_compat_experiment.py:279;experiments/flowstar_raw_remainder_compat_h10_right_map_centering.py:861;experiments/flowstar_raw_remainder_compat_h10_right_map_centering_handoff.py:298;experiments/flowstar_raw_remainder_compat_h5.py:645;experiments/flowstar_raw_remainder_compat_h5_divergence_audit.py:547;experiments/flowstar_raw_remainder_compat_h5_right_map_centering.py:1035;experiments/flowstar_raw_remainder_compat_h5_width_attribution.py:645;experiments/flowstar_raw_remainder_compat_short_horizon.py:364;experiments/flowstar_raw_remainder_compat_step_policy.py:356;experiments/flowstar_step_trace_compare.py:1798;experiments/flowstar_style_rescue_vanderpol.py:1699;experiments/flowstar_style_sample_containment.py:200;experiments/flowstar_symbolic_step_trace.py:234;experiments/flowstar_vdp_width_trajectory_audit.py:1372,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
write_summary,function,2,experiments/flowstar_raw_remainder_compat_short_horizon.py:360;experiments/flowstar_raw_remainder_compat_step_policy.py:352,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
zero,function,3,src/torch_tm_flowpipe/interval.py:77;src/torch_tm_flowpipe/polynomial.py:165;src/torch_tm_flowpipe/taylor_model.py:126,name_collision_needs_semantic_review,retain unless call-graph review proves duplicate behavior
