file,line,function,primitive_calls,calls,self_seconds,inclusive_seconds_not_additive
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/interval.py,56,__init__,5952,5952,0.070097874,0.228789965
~,0,<method 'clone' of 'torch._C.TensorBase' objects>,29241,29241,0.05763754,0.05763754
~,0,<built-in method torch.any>,18116,18116,0.042606495,0.042606495
~,0,<built-in method torch.stack>,4748,4748,0.035598393,0.035598393
~,0,<built-in method torch.full_like>,13202,13202,0.033529664,0.033529664
~,0,<built-in method torch.min>,4065,4065,0.033021829,0.033021829
~,0,<built-in method torch.max>,4365,4365,0.030844043,0.030844043
~,0,<built-in method torch.nextafter>,12873,12873,0.030663324000000002,0.030663324000000002
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/batched_dense_tm.py,393,_interval_mul,1195,1195,0.027915296000000003,0.079569687
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/interval.py,152,__mul__,1719,1719,0.024132381,0.152450793
~,0,<built-in method torch.isnan>,11904,11904,0.023101809,0.023101809
~,0,<method 'reshape' of 'torch._C.TensorBase' objects>,13554,13554,0.020602667,0.020602667
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/interval.py,15,_as_tensor,11906,11906,0.020493385000000003,0.0720467
~,0,<built-in method unique_dim>,2,2,0.017152197,0.017152197
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/interval.py,175,pow_int,1415,1415,0.016762197,0.08695559300000001
~,0,<method 'pow' of 'torch._C.TensorBase' objects>,4988,4988,0.015328027000000001,0.015328027000000001
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/batched_dense_tm.py,483,_power_interval_bounds,270,270,0.014997028,0.062338262000000005
~,0,<built-in method torch.all>,5029,5029,0.014471737,0.014471737
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/batched_dense_tm.py,1127,validate_dense_subdivision_cover,90,90,0.014279977000000001,0.031366499
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/polynomial.py,127,_is_zero_tensor,1684,1684,0.011658873,0.015703171000000002
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/interval.py,135,__add__,1389,1389,0.010293949,0.0791476
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/batched_dense_tm.py,242,__post_init__,565,565,0.010123875000000001,0.021009269
~,0,<built-in method torch.abs>,3910,3910,0.010002062,0.010002062
~,0,<built-in method torch.isfinite>,1127,1127,0.009935779,0.009935779
~,0,<method 'sum' of 'torch._C.TensorBase' objects>,416,416,0.00889296,0.00889296
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/polynomial.py,316,evaluate_interval,94,94,0.007965732,0.29311797300000003
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/batched_dense_tm.py,516,_monomial_interval_bounds_for_exponents,90,90,0.007741489000000001,0.08576288600000001
~,0,<built-in method torch.where>,2040,2040,0.007262757000000001,0.007262757000000001
~,0,<built-in method torch.zeros_like>,3778,3778,0.006969452,0.006969452
