t,flowstar_segment_width_sum,compat_segment_width_sum,current_segment_width_sum,compat_over_flowstar_ratio,current_over_flowstar_ratio,compat_tube_prefix_width_sum,flowstar_tube_prefix_width_sum,compat_tube_prefix_ratio,status,notes
0.012500000000000001,0.47885100000000014,0.49371371665576347,0.59116500562832375,1.0310382909417821,1.2345489633065894,0.49371371665576347,0.47885100000000014,1.0310382909417821,ok,
0.026249999999999999,0.51755899999999988,0.53503630579431327,0.60710506088450478,1.0337687216226814,1.1730161409317681,0.58214640786121596,0.56685600000000003,1.0269740601867423,ok,
0.041375000000000002,0.55958599999999969,0.58030177652515702,0.73539356044970483,1.0370198263093739,1.3141743368306305,0.68165608966024616,0.66571599999999997,1.0239442790322693,ok,
0.058012500000000002,0.60478499999999991,0.62948330297547117,0.73804862763538615,1.0408381540141889,1.2203487646608071,0.79342480437124219,0.77654500000000004,1.0217370588584591,ok,
0.07631375,0.65287800000000007,0.68242283352584288,0.73150816281238273,1.0452532226937388,1.1204362266953132,0.91865320644319848,0.90044400000000002,1.0202224751824638,ok,
0.096445130000000004,0.70325900000000008,0.73869545853299057,0.83477731688631018,1.0503889157948785,1.187012632453065,1.0584543784484441,1.0384080000000002,1.0193049152630218,ok,
0.1075174,0.67328399999999999,0.69398575009755992,0.81403645590716911,1.0307474261939389,1.2090536176519404,1.1282788017524654,1.1096370000000002,1.0167999100178393,ok,
0.11969689999999999,0.69931400000000044,0.7229757345003851,0.79296073766887787,1.0338356367817385,1.1339122878547796,1.2128012498219791,1.1933100000000003,1.016333768946861,ok,
0.1330943,0.72644399999999987,0.7535295283786323,0.87198990445594582,1.0372850878782569,1.2003539219209547,1.3058937966782738,1.2853520000000001,1.0159814561912019,ok,
0.1478315,0.75430800000000042,0.78537165885092408,0.83899191739781553,1.0411816643213696,1.1122670280546076,1.4081616635139094,1.3863060000000003,1.015765396322247,ok,
0.1640424,0.78239600000000009,0.81806487181155263,0.92242711160257174,1.0455892819129349,1.1789772846519815,1.5201271097243554,1.4966380000000001,1.0156945832755517,ok,
0.18187429999999999,0.81000300000000003,0.85097852322671952,0.87920493575259795,1.0505868783531906,1.0854341721605945,1.6421771856967309,1.6166690000000001,1.0157782364211416,ok,
