case_name,dim,order,monomial_profile,monomial_count,multiplication_pair_count,batch,operation,implementation,device,dtype,warmup,repeats,status,skip_reason,min_ms,median_ms,mean_ms,samples_per_second,speedup_vs_torch_cpu,output_shape,notes
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,8,poly_coeff_mul_trunc,torch_dense,cuda,float64,3,7,ok,,0.0724541023,0.0731470063,0.0739621797,109368.796,0.489909729,"coeffs=(8,2,15)",
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,8,tm_range_bound,torch_dense,cuda,float64,3,7,ok,,1.40180904,1.40774529,1.42062868,5682.8462,0.389569682,"lo_hi=(8,2)",
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,8,fixed_picard_tm_step,torch_dense,cuda,float64,3,7,ok,,0.206261873,0.21342095,0.211953718,37484.605,0.468500037,"coeffs=(8,2,15)",
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,8,interval_affine_map,python_scalar_sparse,cpu,float64,3,7,skipped,batch exceeds max_scalar_batch=1,,,,,,,existing sparse object path is intentionally capped to avoid runaway diagnostic time
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,8,poly_coeff_add,python_scalar_sparse,cpu,float64,3,7,skipped,batch exceeds max_scalar_batch=1,,,,,,,existing sparse object path is intentionally capped to avoid runaway diagnostic time
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,8,poly_coeff_mul_trunc,python_scalar_sparse,cpu,float64,3,7,skipped,batch exceeds max_scalar_batch=1,,,,,,,existing sparse object path is intentionally capped to avoid runaway diagnostic time
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,8,tm_range_bound,python_scalar_sparse,cpu,float64,3,7,skipped,batch exceeds max_scalar_batch=1,,,,,,,existing sparse object path is intentionally capped to avoid runaway diagnostic time
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,8,fixed_picard_tm_step,python_scalar_sparse,cpu,float64,3,7,skipped,batch exceeds max_scalar_batch=1,,,,,,,existing sparse object path is intentionally capped to avoid runaway diagnostic time
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,32,interval_affine_map,torch_dense,cpu,float64,3,7,ok,,0.0302707776,0.0304905698,0.0305830368,1049504.82,1,"lo_hi=(32,2)",
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,32,poly_coeff_add,torch_dense,cpu,float64,3,7,ok,,0.00298209488,0.00302959234,0.00315758267,10562477.2,1,"coeffs=(32,2,15)",
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,32,poly_coeff_mul_trunc,torch_dense,cpu,float64,3,7,ok,,0.047583133,0.0479929149,0.0483782164,666765.085,1,"coeffs=(32,2,15)",
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,32,tm_range_bound,torch_dense,cpu,float64,3,7,ok,,0.60640648,0.615700148,0.616844877,51973.3512,1,"lo_hi=(32,2)",
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,32,fixed_picard_tm_step,torch_dense,cpu,float64,3,7,ok,,0.113396905,0.11441391,0.115149122,279686.273,1,"coeffs=(32,2,15)",
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,32,interval_affine_map,torch_dense,cuda,float64,3,7,ok,,0.108994544,0.110349618,0.113206783,289987.411,0.276308793,"lo_hi=(32,2)",
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,32,poly_coeff_add,torch_dense,cuda,float64,3,7,ok,,0.0179186463,0.018434599,0.0189389767,1735866.34,0.16434273,"coeffs=(32,2,15)",
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,32,poly_coeff_mul_trunc,torch_dense,cuda,float64,3,7,ok,,0.0710748136,0.0729523599,0.0763889402,438642.424,0.657866517,"coeffs=(32,2,15)",
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,32,tm_range_bound,torch_dense,cuda,float64,3,7,ok,,1.36993546,1.3800133,1.3970299,23188.1823,0.446155227,"lo_hi=(32,2)",
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,32,fixed_picard_tm_step,torch_dense,cuda,float64,3,7,ok,,0.199593604,0.201570801,0.205226243,158753.152,0.567611523,"coeffs=(32,2,15)",
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,32,interval_affine_map,python_scalar_sparse,cpu,float64,3,7,skipped,batch exceeds max_scalar_batch=1,,,,,,,existing sparse object path is intentionally capped to avoid runaway diagnostic time
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,32,poly_coeff_add,python_scalar_sparse,cpu,float64,3,7,skipped,batch exceeds max_scalar_batch=1,,,,,,,existing sparse object path is intentionally capped to avoid runaway diagnostic time
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,32,poly_coeff_mul_trunc,python_scalar_sparse,cpu,float64,3,7,skipped,batch exceeds max_scalar_batch=1,,,,,,,existing sparse object path is intentionally capped to avoid runaway diagnostic time
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,32,tm_range_bound,python_scalar_sparse,cpu,float64,3,7,skipped,batch exceeds max_scalar_batch=1,,,,,,,existing sparse object path is intentionally capped to avoid runaway diagnostic time
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,32,fixed_picard_tm_step,python_scalar_sparse,cpu,float64,3,7,skipped,batch exceeds max_scalar_batch=1,,,,,,,existing sparse object path is intentionally capped to avoid runaway diagnostic time
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,128,interval_affine_map,torch_dense,cpu,float64,3,7,ok,,0.032979995,0.0335099176,0.0362332378,3819764.69,1,"lo_hi=(128,2)",
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,128,poly_coeff_add,torch_dense,cpu,float64,3,7,ok,,0.00364612788,0.00365450978,0.00376813114,35025217.5,1,"coeffs=(128,2,15)",
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,128,poly_coeff_mul_trunc,torch_dense,cpu,float64,3,7,ok,,0.118665397,0.119859353,0.121072467,1067918.33,1,"coeffs=(128,2,15)",
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,128,tm_range_bound,torch_dense,cpu,float64,3,7,ok,,0.813348219,0.822445378,0.821550111,155633.436,1,"lo_hi=(128,2)",
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,128,fixed_picard_tm_step,torch_dense,cpu,float64,3,7,ok,,0.16868487,0.170687214,0.170784603,749909.717,1,"coeffs=(128,2,15)",
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,128,interval_affine_map,torch_dense,cuda,float64,3,7,ok,,0.110430643,0.11267513,0.11556569,1136009.34,0.297402962,"lo_hi=(128,2)",
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,128,poly_coeff_add,torch_dense,cuda,float64,3,7,ok,,0.017917715,0.0184504315,0.0188234927,6937507.12,0.198071778,"coeffs=(128,2,15)",
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,128,poly_coeff_mul_trunc,torch_dense,cuda,float64,3,7,ok,,0.0708056614,0.0748680905,0.0765382179,1709673.63,1.60094043,"coeffs=(128,2,15)",
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,128,tm_range_bound,torch_dense,cuda,float64,3,7,ok,,1.37255527,1.37689151,1.38049466,92963.0252,0.597320393,"lo_hi=(128,2)",
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,128,fixed_picard_tm_step,torch_dense,cuda,float64,3,7,ok,,0.200489536,0.203755684,0.209161347,628203.333,0.837705285,"coeffs=(128,2,15)",
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,128,interval_affine_map,python_scalar_sparse,cpu,float64,3,7,skipped,batch exceeds max_scalar_batch=1,,,,,,,existing sparse object path is intentionally capped to avoid runaway diagnostic time
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,128,poly_coeff_add,python_scalar_sparse,cpu,float64,3,7,skipped,batch exceeds max_scalar_batch=1,,,,,,,existing sparse object path is intentionally capped to avoid runaway diagnostic time
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,128,poly_coeff_mul_trunc,python_scalar_sparse,cpu,float64,3,7,skipped,batch exceeds max_scalar_batch=1,,,,,,,existing sparse object path is intentionally capped to avoid runaway diagnostic time
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,128,tm_range_bound,python_scalar_sparse,cpu,float64,3,7,skipped,batch exceeds max_scalar_batch=1,,,,,,,existing sparse object path is intentionally capped to avoid runaway diagnostic time
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,128,fixed_picard_tm_step,python_scalar_sparse,cpu,float64,3,7,skipped,batch exceeds max_scalar_batch=1,,,,,,,existing sparse object path is intentionally capped to avoid runaway diagnostic time
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,512,interval_affine_map,torch_dense,cpu,float64,3,7,ok,,0.0376012176,0.0379486009,0.038113445,13491933.5,1,"lo_hi=(512,2)",
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,512,poly_coeff_add,torch_dense,cpu,float64,3,7,ok,,0.00760052353,0.00774674118,0.00774048801,66092307.5,1,"coeffs=(512,2,15)",
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,512,poly_coeff_mul_trunc,torch_dense,cpu,float64,3,7,ok,,0.460957177,0.462792814,0.464059679,1106326.6,1,"coeffs=(512,2,15)",
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,512,tm_range_bound,torch_dense,cpu,float64,3,7,ok,,1.61210354,1.63480826,1.62989966,313186.576,1,"lo_hi=(512,2)",
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,512,fixed_picard_tm_step,torch_dense,cpu,float64,3,7,ok,,0.526568852,0.533084385,0.532509626,960448.316,1,"coeffs=(512,2,15)",
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,512,interval_affine_map,torch_dense,cuda,float64,3,7,ok,,0.109995715,0.113967806,0.115803842,4492496.76,0.332976498,"lo_hi=(512,2)",
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,512,poly_coeff_add,torch_dense,cuda,float64,3,7,ok,,0.0179680064,0.018440187,0.0188234927,27765445.1,0.42010101,"coeffs=(512,2,15)",
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,512,poly_coeff_mul_trunc,torch_dense,cuda,float64,3,7,ok,,0.0700233504,0.0739041716,0.0748877813,6927890.39,6.26206618,"coeffs=(512,2,15)",
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,512,tm_range_bound,torch_dense,cuda,float64,3,7,ok,,1.37835089,1.38607621,1.38803412,369388.058,1.17945048,"lo_hi=(512,2)",
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,512,fixed_picard_tm_step,torch_dense,cuda,float64,3,7,ok,,0.203743577,0.211891718,0.215681935,2416328.51,2.51583398,"coeffs=(512,2,15)",
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,512,interval_affine_map,python_scalar_sparse,cpu,float64,3,7,skipped,batch exceeds max_scalar_batch=1,,,,,,,existing sparse object path is intentionally capped to avoid runaway diagnostic time
dim2_order4_vdp_like,2,4,dense_total_degree_vdp_like_count,15,70,512,poly_coeff_add,python_scalar_sparse,cpu,float64,3,7,skipped,batch exceeds max_scalar_batch=1,,,,,,,existing sparse object path is intentionally capped to avoid runaway diagnostic time
