backend_lane,dense_kernel_s,device_to_host_s,device_transfer_count,h_attempted,host_to_device_s,segment_index,t_before,total_wall_s
hybrid_dense_core,0.17710836103651673,0.0,0,0.1,0.0,0,0.0,0.6435265151085332
hybrid_dense_core,0.1769649760099128,0.0,0,0.027500000000000004,0.0,1,0.025,0.5759283989900723
hybrid_dense_core,0.17647181393112987,0.0,0,0.015125000000000003,0.0,2,0.03875000000000001,0.48648781795054674
hybrid_dense_core,0.17912787606474012,0.0,0,0.016637500000000003,0.0,3,0.053875000000000006,0.5074243760900572
hybrid_dense_core,0.17771001404616982,0.0,0,0.018301250000000005,0.0,4,0.0705125,0.5622563579818234
hybrid_dense_core,0.1830781000899151,0.0,0,0.020131375000000007,0.0,5,0.08881375000000001,0.5352677539922297
hybrid_dense_core,0.17732403497211635,0.0,0,0.02214451250000001,0.0,6,0.10894512500000002,0.5285926110809669
hybrid_dense_core,0.1775047549745068,0.0,0,0.02435896375000001,0.0,7,0.13108963750000002,0.7075405400246382
hybrid_dense_core,0.17738983104936779,0.0,0,0.013397430062500007,0.0,8,0.14326911937500003,0.5393118390347809
hybrid_dense_core,0.17822969402186573,0.0,0,0.014737173068750008,0.0,9,0.15666654943750002,0.5453101260354742
hybrid_dense_core,0.1778899000491947,0.0,0,0.01621089037562501,0.0,10,0.17140372250625002,0.5492385989055037
hybrid_dense_core,0.17753366800025105,0.0,0,0.01783197941318751,0.0,11,0.18761461288187503,0.5584470599424094
hybrid_dense_core,0.18651723198127002,0.0,0,0.019615177354506262,0.0,12,0.20544659229506254,0.5618410810129717
hybrid_dense_core,0.178144951001741,0.0,0,0.02157669508995689,0.0,13,0.2250617696495688,0.5621530159842223
hybrid_dense_core,0.17839432205073535,0.0,0,0.02373436459895258,0.0,14,0.2466384647395257,0.5657434710301459
hybrid_dense_core,0.17751577298622578,0.0,0,0.02610780105884784,0.0,15,0.2703728293384783,0.7470821930328384
hybrid_dense_core,0.1792643740773201,0.0,0,0.014359290582366313,0.0,16,0.2834267298679022,0.5622866170015186
hybrid_dense_core,0.1771538460161537,0.0,0,0.015795219640602945,0.0,17,0.2977860204502685,0.5492328699911013
hybrid_dense_core,0.17793459992390126,0.0,0,0.017374741604663242,0.0,18,0.3135812400908714,0.5524910959647968
hybrid_dense_core,0.23953625792637467,0.0,0,0.01911221576512957,0.0,19,0.33095598169553464,0.6187964929267764
hybrid_dense_core,0.17767504695802927,0.0,0,0.02102343734164253,0.0,20,0.3500681974606642,0.5566835080971941
hybrid_dense_core,0.17751129204407334,0.0,0,0.023125781075806782,0.0,21,0.3710916348023067,0.5664479960687459
hybrid_dense_core,0.17841864796355367,0.0,0,0.025438359183387462,0.0,22,0.3942174158781135,0.5776543219108135
hybrid_dense_core,0.18073984095826745,0.0,0,0.027982195101726212,0.0,23,0.4196557750615009,0.5729339309036732
hybrid_dense_core,0.17773407604545355,0.0,0,0.030780414611898836,0.0,24,0.44763797016322715,0.5720258429646492
hybrid_dense_core,0.1779161540325731,0.0,0,0.033858456073088725,0.0,25,0.478418384775126,0.5796109599759802
