run_id,t,py_width_sum,flowstar_overlap_width_sum,width_ratio
flowstar_style_o6_candidate8_output6_cutoff_insert,0.025000000000000001,0.50640462733673552,0.77654500000000004,0.65212528229109135
flowstar_style_o6_candidate8_output6_cutoff_insert,0.087499999999999994,0.66030439203045876,1.1135919999999999,0.59295001403607317
flowstar_style_o6_candidate8_output6_cutoff_insert,0.14999999999999999,0.72980867500100732,1.057761,0.68995611957805913
flowstar_style_o6_candidate8_output6_cutoff_insert,0.21249999999999999,0.7946368388663656,1.28905,0.61645152543839699
flowstar_style_o6_candidate8_output6_cutoff_insert,0.27500000000000002,0.77876317573904241,1.0994964999999999,0.70829072738207211
flowstar_style_o6_candidate8_output6_cutoff_insert,0.33750000000000002,0.76644440391757618,1.1550749999999999,0.66354514115323793
flowstar_style_o6_candidate8_output6_cutoff_insert,0.40000000000000002,0.69971765217802284,1.0615099000000003,0.65917204557208808
flowstar_style_o6_candidate8_output6_cutoff_insert,0.46250000000000002,0.64263203673890024,1.0172943000000001,0.6317071045604995
flowstar_style_o6_candidate8_output6_cutoff_insert,0.55000000000000004,0.54436573029114776,0.88605142000000003,0.61437261766495188
flowstar_style_o6_candidate8_output6_cutoff_insert,0.64999999999999991,0.43298138929241586,0.74639840000000002,0.58009420879307327
flowstar_style_o6_candidate8_output6_cutoff_insert,0.75,0.34233777543800692,0.6367138,0.53766350821673237
flowstar_style_o6_candidate8_output6_cutoff_insert,0.84999999999999987,0.27516028603282472,0.47936660000000014,0.57400804735420585
flowstar_style_o6_candidate8_output6_cutoff_insert,0.94999999999999996,0.22715028219235467,0.40314519999999987,0.56344533481325032
flowstar_style_o6_candidate8_output6_cutoff_insert,1.0499999999999998,0.19103081803913052,0.38576279999999996,0.49520279829763403
flowstar_style_o6_candidate8_output6_cutoff_insert,1.1499999999999999,0.16563006179099138,0.33781839999999996,0.49029319241045305
flowstar_style_o6_candidate8_output6_cutoff_insert,1.25,0.14792514320442063,0.3189183000000001,0.4638339763018321
flowstar_style_o6_candidate8_output6_cutoff_insert,1.3500000000000001,0.13621821079419272,0.29998289999999983,0.45408658558268755
flowstar_style_o6_candidate8_output6_cutoff_insert,1.4500000000000002,0.12922789697586734,0.3362995000000002,0.38426431492127483
flowstar_style_o6_candidate8_output6_cutoff_insert,1.5500000000000003,0.12605577058639539,0.29225139999999994,0.43132649009173407
flowstar_style_o6_candidate8_output6_cutoff_insert,1.6500000000000004,0.12612042981289862,0.31772999999999996,0.39694215155288654
flowstar_style_o6_candidate8_output6_cutoff_insert,1.7500000000000004,0.12910555898903753,0.35571740000000007,0.36294417700409792
flowstar_style_o6_candidate8_output6_cutoff_insert,1.8500000000000005,0.13513749117600649,0.36657440000000019,0.36864955975105301
