step,t_start,t_end,h,h_hex,scheduler_time_hex,t_start_exact,t_end_exact,safety_check_passed,queue_size,queue_reset_count,published_endpoint_x_lo,published_endpoint_x_hi,published_endpoint_y_lo,published_endpoint_y_hi,common_endpoint_x_lo,common_endpoint_x_hi,common_endpoint_y_lo,common_endpoint_y_hi,published_tube_x_lo,published_tube_x_hi,published_tube_y_lo,published_tube_y_hi,common_tube_x_lo,common_tube_x_hi,common_tube_y_lo,common_tube_y_hi
101,2.0,2.02,0.02,0x1.47ae147ae147bp-6,0x1.028f5c28f5c29p+1,144115188075855875/72057594037927936,582225359826457735/288230376151711744,True,101,0,0.7597755289412351,0.7781281343361214,2.2730180454901983,2.2929382699014558,0.7597755289412363,0.7781281343361202,2.2730180454902027,2.292938269901451,0.7594103228770894,0.7931960898088276,2.253549224521915,2.2932297525397902,0.7594103228770941,0.7931960898088232,2.253549224521933,2.293229752539772
102,2.02,2.04,0.02,0x1.47ae147ae147bp-6,0x1.051eb851eb852p+1,582225359826457735/288230376151711744,293994983674745985/144115188075855872,True,102,0,0.7456488813124145,0.7635857544513789,2.2921509648351526,2.3120042932764884,0.7456488813124155,0.7635857544513779,2.292150964835157,2.312004293276484,0.7452758911485252,0.7782931921933641,2.272767749014935,2.3122881045761274,0.7452758911485294,0.7782931921933599,2.272767749014954,2.312288104576109
103,2.04,2.06,0.02,0x1.47ae147ae147bp-6,0x1.07ae147ae147bp+1,293994983674745985/144115188075855872,593754574872526205/288230376151711744,True,103,0,0.7318872941083784,0.7494099189933465,2.311204346268676,2.3309843027985653,0.7318872941083794,0.7494099189933454,2.311204346268681,2.3309843027985604,0.731507373523909,0.7637584852557855,2.29191136259934,2.331260657298879,0.7315073735239135,0.7637584852557808,2.2919113625993583,2.331260657298862
104,2.06,2.08,0.02,0x1.47ae147ae147bp-6,0x1.0a3d70a3d70a4p+1,593754574872526205/288230376151711744,74939897799445055/36028797018963968,True,104,0,0.7184881752377916,0.7355976998547782,2.3301734700007652,2.3498739607188903,0.7184881752377927,0.7355976998547771,2.3301734700007697,2.349873960718886,0.7181021794420057,0.7495892995129714,2.3109750387774928,2.350143066908988,0.71810217944201,0.749589299512967,2.310975038777512,2.3501430669089696
105,2.08,2.1,0.02,0x1.47ae147ae147bp-6,0x1.0cccccccccccdp+1,74939897799445055/36028797018963968,605283789918594675/288230376151711744,True,105,0,0.7054482998358801,0.7221462871066959,2.349053920065656,2.368669255619915,0.705448299835881,0.722146287106695,2.34905392006566,2.368669255619911,0.7050570752513527,0.7357830912691731,2.3299540521298816,2.3689313162144514,0.7050570752513571,0.7357830912691687,2.3299540521299003,2.368931316214433
106,2.1,2.12,0.02,0x1.47ae147ae147bp-6,0x1.0f5c28f5c28f6p+1,605283789918594675/288230376151711744,305524198720814455/144115188075855872,True,106,0,0.692764198186198,0.7090526085526234,2.3678415996274396,2.387366489860789,0.6927641981861989,0.7090526085526224,2.3678415996274444,2.3873664898607845,0.6923685795751487,0.7223370535393355,2.348843995364868,2.387621701585472,0.6923685795751539,0.7223370535393306,2.3488439953648865,2.3876217015854535
107,2.12,2.14,0.02,0x1.47ae147ae147bp-6,0x1.11eb851eb851fp+1,305524198720814455/144115188075855872,616813004964663145/288230376151711744,True,107,0,0.6804321560826048,0.6963133395060687,2.3865327406631267,2.405962269799352,0.6804321560826058,0.6963133395060676,2.3865327406631307,2.405962269799348,0.6800329636763573,0.7092481246508245,2.367640790289834,2.406210823150672,0.6800329636763619,0.7092481246508199,2.367640790289852,2.406210823150655
108,2.14,2.16,0.02,0x1.47ae147ae147bp-6,0x1.147ae147ae148p+1,616813004964663145/288230376151711744,155644403121924345/72057594037927936,True,108,0,0.6684482214359476,0.6839249086040495,2.4051238825708094,2.424453524582476,0.6684482214359485,0.6839249086040485,2.405123882570814,2.4244535245824714,0.6680462581839138,0.6965129927948637,2.3863406672951295,2.4246956039670655,0.6680462581839187,0.6965129927948589,2.3863406672951486,2.4246956039670464
109,2.16,2.18,0.02,0x1.47ae147ae147bp-6,0x1.170a3d70a3d71p+1,155644403121924345/72057594037927936,628342220010731615/288230376151711744,True,109,0,0.6568082126366155,0.6718835040627982,2.4236118787047656,2.442837494541464,0.6568082126366165,0.6718835040627971,2.4236118787047696,2.44283749454146,0.6564042616259472,0.6841281010128214,2.4049401731363282,2.443073278402338,0.6564042616259516,0.6841281010128171,2.404940173136348,2.44307327840232
110,2.18,2.2,0.02,0x1.47ae147ae147bp-6,0x1.199999999999ap+1,628342220010731615/288230376151711744,317053413766882925/144115188075855872,True,110,0,0.6454523160658803,0.660240532367675,2.441993598117083,2.461111982085339,0.6454523160658813,0.660240532367674,2.441993598117087,2.4611119820853347,0.645045384673333,0.6721468581114023,2.423435830275136,2.461341686628074,0.6450453846733376,0.6721468581113978,2.423435830275155,2.4613416866280553
111,2.2,2.22,0.02,0x1.47ae147ae147bp-6,0x1.1c28f5c28f5c3p+1,317053413766882925/144115188075855872,639871435056800085/288230376151711744,True,111,0,0.6344129556092992,0.6489546607676342,2.4602667939264284,2.4792745812804102,0.6344129556093003,0.6489546607676331,2.460266793926433,2.4792745812804062,0.6340030331354859,0.6605271666994502,2.441825126140911,2.479498384458763,0.6340030331354903,0.6605271666994457,2.4418251261409294,2.479498384458745
112,2.22,2.24,0.02,0x1.47ae147ae147bp-6,0x1.1eb851eb851ecp+1,639871435056800085/288230376151711744,40352252661239645/18014398509481984,True,112,0,0.6237081945655122,0.6379985141523952,2.4784293646525613,2.497323325429851,0.6237081945655132,0.6379985141523942,2.4784293646525652,2.497323325429847,0.6232959610545353,0.6492411679811968,2.46010568506363,2.4975413814271303,0.6232959610545398,0.6492411679811924,2.460105685063648,2.4975413814271126
113,2.24,2.2600000000000002,0.02,0x1.47ae147ae147bp-6,0x1.2147ae147ae15p+1,40352252661239645/18014398509481984,651400650102868555/288230376151711744,True,113,0,0.6133328519141404,0.6273675863353574,2.4964793673336527,2.515256654414659,0.6133328519141416,0.6273675863353562,2.4964793673336576,2.515256654414654,0.6129189754799553,0.6382845637185572,2.4782752779231503,2.5154691126198467,0.61291897547996,0.638284563718553,2.4782752779231676,2.5154691126198285
