source,run_kind,mode,right_map_center_mode,status,reached_t,reached_horizon,accepted_steps,rejected_attempts,first_failure_step,first_failure_time,first_failure_reason,min_h_used,runtime_s,final_width_x,final_width_y,final_width_sum,tube_width_sum,flowstar_reference_final_width_sum,flowstar_last_width_ratio,flowstar_reference_tube_width_sum,flowstar_tube_width_ratio,schedule_distance_vs_flowstar,schedule_prefix_match_count,sample_containment_sanity_status,sample_containment_sanity_violations,minimum_target_margin,raw_residual_target_violations,max_reconstruction_polynomial_abs_diff,max_reconstruction_remainder_endpoint_diff,baseline_reproduction_match,baseline_reproduction_notes,final_width_improvement_vs_baseline_frozen,tube_width_change_vs_baseline_frozen,reset_width_reduction_at_1_5,reset_width_reduction_at_2_0,decision,notes
flowstar,reference,generated_flowstar_h5_reference,not_applicable,completed,5,true,149,,,,,,,0.11243999999999987,0.073538199999999998,0.18597819999999987,9.2616030000000009,0.18597819999999987,1,9.2616030000000009,1,0,149,not_applicable,,,,,,reference,,,,,,reference_only,"Flowstar GNUPLOT segment-box reference restricted to h5; component diagnostics unavailable and reported as unknown, not zero."
torch,baseline adaptive,baseline_adaptive_constant,constant,completed,5,true,181,27,,,,0.0083398093842310672,120.29765838303138,0.29220648897838353,0.19280820804703358,0.48501469702541711,9.3638214692448987,0.18597819999999987,2.6079115564373536,9.2616030000000009,1.0110368009992328,1.9229736906179671,5,passed,0,2.0019740902233417e-06,0,0,0,true,existing_status=completed; reproduced_status=completed; existing_steps=181; reproduced_steps=181; existing_final_width_sum=0.48501469702541711; reproduced_final_width_sum=0.4850146970254171; h_sequence_match=True,0,0,,,baseline_reproduction,"validated to requested h5 horizon; sample containment is a sanity check only, not a soundness proof"
torch,baseline frozen,baseline_frozen_constant,constant,completed,5,true,181,0,,,,0.0083398093842310672,109.72942378500011,0.29220648897838353,0.19280820804703358,0.48501469702541711,9.3638214692448987,0.18597819999999987,2.6079115564373536,9.2616030000000009,1.0110368009992328,1.9229736906179671,5,passed,0,2.0019740902233417e-06,0,0,0,,,0,0,,,baseline_comparator,"validated to requested h5 horizon; sample containment is a sanity check only, not a soundness proof"
torch,range_midpoint frozen,range_midpoint_frozen,range_midpoint,completed,5,true,181,0,,,,0.0083398093842310672,112.28114898293279,0.25650819894856913,0.16404581791330364,0.42055401686187277,9.3438417549971877,0.18597819999999987,2.261308136447568,9.2616030000000009,1.0088795379155409,1.9229736906179671,5,passed,0,4.0866916207331111e-06,0,4.4408920985006262e-16,0,,,0.13290459146677422,-0.0021337137100844172,0.16744982971241973,0.13749927577701038,promote_range_midpoint_to_h10_candidate,"validated to requested h5 horizon; sample containment is a sanity check only, not a soundness proof"
torch,range_midpoint adaptive,range_midpoint_adaptive,range_midpoint,completed,5,true,170,25,,,,0.0098075886772531311,115.35292455798481,0.27075604223894967,0.17885757430513727,0.44961361654408694,9.3493834878142046,0.18597819999999987,2.4175608568320763,9.2616030000000009,1.009477893601594,1.3087482776370623,5,passed,0,2.3488222932062895e-08,0,4.4408920985006262e-16,0,,,0.072989706700527027,-0.0015418898660247704,,,promote_range_midpoint_to_h10_candidate,"validated to requested h5 horizon; sample containment is a sanity check only, not a soundness proof"
