path,physical_line_count,csv_reader_row_count,status
outputs/flowstar_raw_remainder_compat_h5_right_map_centering/h5_right_map_centering_crossings.csv,41,41,ok
outputs/flowstar_raw_remainder_compat_h5_right_map_centering/h5_right_map_centering_frozen_schedule.csv,182,182,ok
outputs/flowstar_raw_remainder_compat_h5_right_map_centering/h5_right_map_centering_segments.csv,863,863,ok
outputs/flowstar_raw_remainder_compat_h5_right_map_centering/h5_right_map_centering_summary.csv,6,6,ok
outputs/flowstar_raw_remainder_compat_h5_right_map_centering/h5_right_map_centering_decision.txt,1,,ok
