comparison_kind,event_name,threshold,checkpoint_t,source,run_kind,mode,right_map_center_mode,segment_index,status,t_lo,t_hi,h,width_sum,tube_prefix_width_sum,baseline_reset_width_sum,centered_reset_width_sum,scale_reduction_relative_sum,polynomial_range_width_sum,right_map_range_width_sum,target_margin_min,missing_flowstar_component_fields,notes
physical_time_aligned,first_schedule_divergence,,0.07631375,flowstar,reference,generated_flowstar_h5_reference,not_applicable,4,validated,0.058012500000000002,0.07631375,0.018301249999999998,0.65287800000000007,0.90044400000000002,unknown_missing_h5_reference_component_fields,unknown_missing_h5_reference_component_fields,,unknown_missing_h5_reference_component_fields,unknown_missing_h5_reference_component_fields,,unknown_missing_h5_reference_component_fields,contains checkpoint physical time; no box interpolation is performed
physical_time_aligned,first_schedule_divergence,,0.07631375,torch,baseline adaptive,baseline_adaptive_constant,constant,4,validated,0.058012500000000009,0.076313750000000014,0.018301250000000005,0.68242283352584288,0.91865320644319848,0.55915465420198718,0.55915465420198718,0,0.68228300357795668,0.55651139798560423,2.920041797713575e-05,,contains checkpoint physical time; no box interpolation is performed
physical_time_aligned,first_schedule_divergence,,0.07631375,torch,baseline frozen,baseline_frozen_constant,constant,4,validated,0.058012500000000009,0.076313750000000014,0.018301250000000005,0.68242283352584288,0.91865320644319848,0.55915465420198718,0.55915465420198718,0,0.68228300357795668,0.55651139798560423,2.920041797713575e-05,,contains checkpoint physical time; no box interpolation is performed
physical_time_aligned,first_schedule_divergence,,0.07631375,torch,range_midpoint frozen,range_midpoint_frozen,range_midpoint,4,validated,0.058012500000000009,0.076313750000000014,0.018301250000000005,0.67994063426949358,0.91846503673692581,0.55686254749313013,0.55651035352656253,0.00063246122073230165,0.67980142774439811,0.55651035352656253,2.9518774626208837e-05,,contains checkpoint physical time; no box interpolation is performed
physical_time_aligned,first_schedule_divergence,,0.07631375,torch,range_midpoint adaptive,range_midpoint_adaptive,range_midpoint,4,validated,0.058012500000000009,0.076313750000000014,0.018301250000000005,0.67994063426949358,0.91846503673692581,0.55686254749313013,0.55651035352656253,0.00063246122073230165,0.67980142774439811,0.55651035352656253,2.9518774626208837e-05,,contains checkpoint physical time; no box interpolation is performed
physical_time_aligned,pre_width_ratio_gt_1_1,1.1000000000000001,0.886293,flowstar,reference,generated_flowstar_h5_reference,not_applicable,47,validated,0.85184079999999995,0.886293,0.034452200000000044,0.32990899999999973,3.8363492000000003,unknown_missing_h5_reference_component_fields,unknown_missing_h5_reference_component_fields,,unknown_missing_h5_reference_component_fields,unknown_missing_h5_reference_component_fields,,unknown_missing_h5_reference_component_fields,contains checkpoint physical time; no box interpolation is performed
physical_time_aligned,pre_width_ratio_gt_1_1,1.1000000000000001,0.886293,torch,baseline adaptive,baseline_adaptive_constant,constant,48,validated,0.86861358635761243,0.90651094330482829,0.037897356947215827,0.34552507379551789,3.8721250206215139,0.24170255840552668,0.24170255840552668,0,0.34539090019823876,0.22791902612175929,3.2975811023644281e-05,,contains checkpoint physical time; no box interpolation is performed
physical_time_aligned,pre_width_ratio_gt_1_1,1.1000000000000001,0.886293,torch,baseline frozen,baseline_frozen_constant,constant,48,validated,0.86861358635761243,0.90651094330482829,0.037897356947215827,0.34552507379551789,3.8721250206215139,0.24170255840552668,0.24170255840552668,0,0.34539090019823876,0.22791902612175929,3.2975811023644281e-05,,contains checkpoint physical time; no box interpolation is performed
physical_time_aligned,pre_width_ratio_gt_1_1,1.1000000000000001,0.886293,torch,range_midpoint frozen,range_midpoint_frozen,range_midpoint,48,validated,0.86861358635761243,0.90651094330482829,0.037897356947215827,0.33031501835865656,3.8638288266966203,0.22809417093328352,0.22783160328269653,0.0011511370479686917,0.33018840515466363,0.22783160328269653,3.7128319980953193e-05,,contains checkpoint physical time; no box interpolation is performed
physical_time_aligned,pre_width_ratio_gt_1_1,1.1000000000000001,0.886293,torch,range_midpoint adaptive,range_midpoint_adaptive,range_midpoint,47,validated,0.86423388176879634,0.89868602444808343,0.034452142679287111,0.32553199005233768,3.855302643097053,0.23213452447633437,0.23188771403563055,0.0010632216007533013,0.32542509778651579,0.23188771403563058,4.7396386755227655e-05,,contains checkpoint physical time; no box interpolation is performed
physical_time_aligned,at_width_ratio_gt_1_1,1.1000000000000001,0.92419030000000002,flowstar,reference,generated_flowstar_h5_reference,not_applicable,48,validated,0.886293,0.92419030000000002,0.037897300000000023,0.31311669999999991,3.8664662000000001,unknown_missing_h5_reference_component_fields,unknown_missing_h5_reference_component_fields,,unknown_missing_h5_reference_component_fields,unknown_missing_h5_reference_component_fields,,unknown_missing_h5_reference_component_fields,contains checkpoint physical time; no box interpolation is performed
