step_index,prescribed_h,constant_status,range_midpoint_status,constant_h,range_midpoint_h,constant_h_delta,range_midpoint_h_delta,h_sequence_modified,constant_t_hi,range_midpoint_t_hi,constant_width_sum,range_midpoint_width_sum,width_reduction_absolute,width_reduction_relative,constant_reset_width_sum,range_midpoint_reset_width_sum,reset_width_reduction_absolute,reset_width_reduction_relative,constant_polynomial_range_width_sum,range_midpoint_polynomial_range_width_sum,constant_right_map_range_width_sum,range_midpoint_right_map_range_width_sum,constant_target_margin,range_midpoint_target_margin,range_midpoint_validation_failure_recorded,notes
16,0.014359290582366313,validated,validated,0.014359290582366313,0.014359290582366313,0,0,false,0.24175064567856067,0.24175064567856067,0.85730367108168215,0.85524788824995457,0.0020557828317275817,0.0023979634067514809,0.72618986997266732,0.7234649833462552,0.0027248866264121263,0.0037523060277812564,0.8571902538332008,0.8551348671782566,0.7234712074884726,0.7234649833462552,4.4366404616163689e-05,4.4561748486388262e-05,false,"prescribed h replay; h_min=h_max=prescribed_h, so adaptive shrink cannot silently change the accepted h"
17,0.015795219640602945,validated,validated,0.015795219640602945,0.015795219640602945,0,0,false,0.25754586531916362,0.25754586531916362,0.87499873792110439,0.87215904459159765,0.0028396933295067317,0.0032453684861917789,0.72944351917048766,0.72587642537092623,0.0035670937995614382,0.004890157641838924,0.87486262712886798,0.8720235330724484,0.72588321213794993,0.72587642537092623,3.3013833782617145e-05,3.3304758986214459e-05,false,"prescribed h replay; h_min=h_max=prescribed_h, so adaptive shrink cannot silently change the accepted h"
18,0.017374741604663242,validated,validated,0.017374741604663242,0.017374741604663242,0,0,false,0.27492060692382686,0.27492060692382686,0.89169696120373843,0.88798690182424789,0.0037100593794905379,0.0041606728977546092,0.73033564934270712,0.7258504019417058,0.0044852474010013132,0.0061413507680173895,0.89153372897089245,0.88782454944726541,0.72585800150534985,0.7258504019417058,1.945233637121108e-05,1.9871299871491489e-05,false,"prescribed h replay; h_min=h_max=prescribed_h, so adaptive shrink cannot silently change the accepted h"
19,0.019112215765129569,validated,validated,0.019112215765129569,0.019112215765129569,0,0,false,0.29403282268895642,0.29403282268895642,0.90651770136116094,0.90185670769155601,0.0046609936696049292,0.005141646613856873,0.72821663172903617,0.72275342861574754,0.0054632031132886283,0.0075021674529969322,0.90632248739309662,0.90166274729129947,0.72276216601851861,0.72275342861574765,3.5043588820237207e-06,4.0866916207331111e-06,false,"prescribed h replay; h_min=h_max=prescribed_h, so adaptive shrink cannot silently change the accepted h"
20,0.010511718670821265,validated,validated,0.010511718670821265,0.010511718670821265,0,0,false,0.30454454135977771,0.30454454135977771,0.82212653047626538,0.81655995090108602,0.0055665795751793645,0.0067709523641751278,0.72568065551145577,0.71970339512902359,0.0059772603824321813,0.0082367641152284003,0.82206778461994157,0.81650154652056472,0.71971241007177722,0.7197033951290237,7.1599820526471668e-05,7.175991164022383e-05,false,"prescribed h replay; h_min=h_max=prescribed_h, so adaptive shrink cannot silently change the accepted h"
21,0.011562890537903391,validated,validated,0.011562890537903391,0.011562890537903391,0,0,false,0.31610743189768109,0.31610743189768109,0.82775589545268868,0.82165969295989427,0.0060962024927944114,0.0073647346111144025,0.72212471123855104,0.71550271406263266,0.0066219971759183816,0.0091701572773498826,0.82768774260614664,0.82159197759066682,0.7155121878903502,0.71550271406263266,6.6995631252971829e-05,6.7197480621230816e-05,false,"prescribed h replay; h_min=h_max=prescribed_h, so adaptive shrink cannot silently change the accepted h"
22,0.012719179591693731,validated,validated,0.012719179591693731,0.012719179591693731,0,0,false,0.32882661148937481,0.32882661148937481,0.83281809638182491,0.82605129364507135,0.0067668027367535633,0.008125186959975909,0.71712609106899916,0.70976447857320557,0.0073616124957935902,0.010265436702797757,0.83273895409061782,0.82597274439101476,0.70977444008988078,0.70976447857320568,6.1621771880503618e-05,6.1892491305249532e-05,false,"prescribed h replay; h_min=h_max=prescribed_h, so adaptive shrink cannot silently change the accepted h"
23,0.013991097550863106,validated,validated,0.013991097550863106,0.013991097550863106,0,0,false,0.34281770904023789,0.34281770904023789,0.83681463368230169,0.82927276821827445,0.007541865464027242,0.0090125879262414124,0.71034332146703028,0.70219340692505228,0.0081499145419779984,0.011473204992124737,0.83672279387253568,0.82918174850529436,0.70220405003626962,0.70219340692505228,5.5428357592289234e-05,5.579979777796426e-05,false,"prescribed h replay; h_min=h_max=prescribed_h, so adaptive shrink cannot silently change the accepted h"
24,0.015390207305949418,validated,validated,0.015390207305949418,0.015390207305949418,0,0,false,0.35820791634618732,0.35820791634618732,0.83930156997186356,0.8309285463449414,0.0083730236269221603,0.0099761801079471992,0.70145262000779951,0.69247270915527426,0.0089799108525252525,0.012801877983470079,0.83919521400412433,0.8308233196331285,0.69248430589257004,0.69247270915527426,4.8342485256002771e-05,4.8886884417360276e-05,false,"prescribed h replay; h_min=h_max=prescribed_h, so adaptive shrink cannot silently change the accepted h"
25,0.016929228036544362,validated,validated,0.016929228036544362,0.016929228036544362,0,0,false,0.37513714438273166,0.37513714438273166,0.83981874338561846,0.83056434335367946,0.009254400031939003,0.01101952070589793,0.69010558390006049,0.68026479769870851,0.0098407862013519809,0.014259826946679367,0.83969585468241736,0.83044298885156032,0.68027769817104011,0.68026479769870851,4.0092181937008531e-05,4.0943632333795247e-05,false,"prescribed h replay; h_min=h_max=prescribed_h, so adaptive shrink cannot silently change the accepted h"
26,0.0186221508401988,validated,validated,0.0186221508401988,0.0186221508401988,0,0,false,0.39375929522293046,0.39375929522293046,0.83782729783676535,0.82765157018766788,0.010175727649097466,0.012145376111963365,0.67595216887869225,0.66523480851498196,0.010717360363710293,0.015855205230702725,0.83768605749289948,0.82751238919844428,0.66524945857060691,0.66523480851498196,3.0840658046027197e-05,3.1992983627879507e-05,false,"prescribed h replay; h_min=h_max=prescribed_h, so adaptive shrink cannot silently change the accepted h"
27,0.020484365924218682,validated,validated,0.020484365924218682,0.020484365924218682,0,0,false,0.41424366114714917,0.41424366114714917,0.83273348002821979,0.82161106301500375,0.011122417013216035,0.013356514755284148,0.65865781144618418,0.64706802210456915,0.011589789341615031,0.017596070585070376,0.83257233193631552,0.82145264408992713,0.64708498769103917,0.64706802210456926,2.066869672431954e-05,2.2209114951270498e-05,false,"prescribed h replay; h_min=h_max=prescribed_h, so adaptive shrink cannot silently change the accepted h"
28,0.022532802516640551,validated,validated,0.022532802516640551,0.022532802516640551,0,0,false,0.43677646366378969,0.43677646366378969,0.82403352058588952,0.81194844107826447,0.012085079507625052,0.014665762017827303,0.6379308476170128,0.62549719833289186,0.01243364928412094,0.019490591073572896,0.82385150810830243,0.81176998426757419,0.62551716550063696,0.62549719833289197,9.8122808151003332e-06,1.183798234536021e-05,false,"prescribed h replay; h_min=h_max=prescribed_h, so adaptive shrink cannot silently change the accepted h"
29,0.012393041384152304,validated,validated,0.012393041384152304,0.012393041384152304,0,0,false,0.44916950504794201,0.44916950504794201,0.72289557991772346,0.71017231809614478,0.01272326182157868,0.017600414465152463,0.62586338203993841,0.61302104162455728,0.012842340415381126,0.020519398935791411,0.72284249284859958,0.71012013943860464,0.6130417460131381,0.61302104162455728,7.4415640775457595e-05,7.4913140627278532e-05,false,"prescribed h replay; h_min=h_max=prescribed_h, so adaptive shrink cannot silently change the accepted h"
30,0.013632345522567535,validated,validated,0.013632345522567535,0.013632345522567535,0,0,false,0.46280185057050954,0.46280185057050954,0.71663507086639844,0.70346214544018126,0.013172925426217175,0.018381636570327702,0.6121901152672623,0.5989407145950516,0.013249400672210698,0.021642624311936889,0.71657536698858715,0.70340356888028166,0.59896235212123272,0.59894071459505172,7.1108020205814423e-05,7.1730017988030166e-05,false,"prescribed h replay; h_min=h_max=prescribed_h, so adaptive shrink cannot silently change the accepted h"
31,0.014995580074824289,validated,validated,0.014995580074824289,0.014995580074824289,0,0,false,0.47779743064533381,0.47779743064533381,0.70876778920012473,0.69514166474202355,0.013626124458101185,0.01922508988942466,0.59676462991500301,0.58311770404673213,0.013646925868270876,0.022868188200454512,0.70870038772472943,0.69507576378003155,0.58314061637170544,0.58311770404673213,6.7223833640547262e-05,6.8052206885483956e-05,false,"prescribed h replay; h_min=h_max=prescribed_h, so adaptive shrink cannot silently change the accepted h"
