plant,view,range_kind,state,comparison,scope,selection,requested_time,actual_time,ratio,numerator_width,denominator_width,numerator_lo,numerator_hi,denominator_lo,denominator_hi,absolute_width_difference,reason
brusselator,common,endpoint,y,strict_vs_flowstar,DIAGNOSTIC_ONLY,specified_checkpoint,20,20.0,,,0.008663252352563156,,,4.592434521710816,4.601097774063379,,missing_or_stopped
brusselator,common,endpoint,y,strict_vs_flowstar,DIAGNOSTIC_ONLY,maximum_ratio_in_observed_prefix,,0.04,1.005064850756422,0.05091994463598848,0.050663342368072684,2.8801439200835937,2.931063864719582,2.8802509677869637,2.9309143101550363,0.0002566022679157953,
brusselator,common,endpoint,y,strict_vs_parity,DIAGNOSTIC_ONLY,specified_checkpoint,1,1.0,,,,,,,,,missing_or_stopped
brusselator,common,endpoint,y,strict_vs_parity,DIAGNOSTIC_ONLY,specified_checkpoint,5,5.0,,,,,,,,,missing_or_stopped
brusselator,common,endpoint,y,strict_vs_parity,DIAGNOSTIC_ONLY,specified_checkpoint,10,10.0,,,,,,,,,missing_or_stopped
brusselator,common,endpoint,y,strict_vs_parity,DIAGNOSTIC_ONLY,specified_checkpoint,15,15.0,,,,,,,,,missing_or_stopped
brusselator,common,endpoint,y,strict_vs_parity,DIAGNOSTIC_ONLY,specified_checkpoint,20,20.0,,,,,,,,,missing_or_stopped
brusselator,common,endpoint,y,strict_vs_parity,DIAGNOSTIC_ONLY,maximum_ratio_in_observed_prefix,,0.04,1.0000382506610745,0.05091994463598848,0.05091799698894306,2.8801439200835937,2.931063864719582,2.88014490587952,2.931062902868463,1.9476470454193873e-06,
brusselator,common,endpoint,y,ours_vs_flowstar,ACCEPTED_COMMON_PREFIX,specified_checkpoint,1,1.0,0.9232455659560693,0.04833840313834137,0.052357037954776864,1.3630512999431375,1.4113897030814788,1.3615514641951751,1.413908502149952,-0.004018634816435496,
brusselator,common,endpoint,y,ours_vs_flowstar,ACCEPTED_COMMON_PREFIX,specified_checkpoint,5,5.0,0.996007310488802,0.010278258891664116,0.010319461296544041,4.289702652947389,4.299980911839053,4.2896504139733596,4.299969875269904,-4.1202404879925325e-05,
brusselator,common,endpoint,y,ours_vs_flowstar,ACCEPTED_COMMON_PREFIX,specified_checkpoint,10,10.0,0.9919640262895201,0.015256218278942857,0.01537981002800004,2.981397197600066,2.996653415879009,2.9813118542445785,2.9966916642725785,-0.00012359174905718362,
brusselator,common,endpoint,y,ours_vs_flowstar,ACCEPTED_COMMON_PREFIX,specified_checkpoint,15,15.0,0.9332864348985828,0.016745642493426915,0.01794266140303069,1.0130844846349092,1.029830127128336,1.0124797594712656,1.0304224208742963,-0.0011970189096037753,
brusselator,common,endpoint,y,ours_vs_flowstar,ACCEPTED_COMMON_PREFIX,specified_checkpoint,20,20.0,0.9622385055000567,0.008336114996500221,0.008663252352563156,4.592612161756303,4.600948276752804,4.592434521710816,4.601097774063379,-0.00032713735606293426,
brusselator,common,endpoint,y,ours_vs_flowstar,ACCEPTED_COMMON_PREFIX,maximum_ratio_in_observed_prefix,,13.46,1.0384547887179838,0.0007228037089834771,0.0006960377253166783,4.721390506032827,4.72211330974181,4.721390831218808,4.722086868944125,2.676598366679883e-05,
brusselator,common,tube,x,strict_vs_ours,DIAGNOSTIC_ONLY,specified_checkpoint,1,1.0,,,0.0645652278418285,,,1.9514172727742105,2.015982500616039,,missing_or_stopped
brusselator,common,tube,x,strict_vs_ours,DIAGNOSTIC_ONLY,specified_checkpoint,5,5.0,,,0.00300545687636522,,,0.4246002398082001,0.42760569668456533,,missing_or_stopped
brusselator,common,tube,x,strict_vs_ours,DIAGNOSTIC_ONLY,specified_checkpoint,10,10.0,,,0.00638594619344085,,,0.41183081154620016,0.418216757739641,,missing_or_stopped
brusselator,common,tube,x,strict_vs_ours,DIAGNOSTIC_ONLY,specified_checkpoint,15,15.0,,,0.10879315002830792,,,2.6371709037670987,2.7459640537954066,,missing_or_stopped
brusselator,common,tube,x,strict_vs_ours,DIAGNOSTIC_ONLY,specified_checkpoint,20,20.0,,,0.00633912037206541,,,0.4940009672074972,0.5003400875795626,,missing_or_stopped
brusselator,common,tube,x,strict_vs_ours,DIAGNOSTIC_ONLY,maximum_ratio_in_observed_prefix,,0.02,1.000000123652685,0.08183546143287024,0.08183545131369696,1.4769643256631886,1.5587997870960588,1.4769643301053283,1.5587997814190253,1.0119173277089999e-08,
brusselator,common,tube,x,strict_vs_flowstar,DIAGNOSTIC_ONLY,specified_checkpoint,1,1.0,,,0.062096113082730886,,,1.9524580367434299,2.0145541498261608,,missing_or_stopped
brusselator,common,tube,x,strict_vs_flowstar,DIAGNOSTIC_ONLY,specified_checkpoint,5,5.0,,,0.0029694967029518238,,,0.42462244051084524,0.42759193721379707,,missing_or_stopped
brusselator,common,tube,x,strict_vs_flowstar,DIAGNOSTIC_ONLY,specified_checkpoint,10,10.0,,,0.0064061653054358625,,,0.4118290629925892,0.41823522829802506,,missing_or_stopped
brusselator,common,tube,x,strict_vs_flowstar,DIAGNOSTIC_ONLY,specified_checkpoint,15,15.0,,,0.106971010833254,,,2.638166244663757,2.745137255497011,,missing_or_stopped
brusselator,common,tube,x,strict_vs_flowstar,DIAGNOSTIC_ONLY,specified_checkpoint,20,20.0,,,0.006449401248659281,,,0.4939435886407409,0.5003929898894002,,missing_or_stopped
brusselator,common,tube,x,strict_vs_flowstar,DIAGNOSTIC_ONLY,maximum_ratio_in_observed_prefix,,0.04,1.0026958441888867,0.09010033953119123,0.08985809610498219,1.5093017671366058,1.599402106667797,1.5094427193034894,1.5993008154084716,0.00024224342620904338,
brusselator,common,tube,x,strict_vs_parity,DIAGNOSTIC_ONLY,specified_checkpoint,1,1.0,,,,,,,,,missing_or_stopped
brusselator,common,tube,x,strict_vs_parity,DIAGNOSTIC_ONLY,specified_checkpoint,5,5.0,,,,,,,,,missing_or_stopped
brusselator,common,tube,x,strict_vs_parity,DIAGNOSTIC_ONLY,specified_checkpoint,10,10.0,,,,,,,,,missing_or_stopped
brusselator,common,tube,x,strict_vs_parity,DIAGNOSTIC_ONLY,specified_checkpoint,15,15.0,,,,,,,,,missing_or_stopped
brusselator,common,tube,x,strict_vs_parity,DIAGNOSTIC_ONLY,specified_checkpoint,20,20.0,,,,,,,,,missing_or_stopped
brusselator,common,tube,x,strict_vs_parity,DIAGNOSTIC_ONLY,maximum_ratio_in_observed_prefix,,0.04,1.000020377993341,0.09010033953119123,0.09009850350448678,1.5093017671366058,1.599402106667797,1.509302674225455,1.5994011777299417,1.8360267044492673e-06,
brusselator,common,tube,x,ours_vs_flowstar,ACCEPTED_COMMON_PREFIX,specified_checkpoint,1,1.0,1.0397627908820637,0.0645652278418285,0.062096113082730886,1.9514172727742105,2.015982500616039,1.9524580367434299,2.0145541498261608,0.0024691147590976126,
brusselator,common,tube,x,ours_vs_flowstar,ACCEPTED_COMMON_PREFIX,specified_checkpoint,5,5.0,1.0121098546355178,0.00300545687636522,0.0029694967029518238,0.4246002398082001,0.42760569668456533,0.42462244051084524,0.42759193721379707,3.59601734133963e-05,
brusselator,common,tube,x,ours_vs_flowstar,ACCEPTED_COMMON_PREFIX,specified_checkpoint,10,10.0,0.9968438042056368,0.00638594619344085,0.0064061653054358625,0.41183081154620016,0.418216757739641,0.4118290629925892,0.41823522829802506,-2.0219111995012362e-05,
brusselator,common,tube,x,ours_vs_flowstar,ACCEPTED_COMMON_PREFIX,specified_checkpoint,15,15.0,1.0170339532258348,0.10879315002830792,0.106971010833254,2.6371709037670987,2.7459640537954066,2.638166244663757,2.745137255497011,0.0018221391950539179,
brusselator,common,tube,x,ours_vs_flowstar,ACCEPTED_COMMON_PREFIX,specified_checkpoint,20,20.0,0.9829006023440088,0.00633912037206541,0.006449401248659281,0.4940009672074972,0.5003400875795626,0.4939435886407409,0.5003929898894002,-0.0001102808765938712,
brusselator,common,tube,x,ours_vs_flowstar,ACCEPTED_COMMON_PREFIX,maximum_ratio_in_observed_prefix,,7.22,1.1880313482328728,0.4278022121387308,0.3600933702423439,2.8001441086633485,3.2279463208020793,2.83316849396357,3.193261864205914,0.06770884189638693,
brusselator,common,tube,y,strict_vs_ours,DIAGNOSTIC_ONLY,specified_checkpoint,1,1.0,,,0.06683214816424066,,,1.3486777358928115,1.4155098840570521,,missing_or_stopped
brusselator,common,tube,y,strict_vs_ours,DIAGNOSTIC_ONLY,specified_checkpoint,5,5.0,,,0.020397566302139403,,,4.279648730371755,4.300046296673894,,missing_or_stopped
brusselator,common,tube,y,strict_vs_ours,DIAGNOSTIC_ONLY,specified_checkpoint,10,10.0,,,0.030074885642246585,,,2.966673054915026,2.9967479405572726,,missing_or_stopped
brusselator,common,tube,y,strict_vs_ours,DIAGNOSTIC_ONLY,specified_checkpoint,15,15.0,,,0.03652032617623635,,,0.9959187553531756,1.032439081529412,,missing_or_stopped
brusselator,common,tube,y,strict_vs_ours,DIAGNOSTIC_ONLY,specified_checkpoint,20,20.0,,,0.015668851456460686,,,4.585384113214047,4.601052964670508,,missing_or_stopped
brusselator,common,tube,y,strict_vs_ours,DIAGNOSTIC_ONLY,maximum_ratio_in_observed_prefix,,0.02,1.0000001138540642,0.09305003809223056,0.09305002749810676,2.9304153378022963,3.023465375894527,2.9304153437356084,3.023465371233715,1.0594123800444777e-08,
brusselator,common,tube,y,strict_vs_flowstar,DIAGNOSTIC_ONLY,specified_checkpoint,1,1.0,,,0.06262802437690218,,,1.3512892794467364,1.4139173038236386,,missing_or_stopped
brusselator,common,tube,y,strict_vs_flowstar,DIAGNOSTIC_ONLY,specified_checkpoint,5,5.0,,,0.020363635772215005,,,4.279634057865129,4.299997693637344,,missing_or_stopped
brusselator,common,tube,y,strict_vs_flowstar,DIAGNOSTIC_ONLY,specified_checkpoint,10,10.0,,,0.030091672057549257,,,2.9666411142264155,2.9967327862839648,,missing_or_stopped
brusselator,common,tube,y,strict_vs_flowstar,DIAGNOSTIC_ONLY,specified_checkpoint,15,15.0,,,0.032505630128462304,,,0.9979198876682207,1.030425517796683,,missing_or_stopped
brusselator,common,tube,y,strict_vs_flowstar,DIAGNOSTIC_ONLY,specified_checkpoint,20,20.0,,,0.015913117307156277,,,4.585247908921127,4.601161026228283,,missing_or_stopped
brusselator,common,tube,y,strict_vs_flowstar,DIAGNOSTIC_ONLY,maximum_ratio_in_observed_prefix,,0.04,1.0025929695731346,0.09921737318263357,0.09896077091471778,2.8801431310310135,2.979360504213647,2.8802501787343835,2.9792109496491013,0.0002566022679157953,
brusselator,common,tube,y,strict_vs_parity,DIAGNOSTIC_ONLY,specified_checkpoint,1,1.0,,,,,,,,,missing_or_stopped
brusselator,common,tube,y,strict_vs_parity,DIAGNOSTIC_ONLY,specified_checkpoint,5,5.0,,,,,,,,,missing_or_stopped
brusselator,common,tube,y,strict_vs_parity,DIAGNOSTIC_ONLY,specified_checkpoint,10,10.0,,,,,,,,,missing_or_stopped
brusselator,common,tube,y,strict_vs_parity,DIAGNOSTIC_ONLY,specified_checkpoint,15,15.0,,,,,,,,,missing_or_stopped
brusselator,common,tube,y,strict_vs_parity,DIAGNOSTIC_ONLY,specified_checkpoint,20,20.0,,,,,,,,,missing_or_stopped
brusselator,common,tube,y,strict_vs_parity,DIAGNOSTIC_ONLY,maximum_ratio_in_observed_prefix,,0.04,1.0000196304862365,0.09921737318263357,0.09921542553558815,2.8801431310310135,2.979360504213647,2.8801441168269397,2.979359542362528,1.9476470454193873e-06,
brusselator,common,tube,y,ours_vs_flowstar,ACCEPTED_COMMON_PREFIX,specified_checkpoint,1,1.0,1.0671284752978571,0.06683214816424066,0.06262802437690218,1.3486777358928115,1.4155098840570521,1.3512892794467364,1.4139173038236386,0.004204123787338476,
brusselator,common,tube,y,ours_vs_flowstar,ACCEPTED_COMMON_PREFIX,specified_checkpoint,5,5.0,1.0016662314286082,0.020397566302139403,0.020363635772215005,4.279648730371755,4.300046296673894,4.279634057865129,4.299997693637344,3.393052992439749e-05,
brusselator,common,tube,y,ours_vs_flowstar,ACCEPTED_COMMON_PREFIX,specified_checkpoint,10,10.0,0.9994421574424124,0.030074885642246585,0.030091672057549257,2.966673054915026,2.9967479405572726,2.9666411142264155,2.9967327862839648,-1.6786415302671998e-05,
brusselator,common,tube,y,ours_vs_flowstar,ACCEPTED_COMMON_PREFIX,specified_checkpoint,15,15.0,1.1235077133379037,0.03652032617623635,0.032505630128462304,0.9959187553531756,1.032439081529412,0.9979198876682207,1.030425517796683,0.004014696047774047,
brusselator,common,tube,y,ours_vs_flowstar,ACCEPTED_COMMON_PREFIX,specified_checkpoint,20,20.0,0.9846500314186873,0.015668851456460686,0.015913117307156277,4.585384113214047,4.601052964670508,4.585247908921127,4.601161026228283,-0.0002442658506955908,
brusselator,common,tube,y,ours_vs_flowstar,ACCEPTED_COMMON_PREFIX,maximum_ratio_in_observed_prefix,,7.640000000000001,1.2031840425974492,0.025030501929034443,0.020803552110779555,0.8737460108459061,0.8987765127749405,0.8758775076236399,0.8966810597344195,0.004226949818254888,
van_der_pol,published,endpoint,x,strict_vs_ours,DIAGNOSTIC_ONLY,specified_checkpoint,1,1.0,,,0.08679182202047642,,,1.8618847581559779,1.9486765801764543,,missing_or_stopped
van_der_pol,published,endpoint,x,strict_vs_ours,DIAGNOSTIC_ONLY,specified_checkpoint,3,3.0,,,0.17566099310627115,,,-0.5387136623663527,-0.3630526692600815,,missing_or_stopped
van_der_pol,published,endpoint,x,strict_vs_ours,DIAGNOSTIC_ONLY,specified_checkpoint,6.32,6.32,,,0.18809351006532632,,,0.32873997581066955,0.5168334858759959,,missing_or_stopped
van_der_pol,published,endpoint,x,strict_vs_ours,DIAGNOSTIC_ONLY,specified_checkpoint,10,10.0,,,0.22663778757104014,,,-1.4420557660996902,-1.21541797852865,,missing_or_stopped
van_der_pol,published,endpoint,x,strict_vs_ours,DIAGNOSTIC_ONLY,maximum_ratio_in_observed_prefix,,0.02,1.0007333094639497,0.3022340066518898,0.3020125379995433,1.1463415508401273,1.4485755574920172,1.146452178243364,1.4484647162429074,0.00022146865234651258,
van_der_pol,published,endpoint,x,strict_vs_flowstar,DIAGNOSTIC_ONLY,specified_checkpoint,1,1.0,,,0.07952643269416493,,,1.8689976231399046,1.9485240558340695,,missing_or_stopped
van_der_pol,published,endpoint,x,strict_vs_flowstar,DIAGNOSTIC_ONLY,specified_checkpoint,3,3.0,,,0.13854850739497493,,,-0.5030990018297333,-0.3645504944347584,,missing_or_stopped
van_der_pol,published,endpoint,x,strict_vs_flowstar,DIAGNOSTIC_ONLY,specified_checkpoint,6.32,6.32,,,0.1532537761438562,,,0.32926141955139365,0.48251519569524987,,missing_or_stopped
van_der_pol,published,endpoint,x,strict_vs_flowstar,DIAGNOSTIC_ONLY,specified_checkpoint,10,10.0,,,0.20125193252189644,,,-1.4128210848677278,-1.2115691523458314,,missing_or_stopped
van_der_pol,published,endpoint,x,strict_vs_flowstar,DIAGNOSTIC_ONLY,maximum_ratio_in_observed_prefix,,0.02,1.000036275605701,0.3022340066518898,0.30222304332793626,1.1463415508401273,1.4485755574920172,1.1463431119514687,1.448566155279405,1.0963323953561144e-05,
van_der_pol,published,endpoint,x,strict_vs_parity,DIAGNOSTIC_ONLY,specified_checkpoint,1,1.0,,,,,,,,,missing_or_stopped
van_der_pol,published,endpoint,x,strict_vs_parity,DIAGNOSTIC_ONLY,specified_checkpoint,3,3.0,,,,,,,,,missing_or_stopped
van_der_pol,published,endpoint,x,strict_vs_parity,DIAGNOSTIC_ONLY,specified_checkpoint,6.32,6.32,,,,,,,,,missing_or_stopped
van_der_pol,published,endpoint,x,strict_vs_parity,DIAGNOSTIC_ONLY,specified_checkpoint,10,10.0,,,,,,,,,missing_or_stopped
van_der_pol,published,endpoint,x,strict_vs_parity,DIAGNOSTIC_ONLY,maximum_ratio_in_observed_prefix,,0.02,1.0000038528239714,0.3022340066518898,0.30223284220195046,1.1463415508401273,1.4485755574920172,1.1463420092804228,1.4485748514823733,1.1644499393614893e-06,
van_der_pol,published,endpoint,x,ours_vs_flowstar,ACCEPTED_COMMON_PREFIX,specified_checkpoint,1,1.0,1.0913581696069785,0.08679182202047642,0.07952643269416493,1.8618847581559779,1.9486765801764543,1.8689976231399046,1.9485240558340695,0.007265389326311489,
van_der_pol,published,endpoint,x,ours_vs_flowstar,ACCEPTED_COMMON_PREFIX,specified_checkpoint,3,3.0,1.2678663697581074,0.17566099310627115,0.13854850739497493,-0.5387136623663527,-0.3630526692600815,-0.5030990018297333,-0.3645504944347584,0.03711248571129622,
van_der_pol,published,endpoint,x,ours_vs_flowstar,ACCEPTED_COMMON_PREFIX,specified_checkpoint,6.32,6.32,1.227333608333192,0.18809351006532632,0.1532537761438562,0.32873997581066955,0.5168334858759959,0.32926141955139365,0.48251519569524987,0.034839733921470106,
van_der_pol,published,endpoint,x,ours_vs_flowstar,ACCEPTED_COMMON_PREFIX,specified_checkpoint,10,10.0,1.1261396833860549,0.22663778757104014,0.20125193252189644,-1.4420557660996902,-1.21541797852865,-1.4128210848677278,-1.2115691523458314,0.025385855049143702,
van_der_pol,published,endpoint,x,ours_vs_flowstar,ACCEPTED_COMMON_PREFIX,maximum_ratio_in_observed_prefix,,2.85,1.2781452841150829,0.15484892860151897,0.12115127327542252,-0.16670190984046598,-0.011852981238947005,-0.13480661834118457,-0.013655345065762051,0.03369765532609645,
van_der_pol,published,endpoint,y,strict_vs_ours,DIAGNOSTIC_ONLY,specified_checkpoint,1,1.0,,,0.11319421553408476,,,-0.4839424894853273,-0.37074827395124255,,missing_or_stopped
van_der_pol,published,endpoint,y,strict_vs_ours,DIAGNOSTIC_ONLY,specified_checkpoint,3,3.0,,,0.13475173360980142,,,-2.6166268553632688,-2.4818751217534674,,missing_or_stopped
van_der_pol,published,endpoint,y,strict_vs_ours,DIAGNOSTIC_ONLY,specified_checkpoint,6.32,6.32,,,0.14820923307000378,,,2.459149219486932,2.607358452556936,,missing_or_stopped
van_der_pol,published,endpoint,y,strict_vs_ours,DIAGNOSTIC_ONLY,specified_checkpoint,10,10.0,,,0.3056868672907469,,,-2.528819718261065,-2.2231328509703183,,missing_or_stopped
van_der_pol,published,endpoint,y,strict_vs_ours,DIAGNOSTIC_ONLY,maximum_ratio_in_observed_prefix,,0.02,1.012316945411013,0.14496251565036866,0.14319874453105408,2.27223955913697,2.4172020747873386,2.2731231696448533,2.4163219141759074,0.0017637711193145833,
van_der_pol,published,endpoint,y,strict_vs_flowstar,DIAGNOSTIC_ONLY,specified_checkpoint,1,1.0,,,0.11158270520711133,,,-0.4798288142709637,-0.36824610906385236,,missing_or_stopped
van_der_pol,published,endpoint,y,strict_vs_flowstar,DIAGNOSTIC_ONLY,specified_checkpoint,3,3.0,,,0.10888872165263663,,,-2.592099608201139,-2.4832108865485023,,missing_or_stopped
van_der_pol,published,endpoint,y,strict_vs_flowstar,DIAGNOSTIC_ONLY,specified_checkpoint,6.32,6.32,,,0.12255939562375451,,,2.4599472496160195,2.582506645239774,,missing_or_stopped
van_der_pol,published,endpoint,y,strict_vs_flowstar,DIAGNOSTIC_ONLY,specified_checkpoint,10,10.0,,,0.27594912595674526,,,-2.533153256147421,-2.257204130190676,,missing_or_stopped
van_der_pol,published,endpoint,y,strict_vs_flowstar,DIAGNOSTIC_ONLY,maximum_ratio_in_observed_prefix,,0.02,1.0063839517516782,0.14496251565036866,0.14404295239212805,2.27223955913697,2.4172020747873386,2.2724658503975563,2.4165088027896844,0.0009195632582406077,
van_der_pol,published,endpoint,y,strict_vs_parity,DIAGNOSTIC_ONLY,specified_checkpoint,1,1.0,,,,,,,,,missing_or_stopped
van_der_pol,published,endpoint,y,strict_vs_parity,DIAGNOSTIC_ONLY,specified_checkpoint,3,3.0,,,,,,,,,missing_or_stopped
van_der_pol,published,endpoint,y,strict_vs_parity,DIAGNOSTIC_ONLY,specified_checkpoint,6.32,6.32,,,,,,,,,missing_or_stopped
van_der_pol,published,endpoint,y,strict_vs_parity,DIAGNOSTIC_ONLY,specified_checkpoint,10,10.0,,,,,,,,,missing_or_stopped
van_der_pol,published,endpoint,y,strict_vs_parity,DIAGNOSTIC_ONLY,maximum_ratio_in_observed_prefix,,0.02,1.000036334842876,0.14496251565036866,0.14495724865151516,2.27223955913697,2.4172020747873386,2.2722422313337427,2.417199479985258,5.266998853503679e-06,
van_der_pol,published,endpoint,y,ours_vs_flowstar,ACCEPTED_COMMON_PREFIX,specified_checkpoint,1,1.0,1.0144422948339733,0.11319421553408476,0.11158270520711133,-0.4839424894853273,-0.37074827395124255,-0.4798288142709637,-0.36824610906385236,0.001611510326973431,
van_der_pol,published,endpoint,y,ours_vs_flowstar,ACCEPTED_COMMON_PREFIX,specified_checkpoint,3,3.0,1.2375178215395877,0.13475173360980142,0.10888872165263663,-2.6166268553632688,-2.4818751217534674,-2.592099608201139,-2.4832108865485023,0.025863011957164783,
van_der_pol,published,endpoint,y,ours_vs_flowstar,ACCEPTED_COMMON_PREFIX,specified_checkpoint,6.32,6.32,1.2092849537622703,0.14820923307000378,0.12255939562375451,2.459149219486932,2.607358452556936,2.4599472496160195,2.582506645239774,0.02564983744624927,
van_der_pol,published,endpoint,y,ours_vs_flowstar,ACCEPTED_COMMON_PREFIX,specified_checkpoint,10,10.0,1.1077653035895574,0.3056868672907469,0.27594912595674526,-2.528819718261065,-2.2231328509703183,-2.533153256147421,-2.257204130190676,0.029737741334001644,
van_der_pol,published,endpoint,y,ours_vs_flowstar,ACCEPTED_COMMON_PREFIX,maximum_ratio_in_observed_prefix,,3.49,1.2661819569291741,0.3234467719928389,0.25545046683281036,-1.9194752578043905,-1.5960284858115517,-1.9163725658877642,-1.6609220990549538,0.06799630516002853,
van_der_pol,published,tube,x,strict_vs_ours,DIAGNOSTIC_ONLY,specified_checkpoint,1,1.0,,,0.09105712524838339,,,1.8618691677631602,1.9529262930115436,,missing_or_stopped
van_der_pol,published,tube,x,strict_vs_ours,DIAGNOSTIC_ONLY,specified_checkpoint,3,3.0,,,0.20113275246937823,,,-0.5387428958540367,-0.33761014338465845,,missing_or_stopped
van_der_pol,published,tube,x,strict_vs_ours,DIAGNOSTIC_ONLY,specified_checkpoint,6.32,6.32,,,0.21340251277511102,,,0.3034606397498647,0.5168631525249757,,missing_or_stopped
van_der_pol,published,tube,x,strict_vs_ours,DIAGNOSTIC_ONLY,specified_checkpoint,10,10.0,,,0.25104320213778997,,,-1.4423004416363774,-1.1912572394985874,,missing_or_stopped
van_der_pol,published,tube,x,strict_vs_ours,DIAGNOSTIC_ONLY,maximum_ratio_in_observed_prefix,,0.02,1.000004113348872,0.32610649551103377,0.3261051541267659,1.1226091521939003,1.448715647704934,1.1226097159630979,1.4487148700898638,1.3413842678833277e-06,
van_der_pol,published,tube,x,strict_vs_flowstar,DIAGNOSTIC_ONLY,specified_checkpoint,1,1.0,,,0.08376117626255897,,,1.8689973125768435,1.9527584888394025,,missing_or_stopped
van_der_pol,published,tube,x,strict_vs_flowstar,DIAGNOSTIC_ONLY,specified_checkpoint,3,3.0,,,0.16396405605027609,,,-0.5031001299635143,-0.3391360739132382,,missing_or_stopped
van_der_pol,published,tube,x,strict_vs_flowstar,DIAGNOSTIC_ONLY,specified_checkpoint,6.32,6.32,,,0.17850552048578783,,,0.3040107126745153,0.4825162331603031,,missing_or_stopped
van_der_pol,published,tube,x,strict_vs_flowstar,DIAGNOSTIC_ONLY,specified_checkpoint,10,10.0,,,0.2254727128007481,,,-1.4129734432604661,-1.187500730459718,,missing_or_stopped
van_der_pol,published,tube,x,strict_vs_flowstar,DIAGNOSTIC_ONLY,maximum_ratio_in_observed_prefix,,0.02,1.0000336199759623,0.32610649551103377,0.3260955321870802,1.1226091521939003,1.448715647704934,1.1226107133052416,1.4487062454923219,1.0963323953561144e-05,
van_der_pol,published,tube,x,strict_vs_parity,DIAGNOSTIC_ONLY,specified_checkpoint,1,1.0,,,,,,,,,missing_or_stopped
van_der_pol,published,tube,x,strict_vs_parity,DIAGNOSTIC_ONLY,specified_checkpoint,3,3.0,,,,,,,,,missing_or_stopped
van_der_pol,published,tube,x,strict_vs_parity,DIAGNOSTIC_ONLY,specified_checkpoint,6.32,6.32,,,,,,,,,missing_or_stopped
van_der_pol,published,tube,x,strict_vs_parity,DIAGNOSTIC_ONLY,specified_checkpoint,10,10.0,,,,,,,,,missing_or_stopped
van_der_pol,published,tube,x,strict_vs_parity,DIAGNOSTIC_ONLY,maximum_ratio_in_observed_prefix,,0.02,1.0000035707786057,0.32610649551103377,0.3261053310610944,1.1226091521939003,1.448715647704934,1.1226096106341958,1.4487149416952902,1.1644499393614893e-06,
van_der_pol,published,tube,x,ours_vs_flowstar,ACCEPTED_COMMON_PREFIX,specified_checkpoint,1,1.0,1.0871041849144338,0.09105712524838339,0.08376117626255897,1.8618691677631602,1.9529262930115436,1.8689973125768435,1.9527584888394025,0.007295948985824419,
van_der_pol,published,tube,x,ours_vs_flowstar,ACCEPTED_COMMON_PREFIX,specified_checkpoint,3,3.0,1.2266880761214223,0.20113275246937823,0.16396405605027609,-0.5387428958540367,-0.33761014338465845,-0.5031001299635143,-0.3391360739132382,0.03716869641910214,
van_der_pol,published,tube,x,ours_vs_flowstar,ACCEPTED_COMMON_PREFIX,specified_checkpoint,6.32,6.32,1.1954953112618252,0.21340251277511102,0.17850552048578783,0.3034606397498647,0.5168631525249757,0.3040107126745153,0.4825162331603031,0.03489699228932319,
van_der_pol,published,tube,x,ours_vs_flowstar,ACCEPTED_COMMON_PREFIX,specified_checkpoint,10,10.0,1.1134083544718723,0.25104320213778997,0.2254727128007481,-1.4423004416363774,-1.1912572394985874,-1.4129734432604661,-1.187500730459718,0.02557048933704187,
van_der_pol,published,tube,x,ours_vs_flowstar,ACCEPTED_COMMON_PREFIX,maximum_ratio_in_observed_prefix,,2.85,1.234767018508107,0.17734224000020368,0.14362404999647252,-0.1667123143067002,0.010629925693503486,-0.1348067554686014,0.008817294527871123,0.03371819000373116,
van_der_pol,published,tube,y,strict_vs_ours,DIAGNOSTIC_ONLY,specified_checkpoint,1,1.0,,,0.1274088214729645,,,-0.48709793311969457,-0.35968911164673006,,missing_or_stopped
van_der_pol,published,tube,y,strict_vs_ours,DIAGNOSTIC_ONLY,specified_checkpoint,3,3.0,,,0.15164539254479203,,,-2.6169982051532568,-2.4653528126084647,,missing_or_stopped
van_der_pol,published,tube,y,strict_vs_ours,DIAGNOSTIC_ONLY,specified_checkpoint,6.32,6.32,,,0.16579784420043886,,,2.441905408934555,2.6077032531349937,,missing_or_stopped
van_der_pol,published,tube,y,strict_vs_ours,DIAGNOSTIC_ONLY,specified_checkpoint,10,10.0,,,0.34096036058021273,,,-2.5618171606820987,-2.220856800101886,,missing_or_stopped
van_der_pol,published,tube,y,strict_vs_ours,DIAGNOSTIC_ONLY,maximum_ratio_in_observed_prefix,,0.02,1.00009361379379,0.17323679179068474,0.17322057595540707,2.27223347741451,2.445470269205195,2.2722433102803747,2.445463886235782,1.6215835277666457e-05,
van_der_pol,published,tube,y,strict_vs_flowstar,DIAGNOSTIC_ONLY,specified_checkpoint,1,1.0,,,0.11967278267214149,,,-0.47992199366840615,-0.36024921099626467,,missing_or_stopped
van_der_pol,published,tube,y,strict_vs_flowstar,DIAGNOSTIC_ONLY,specified_checkpoint,3,3.0,,,0.12572084275348727,,,-2.5924401890740567,-2.4667193463205694,,missing_or_stopped
van_der_pol,published,tube,y,strict_vs_flowstar,DIAGNOSTIC_ONLY,specified_checkpoint,6.32,6.32,,,0.14008507665394543,,,2.442734904113764,2.5828199807677095,,missing_or_stopped
van_der_pol,published,tube,y,strict_vs_flowstar,DIAGNOSTIC_ONLY,specified_checkpoint,10,10.0,,,0.30668507437118553,,,-2.563881926130942,-2.2571968517597565,,missing_or_stopped
