plant,view,range_kind,state,comparison,scope,selection,requested_time,actual_time,ratio,numerator_width,denominator_width,numerator_lo,numerator_hi,denominator_lo,denominator_hi,absolute_width_difference,reason
van_der_pol,published,tube,y,strict_vs_flowstar,DIAGNOSTIC_ONLY,maximum_ratio_in_observed_prefix,,0.02,1.0053364557106226,0.17323679179068474,0.17231722853244413,2.27223347741451,2.445470269205195,2.2724597686750965,2.4447769972075406,0.0009195632582406077,
van_der_pol,published,tube,y,strict_vs_parity,DIAGNOSTIC_ONLY,specified_checkpoint,1,1.0,,,,,,,,,missing_or_stopped
van_der_pol,published,tube,y,strict_vs_parity,DIAGNOSTIC_ONLY,specified_checkpoint,3,3.0,,,,,,,,,missing_or_stopped
van_der_pol,published,tube,y,strict_vs_parity,DIAGNOSTIC_ONLY,specified_checkpoint,6.32,6.32,,,,,,,,,missing_or_stopped
van_der_pol,published,tube,y,strict_vs_parity,DIAGNOSTIC_ONLY,specified_checkpoint,10,10.0,,,,,,,,,missing_or_stopped
van_der_pol,published,tube,y,strict_vs_parity,DIAGNOSTIC_ONLY,maximum_ratio_in_observed_prefix,,0.02,1.0000304043900776,0.17323679179068474,0.17323152479183124,2.27223347741451,2.445470269205195,2.272236149611283,2.445467674403114,5.266998853503679e-06,
van_der_pol,published,tube,y,ours_vs_flowstar,ACCEPTED_COMMON_PREFIX,specified_checkpoint,1,1.0,1.064643259963436,0.1274088214729645,0.11967278267214149,-0.48709793311969457,-0.35968911164673006,-0.47992199366840615,-0.36024921099626467,0.00773603880082302,
van_der_pol,published,tube,y,ours_vs_flowstar,ACCEPTED_COMMON_PREFIX,specified_checkpoint,3,3.0,1.2062072542906626,0.15164539254479203,0.12572084275348727,-2.6169982051532568,-2.4653528126084647,-2.5924401890740567,-2.4667193463205694,0.025924549791304763,
van_der_pol,published,tube,y,ours_vs_flowstar,ACCEPTED_COMMON_PREFIX,specified_checkpoint,6.32,6.32,1.183551083103678,0.16579784420043886,0.14008507665394543,2.441905408934555,2.6077032531349937,2.442734904113764,2.5828199807677095,0.02571276754649343,
van_der_pol,published,tube,y,ours_vs_flowstar,ACCEPTED_COMMON_PREFIX,specified_checkpoint,10,10.0,1.1117605291985724,0.34096036058021273,0.30668507437118553,-2.5618171606820987,-2.220856800101886,-2.563881926130942,-2.2571968517597565,0.0342752862090272,
van_der_pol,published,tube,y,ours_vs_flowstar,ACCEPTED_COMMON_PREFIX,maximum_ratio_in_observed_prefix,,3.49,1.26227286233106,0.38096417693643336,0.3018081021189829,-1.971399100926028,-1.5904349239895947,-1.9627165241806908,-1.6609084220617079,0.07915607481745046,
van_der_pol,common,endpoint,x,strict_vs_ours,DIAGNOSTIC_ONLY,specified_checkpoint,1,1.0,,,0.0867918220204742,,,1.861884758155979,1.9486765801764532,,missing_or_stopped
van_der_pol,common,endpoint,x,strict_vs_ours,DIAGNOSTIC_ONLY,specified_checkpoint,3,3.0,,,0.17566099310627042,,,-0.5387136623663522,-0.3630526692600818,,missing_or_stopped
van_der_pol,common,endpoint,x,strict_vs_ours,DIAGNOSTIC_ONLY,specified_checkpoint,6.32,6.32,,,0.1880935100653255,,,0.3287399758106698,0.5168334858759953,,missing_or_stopped
van_der_pol,common,endpoint,x,strict_vs_ours,DIAGNOSTIC_ONLY,specified_checkpoint,10,10.0,,,0.22663778757103792,,,-1.442055766099689,-1.2154179785286512,,missing_or_stopped
van_der_pol,common,endpoint,x,strict_vs_ours,DIAGNOSTIC_ONLY,maximum_ratio_in_observed_prefix,,0.02,1.0009810096319005,0.30230881520827335,0.3020125379995411,1.146303751918219,1.4486125671264924,1.1464521782433652,1.4484647162429063,0.00029627720873226515,
van_der_pol,common,endpoint,x,strict_vs_flowstar,DIAGNOSTIC_ONLY,specified_checkpoint,1,1.0,,,0.07952643269416138,,,1.8689976231399066,1.948524055834068,,missing_or_stopped
van_der_pol,common,endpoint,x,strict_vs_flowstar,DIAGNOSTIC_ONLY,specified_checkpoint,3,3.0,,,0.13854850739497337,,,-0.5030990018297323,-0.36455049443475895,,missing_or_stopped
van_der_pol,common,endpoint,x,strict_vs_flowstar,DIAGNOSTIC_ONLY,specified_checkpoint,6.32,6.32,,,0.1532537761438551,,,0.32926141955139426,0.48251519569524937,,missing_or_stopped
van_der_pol,common,endpoint,x,strict_vs_flowstar,DIAGNOSTIC_ONLY,specified_checkpoint,10,10.0,,,0.20125193252189177,,,-1.4128210848677256,-1.2115691523458338,,missing_or_stopped
van_der_pol,common,endpoint,x,strict_vs_flowstar,DIAGNOSTIC_ONLY,maximum_ratio_in_observed_prefix,,0.02,1.0002838032447696,0.30230881520827335,0.3022230433279327,1.146303751918219,1.4486125671264924,1.1463431119514707,1.4485661552794034,8.577188034064598e-05,
van_der_pol,common,endpoint,x,strict_vs_parity,DIAGNOSTIC_ONLY,specified_checkpoint,1,1.0,,,,,,,,,missing_or_stopped
van_der_pol,common,endpoint,x,strict_vs_parity,DIAGNOSTIC_ONLY,specified_checkpoint,3,3.0,,,,,,,,,missing_or_stopped
van_der_pol,common,endpoint,x,strict_vs_parity,DIAGNOSTIC_ONLY,specified_checkpoint,6.32,6.32,,,,,,,,,missing_or_stopped
van_der_pol,common,endpoint,x,strict_vs_parity,DIAGNOSTIC_ONLY,specified_checkpoint,10,10.0,,,,,,,,,missing_or_stopped
van_der_pol,common,endpoint,x,strict_vs_parity,DIAGNOSTIC_ONLY,maximum_ratio_in_observed_prefix,,0.02,1.000041718162076,0.30230881520827335,0.30229620396624135,1.146303751918219,1.4486125671264924,1.1463101974408363,1.4486064014070776,1.2611242032001257e-05,
van_der_pol,common,endpoint,x,ours_vs_flowstar,ACCEPTED_COMMON_PREFIX,specified_checkpoint,1,1.0,1.0913581696069994,0.0867918220204742,0.07952643269416138,1.861884758155979,1.9486765801764532,1.8689976231399066,1.948524055834068,0.007265389326312821,
van_der_pol,common,endpoint,x,ours_vs_flowstar,ACCEPTED_COMMON_PREFIX,specified_checkpoint,3,3.0,1.2678663697581163,0.17566099310627042,0.13854850739497337,-0.5387136623663522,-0.3630526692600818,-0.5030990018297323,-0.36455049443475895,0.03711248571129705,
van_der_pol,common,endpoint,x,ours_vs_flowstar,ACCEPTED_COMMON_PREFIX,specified_checkpoint,6.32,6.32,1.2273336083331956,0.1880935100653255,0.1532537761438551,0.3287399758106698,0.5168334858759953,0.32926141955139426,0.48251519569524937,0.034839733921470384,
van_der_pol,common,endpoint,x,ours_vs_flowstar,ACCEPTED_COMMON_PREFIX,specified_checkpoint,10,10.0,1.12613968338607,0.22663778757103792,0.20125193252189177,-1.442055766099689,-1.2154179785286512,-1.4128210848677256,-1.2115691523458338,0.025385855049146144,
van_der_pol,common,endpoint,x,ours_vs_flowstar,ACCEPTED_COMMON_PREFIX,maximum_ratio_in_observed_prefix,,2.85,1.278145284115084,0.15484892860151878,0.12115127327542227,-0.16670190984046582,-0.011852981238947055,-0.13480661834118435,-0.013655345065762079,0.033697655326096504,
van_der_pol,common,endpoint,y,strict_vs_ours,DIAGNOSTIC_ONLY,specified_checkpoint,1,1.0,,,0.11319421553408388,,,-0.48394248948532687,-0.370748273951243,,missing_or_stopped
van_der_pol,common,endpoint,y,strict_vs_ours,DIAGNOSTIC_ONLY,specified_checkpoint,3,3.0,,,0.1347517336097943,,,-2.6166268553632652,-2.481875121753471,,missing_or_stopped
van_der_pol,common,endpoint,y,strict_vs_ours,DIAGNOSTIC_ONLY,specified_checkpoint,6.32,6.32,,,0.14820923306999667,,,2.4591492194869358,2.6073584525569324,,missing_or_stopped
van_der_pol,common,endpoint,y,strict_vs_ours,DIAGNOSTIC_ONLY,specified_checkpoint,10,10.0,,,0.3056868672907398,,,-2.5288197182610617,-2.223132850970322,,missing_or_stopped
van_der_pol,common,endpoint,y,strict_vs_ours,DIAGNOSTIC_ONLY,maximum_ratio_in_observed_prefix,,0.01,1.0109400650358604,0.12263647407548106,0.12130934198471088,2.3116629124275807,2.4342993865030618,2.3123280567849696,2.4336373987696804,0.0013271320907701778,
van_der_pol,common,endpoint,y,strict_vs_flowstar,DIAGNOSTIC_ONLY,specified_checkpoint,1,1.0,,,0.11158270520710994,,,-0.479828814270963,-0.3682461090638531,,missing_or_stopped
van_der_pol,common,endpoint,y,strict_vs_flowstar,DIAGNOSTIC_ONLY,specified_checkpoint,3,3.0,,,0.10888872165262642,,,-2.5920996082011345,-2.483210886548508,,missing_or_stopped
van_der_pol,common,endpoint,y,strict_vs_flowstar,DIAGNOSTIC_ONLY,specified_checkpoint,6.32,6.32,,,0.12255939562374207,,,2.459947249616026,2.5825066452397683,,missing_or_stopped
van_der_pol,common,endpoint,y,strict_vs_flowstar,DIAGNOSTIC_ONLY,specified_checkpoint,10,10.0,,,0.2759491259567324,,,-2.533153256147415,-2.2572041301906824,,missing_or_stopped
van_der_pol,common,endpoint,y,strict_vs_flowstar,DIAGNOSTIC_ONLY,maximum_ratio_in_observed_prefix,,0.02,1.0029588210237452,0.14446914970797753,0.1440429523921174,2.2722139213726997,2.4166830710806773,2.2724658503975617,2.416508802789679,0.0004261973158601329,
van_der_pol,common,endpoint,y,strict_vs_parity,DIAGNOSTIC_ONLY,specified_checkpoint,1,1.0,,,,,,,,,missing_or_stopped
van_der_pol,common,endpoint,y,strict_vs_parity,DIAGNOSTIC_ONLY,specified_checkpoint,3,3.0,,,,,,,,,missing_or_stopped
van_der_pol,common,endpoint,y,strict_vs_parity,DIAGNOSTIC_ONLY,specified_checkpoint,6.32,6.32,,,,,,,,,missing_or_stopped
van_der_pol,common,endpoint,y,strict_vs_parity,DIAGNOSTIC_ONLY,specified_checkpoint,10,10.0,,,,,,,,,missing_or_stopped
van_der_pol,common,endpoint,y,strict_vs_parity,DIAGNOSTIC_ONLY,maximum_ratio_in_observed_prefix,,0.02,1.0003935806274513,0.14446914970797753,0.14441231181967984,2.2722139213726997,2.4166830710806773,2.272238853717472,2.416651165537152,5.683788829768943e-05,
van_der_pol,common,endpoint,y,ours_vs_flowstar,ACCEPTED_COMMON_PREFIX,specified_checkpoint,1,1.0,1.014442294833978,0.11319421553408388,0.11158270520710994,-0.48394248948532687,-0.370748273951243,-0.479828814270963,-0.3682461090638531,0.0016115103269739306,
van_der_pol,common,endpoint,y,ours_vs_flowstar,ACCEPTED_COMMON_PREFIX,specified_checkpoint,3,3.0,1.2375178215396385,0.1347517336097943,0.10888872165262642,-2.6166268553632652,-2.481875121753471,-2.5920996082011345,-2.483210886548508,0.025863011957167892,
van_der_pol,common,endpoint,y,ours_vs_flowstar,ACCEPTED_COMMON_PREFIX,specified_checkpoint,6.32,6.32,1.2092849537623351,0.14820923306999667,0.12255939562374207,2.4591492194869358,2.6073584525569324,2.459947249616026,2.5825066452397683,0.025649837446254597,
van_der_pol,common,endpoint,y,ours_vs_flowstar,ACCEPTED_COMMON_PREFIX,specified_checkpoint,10,10.0,1.1077653035895834,0.3056868672907398,0.2759491259567324,-2.5288197182610617,-2.223132850970322,-2.533153256147415,-2.2572041301906824,0.029737741334007417,
van_der_pol,common,endpoint,y,ours_vs_flowstar,ACCEPTED_COMMON_PREFIX,maximum_ratio_in_observed_prefix,,3.49,1.2661819569291883,0.3234467719928358,0.25545046683280503,-1.919475257804389,-1.5960284858115532,-1.9163725658877615,-1.6609220990549565,0.06799630516003075,
van_der_pol,common,tube,x,strict_vs_ours,DIAGNOSTIC_ONLY,specified_checkpoint,1,1.0,,,0.09105712524837783,,,1.861869167763163,1.9529262930115407,,missing_or_stopped
van_der_pol,common,tube,x,strict_vs_ours,DIAGNOSTIC_ONLY,specified_checkpoint,3,3.0,,,0.2011327524693765,,,-0.5387428958540357,-0.33761014338465917,,missing_or_stopped
van_der_pol,common,tube,x,strict_vs_ours,DIAGNOSTIC_ONLY,specified_checkpoint,6.32,6.32,,,0.21340251277510902,,,0.3034606397498655,0.5168631525249745,,missing_or_stopped
van_der_pol,common,tube,x,strict_vs_ours,DIAGNOSTIC_ONLY,specified_checkpoint,10,10.0,,,0.25104320213778375,,,-1.442300441636374,-1.1912572394985903,,missing_or_stopped
van_der_pol,common,tube,x,strict_vs_ours,DIAGNOSTIC_ONLY,maximum_ratio_in_observed_prefix,,0.02,1.0002335134532336,0.3261813040674175,0.3261051541267601,1.122571353271992,1.4487526573394096,1.1226097159631008,1.4487148700898609,7.614994065741065e-05,
van_der_pol,common,tube,x,strict_vs_flowstar,DIAGNOSTIC_ONLY,specified_checkpoint,1,1.0,,,0.08376117626255541,,,1.8689973125768455,1.952758488839401,,missing_or_stopped
van_der_pol,common,tube,x,strict_vs_flowstar,DIAGNOSTIC_ONLY,specified_checkpoint,3,3.0,,,0.16396405605027464,,,-0.5031001299635134,-0.33913607391323874,,missing_or_stopped
van_der_pol,common,tube,x,strict_vs_flowstar,DIAGNOSTIC_ONLY,specified_checkpoint,6.32,6.32,,,0.17850552048578677,,,0.30401071267451585,0.4825162331603026,,missing_or_stopped
van_der_pol,common,tube,x,strict_vs_flowstar,DIAGNOSTIC_ONLY,specified_checkpoint,10,10.0,,,0.22547271279856274,,,-1.4129734432583692,-1.1875007304598064,,missing_or_stopped
van_der_pol,common,tube,x,strict_vs_flowstar,DIAGNOSTIC_ONLY,maximum_ratio_in_observed_prefix,,0.02,1.0002630268491126,0.3261813040674175,0.32609553218707665,1.122571353271992,1.4487526573394096,1.1226107133052436,1.4487062454923203,8.577188034086802e-05,
van_der_pol,common,tube,x,strict_vs_parity,DIAGNOSTIC_ONLY,specified_checkpoint,1,1.0,,,,,,,,,missing_or_stopped
van_der_pol,common,tube,x,strict_vs_parity,DIAGNOSTIC_ONLY,specified_checkpoint,3,3.0,,,,,,,,,missing_or_stopped
van_der_pol,common,tube,x,strict_vs_parity,DIAGNOSTIC_ONLY,specified_checkpoint,6.32,6.32,,,,,,,,,missing_or_stopped
van_der_pol,common,tube,x,strict_vs_parity,DIAGNOSTIC_ONLY,specified_checkpoint,10,10.0,,,,,,,,,missing_or_stopped
van_der_pol,common,tube,x,strict_vs_parity,DIAGNOSTIC_ONLY,maximum_ratio_in_observed_prefix,,0.02,1.0000386647839268,0.3261813040674175,0.32616869282538574,1.122571353271992,1.4487526573394096,1.122577798794609,1.4487464916199948,1.2611242031779213e-05,
van_der_pol,common,tube,x,ours_vs_flowstar,ACCEPTED_COMMON_PREFIX,specified_checkpoint,1,1.0,1.0871041849144136,0.09105712524837783,0.08376117626255541,1.861869167763163,1.9529262930115407,1.8689973125768455,1.952758488839401,0.00729594898582242,
van_der_pol,common,tube,x,ours_vs_flowstar,ACCEPTED_COMMON_PREFIX,specified_checkpoint,3,3.0,1.2266880761214227,0.2011327524693765,0.16396405605027464,-0.5387428958540357,-0.33761014338465917,-0.5031001299635134,-0.33913607391323874,0.037168696419101865,
van_der_pol,common,tube,x,ours_vs_flowstar,ACCEPTED_COMMON_PREFIX,specified_checkpoint,6.32,6.32,1.195495311261821,0.21340251277510902,0.17850552048578677,0.3034606397498655,0.5168631525249745,0.30401071267451585,0.4825162331603026,0.03489699228932225,
van_der_pol,common,tube,x,ours_vs_flowstar,ACCEPTED_COMMON_PREFIX,specified_checkpoint,10,10.0,1.113408354482636,0.25104320213778375,0.22547271279856274,-1.442300441636374,-1.1912572394985903,-1.4129734432583692,-1.1875007304598064,0.025570489339221014,
van_der_pol,common,tube,x,ours_vs_flowstar,ACCEPTED_COMMON_PREFIX,maximum_ratio_in_observed_prefix,,2.85,1.234767018508106,0.17734224000020327,0.1436240499964723,-0.16671231430669992,0.010629925693503352,-0.13480675546860119,0.008817294527871111,0.03371819000373097,
van_der_pol,common,tube,y,strict_vs_ours,DIAGNOSTIC_ONLY,specified_checkpoint,1,1.0,,,0.12740882147296256,,,-0.48709793311969357,-0.359689111646731,,missing_or_stopped
van_der_pol,common,tube,y,strict_vs_ours,DIAGNOSTIC_ONLY,specified_checkpoint,3,3.0,,,0.15164539254477605,,,-2.6169982051532488,-2.4653528126084727,,missing_or_stopped
van_der_pol,common,tube,y,strict_vs_ours,DIAGNOSTIC_ONLY,specified_checkpoint,6.32,6.32,,,0.16579784420042465,,,2.441905408934562,2.6077032531349866,,missing_or_stopped
van_der_pol,common,tube,y,strict_vs_ours,DIAGNOSTIC_ONLY,specified_checkpoint,10,10.0,,,0.3409603605801985,,,-2.5618171606820916,-2.220856800101893,,missing_or_stopped
van_der_pol,common,tube,y,strict_vs_ours,DIAGNOSTIC_ONLY,maximum_ratio_in_observed_prefix,,0.01,1.000040791731417,0.1494086186999053,0.14940252431226053,2.3116576428031563,2.4610662615030616,2.3116622683089822,2.461064792621243,6.094387644761667e-06,
van_der_pol,common,tube,y,strict_vs_flowstar,DIAGNOSTIC_ONLY,specified_checkpoint,1,1.0,,,0.11967278267214021,,,-0.47992199366840554,-0.36024921099626533,,missing_or_stopped
van_der_pol,common,tube,y,strict_vs_flowstar,DIAGNOSTIC_ONLY,specified_checkpoint,3,3.0,,,0.12572084275347795,,,-2.5924401890740527,-2.4667193463205748,,missing_or_stopped
van_der_pol,common,tube,y,strict_vs_flowstar,DIAGNOSTIC_ONLY,specified_checkpoint,6.32,6.32,,,0.14008507665393388,,,2.4427349041137707,2.5828199807677046,,missing_or_stopped
van_der_pol,common,tube,y,strict_vs_flowstar,DIAGNOSTIC_ONLY,specified_checkpoint,10,10.0,,,0.3066850743677798,,,-2.56388192613046,-2.2571968517626804,,missing_or_stopped
van_der_pol,common,tube,y,strict_vs_flowstar,DIAGNOSTIC_ONLY,maximum_ratio_in_observed_prefix,,0.02,1.0024733296808999,0.1727434258482945,0.1723172285324348,2.2722078396502394,2.444951265498534,2.2724597686751014,2.444776997207536,0.0004261973158596888,
van_der_pol,common,tube,y,strict_vs_parity,DIAGNOSTIC_ONLY,specified_checkpoint,1,1.0,,,,,,,,,missing_or_stopped
van_der_pol,common,tube,y,strict_vs_parity,DIAGNOSTIC_ONLY,specified_checkpoint,3,3.0,,,,,,,,,missing_or_stopped
van_der_pol,common,tube,y,strict_vs_parity,DIAGNOSTIC_ONLY,specified_checkpoint,6.32,6.32,,,,,,,,,missing_or_stopped
van_der_pol,common,tube,y,strict_vs_parity,DIAGNOSTIC_ONLY,specified_checkpoint,10,10.0,,,,,,,,,missing_or_stopped
van_der_pol,common,tube,y,strict_vs_parity,DIAGNOSTIC_ONLY,maximum_ratio_in_observed_prefix,,0.02,1.0003291389850753,0.1727434258482945,0.17268658795999725,2.2722078396502394,2.444951265498534,2.2722327719950117,2.444919359955009,5.683788829724534e-05,
van_der_pol,common,tube,y,ours_vs_flowstar,ACCEPTED_COMMON_PREFIX,specified_checkpoint,1,1.0,1.064643259963431,0.12740882147296256,0.11967278267214021,-0.48709793311969357,-0.359689111646731,-0.47992199366840554,-0.36024921099626533,0.0077360388008223535,
van_der_pol,common,tube,y,ours_vs_flowstar,ACCEPTED_COMMON_PREFIX,specified_checkpoint,3,3.0,1.206207254290625,0.15164539254477605,0.12572084275347795,-2.6169982051532488,-2.4653528126084727,-2.5924401890740527,-2.4667193463205748,0.0259245497912981,
van_der_pol,common,tube,y,ours_vs_flowstar,ACCEPTED_COMMON_PREFIX,specified_checkpoint,6.32,6.32,1.183551083103674,0.16579784420042465,0.14008507665393388,2.441905408934562,2.6077032531349866,2.4427349041137707,2.5828199807677046,0.025712767546490767,
van_der_pol,common,tube,y,ours_vs_flowstar,ACCEPTED_COMMON_PREFIX,specified_checkpoint,10,10.0,1.111760529210872,0.3409603605801985,0.3066850743677798,-2.5618171606820916,-2.220856800101893,-2.56388192613046,-2.2571968517626804,0.03427528621241871,
van_der_pol,common,tube,y,ours_vs_flowstar,ACCEPTED_COMMON_PREFIX,maximum_ratio_in_observed_prefix,,3.49,1.262272862331053,0.38096417693642515,0.301808102118978,-1.9713991009260239,-1.5904349239895987,-1.9627165241806885,-1.6609084220617105,0.07915607481744713,
