plant,view,range_kind,state,t_start,t_end,t_start_exact,t_end_exact,duration,candidate_eligible,ours_lo,ours_hi,ours_width,ours_missing_reason,flowstar_lo,flowstar_hi,flowstar_width,flowstar_missing_reason,strict_lo,strict_hi,strict_width,strict_missing_reason,parity_lo,parity_hi,parity_width,parity_missing_reason,strict_vs_ours,strict_vs_ours_absolute_width_difference,strict_vs_ours_lower_shift,strict_vs_ours_upper_shift,strict_vs_ours_center_shift,strict_vs_ours_disjoint,strict_vs_flowstar,strict_vs_flowstar_absolute_width_difference,strict_vs_flowstar_lower_shift,strict_vs_flowstar_upper_shift,strict_vs_flowstar_center_shift,strict_vs_flowstar_disjoint,strict_vs_parity,strict_vs_parity_absolute_width_difference,strict_vs_parity_lower_shift,strict_vs_parity_upper_shift,strict_vs_parity_center_shift,strict_vs_parity_disjoint,ours_vs_flowstar,ours_vs_flowstar_absolute_width_difference,ours_vs_flowstar_lower_shift,ours_vs_flowstar_upper_shift,ours_vs_flowstar_center_shift,ours_vs_flowstar_disjoint
brusselator,published,endpoint,y,2.32,2.34,167173618167992815/72057594037927936,674459080195005495/288230376151711744,0.02,False,2.5675247488031228,2.5858141345125967,0.018289385709473915,,2.5673721327472934,2.585810263540837,0.018438130793543728,,,,,correctness_gate_stopped_long_run,,,,correctness_gate_stopped_long_run,,,,,,,,,,,,,,,,,,,0.991932746017731,-0.00014874508406981235,0.00015261605582939097,3.870971759578623e-06,7.824351379426275e-05,False
brusselator,published,tube,x,2.32,2.34,167173618167992815/72057594037927936,674459080195005495/288230376151711744,0.02,False,0.5746023066053229,0.5976590640329991,0.02305675742767621,,0.5749735393634208,0.5976457948755071,0.022672255512086292,,,,,correctness_gate_stopped_long_run,,,,correctness_gate_stopped_long_run,,,,,,,,,,,,,,,,,,,1.016959138246521,0.00038450191558991875,-0.0003712327580979169,1.326915749200186e-05,-0.000178981800302902,False
brusselator,published,tube,y,2.32,2.34,167173618167992815/72057594037927936,674459080195005495/288230376151711744,0.02,False,2.5498096035702127,2.5860056089245065,0.03619600535429379,,2.5497892298587472,2.585869495608381,0.036080265749633966,,,,,correctness_gate_stopped_long_run,,,,correctness_gate_stopped_long_run,,,,,,,,,,,,,,,,,,,1.003207836812039,0.0001157396046598258,2.0373711465460076e-05,0.00013611331612528588,7.824351379559502e-05,False
brusselator,common,endpoint,x,2.32,2.34,167173618167992815/72057594037927936,674459080195005495/288230376151711744,0.02,False,0.5750164015622149,0.5879992116859659,0.01298281012375102,,0.5751266590584345,0.5882469177903523,0.0131202587319178,,,,,correctness_gate_stopped_long_run,,,,correctness_gate_stopped_long_run,,,,,,,,,,,,,,,,,,,0.9895239407259244,-0.00013744860816677917,-0.00011025749621962344,-0.0002477061043864026,-0.00017898180030301303,False
brusselator,common,endpoint,y,2.32,2.34,167173618167992815/72057594037927936,674459080195005495/288230376151711744,0.02,False,2.5675247488031268,2.585814134512593,0.018289385709466366,,2.5673721327473062,2.5858102635408247,0.018438130793518415,,,,,correctness_gate_stopped_long_run,,,,correctness_gate_stopped_long_run,,,,,,,,,,,,,,,,,,,0.9919327460186833,-0.00014874508405204878,0.0001526160558205092,3.870971768460407e-06,7.82435137944848e-05,False
brusselator,common,tube,x,2.32,2.34,167173618167992815/72057594037927936,674459080195005495/288230376151711744,0.02,False,0.5746023066053277,0.5976590640329943,0.023056757427666552,,0.5749735393634235,0.5976457948755044,0.022672255512080852,,,,,correctness_gate_stopped_long_run,,,,correctness_gate_stopped_long_run,,,,,,,,,,,,,,,,,,,1.016959138246339,0.0003845019155856999,-0.00037123275809580747,1.3269157489892436e-05,-0.00017898180030295752,False
brusselator,common,tube,y,2.32,2.34,167173618167992815/72057594037927936,674459080195005495/288230376151711744,0.02,False,2.5498096035702313,2.586005608924488,0.03619600535425649,,2.5497892298587597,2.5858694956083697,0.036080265749609985,,,,,correctness_gate_stopped_long_run,,,,correctness_gate_stopped_long_run,,,,,,,,,,,,,,,,,,,1.003207836811672,0.00011573960464650312,2.0373711471677325e-05,0.00013611331611818045,7.824351379515093e-05,False
brusselator,published,endpoint,x,2.34,2.36,674459080195005495/288230376151711744,340111843859019865/144115188075855872,0.02,False,0.5662049207881702,0.5789202894623335,0.012715368674163341,,0.5663082645673541,0.5791676762607705,0.012859411693416423,,,,,correctness_gate_stopped_long_run,,,,correctness_gate_stopped_long_run,,,,,,,,,,,,,,,,,,,0.9887986307082129,-0.00014404301925308172,-0.00010334377918386206,-0.0002473867984369438,-0.0001753652888103474,False
brusselator,published,endpoint,y,2.34,2.36,674459080195005495/288230376151711744,340111843859019865/144115188075855872,0.02,False,2.584988389317433,2.603160524043829,0.018172134726396116,,2.584838686765541,2.6031538431577235,0.01831515639218262,,,,,correctness_gate_stopped_long_run,,,,correctness_gate_stopped_long_run,,,,,,,,,,,,,,,,,,,0.9921910759196385,-0.00014302166578650244,0.0001497025518921724,6.68088610566997e-06,7.819171899892119e-05,False
brusselator,published,tube,x,2.34,2.36,674459080195005495/288230376151711744,340111843859019865/144115188075855872,0.02,False,0.565792256657094,0.5882781191959935,0.022485862538899504,,0.5661579636380747,0.5882631427926338,0.022105179154559118,,,,,correctness_gate_stopped_long_run,,,,correctness_gate_stopped_long_run,,,,,,,,,,,,,,,,,,,1.0172214566404847,0.0003806833843403856,-0.00036570698098070675,1.497640335967887e-05,-0.00017536528881051394,False
brusselator,published,tube,y,2.34,2.36,674459080195005495/288230376151711744,340111843859019865/144115188075855872,0.02,False,2.5674001644322773,2.6033437701622035,0.035943605729926276,,2.5673743000158433,2.6032132511406396,0.03583895112479629,,,,,correctness_gate_stopped_long_run,,,,correctness_gate_stopped_long_run,,,,,,,,,,,,,,,,,,,1.0029201358255593,0.00010465460512998348,2.586441643392945e-05,0.00013051902156391293,7.819171899892119e-05,False
brusselator,common,endpoint,x,2.34,2.36,674459080195005495/288230376151711744,340111843859019865/144115188075855872,0.02,False,0.5662049207881712,0.5789202894623324,0.012715368674161232,,0.566308264567357,0.5791676762607676,0.01285941169341065,,,,,correctness_gate_stopped_long_run,,,,correctness_gate_stopped_long_run,,,,,,,,,,,,,,,,,,,0.9887986307084928,-0.00014404301924941798,-0.00010334377918574944,-0.0002473867984351674,-0.00017536528881045843,False
