analytic_containment_applicability,analytic_containment_passed,analytic_reference_contained,cold_total_configuration_time_s,compile_or_jit_time_s,completed_requested_horizon,completed_steps,device,dtype,engine_internal_time_s,evaluation_time,failure_category,first_step_time_s,h,measurement_phase,memory_measurement,memory_measurement_reason,memory_unavailable_reason,message,native_validation_passed,observation_source,peak_process_rss_kib,plot_report_time_s,posthoc_validation_time_s,repetition,requested_horizon,requested_steps,reset_discarded_term_count,runtime_boundary_version,steady_full_configuration_time_s,steady_step_time_s,steady_total_configuration_time_s,successful_horizon,system,tool,trajectory_sanity_passed,variant,width_at_evaluation_time
required,True,True,0.0006257499917410314,2.77687862503808,True,3,cpu,float64,0.0003893749671988189,0.03,completed,,0.01,cold,unavailable,,configuration did not run in an isolated measurement subprocess,,True,diffreach,unavailable,0.0,3.3958000130951405e-05,0,0.03,3,,total_configuration_v2,0.0006257499917410314,0.0002085833305803438,0.0006257499917410314,0.03,harmonic,diffreach,True,restricted_quasi_window100_round5_selected,0.20605071170127817
required,True,True,0.0,0.0,True,3,cpu,float64,0.0004532919847406447,0.03,completed,,0.01,steady,unavailable,,configuration did not run in an isolated measurement subprocess,,True,diffreach,unavailable,0.0,1.4707969967275858e-05,1,0.03,3,,total_configuration_v2,0.0005698340246453881,0.00018994467488179603,0.0005698340246453881,0.03,harmonic,diffreach,True,restricted_quasi_window100_round5_selected,0.20605071170127817
not_applicable,False,,0.000718875031452626,6.169959124992602,True,3,cpu,float64,0.0005020829848945141,0.015,completed,,0.005,cold,unavailable,,configuration did not run in an isolated measurement subprocess,,True,diffreach,unavailable,0.0,4.167028237134218e-06,0,0.015,3,,total_configuration_v2,0.000718875031452626,0.00023962501048420867,0.000718875031452626,0.015,coupled_quadratic,diffreach,True,restricted_quasi_window100_round5_selected,0.040191815067148556
not_applicable,False,,0.0,0.0,True,3,cpu,float64,0.0005444169510155916,0.015,completed,,0.005,steady,unavailable,,configuration did not run in an isolated measurement subprocess,,True,diffreach,unavailable,0.0,1.6660196706652641e-06,1,0.015,3,,total_configuration_v2,0.0006409580237232149,0.00021365267457440495,0.0006409580237232149,0.015,coupled_quadratic,diffreach,True,restricted_quasi_window100_round5_selected,0.040191815067148556
not_applicable,False,,0.0006524589844048023,6.044888332951814,True,3,cpu,float64,0.00041454198071733117,0.015,completed,,0.005,cold,unavailable,,configuration did not run in an isolated measurement subprocess,,True,diffreach,unavailable,0.0,4.125002305954695e-06,0,0.015,3,,total_configuration_v2,0.0006524589844048023,0.0002174863281349341,0.0006524589844048023,0.015,van_der_pol,diffreach,True,restricted_quasi_window100_round5_selected,0.30164680831298885
not_applicable,False,,0.0,0.0,True,3,cpu,float64,0.00036145804915577173,0.015,completed,,0.005,steady,unavailable,,configuration did not run in an isolated measurement subprocess,,True,diffreach,unavailable,0.0,1.4589750207960606e-06,1,0.015,3,,total_configuration_v2,0.0004384589847177267,0.0001461529949059089,0.0004384589847177267,0.015,van_der_pol,diffreach,True,restricted_quasi_window100_round5_selected,0.30164680831298885
required,True,True,0.019802583963610232,2.0306648749974556,True,3,cpu,MPFR_interval_53_bit,0.01949741697171703,0.03,completed,0.000862,0.01,cold,,repetitions share a parent process; isolated configuration peak was not measured,,,True,flowstar,unavailable,0.0,6.783398566767573e-05,0,0.03,3,,total_configuration_v2,0.019802583963610232,0.0007745,0.019802583963610232,0.03,riccati,flowstar,True,root_cause_order4_selected,0.10045165608075761
required,True,True,0.0,0.0,True,3,cpu,MPFR_interval_53_bit,0.017879916995298117,0.03,completed,0.00066,0.01,steady,,repetitions share a parent process; isolated configuration peak was not measured,,,True,flowstar,unavailable,0.0,3.404100425541401e-05,1,0.03,3,,total_configuration_v2,0.018085541028995067,0.000603,0.018085541028995067,0.03,riccati,flowstar,True,root_cause_order4_selected,0.10045165608075761
required,True,True,0.00872804201208055,1.5136027919943444,True,3,cpu,MPFR_interval_53_bit,0.0085432089981623,0.03,completed,0.000173,0.01,cold,,repetitions share a parent process; isolated configuration peak was not measured,,,True,flowstar,unavailable,0.0,4.287500632926822e-05,0,0.03,3,,total_configuration_v2,0.00872804201208055,0.00013450000000000002,0.00872804201208055,0.03,harmonic,flowstar,True,root_cause_order4_selected,0.20590910756516656
required,True,True,0.0,0.0,True,3,cpu,MPFR_interval_53_bit,0.010242209013085812,0.03,completed,0.000188,0.01,steady,,repetitions share a parent process; isolated configuration peak was not measured,,,True,flowstar,unavailable,0.0,4.229199839755893e-05,1,0.03,3,,total_configuration_v2,0.01045629201689735,0.000154,0.01045629201689735,0.03,harmonic,flowstar,True,root_cause_order4_selected,0.20590910756516656
not_applicable,False,,0.01682391599752009,1.6281619590008631,True,3,cpu,MPFR_interval_53_bit,0.01661908399546519,0.015,completed,0.001096,0.005,cold,,repetitions share a parent process; isolated configuration peak was not measured,,,True,flowstar,unavailable,0.0,1.170899486169219e-05,0,0.015,3,,total_configuration_v2,0.01682391599752009,0.001169,0.01682391599752009,0.015,coupled_quadratic,flowstar,True,root_cause_order4_selected,0.04019113375564379
not_applicable,False,,0.0,0.0,True,3,cpu,MPFR_interval_53_bit,0.015795874991454184,0.015,completed,0.0011,0.005,steady,,repetitions share a parent process; isolated configuration peak was not measured,,,True,flowstar,unavailable,0.0,1.1958996765315533e-05,1,0.015,3,,total_configuration_v2,0.016001207986846566,0.0011654999999999999,0.016001207986846566,0.015,coupled_quadratic,flowstar,True,root_cause_order4_selected,0.04019113375564379
not_applicable,False,,0.01888687495375052,1.5671069159870967,True,3,cpu,MPFR_interval_53_bit,0.01868304196977988,0.015,completed,0.00136,0.005,cold,,repetitions share a parent process; isolated configuration peak was not measured,,,True,flowstar,unavailable,0.0,1.6167003195732832e-05,0,0.015,3,,total_configuration_v2,0.01888687495375052,0.001409,0.01888687495375052,0.015,van_der_pol,flowstar,True,root_cause_order4_selected,0.3012732007480894
not_applicable,False,,0.0,0.0,True,3,cpu,MPFR_interval_53_bit,0.019132583984173834,0.015,completed,0.001277,0.005,steady,,repetitions share a parent process; isolated configuration peak was not measured,,,True,flowstar,unavailable,0.0,1.9707949832081795e-05,1,0.015,3,,total_configuration_v2,0.019341499952133745,0.0014645,0.019341499952133745,0.015,van_der_pol,flowstar,True,root_cause_order4_selected,0.3012732007480894
