algorithmic_hardware_fair_comparison,all_native_validations_passed,backend,backend_status,compile_or_context_time_s,h,interpretation,median_full_configuration_time_s,median_successful_horizon,median_width_at_evaluation_time,message,requested_horizon,runtime_max_s,runtime_min_s,runtime_repetitions,speedup_vs_same_tool_cpu,system,tool,variant
False,True,jax_cpu,available,0.0,0.005,implementation/hardware throughput only,0.0006409580237232149,0.015,0.040191815067148556,,0.015,0.0006409580237232149,0.0006409580237232149,1,1.0,coupled_quadratic,diffreach,restricted_quasi_window100_round5_selected
False,True,flowstar_cpu,available,0.0,0.005,implementation/hardware throughput only,0.016001207986846566,0.015,0.04019113375564379,,0.015,0.016001207986846566,0.016001207986846566,1,1.0,coupled_quadratic,flowstar,root_cause_order4_selected
False,True,torch_cpu,available,0.0,0.005,implementation/hardware throughput only,0.3778257079538889,0.015,0.040194846524129996,,0.015,0.3778257079538889,0.3778257079538889,1,1.0,coupled_quadratic,torch_tm_flowpipe,order2_affine_reset_selected
