plant,step,category,operation,seconds,calls
brusselator,5,D,torch_tm_flowpipe.polynomial.evaluate_interval_normal,0.05330119514837861,46
brusselator,5,E,Polynomial.__add__,0.0009900820441544056,30
brusselator,5,E,torch_tm_flowpipe.flowpipe._tm_apply_cutoff_for_horner,0.0009919442236423492,18
brusselator,5,E,torch_tm_flowpipe.flowpipe._insert_ctrunc_normal_horner_scalar,0.015407562255859375,2
brusselator,5,E,torch_tm_flowpipe.flowpipe.insert_ctrunc_normal_dependency_preserving,0.00542829604819417,1
brusselator,5,D,torch_tm_flowpipe.accepted_boundary_sr._interval_polynomial_range,0.017614270094782114,6
brusselator,5,E,torch_tm_flowpipe.accepted_boundary_sr._linear_polynomial_image,0.014868803787976503,1
brusselator,5,E,torch_tm_flowpipe.accepted_boundary_sr._add_polynomial_images,0.004953477531671524,1
brusselator,5,G,torch_tm_flowpipe.accepted_boundary_sr.prepare_accepted_boundary_sr,0.0008524442091584206,1
brusselator,5,G,torch_tm_flowpipe.symbolic_remainder.accepted_boundary_sr_queue_sha256,0.00042464910075068474,2
brusselator,5,F,torch_tm_flowpipe.flowpipe._tmvector_shift_polynomial_constants,9.186705574393272e-05,1
brusselator,5,F,torch_tm_flowpipe.flowpipe._add_right_map_centering_diagnostics,0.0013742325827479362,1
brusselator,5,E,torch_tm_flowpipe.accepted_boundary_sr._scale_and_cutoff_right_map,0.006213804706931114,1
brusselator,5,G,torch_tm_flowpipe.symbolic_remainder.accepted_boundary_sr_queue_commit,0.0006582364439964294,1
brusselator,5,G,torch_tm_flowpipe.accepted_boundary_sr.commit_accepted_boundary_sr,0.00018270546570420265,1
brusselator,5,E,Polynomial.__mul__,6.009219214320183e-05,2
brusselator,5,F,torch_tm_flowpipe.flowpipe._normalized_tm_from_center_scale,0.00026733241975307465,1
brusselator,5,H,torch_tm_flowpipe.flowpipe._flowstar_normalized_insertion_transition,0.003287259489297867,1
brusselator,6,A,torch_tm_flowpipe.batched_dense_tm.sparse_tmvector_to_dense,0.0001845071092247963,1
brusselator,6,B,BatchedPolynomial.substitute_const_and_drop,0.0002213851548731327,1
brusselator,6,C,torch_tm_flowpipe.endpoint_substitution.enclose_constant_substitution,0.015753079671412706,3
brusselator,6,C,DenseRemainderLedger.total,3.674998879432678e-05,1
brusselator,6,C,BatchedTaylorModel.endpoint,0.0002794470638036728,1
brusselator,6,A,Polynomial.__init__,0.0467922599054873,232
brusselator,6,A,torch_tm_flowpipe.batched_dense_tm.dense_to_sparse_tmvector,0.0017114421352744102,1
brusselator,6,B,Polynomial.substitute_const,0.0007082372903823853,2
brusselator,6,C,Polynomial.substitute_const_with_roundoff,0.0014968500472605228,2
brusselator,6,D,Polynomial.evaluate_interval,0.4319854602217674,210
brusselator,6,F,torch_tm_flowpipe.flowpipe._tmvector_constant_part,8.870847523212433e-06,1
brusselator,6,F,torch_tm_flowpipe.flowpipe._tmvector_rm_constants,2.0825304090976715e-05,1
brusselator,6,G,torch_tm_flowpipe.symbolic_remainder._validated_interval_bounds,0.0017173676751554012,15
brusselator,6,G,torch_tm_flowpipe.symbolic_remainder.validate_accepted_boundary_sr_queue,0.0005147182382643223,5
brusselator,6,E,torch_tm_flowpipe.accepted_boundary_sr.split_endpoint_taylor_map,4.899362102150917e-05,1
brusselator,6,G,torch_tm_flowpipe.symbolic_remainder._pack_interval_matrices,0.00013291416689753532,2
brusselator,6,G,torch_tm_flowpipe.symbolic_remainder._pack_interval_columns,4.565715789794922e-05,1
brusselator,6,G,torch_tm_flowpipe.symbolic_remainder._tensorized_interval_matrix_update_and_image,0.001338728703558445,1
brusselator,6,G,torch_tm_flowpipe.symbolic_remainder.accepted_boundary_sr_queue_propagate,0.0006315251812338829,1
brusselator,6,E,torch_tm_flowpipe.flowpipe._polynomial_part_for_power,0.000329465139657259,30
brusselator,6,E,Polynomial.mul_truncate,0.007364850491285324,26
brusselator,6,E,Polynomial.cutoff,0.006450957152992487,44
brusselator,6,E,torch_tm_flowpipe.flowpipe._tm_mul_ctrunc_horner_stage,0.016606085933744907,24
brusselator,6,D,torch_tm_flowpipe.polynomial.evaluate_interval_normal,0.05761866085231304,46
brusselator,6,E,Polynomial.__add__,0.0010513300076127052,30
brusselator,6,E,torch_tm_flowpipe.flowpipe._tm_apply_cutoff_for_horner,0.0009777066297829151,18
brusselator,6,E,torch_tm_flowpipe.flowpipe._insert_ctrunc_normal_horner_scalar,0.015361757017672062,2
brusselator,6,E,torch_tm_flowpipe.flowpipe.insert_ctrunc_normal_dependency_preserving,0.005261091515421867,1
brusselator,6,D,torch_tm_flowpipe.accepted_boundary_sr._interval_polynomial_range,0.019806164782494307,6
brusselator,6,E,torch_tm_flowpipe.accepted_boundary_sr._linear_polynomial_image,0.014814270660281181,1
brusselator,6,E,torch_tm_flowpipe.accepted_boundary_sr._add_polynomial_images,0.00567763252183795,1
brusselator,6,G,torch_tm_flowpipe.accepted_boundary_sr.prepare_accepted_boundary_sr,0.0009190090931952,1
brusselator,6,G,torch_tm_flowpipe.symbolic_remainder.accepted_boundary_sr_queue_sha256,0.0005211187526583672,2
brusselator,6,F,torch_tm_flowpipe.flowpipe._tmvector_shift_polynomial_constants,9.693531319499016e-05,1
brusselator,6,F,torch_tm_flowpipe.flowpipe._add_right_map_centering_diagnostics,0.0013137990608811378,1
brusselator,6,E,torch_tm_flowpipe.accepted_boundary_sr._scale_and_cutoff_right_map,0.0073492564260959625,1
brusselator,6,G,torch_tm_flowpipe.symbolic_remainder.accepted_boundary_sr_queue_commit,0.0006910739466547966,1
brusselator,6,G,torch_tm_flowpipe.accepted_boundary_sr.commit_accepted_boundary_sr,0.00017147650942206383,1
brusselator,6,E,Polynomial.__mul__,5.90193085372448e-05,2
brusselator,6,F,torch_tm_flowpipe.flowpipe._normalized_tm_from_center_scale,0.0002867043949663639,1
brusselator,6,H,torch_tm_flowpipe.flowpipe._flowstar_normalized_insertion_transition,0.0033300858922302723,1
brusselator,7,A,torch_tm_flowpipe.batched_dense_tm.sparse_tmvector_to_dense,0.000183924101293087,1
brusselator,7,B,BatchedPolynomial.substitute_const_and_drop,0.00030665285885334015,1
brusselator,7,C,torch_tm_flowpipe.endpoint_substitution.enclose_constant_substitution,0.01852728007361293,3
brusselator,7,C,DenseRemainderLedger.total,3.9501115679740906e-05,1
brusselator,7,C,BatchedTaylorModel.endpoint,0.000340532511472702,1
brusselator,7,A,Polynomial.__init__,0.051711870823055506,234
brusselator,7,A,torch_tm_flowpipe.batched_dense_tm.dense_to_sparse_tmvector,0.002018347382545471,1
brusselator,7,B,Polynomial.substitute_const,0.0008027972653508186,2
brusselator,7,C,Polynomial.substitute_const_with_roundoff,0.0016534649766981602,2
brusselator,7,D,Polynomial.evaluate_interval,0.5202195132151246,212
brusselator,7,F,torch_tm_flowpipe.flowpipe._tmvector_constant_part,9.862706065177917e-06,1
brusselator,7,F,torch_tm_flowpipe.flowpipe._tmvector_rm_constants,2.199597656726837e-05,1
brusselator,7,G,torch_tm_flowpipe.symbolic_remainder._validated_interval_bounds,0.001900975126773119,15
brusselator,7,G,torch_tm_flowpipe.symbolic_remainder.validate_accepted_boundary_sr_queue,0.0005774800665676594,5
brusselator,7,E,torch_tm_flowpipe.accepted_boundary_sr.split_endpoint_taylor_map,5.425186827778816e-05,1
brusselator,7,G,torch_tm_flowpipe.symbolic_remainder._pack_interval_matrices,0.0001658610999584198,2
brusselator,7,G,torch_tm_flowpipe.symbolic_remainder._pack_interval_columns,7.20401294529438e-05,1
brusselator,7,G,torch_tm_flowpipe.symbolic_remainder._tensorized_interval_matrix_update_and_image,0.0016753445379436016,1
brusselator,7,G,torch_tm_flowpipe.symbolic_remainder.accepted_boundary_sr_queue_propagate,0.0007059201598167419,1
brusselator,7,E,torch_tm_flowpipe.flowpipe._polynomial_part_for_power,0.0003444538451731205,30
brusselator,7,E,Polynomial.mul_truncate,0.009212374221533537,26
brusselator,7,E,Polynomial.cutoff,0.007028536405414343,44
brusselator,7,E,torch_tm_flowpipe.flowpipe._tm_mul_ctrunc_horner_stage,0.017601364757865667,24
brusselator,7,D,torch_tm_flowpipe.polynomial.evaluate_interval_normal,0.06413269136101007,46
brusselator,7,E,Polynomial.__add__,0.0011388631537556648,30
brusselator,7,E,torch_tm_flowpipe.flowpipe._tm_apply_cutoff_for_horner,0.0010062269866466522,18
brusselator,7,E,torch_tm_flowpipe.flowpipe._insert_ctrunc_normal_horner_scalar,0.01646830327808857,2
brusselator,7,E,torch_tm_flowpipe.flowpipe.insert_ctrunc_normal_dependency_preserving,0.005768732167780399,1
brusselator,7,D,torch_tm_flowpipe.accepted_boundary_sr._interval_polynomial_range,0.023306607268750668,6
brusselator,7,E,torch_tm_flowpipe.accepted_boundary_sr._linear_polynomial_image,0.01767236925661564,1
brusselator,7,E,torch_tm_flowpipe.accepted_boundary_sr._add_polynomial_images,0.006632850039750338,1
brusselator,7,G,torch_tm_flowpipe.accepted_boundary_sr.prepare_accepted_boundary_sr,0.0009742430411279202,1
brusselator,7,G,torch_tm_flowpipe.symbolic_remainder.accepted_boundary_sr_queue_sha256,0.0006305770948529243,2
brusselator,7,F,torch_tm_flowpipe.flowpipe._tmvector_shift_polynomial_constants,0.00010364968329668045,1
brusselator,7,F,torch_tm_flowpipe.flowpipe._add_right_map_centering_diagnostics,0.0014099525287747383,1
brusselator,7,E,torch_tm_flowpipe.accepted_boundary_sr._scale_and_cutoff_right_map,0.007366877049207687,1
brusselator,7,G,torch_tm_flowpipe.symbolic_remainder.accepted_boundary_sr_queue_commit,0.00066727539524436,1
brusselator,7,G,torch_tm_flowpipe.accepted_boundary_sr.commit_accepted_boundary_sr,0.0001744478940963745,1
brusselator,7,E,Polynomial.__mul__,6.135692819952965e-05,2
brusselator,7,F,torch_tm_flowpipe.flowpipe._normalized_tm_from_center_scale,0.00027517322450876236,1
