plant,step,history_length,history_length_after,category,label,seconds,calls,interval_constructions,tensor_outputs,explicit_copy_events,step_seconds,boundary_sum_seconds,nonboundary_seconds,pass_kind
brusselator,1,0,1,A,representation_and_coefficients,0.030787204392254353,206,5,,,0.75888244016096,0.2652822518721223,0.49360018828883767,exclusive_wall_timer
brusselator,1,0,1,B,point_substitution,0.001944884192198515,3,0,,,0.75888244016096,0.2652822518721223,0.49360018828883767,exclusive_wall_timer
brusselator,1,0,1,C,endpoint_error_and_ledger,0.01781556848436594,7,28,,,0.75888244016096,0.2652822518721223,0.49360018828883767,exclusive_wall_timer
brusselator,1,0,1,D,polynomial_interval_range,0.15808066865429282,224,2906,,,0.75888244016096,0.2652822518721223,0.49360018828883767,exclusive_wall_timer
brusselator,1,0,1,E,composition_and_cutoff,0.048248214181512594,177,516,,,0.75888244016096,0.2652822518721223,0.49360018828883767,exclusive_wall_timer
brusselator,1,0,1,F,center_scale_and_maps,0.00156114948913455,5,4,,,0.75888244016096,0.2652822518721223,0.49360018828883767,exclusive_wall_timer
brusselator,1,0,1,G,history_checks_pack_propagate_commit,0.003516838885843754,24,22,,,0.75888244016096,0.2652822518721223,0.49360018828883767,exclusive_wall_timer
brusselator,1,0,1,H,other_boundary,0.00332772359251976,1,34,,,0.75888244016096,0.2652822518721223,0.49360018828883767,exclusive_wall_timer
brusselator,1,0,1,outside_boundary,nonboundary_or_unattributed,0.49360018828883767,0,289,,,0.75888244016096,0.2652822518721223,0.49360018828883767,exclusive_wall_timer
brusselator,2,1,2,A,representation_and_coefficients,0.041284688748419285,236,5,,,1.0265715941786766,0.5716218641027808,0.4549497300758958,exclusive_wall_timer
brusselator,2,1,2,B,point_substitution,0.000993093941360712,3,0,,,1.0265715941786766,0.5716218641027808,0.4549497300758958,exclusive_wall_timer
brusselator,2,1,2,C,endpoint_error_and_ledger,0.017670342233031988,7,28,,,1.0265715941786766,0.5716218641027808,0.4549497300758958,exclusive_wall_timer
brusselator,2,1,2,D,polynomial_interval_range,0.42729457654058933,264,7390,,,1.0265715941786766,0.5716218641027808,0.4549497300758958,exclusive_wall_timer
brusselator,2,1,2,E,composition_and_cutoff,0.07406604941934347,181,944,,,1.0265715941786766,0.5716218641027808,0.4549497300758958,exclusive_wall_timer
