stage,plant,start_step,steps,pairs,reference_solve_seconds_min,reference_solve_seconds_median,reference_solve_seconds_max,optimized_solve_seconds_min,optimized_solve_seconds_median,optimized_solve_seconds_max,solve_speedup_min,solve_speedup_median,solve_speedup_max,peak_rss_ratio_min,peak_rss_ratio_median,peak_rss_ratio_max
window,brusselator,1,20,3,33.779375695157796,34.27393534546718,34.440098230261356,25.541493679396808,25.869255781639367,26.097116104327142,1.2943719742871076,1.3248906591968144,1.3483979700859334,0.9984412715661213,1.0000089168680393,1.000356544371947
window,brusselator,101,20,3,35.81228787265718,36.33752598660067,36.56037920014933,26.233917826320976,26.23827796196565,26.522688220255077,1.3651139761033346,1.3784567724258274,1.3849051389452705,0.9995644831570527,0.9997867007945396,1.001351315309869
window,brusselator,981,20,3,41.56991847464815,41.57040109531954,41.66021809121594,31.125697172712535,31.176255620084703,31.326008710078895,1.3270097336490032,1.3355653004220491,1.3362803602488154,0.9984799334227823,0.9999150042922832,1.0002636771910725
window,van_der_pol,1,20,3,12.256327495444566,12.31003458565101,12.451649144291878,12.194641892332584,12.262868541758507,12.41680151829496,0.9994665973714333,1.0028064897345401,1.00946257334469,0.9999290012247288,1.0001064613146198,1.000674608105949
window,van_der_pol,91,20,3,13.612620794214308,13.798950436990708,13.863779421430081,13.488260020501912,13.566048323642462,13.689862287603319,1.0092199270716438,1.0127040820552484,1.0171680144277793,0.9993284379998056,0.9993288175708495,1.0003801004172266
prefix,brusselator,1,100,3,191.11325336014852,204.02065533632413,215.98681536363438,145.13491663802415,146.40901645179838,165.48669211938977,1.3051612344019268,1.3167972103969805,1.3934978888646041,1.0008459332870296,1.0010242981331052,1.0021018319781267
prefix,van_der_pol,1,100,3,77.66859920043498,77.89085613796487,106.098979792092,83.4621638734825,88.87083739601076,105.72568158106878,0.8739492219966567,0.9332475042947247,1.003530818675659,0.9993288412797937,0.9994167189557501,1.000981284864344
