plant,step,t_end_exact,view,kind,component,reference_lo_hex,reference_hi_hex,optimized_lo_hex,optimized_hi_hex,bit_identical,width_ratio
brusselator,613,3533704411619986055/288230376151711744,published,tube,y,0x1.155a5787f5775p+2,0x1.16a10a5a3a617p+2,0x1.155a5787f5775p+2,0x1.16a10a5a3a617p+2,True,1.0
brusselator,613,3533704411619986055/288230376151711744,common,endpoint,x,0x1.bb7cf175ebe93p-2,0x1.bd415555e94cdp-2,0x1.bb7cf175ebe93p-2,0x1.bd415555e94cdp-2,True,1.0
brusselator,613,3533704411619986055/288230376151711744,common,endpoint,y,0x1.15fa3ca1063f6p+2,0x1.169fe998ee136p+2,0x1.15fa3ca1063f6p+2,0x1.169fe998ee136p+2,True,1.0
brusselator,613,3533704411619986055/288230376151711744,common,tube,x,0x1.b9caf87b38757p-2,0x1.bd438cc74a534p-2,0x1.b9caf87b38757p-2,0x1.bd438cc74a534p-2,True,1.0
brusselator,613,3533704411619986055/288230376151711744,common,tube,y,0x1.155a5787f579bp+2,0x1.16a10a5a3a5f1p+2,0x1.155a5787f579bp+2,0x1.16a10a5a3a5f1p+2,True,1.0
brusselator,614,1769734509571510145/144115188075855872,published,endpoint,x,0x1.bd304c00047c0p-2,0x1.befca1dbff28fp-2,0x1.bd304c00047c0p-2,0x1.befca1dbff28fp-2,True,1.0
brusselator,614,1769734509571510145/144115188075855872,published,endpoint,y,0x1.16987fbab8cc6p+2,0x1.173d263244a77p+2,0x1.16987fbab8cc6p+2,0x1.173d263244a77p+2,True,1.0
brusselator,614,1769734509571510145/144115188075855872,published,tube,x,0x1.bb76ec7b0e420p-2,0x1.befeaded1f270p-2,0x1.bb76ec7b0e420p-2,0x1.befeaded1f270p-2,True,1.0
brusselator,614,1769734509571510145/144115188075855872,published,tube,y,0x1.15f99c4374c97p+2,0x1.173e49cebcce8p+2,0x1.15f99c4374c97p+2,0x1.173e49cebcce8p+2,True,1.0
brusselator,614,1769734509571510145/144115188075855872,common,endpoint,x,0x1.bd304c00047c6p-2,0x1.befca1dbff289p-2,0x1.bd304c00047c6p-2,0x1.befca1dbff289p-2,True,1.0
brusselator,614,1769734509571510145/144115188075855872,common,endpoint,y,0x1.16987fbab8ccdp+2,0x1.173d263244a70p+2,0x1.16987fbab8ccdp+2,0x1.173d263244a70p+2,True,1.0
brusselator,614,1769734509571510145/144115188075855872,common,tube,x,0x1.bb76ec7b0e444p-2,0x1.befeaded1f24dp-2,0x1.bb76ec7b0e444p-2,0x1.befeaded1f24dp-2,True,1.0
brusselator,614,1769734509571510145/144115188075855872,common,tube,y,0x1.15f99c4374cbdp+2,0x1.173e49cebccc0p+2,0x1.15f99c4374cbdp+2,0x1.173e49cebccc0p+2,True,1.0
brusselator,615,3545233626666054525/288230376151711744,published,endpoint,x,0x1.beeb4e2cd3f4ap-2,0x1.c0bfc6ec94053p-2,0x1.beeb4e2cd3f4ap-2,0x1.c0bfc6ec94053p-2,True,1.0
brusselator,615,3545233626666054525/288230376151711744,published,endpoint,y,0x1.1735bb9cd380dp+2,0x1.17d9565cd014cp+2,0x1.1735bb9cd380dp+2,0x1.17d9565cd014cp+2,True,1.0
brusselator,615,3545233626666054525/288230376151711744,published,tube,x,0x1.bd2a5c3002b14p-2,0x1.c0c1a55fd5fe8p-2,0x1.bd2a5c3002b14p-2,0x1.c0c1a55fd5fe8p-2,True,1.0
brusselator,615,3545233626666054525/288230376151711744,published,tube,y,0x1.1697df0889721p+2,0x1.17da7ce971850p+2,0x1.1697df0889721p+2,0x1.17da7ce971850p+2,True,1.0
brusselator,615,3545233626666054525/288230376151711744,common,endpoint,x,0x1.beeb4e2cd3f51p-2,0x1.c0bfc6ec9404cp-2,0x1.beeb4e2cd3f51p-2,0x1.c0bfc6ec9404cp-2,True,1.0
brusselator,615,3545233626666054525/288230376151711744,common,endpoint,y,0x1.1735bb9cd3813p+2,0x1.17d9565cd0145p+2,0x1.1735bb9cd3813p+2,0x1.17d9565cd0145p+2,True,1.0
brusselator,615,3545233626666054525/288230376151711744,common,tube,x,0x1.bd2a5c3002b3ap-2,0x1.c0c1a55fd5fc2p-2,0x1.bd2a5c3002b3ap-2,0x1.c0c1a55fd5fc2p-2,True,1.0
brusselator,615,3545233626666054525/288230376151711744,common,tube,y,0x1.1697df0889747p+2,0x1.17da7ce97182ap+2,0x1.1697df0889747p+2,0x1.17da7ce97182ap+2,True,1.0
brusselator,616,443874779273636095/36028797018963968,published,endpoint,x,0x1.c0ae27248db44p-2,0x1.c28af5dbdfc06p-2,0x1.c0ae27248db44p-2,0x1.c28af5dbdfc06p-2,True,1.0
brusselator,616,443874779273636095/36028797018963968,published,endpoint,y,0x1.17d1ead7fcb54p+2,0x1.1874747affb1ep+2,0x1.17d1ead7fcb54p+2,0x1.1874747affb1ep+2,True,1.0
brusselator,616,443874779273636095/36028797018963968,published,tube,x,0x1.bee574378de7fp-2,0x1.c28ca4eb6e7d3p-2,0x1.bee574378de7fp-2,0x1.c28ca4eb6e7d3p-2,True,1.0
brusselator,616,443874779273636095/36028797018963968,published,tube,y,0x1.17351a975d91cp+2,0x1.18759e0d8dcc4p+2,0x1.17351a975d91cp+2,0x1.18759e0d8dcc4p+2,True,1.0
brusselator,616,443874779273636095/36028797018963968,common,endpoint,x,0x1.c0ae27248db4ap-2,0x1.c28af5dbdfbffp-2,0x1.c0ae27248db4ap-2,0x1.c28af5dbdfbffp-2,True,1.0
brusselator,616,443874779273636095/36028797018963968,common,endpoint,y,0x1.17d1ead7fcb5bp+2,0x1.1874747affb18p+2,0x1.17d1ead7fcb5bp+2,0x1.1874747affb18p+2,True,1.0
brusselator,616,443874779273636095/36028797018963968,common,tube,x,0x1.bee574378dea5p-2,0x1.c28ca4eb6e7aep-2,0x1.bee574378dea5p-2,0x1.c28ca4eb6e7aep-2,True,1.0
brusselator,616,443874779273636095/36028797018963968,common,tube,y,0x1.17351a975d941p+2,0x1.18759e0d8dca0p+2,0x1.17351a975d941p+2,0x1.18759e0d8dca0p+2,True,1.0
brusselator,617,3556762841712122995/288230376151711744,published,endpoint,x,0x1.c279082d28903p-2,0x1.c45e6234594b7p-2,0x1.c279082d28903p-2,0x1.c45e6234594b7p-2,True,1.0
brusselator,617,3556762841712122995/288230376151711744,published,endpoint,y,0x1.186d07cb6cf8cp+2,0x1.190e7abbe05a2p+2,0x1.186d07cb6cf8cp+2,0x1.190e7abbe05a2p+2,True,1.0
brusselator,617,3556762841712122995/288230376151711744,published,tube,x,0x1.c0a8643b129a8p-2,0x1.c45fdf8cf34e9p-2,0x1.c0a8643b129a8p-2,0x1.c45fdf8cf34e9p-2,True,1.0
brusselator,617,3556762841712122995/288230376151711744,published,tube,y,0x1.17d14980c0a17p+2,0x1.190fa76aefa9fp+2,0x1.17d14980c0a17p+2,0x1.190fa76aefa9fp+2,True,1.0
brusselator,617,3556762841712122995/288230376151711744,common,endpoint,x,0x1.c279082d28909p-2,0x1.c45e6234594b1p-2,0x1.c279082d28909p-2,0x1.c45e6234594b1p-2,True,1.0
brusselator,617,3556762841712122995/288230376151711744,common,endpoint,y,0x1.186d07cb6cf92p+2,0x1.190e7abbe059bp+2,0x1.186d07cb6cf92p+2,0x1.190e7abbe059bp+2,True,1.0
brusselator,617,3556762841712122995/288230376151711744,common,tube,x,0x1.c0a8643b129ccp-2,0x1.c45fdf8cf34c4p-2,0x1.c0a8643b129ccp-2,0x1.c45fdf8cf34c4p-2,True,1.0
brusselator,617,3556762841712122995/288230376151711744,common,tube,y,0x1.17d14980c0a3ep+2,0x1.190fa76aefa78p+2,0x1.17d14980c0a3ep+2,0x1.190fa76aefa78p+2,True,1.0
brusselator,618,1781263724617578615/144115188075855872,published,endpoint,x,0x1.c44c24bdae580p-2,0x1.c63a41d48a5eep-2,0x1.c44c24bdae580p-2,0x1.c63a41d48a5eep-2,True,1.0
brusselator,618,1781263724617578615/144115188075855872,published,endpoint,y,0x1.19070ca2c2252p+2,0x1.19a76318cccc2p+2,0x1.19070ca2c2252p+2,0x1.19a76318cccc2p+2,True,1.0
brusselator,618,1781263724617578615/144115188075855872,published,tube,x,0x1.c2735dab5a1c4p-2,0x1.c63b8ae69ccd8p-2,0x1.c2735dab5a1c4p-2,0x1.c63b8ae69ccd8p-2,True,1.0
brusselator,618,1781263724617578615/144115188075855872,published,tube,y,0x1.186c662419cd0p+2,0x1.19a892fbcee2fp+2,0x1.186c662419cd0p+2,0x1.19a892fbcee2fp+2,True,1.0
brusselator,618,1781263724617578615/144115188075855872,common,endpoint,x,0x1.c44c24bdae586p-2,0x1.c63a41d48a5e7p-2,0x1.c44c24bdae586p-2,0x1.c63a41d48a5e7p-2,True,1.0
brusselator,618,1781263724617578615/144115188075855872,common,endpoint,y,0x1.19070ca2c2259p+2,0x1.19a76318cccbbp+2,0x1.19070ca2c2259p+2,0x1.19a76318cccbbp+2,True,1.0
brusselator,618,1781263724617578615/144115188075855872,common,tube,x,0x1.c2735dab5a1ecp-2,0x1.c63b8ae69ccb0p-2,0x1.c2735dab5a1ecp-2,0x1.c63b8ae69ccb0p-2,True,1.0
brusselator,618,1781263724617578615/144115188075855872,common,tube,y,0x1.186c662419cf6p+2,0x1.19a892fbcee0cp+2,0x1.186c662419cf6p+2,0x1.19a892fbcee0cp+2,True,1.0
brusselator,619,3568292056758191465/288230376151711744,published,endpoint,x,0x1.c627b29ba81b8p-2,0x1.c81ecd060248bp-2,0x1.c627b29ba81b8p-2,0x1.c81ecd060248bp-2,True,1.0
brusselator,619,3568292056758191465/288230376151711744,published,endpoint,y,0x1.199ff353ab75ep+2,0x1.1a3f275301119p+2,0x1.199ff353ab75ep+2,0x1.1a3f275301119p+2,True,1.0
brusselator,619,3568292056758191465/288230376151711744,published,tube,x,0x1.c446940fc25f0p-2,0x1.c81fdf236400fp-2,0x1.c446940fc25f0p-2,0x1.c81fdf236400fp-2,True,1.0
brusselator,619,3568292056758191465/288230376151711744,published,tube,y,0x1.19066aad3544ap+2,0x1.1a405a825125dp+2,0x1.19066aad3544ap+2,0x1.1a405a825125dp+2,True,1.0
brusselator,619,3568292056758191465/288230376151711744,common,endpoint,x,0x1.c627b29ba81bfp-2,0x1.c81ecd0602483p-2,0x1.c627b29ba81bfp-2,0x1.c81ecd0602483p-2,True,1.0
brusselator,619,3568292056758191465/288230376151711744,common,endpoint,y,0x1.199ff353ab765p+2,0x1.1a3f275301113p+2,0x1.199ff353ab765p+2,0x1.1a3f275301113p+2,True,1.0
brusselator,619,3568292056758191465/288230376151711744,common,tube,x,0x1.c446940fc2618p-2,0x1.c81fdf2363fe8p-2,0x1.c446940fc2618p-2,0x1.c81fdf2363fe8p-2,True,1.0
brusselator,619,3568292056758191465/288230376151711744,common,tube,y,0x1.19066aad3546fp+2,0x1.1a405a8251236p+2,0x1.19066aad3546fp+2,0x1.1a405a8251236p+2,True,1.0
brusselator,620,893514166070306425/72057594037927936,published,endpoint,x,0x1.c80be9fc23850p-2,0x1.ca0c3e94233cfp-2,0x1.c80be9fc23850p-2,0x1.ca0c3e94233cfp-2,True,1.0
brusselator,620,893514166070306425/72057594037927936,published,endpoint,y,0x1.1a37b59b4395dp+2,0x1.1ad5c0f137637p+2,0x1.1a37b59b4395dp+2,0x1.1ad5c0f137637p+2,True,1.0
brusselator,620,893514166070306425/72057594037927936,published,tube,x,0x1.c6223d459bd2cp-2,0x1.ca0d16edbd90ep-2,0x1.c6223d459bd2cp-2,0x1.ca0d16edbd90ep-2,True,1.0
brusselator,620,893514166070306425/72057594037927936,published,tube,y,0x1.199f5111c160fp+2,0x1.1ad6f786281dfp+2,0x1.199f5111c160fp+2,0x1.1ad6f786281dfp+2,True,1.0
brusselator,620,893514166070306425/72057594037927936,common,endpoint,x,0x1.c80be9fc23856p-2,0x1.ca0c3e94233c9p-2,0x1.c80be9fc23856p-2,0x1.ca0c3e94233c9p-2,True,1.0
brusselator,620,893514166070306425/72057594037927936,common,endpoint,y,0x1.1a37b59b43963p+2,0x1.1ad5c0f137630p+2,0x1.1a37b59b43963p+2,0x1.1ad5c0f137630p+2,True,1.0
brusselator,620,893514166070306425/72057594037927936,common,tube,x,0x1.c6223d459bd53p-2,0x1.ca0d16edbd8e6p-2,0x1.c6223d459bd53p-2,0x1.ca0d16edbd8e6p-2,True,1.0
brusselator,620,893514166070306425/72057594037927936,common,tube,y,0x1.199f5111c1635p+2,0x1.1ad6f786281b9p+2,0x1.199f5111c1635p+2,0x1.1ad6f786281b9p+2,True,1.0
brusselator,621,3579821271804259935/288230376151711744,published,endpoint,x,0x1.c9f905970d0b4p-2,0x1.cc02d3f44b426p-2,0x1.c9f905970d0b4p-2,0x1.cc02d3f44b426p-2,True,1.0
brusselator,621,3579821271804259935/288230376151711744,published,endpoint,y,0x1.1ace4cfc1eb66p+2,0x1.1b6b293c438dcp+2,0x1.1ace4cfc1eb66p+2,0x1.1b6b293c438dcp+2,True,1.0
brusselator,621,3579821271804259935/288230376151711744,published,tube,x,0x1.c8069194e181dp-2,0x1.cc036f948ce31p-2,0x1.c8069194e181dp-2,0x1.cc036f948ce31p-2,True,1.0
brusselator,621,3579821271804259935/288230376151711744,published,tube,y,0x1.1a37130f83f77p+2,0x1.1b6c63512c529p+2,0x1.1a37130f83f77p+2,0x1.1b6c63512c529p+2,True,1.0
brusselator,621,3579821271804259935/288230376151711744,common,endpoint,x,0x1.c9f905970d0bbp-2,0x1.cc02d3f44b41fp-2,0x1.c9f905970d0bbp-2,0x1.cc02d3f44b41fp-2,True,1.0
brusselator,621,3579821271804259935/288230376151711744,common,endpoint,y,0x1.1ace4cfc1eb6cp+2,0x1.1b6b293c438d5p+2,0x1.1ace4cfc1eb6cp+2,0x1.1b6b293c438d5p+2,True,1.0
brusselator,621,3579821271804259935/288230376151711744,common,tube,x,0x1.c8069194e1841p-2,0x1.cc036f948ce0dp-2,0x1.c8069194e1841p-2,0x1.cc036f948ce0dp-2,True,1.0
brusselator,621,3579821271804259935/288230376151711744,common,tube,y,0x1.1a37130f83f9bp+2,0x1.1b6c63512c503p+2,0x1.1a37130f83f9bp+2,0x1.1b6c63512c503p+2,True,1.0
brusselator,622,1792792939663647085/144115188075855872,published,endpoint,x,0x1.cbef42c98b2e1p-2,0x1.ce02cd62ec912p-2,0x1.cbef42c98b2e1p-2,0x1.ce02cd62ec912p-2,True,1.0
brusselator,622,1792792939663647085/144115188075855872,published,endpoint,y,0x1.1b63b2bac77c0p+2,0x1.1bff593ceccaap+2,0x1.1b63b2bac77c0p+2,0x1.1bff593ceccaap+2,True,1.0
brusselator,622,1792792939663647085/144115188075855872,published,tube,x,0x1.c9f3cbcb3f0c7p-2,0x1.ce03292d9939dp-2,0x1.c9f3cbcb3f0c7p-2,0x1.ce03292d9939dp-2,True,1.0
brusselator,622,1792792939663647085/144115188075855872,published,tube,y,0x1.1acdaa28fe312p+2,0x1.1c0096ed3973dp+2,0x1.1acdaa28fe312p+2,0x1.1c0096ed3973dp+2,True,1.0
brusselator,622,1792792939663647085/144115188075855872,common,endpoint,x,0x1.cbef42c98b2e8p-2,0x1.ce02cd62ec90ap-2,0x1.cbef42c98b2e8p-2,0x1.ce02cd62ec90ap-2,True,1.0
brusselator,622,1792792939663647085/144115188075855872,common,endpoint,y,0x1.1b63b2bac77c7p+2,0x1.1bff593cecca2p+2,0x1.1b63b2bac77c7p+2,0x1.1bff593cecca2p+2,True,1.0
brusselator,622,1792792939663647085/144115188075855872,common,tube,x,0x1.c9f3cbcb3f0ecp-2,0x1.ce03292d99377p-2,0x1.c9f3cbcb3f0ecp-2,0x1.ce03292d99377p-2,True,1.0
brusselator,622,1792792939663647085/144115188075855872,common,tube,y,0x1.1acdaa28fe337p+2,0x1.1c0096ed39718p+2,0x1.1acdaa28fe337p+2,0x1.1c0096ed39718p+2,True,1.0
brusselator,623,3591350486850328405/288230376151711744,published,endpoint,x,0x1.cdeee1b6b634bp-2,0x1.d00c6e06815d5p-2,0x1.cdeee1b6b634bp-2,0x1.d00c6e06815d5p-2,True,1.0
brusselator,623,3591350486850328405/288230376151711744,published,endpoint,y,0x1.1bf7dfdb2b254p+2,0x1.1c9249b87fec8p+2,0x1.1bf7dfdb2b254p+2,0x1.1c9249b87fec8p+2,True,1.0
brusselator,623,3591350486850328405/288230376151711744,published,tube,x,0x1.cbea295d11328p-2,0x1.d00c86b61cd23p-2,0x1.cbea295d11328p-2,0x1.d00c86b61cd23p-2,True,1.0
brusselator,623,3591350486850328405/288230376151711744,published,tube,y,0x1.1b630fa304a9ep+2,0x1.1c938b20c0c76p+2,0x1.1b630fa304a9ep+2,0x1.1c938b20c0c76p+2,True,1.0
brusselator,623,3591350486850328405/288230376151711744,common,endpoint,x,0x1.cdeee1b6b6352p-2,0x1.d00c6e06815cep-2,0x1.cdeee1b6b6352p-2,0x1.d00c6e06815cep-2,True,1.0
brusselator,623,3591350486850328405/288230376151711744,common,endpoint,y,0x1.1bf7dfdb2b25bp+2,0x1.1c9249b87fec1p+2,0x1.1bf7dfdb2b25bp+2,0x1.1c9249b87fec1p+2,True,1.0
brusselator,623,3591350486850328405/288230376151711744,common,tube,x,0x1.cbea295d11350p-2,0x1.d00c86b61ccfap-2,0x1.cbea295d11350p-2,0x1.d00c86b61ccfap-2,True,1.0
brusselator,623,3591350486850328405/288230376151711744,common,tube,y,0x1.1b630fa304ac3p+2,0x1.1c938b20c0c51p+2,0x1.1b630fa304ac3p+2,0x1.1c938b20c0c51p+2,True,1.0
brusselator,624,224819693398335165/18014398509481984,published,endpoint,x,0x1.cff8256a7c27ap-2,0x1.d21ffc14d8038p-2,0x1.cff8256a7c27ap-2,0x1.d21ffc14d8038p-2,True,1.0
brusselator,624,224819693398335165/18014398509481984,published,endpoint,y,0x1.1c8acd1d71deep+2,0x1.1d23f32d96b10p+2,0x1.1c8acd1d71deep+2,0x1.1d23f32d96b10p+2,True,1.0
brusselator,624,224819693398335165/18014398509481984,published,tube,x,0x1.cde9bca501adcp-2,0x1.d21ffc1916e37p-2,0x1.cde9bca501adcp-2,0x1.d21ffc1916e37p-2,True,1.0
brusselator,624,224819693398335165/18014398509481984,published,tube,y,0x1.1bf73c81c5f10p+2,0x1.1d25386b91a34p+2,0x1.1bf73c81c5f10p+2,0x1.1d25386b91a34p+2,True,1.0
brusselator,624,224819693398335165/18014398509481984,common,endpoint,x,0x1.cff8256a7c281p-2,0x1.d21ffc14d8031p-2,0x1.cff8256a7c281p-2,0x1.d21ffc14d8031p-2,True,1.0
brusselator,624,224819693398335165/18014398509481984,common,endpoint,y,0x1.1c8acd1d71df7p+2,0x1.1d23f32d96b08p+2,0x1.1c8acd1d71df7p+2,0x1.1d23f32d96b08p+2,True,1.0
brusselator,624,224819693398335165/18014398509481984,common,tube,x,0x1.cde9bca501b00p-2,0x1.d21ffc1916e14p-2,0x1.cde9bca501b00p-2,0x1.d21ffc1916e14p-2,True,1.0
brusselator,624,224819693398335165/18014398509481984,common,tube,y,0x1.1bf73c81c5f35p+2,0x1.1d25386b91a0ep+2,0x1.1bf73c81c5f35p+2,0x1.1d25386b91a0ep+2,True,1.0
brusselator,625,3602879701896396875/288230376151711744,published,endpoint,x,0x1.d20b53fa9cc8bp-2,0x1.d43dc0ff1f7a6p-2,0x1.d20b53fa9cc8bp-2,0x1.d43dc0ff1f7a6p-2,True,1.0
brusselator,625,3602879701896396875/288230376151711744,published,endpoint,y,0x1.1d1c72fac39c9p+2,0x1.1db44dd08d2f2p+2,0x1.1d1c72fac39c9p+2,0x1.1db44dd08d2f2p+2,True,1.0
brusselator,625,3602879701896396875/288230376151711744,published,tube,x,0x1.cff2da5b90badp-2,0x1.d43dc1025e7b3p-2,0x1.cff2da5b90badp-2,0x1.d43dc1025e7b3p-2,True,1.0
brusselator,625,3602879701896396875/288230376151711744,published,tube,y,0x1.1c8a2985c115dp+2,0x1.1db597034fd6ap+2,0x1.1c8a2985c115dp+2,0x1.1db597034fd6ap+2,True,1.0
brusselator,625,3602879701896396875/288230376151711744,common,endpoint,x,0x1.d20b53fa9cc91p-2,0x1.d43dc0ff1f79fp-2,0x1.d20b53fa9cc91p-2,0x1.d43dc0ff1f79fp-2,True,1.0
brusselator,625,3602879701896396875/288230376151711744,common,endpoint,y,0x1.1d1c72fac39d0p+2,0x1.1db44dd08d2ebp+2,0x1.1d1c72fac39d0p+2,0x1.1db44dd08d2ebp+2,True,1.0
brusselator,625,3602879701896396875/288230376151711744,common,tube,x,0x1.cff2da5b90bcfp-2,0x1.d43dc1025e790p-2,0x1.cff2da5b90bcfp-2,0x1.d43dc1025e790p-2,True,1.0
brusselator,625,3602879701896396875/288230376151711744,common,tube,y,0x1.1c8a2985c117ep+2,0x1.1db597034fd47p+2,0x1.1c8a2985c117ep+2,0x1.1db597034fd47p+2,True,1.0
brusselator,626,1804322154709715555/144115188075855872,published,endpoint,x,0x1.d428b6be6abebp-2,0x1.d666098c605eap-2,0x1.d428b6be6abebp-2,0x1.d666098c605eap-2,True,1.0
brusselator,626,1804322154709715555/144115188075855872,published,endpoint,y,0x1.1dacc9a199be6p+2,0x1.1e435187fde1ap+2,0x1.1dacc9a199be6p+2,0x1.1e435187fde1ap+2,True,1.0
brusselator,626,1804322154709715555/144115188075855872,published,tube,x,0x1.d205e136d312cp-2,0x1.d666098e855c2p-2,0x1.d205e136d312cp-2,0x1.d666098e855c2p-2,True,1.0
brusselator,626,1804322154709715555/144115188075855872,published,tube,y,0x1.1d1bcf284bfa2p+2,0x1.1e449ecff15a5p+2,0x1.1d1bcf284bfa2p+2,0x1.1e449ecff15a5p+2,True,1.0
brusselator,626,1804322154709715555/144115188075855872,common,endpoint,x,0x1.d428b6be6abf3p-2,0x1.d666098c605e3p-2,0x1.d428b6be6abf3p-2,0x1.d666098c605e3p-2,True,1.0
brusselator,626,1804322154709715555/144115188075855872,common,endpoint,y,0x1.1dacc9a199beep+2,0x1.1e435187fde13p+2,0x1.1dacc9a199beep+2,0x1.1e435187fde13p+2,True,1.0
brusselator,626,1804322154709715555/144115188075855872,common,tube,x,0x1.d205e136d3151p-2,0x1.d666098e8559cp-2,0x1.d205e136d3151p-2,0x1.d666098e8559cp-2,True,1.0
brusselator,626,1804322154709715555/144115188075855872,common,tube,y,0x1.1d1bcf284bfc7p+2,0x1.1e449ecff157fp+2,0x1.1d1bcf284bfc7p+2,0x1.1e449ecff157fp+2,True,1.0
brusselator,627,3614408916942465345/288230376151711744,published,endpoint,x,0x1.d6509a629e1a7p-2,0x1.d899261d7bea9p-2,0x1.d6509a629e1a7p-2,0x1.d899261d7bea9p-2,True,1.0
brusselator,627,3614408916942465345/288230376151711744,published,endpoint,y,0x1.1e3bc8f22df7ap+2,0x1.1ed0f5e8abcb1p+2,0x1.1e3bc8f22df7ap+2,0x1.1ed0f5e8abcb1p+2,True,1.0
brusselator,627,3614408916942465345/288230376151711744,published,tube,x,0x1.d4231a6be637bp-2,0x1.d899261e6a78cp-2,0x1.d4231a6be637bp-2,0x1.d899261e6a78cp-2,True,1.0
brusselator,627,3614408916942465345/288230376151711744,published,tube,y,0x1.1dac25983b910p+2,0x1.1ed24767a9606p+2,0x1.1dac25983b910p+2,0x1.1ed24767a9606p+2,True,1.0
brusselator,627,3614408916942465345/288230376151711744,common,endpoint,x,0x1.d6509a629e1aep-2,0x1.d899261d7bea2p-2,0x1.d6509a629e1aep-2,0x1.d899261d7bea2p-2,True,1.0
brusselator,627,3614408916942465345/288230376151711744,common,endpoint,y,0x1.1e3bc8f22df81p+2,0x1.1ed0f5e8abcaap+2,0x1.1e3bc8f22df81p+2,0x1.1ed0f5e8abcaap+2,True,1.0
brusselator,627,3614408916942465345/288230376151711744,common,tube,x,0x1.d4231a6be63a1p-2,0x1.d899261e6a768p-2,0x1.d4231a6be63a1p-2,0x1.d899261e6a768p-2,True,1.0
brusselator,627,3614408916942465345/288230376151711744,common,tube,y,0x1.1dac25983b934p+2,0x1.1ed24767a95e2p+2,0x1.1dac25983b934p+2,0x1.1ed24767a95e2p+2,True,1.0
brusselator,628,905043381116374895/72057594037927936,published,endpoint,x,0x1.d8834f24afeb3p-2,0x1.dad76acfa0f1ep-2,0x1.d8834f24afeb3p-2,0x1.dad76acfa0f1ep-2,True,1.0
brusselator,628,905043381116374895/72057594037927936,published,endpoint,y,0x1.1ec9687a7c848p+2,0x1.1f5d32315c4bfp+2,0x1.1ec9687a7c848p+2,0x1.1f5d32315c4bfp+2,True,1.0
brusselator,628,905043381116374895/72057594037927936,published,tube,x,0x1.d64ad29159969p-2,0x1.dad76acfa0ff8p-2,0x1.d64ad29159969p-2,0x1.dad76acfa0ff8p-2,True,1.0
brusselator,628,905043381116374895/72057594037927936,published,tube,y,0x1.1e3b24b62317bp+2,0x1.1f5e880ac3b46p+2,0x1.1e3b24b62317bp+2,0x1.1f5e880ac3b46p+2,True,1.0
brusselator,628,905043381116374895/72057594037927936,common,endpoint,x,0x1.d8834f24afebbp-2,0x1.dad76acfa0f16p-2,0x1.d8834f24afebbp-2,0x1.dad76acfa0f16p-2,True,1.0
brusselator,628,905043381116374895/72057594037927936,common,endpoint,y,0x1.1ec9687a7c84ep+2,0x1.1f5d32315c4b8p+2,0x1.1ec9687a7c84ep+2,0x1.1f5d32315c4b8p+2,True,1.0
brusselator,628,905043381116374895/72057594037927936,common,tube,x,0x1.d64ad2915998ep-2,0x1.dad76acfa0fd4p-2,0x1.d64ad2915998ep-2,0x1.dad76acfa0fd4p-2,True,1.0
brusselator,628,905043381116374895/72057594037927936,common,tube,y,0x1.1e3b24b62319cp+2,0x1.1f5e880ac3b24p+2,0x1.1e3b24b62319cp+2,0x1.1f5e880ac3b24p+2,True,1.0
brusselator,629,3625938131988533815/288230376151711744,published,endpoint,x,0x1.dac128fb13a21p-2,0x1.dd212fb859e51p-2,0x1.dac128fb13a21p-2,0x1.dd212fb859e51p-2,True,1.0
brusselator,629,3625938131988533815/288230376151711744,published,endpoint,y,0x1.1f559f7207634p+2,0x1.1fe7fd46697cfp+2,0x1.1f559f7207634p+2,0x1.1fe7fd46697cfp+2,True,1.0
brusselator,629,3625938131988533815/288230376151711744,published,tube,x,0x1.d87d59c451831p-2,0x1.dd212fb859e6ap-2,0x1.d87d59c451831p-2,0x1.dd212fb859e6ap-2,True,1.0
brusselator,629,3625938131988533815/288230376151711744,published,tube,y,0x1.1ec8c41058f12p+2,0x1.1fe9579f38a67p+2,0x1.1ec8c41058f12p+2,0x1.1fe9579f38a67p+2,True,1.0
brusselator,629,3625938131988533815/288230376151711744,common,endpoint,x,0x1.dac128fb13a28p-2,0x1.dd212fb859e4ap-2,0x1.dac128fb13a28p-2,0x1.dd212fb859e4ap-2,True,1.0
brusselator,629,3625938131988533815/288230376151711744,common,endpoint,y,0x1.1f559f720763bp+2,0x1.1fe7fd46697c9p+2,0x1.1f559f720763bp+2,0x1.1fe7fd46697c9p+2,True,1.0
brusselator,629,3625938131988533815/288230376151711744,common,tube,x,0x1.d87d59c451857p-2,0x1.dd212fb859e44p-2,0x1.d87d59c451857p-2,0x1.dd212fb859e44p-2,True,1.0
brusselator,629,3625938131988533815/288230376151711744,common,tube,y,0x1.1ec8c41058f37p+2,0x1.1fe9579f38a41p+2,0x1.1ec8c41058f37p+2,0x1.1fe9579f38a41p+2,True,1.0
brusselator,630,1815851369755784025/144115188075855872,published,endpoint,x,0x1.dd0a7fd83b347p-2,0x1.df76d10dc4214p-2,0x1.dd0a7fd83b347p-2,0x1.df76d10dc4214p-2,True,1.0
brusselator,630,1815851369755784025/144115188075855872,published,endpoint,y,0x1.1fe064b56f387p+2,0x1.20714dacee6fbp+2,0x1.1fe064b56f387p+2,0x1.20714dacee6fbp+2,True,1.0
