run,stage,plant,execution_mode,data_origin,source_sha,config_digest,source_root,imported_package,python,python_version,torch_version,affinity,threads,dtype,start_step,steps,rejections,actual_sum_h,setup_seconds,checkpoint_load_seconds,plan_preparation_inside_solve_seconds,solve_seconds,numerical_with_setup_seconds,export_seconds,inside_process_seconds,whole_process_seconds,peak_rss_bytes,replay_calls,prepared_plans,prepared_operations,prepared_operation_hits,start_unix,finish_unix,load_before,load_after
prefix_brusselator_0001_0100_pair2_reference,prefix,brusselator,reference,FRESH_REPAIRED_REFERENCE,f627d6489155c775d4a7f3afde27c88982494ba2,63cf36885f9e27d3aa7e4ccf308c923797724d1ed8fca89094c09290adb29801,/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source,/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/__init__.py,/srv/local/shengenli/miniforge3/envs/py11/bin/python,"3.11.15 | packaged by conda-forge | (main, Mar  5 2026, 16:45:40) [GCC 14.3.0]",2.5.1+cu121,3,1,float64,1,100,0,144115188075855875/72057594037927936,0.00290701724588871,0.0,0.0,204.02065533632413,204.02356235357001,4.929722492117435,209.16075696935877,211.20695504872128,459988992,812,0,0,0,1788861840.588833,1788862051.7957864,"[1.1435546875, 1.44677734375, 1.76904296875]","[18.1328125, 7.73583984375, 3.9716796875]"
prefix_brusselator_0001_0100_pair3_reference,prefix,brusselator,reference,FRESH_REPAIRED_REFERENCE,f627d6489155c775d4a7f3afde27c88982494ba2,63cf36885f9e27d3aa7e4ccf308c923797724d1ed8fca89094c09290adb29801,/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source,/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/__init__.py,/srv/local/shengenli/miniforge3/envs/py11/bin/python,"3.11.15 | packaged by conda-forge | (main, Mar  5 2026, 16:45:40) [GCC 14.3.0]",2.5.1+cu121,3,1,float64,1,100,0,144115188075855875/72057594037927936,0.0032802652567625046,0.0,0.0,215.98681536363438,215.99009562889114,5.291521575301886,221.60290329391137,223.93758714897558,459911168,812,0,0,0,1788862051.9522998,1788862275.889885,"[18.1328125, 7.73583984375, 3.9716796875]","[7.4150390625, 7.19580078125, 4.55712890625]"
prefix_brusselator_0001_0100_pair3_prepared_remainder_replay,prefix,brusselator,prepared_remainder_replay,FRESH_OPTIMIZED,f627d6489155c775d4a7f3afde27c88982494ba2,63cf36885f9e27d3aa7e4ccf308c923797724d1ed8fca89094c09290adb29801,/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source,/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/__init__.py,/srv/local/shengenli/miniforge3/envs/py11/bin/python,"3.11.15 | packaged by conda-forge | (main, Mar  5 2026, 16:45:40) [GCC 14.3.0]",2.5.1+cu121,3,1,float64,1,100,0,144115188075855875/72057594037927936,0.00320607703179121,0.0,7.537354093976319,165.48669211938977,165.48989819642156,5.257821829523891,171.1184025062248,173.39198557287455,460877824,812,100,3400,24208,1788862275.8917387,1788862449.2837222,"[7.4150390625, 7.19580078125, 4.55712890625]","[12.236328125, 9.205078125, 5.77880859375]"
prefix_van_der_pol_0001_0100_pair1_reference,prefix,van_der_pol,reference,FRESH_REPAIRED_REFERENCE,f627d6489155c775d4a7f3afde27c88982494ba2,69dc22fcb4a3888a6e7ee2a909555650a728a72e270b3bcee2dba0ab348bbab5,/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source,/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/__init__.py,/srv/local/shengenli/miniforge3/envs/py11/bin/python,"3.11.15 | packaged by conda-forge | (main, Mar  5 2026, 16:45:40) [GCC 14.3.0]",2.5.1+cu121,3,1,float64,1,100,0,144115188075855875/144115188075855872,0.0031926888041198254,0.0,0.0,77.66859920043498,77.6717918892391,2.4967800974845886,80.55892890319228,82.72540396312252,463474688,400,0,0,0,1788862449.3925803,1788862532.1179824,"[12.236328125, 9.205078125, 5.77880859375]","[15.9599609375, 10.6923828125, 6.56884765625]"
prefix_van_der_pol_0001_0100_pair1_prepared_remainder_replay,prefix,van_der_pol,prepared_remainder_replay,FRESH_OPTIMIZED,f627d6489155c775d4a7f3afde27c88982494ba2,69dc22fcb4a3888a6e7ee2a909555650a728a72e270b3bcee2dba0ab348bbab5,/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source,/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/__init__.py,/srv/local/shengenli/miniforge3/envs/py11/bin/python,"3.11.15 | packaged by conda-forge | (main, Mar  5 2026, 16:45:40) [GCC 14.3.0]",2.5.1+cu121,3,1,float64,1,100,0,144115188075855875/144115188075855872,0.0032380903139710426,0.0,0.0,88.87083739601076,88.87407548632473,2.8326618024148047,92.07090213522315,94.40434957807884,463204352,400,0,0,0,1788862532.1199,1788862626.524248,"[15.9599609375, 10.6923828125, 6.56884765625]","[19.720703125, 14.263671875, 8.296875]"
prefix_van_der_pol_0001_0100_pair2_prepared_remainder_replay,prefix,van_der_pol,prepared_remainder_replay,FRESH_OPTIMIZED,f627d6489155c775d4a7f3afde27c88982494ba2,69dc22fcb4a3888a6e7ee2a909555650a728a72e270b3bcee2dba0ab348bbab5,/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source,/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/__init__.py,/srv/local/shengenli/miniforge3/envs/py11/bin/python,"3.11.15 | packaged by conda-forge | (main, Mar  5 2026, 16:45:40) [GCC 14.3.0]",2.5.1+cu121,3,1,float64,1,100,0,144115188075855875/144115188075855872,0.005740066058933735,0.0,0.0,83.4621638734825,83.46790393954143,2.6481900471262634,86.37077806703746,89.3378365249373,463781888,400,0,0,0,1788862626.584543,1788862715.9223776,"[19.720703125, 14.263671875, 8.296875]","[19.90625, 15.4873046875, 9.2373046875]"
prefix_van_der_pol_0001_0100_pair2_reference,prefix,van_der_pol,reference,FRESH_REPAIRED_REFERENCE,f627d6489155c775d4a7f3afde27c88982494ba2,69dc22fcb4a3888a6e7ee2a909555650a728a72e270b3bcee2dba0ab348bbab5,/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source,/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/__init__.py,/srv/local/shengenli/miniforge3/envs/py11/bin/python,"3.11.15 | packaged by conda-forge | (main, Mar  5 2026, 16:45:40) [GCC 14.3.0]",2.5.1+cu121,3,1,float64,1,100,0,144115188075855875/144115188075855872,0.003300613723695278,0.0,0.0,77.89085613796487,77.89415675168857,2.401699365116656,80.63658901583403,83.00314702419564,463327232,400,0,0,0,1788862715.924364,1788862798.9275095,"[19.90625, 15.4873046875, 9.2373046875]","[18.19677734375, 15.71142578125, 9.84619140625]"
prefix_van_der_pol_0001_0100_pair3_reference,prefix,van_der_pol,reference,FRESH_REPAIRED_REFERENCE,f627d6489155c775d4a7f3afde27c88982494ba2,69dc22fcb4a3888a6e7ee2a909555650a728a72e270b3bcee2dba0ab348bbab5,/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source,/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/__init__.py,/srv/local/shengenli/miniforge3/envs/py11/bin/python,"3.11.15 | packaged by conda-forge | (main, Mar  5 2026, 16:45:40) [GCC 14.3.0]",2.5.1+cu121,3,1,float64,1,100,0,144115188075855875/144115188075855872,0.004597464110702276,0.0,0.0,106.098979792092,106.1035772562027,3.2429515472613275,109.59112954884768,112.46572187775746,463818752,400,0,0,0,1788862799.006215,1788862911.471935,"[18.19677734375, 15.71142578125, 9.84619140625]","[30.52783203125, 21.78369140625, 12.78173828125]"
prefix_van_der_pol_0001_0100_pair3_prepared_remainder_replay,prefix,van_der_pol,prepared_remainder_replay,FRESH_OPTIMIZED,f627d6489155c775d4a7f3afde27c88982494ba2,69dc22fcb4a3888a6e7ee2a909555650a728a72e270b3bcee2dba0ab348bbab5,/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source,/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/__init__.py,/srv/local/shengenli/miniforge3/envs/py11/bin/python,"3.11.15 | packaged by conda-forge | (main, Mar  5 2026, 16:45:40) [GCC 14.3.0]",2.5.1+cu121,3,1,float64,1,100,0,144115188075855875/144115188075855872,0.004674321040511131,0.0,0.0,105.72568158106878,105.7303559021093,3.4423387553542852,109.59549544332549,112.54576905025169,463507456,400,0,0,0,1788862911.4741154,1788863024.0198822,"[30.52783203125, 21.78369140625, 12.78173828125]","[35.875, 26.015625, 15.3076171875]"
full_brusselator_prepared_remainder_replay,full,brusselator,prepared_remainder_replay,FRESH_OPTIMIZED,f627d6489155c775d4a7f3afde27c88982494ba2,eb18fc683e68ff37d4e2aae4650b818080a7218b1fa222b19835f22dd0914c6d,/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source,/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/__init__.py,/srv/local/shengenli/miniforge3/envs/py11/bin/python,"3.11.15 | packaged by conda-forge | (main, Mar  5 2026, 16:45:40) [GCC 14.3.0]",2.5.1+cu121,3,1,float64,1,1000,0,720575940379279375/36028797018963968,0.0034638578072190285,0.0,84.68304778402671,1833.6753757684492,1833.6788396262564,118.9042263594456,1956.373875069432,1959.4074916047975,482308096,8806,1000,34000,265404,1788863024.1647549,1788864983.5722442,"[35.875, 26.015625, 15.3076171875]","[9.26611328125, 16.21044921875, 18.47802734375]"
full_van_der_pol_prepared_remainder_replay,full,van_der_pol,prepared_remainder_replay,FRESH_OPTIMIZED,f627d6489155c775d4a7f3afde27c88982494ba2,b77b1c4f71b1e4d60340fd4a82a6b57a067dc749d98f56bf25255538e67e0110,/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source,/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/__init__.py,/srv/local/shengenli/miniforge3/envs/py11/bin/python,"3.11.15 | packaged by conda-forge | (main, Mar  5 2026, 16:45:40) [GCC 14.3.0]",2.5.1+cu121,3,1,float64,1,1000,0,720575940379279375/72057594037927936,0.0030801291577517986,0.0,0.0,685.0358790573664,685.0389591865242,20.824074159376323,706.4984928416088,708.5313388290815,477597696,4386,0,0,0,1788864984.6451778,1788865693.1765146,"[9.26611328125, 16.21044921875, 18.47802734375]","[2.29296875, 3.5517578125, 9.85888671875]"
adaptive_van_der_pol_prepared_remainder_replay,adaptive_consistency_no_speed_claim,van_der_pol,prepared_remainder_replay,FRESH_OPTIMIZED,f627d6489155c775d4a7f3afde27c88982494ba2,341de5a00b0ea54e583925e4ed489d72902ad32309af71d8844d40cca7edffad,/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source,/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/__init__.py,/srv/local/shengenli/miniforge3/envs/py11/bin/python,"3.11.15 | packaged by conda-forge | (main, Mar  5 2026, 16:45:40) [GCC 14.3.0]",2.5.1+cu121,3,1,float64,1,246,35,5764607523034236731/576460752303423488,0.0030949171632528305,0.0,0.0,185.0711364019662,185.07423131912947,5.107969021424651,190.60292711807415,192.6086517199874,477634560,1014,0,0,0,1788865693.8045182,1788865886.413168,"[2.29296875, 3.5517578125, 9.85888671875]","[2.0810546875, 2.89013671875, 8.4287109375]"
confirm_full_brusselator_reference,confirmation_full,brusselator,reference,FRESH_REPAIRED_REFERENCE,f627d6489155c775d4a7f3afde27c88982494ba2,eb18fc683e68ff37d4e2aae4650b818080a7218b1fa222b19835f22dd0914c6d,/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source,/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/__init__.py,/srv/local/shengenli/miniforge3/envs/py11/bin/python,"3.11.15 | packaged by conda-forge | (main, Mar  5 2026, 16:45:40) [GCC 14.3.0]",2.5.1+cu121,3,1,float64,1,1000,0,720575940379279375/36028797018963968,0.002970525063574314,0.0,0.0,2044.6041583609767,2044.6071288860403,94.80382097046822,2142.2178803118877,2144.235908719711,482181120,8806,0,0,0,1788865910.237636,1788868054.4735425,"[1.95556640625, 2.80029296875, 8.2509765625]","[1.10791015625, 1.91845703125, 5.0908203125]"
confirm_full_brusselator_prepared_remainder_replay,confirmation_full,brusselator,prepared_remainder_replay,FRESH_OPTIMIZED,f627d6489155c775d4a7f3afde27c88982494ba2,eb18fc683e68ff37d4e2aae4650b818080a7218b1fa222b19835f22dd0914c6d,/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source,/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/__init__.py,/srv/local/shengenli/miniforge3/envs/py11/bin/python,"3.11.15 | packaged by conda-forge | (main, Mar  5 2026, 16:45:40) [GCC 14.3.0]",2.5.1+cu121,3,1,float64,1,1000,0,720575940379279375/36028797018963968,0.002980818971991539,0.0,65.03038056194782,1433.750832343474,1433.753813162446,90.54920459678397,1526.9946802021004,1528.972447515931,482631680,8806,1000,34000,265404,1788868054.474415,1788869583.4468603,"[1.10791015625, 1.91845703125, 5.0908203125]","[1.20947265625, 1.16943359375, 1.8955078125]"
confirm_full_van_der_pol_prepared_remainder_replay,confirmation_full,van_der_pol,prepared_remainder_replay,FRESH_OPTIMIZED,f627d6489155c775d4a7f3afde27c88982494ba2,b77b1c4f71b1e4d60340fd4a82a6b57a067dc749d98f56bf25255538e67e0110,/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source,/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/__init__.py,/srv/local/shengenli/miniforge3/envs/py11/bin/python,"3.11.15 | packaged by conda-forge | (main, Mar  5 2026, 16:45:40) [GCC 14.3.0]",2.5.1+cu121,3,1,float64,1,1000,0,720575940379279375/72057594037927936,0.002938356250524521,0.0,0.0,688.645268984139,688.6482073403895,20.65601882012561,709.7434391472489,711.7166524101049,479068160,4386,0,0,0,1788869584.447339,1788870296.1639879,"[1.20947265625, 1.16943359375, 1.8955078125]","[1.1884765625, 1.16455078125, 1.50048828125]"
confirm_full_van_der_pol_reference,confirmation_full,van_der_pol,reference,FRESH_REPAIRED_REFERENCE,f627d6489155c775d4a7f3afde27c88982494ba2,b77b1c4f71b1e4d60340fd4a82a6b57a067dc749d98f56bf25255538e67e0110,/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source,/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/candidate_source/src/torch_tm_flowpipe/__init__.py,/srv/local/shengenli/miniforge3/envs/py11/bin/python,"3.11.15 | packaged by conda-forge | (main, Mar  5 2026, 16:45:40) [GCC 14.3.0]",2.5.1+cu121,3,1,float64,1,1000,0,720575940379279375/72057594037927936,0.002963127102702856,0.0,0.0,696.7909669484943,696.793930075597,20.582109866198152,717.8101361826994,719.774334743619,479068160,4386,0,0,0,1788870296.1648924,1788871015.9392247,"[1.1884765625, 1.16455078125, 1.50048828125]","[1.0615234375, 1.13330078125, 1.30078125]"
