case,plant,task,step,time,exact_time,view,variable,cpu_lo_hex,cpu_hi_hex,gpu_lo_hex,gpu_hi_hex,cpu_width,gpu_width,lo_abs_diff,hi_abs_diff,max_abs_diff,center_abs_diff,near_zero,gpu_cpu_width_ratio,warning
REUSED_PARENT_CPU_small-b2,van_der_pol,0,2,0.02,5764607523034235/288230376151711744,tube,y,0x1.27bc569a37eb0p+1,0x1.2e065dca21dc8p+1,0x1.27bc569a37eb0p+1,0x1.2e065dca21dc8p+1,0.04913415755789785,0.04913415755789785,0.0,0.0,0.0,0.0,False,1.0,False
REUSED_PARENT_CPU_prefix-b8,van_der_pol,0,1,0.01,5764607523034235/576460752303423488,endpoint,x,0x1.1f9851def592cp+0,0x1.294182f0ac909p+0,0x1.1f9851def592cp+0,0x1.294182f0ac909p+0,0.037737910103707195,0.037737910103707195,0.0,0.0,0.0,0.0,False,1.0,False
REUSED_PARENT_CPU_prefix-b8,van_der_pol,0,1,0.01,5764607523034235/576460752303423488,endpoint,y,0x1.2a5de42c8cb2ep+1,0x1.2ddcbd3a2983ep+1,0x1.2a5de42c8cb2ep+1,0x1.2ddcbd3a2983ep+1,0.027308589598426636,0.027308589598426636,0.0,0.0,0.0,0.0,False,1.0,False
REUSED_PARENT_CPU_prefix-b8,van_der_pol,0,1,0.01,5764607523034235/576460752303423488,tube,x,0x1.198b3bac435d0p+0,0x1.294814ca30078p+0,0x1.198b3bac435d0p+0,0x1.294814ca30078p+0,0.06147534351900141,0.06147534351900141,0.0,0.0,0.0,0.0,False,1.0,False
REUSED_PARENT_CPU_prefix-b8,van_der_pol,0,1,0.01,5764607523034235/576460752303423488,tube,y,0x1.2a5b464b8dbe0p+1,0x1.30284f6117690p+1,0x1.2a5b464b8dbe0p+1,0x1.30284f6117690p+1,0.04531968642853457,0.04531968642853457,0.0,0.0,0.0,0.0,False,1.0,False
REUSED_PARENT_CPU_prefix-b8,van_der_pol,0,2,0.02,5764607523034235/288230376151711744,endpoint,x,0x1.258a1efe4755ep+0,0x1.2f4467cd685dcp+0,0x1.258a1efe4755ep+0,0x1.2f4467cd685dcp+0,0.03799872452603337,0.03799872452603337,0.0,0.0,0.0,0.0,False,1.0,False
REUSED_PARENT_CPU_prefix-b8,van_der_pol,0,2,0.02,5764607523034235/288230376151711744,endpoint,y,0x1.27bfb1f8b61c1p+1,0x1.2b8b15ac6a399p+1,0x1.27bfb1f8b61c1p+1,0x1.2b8b15ac6a399p+1,0.029644453760038658,0.029644453760038658,0.0,0.0,0.0,0.0,False,1.0,False
REUSED_PARENT_CPU_prefix-b8,van_der_pol,0,2,0.02,5764607523034235/288230376151711744,tube,x,0x1.1f88b68cf172dp+0,0x1.2f4b774039e69p+0,0x1.1f88b68cf172dp+0,0x1.2f4b774039e69p+0,0.061565440912501934,0.061565440912501934,0.0,0.0,0.0,0.0,False,1.0,False
REUSED_PARENT_CPU_prefix-b8,van_der_pol,0,2,0.02,5764607523034235/288230376151711744,tube,y,0x1.27bc569a37eb0p+1,0x1.2e065dca21dc8p+1,0x1.27bc569a37eb0p+1,0x1.2e065dca21dc8p+1,0.04913415755789785,0.04913415755789785,0.0,0.0,0.0,0.0,False,1.0,False
REUSED_PARENT_CPU_prefix-b8,van_der_pol,0,3,0.03,17293822569102705/576460752303423488,endpoint,x,0x1.2b6f9f2c09b35p+0,0x1.353963e1f24ffp+0,0x1.2b6f9f2c09742p+0,0x1.353963e1f28f2p+0,0.03823499146584419,0.03823499146629317,2.2448709557920665e-13,2.2448709557920665e-13,2.2448709557920665e-13,0.0,False,1.0000000000117424,False
REUSED_PARENT_CPU_prefix-b8,van_der_pol,0,3,0.03,17293822569102705/576460752303423488,endpoint,y,0x1.24f34645a297fp+1,0x1.290a8685ffb8bp+1,0x1.24f346459e232p+1,0x1.290a8686042d8p+1,0.031959563663127355,0.031959563679339276,8.105960347393193e-12,8.105960347393193e-12,8.105960347393193e-12,0.0,False,1.0000000005072636,False
REUSED_PARENT_CPU_prefix-b8,van_der_pol,0,3,0.03,17293822569102705/576460752303423488,tube,x,0x1.257ad50d0cda6p+0,0x1.3540efdf757b7p+0,0x1.257ad50d0c9b1p+0,0x1.3540efdf75bacp+0,0.061616588944733985,0.06161658894518385,2.2493118478905672e-13,2.2493118478905672e-13,2.2493118478905672e-13,0.0,False,1.000000000007301,False
REUSED_PARENT_CPU_prefix-b8,van_der_pol,0,3,0.03,17293822569102705/576460752303423488,tube,y,0x1.24ef17976e204p+1,0x1.2bb5328fe9049p+1,0x1.24ef179769a1fp+1,0x1.2bb5328fed82ep+1,0.05292069561781654,0.05292069563416346,8.173461907290402e-12,8.173461907290402e-12,8.173461907290402e-12,0.0,False,1.0000000003088947,False
REUSED_PARENT_CPU_prefix-b8,van_der_pol,0,4,0.04,5764607523034235/144115188075855872,endpoint,x,0x1.3147e96c0c7a0p+0,0x1.3b1f860101dcfp+0,0x1.3147e96c0b741p+0,0x1.3b1f860102e2ep+0,0.03844622265513542,0.0384462226569966,9.305889392408062e-13,9.305889392408062e-13,9.305889392408062e-13,0.0,False,1.00000000004841,False
REUSED_PARENT_CPU_prefix-b8,van_der_pol,0,4,0.04,5764607523034235/144115188075855872,endpoint,y,0x1.21f9492266997p+1,0x1.265b7da9ee0aep+1,0x1.21f949224fdc4p+1,0x1.265b7daa04c7ep+1,0.03424698464995002,0.034246984732672736,4.136202491622498e-11,4.136069264859543e-11,4.136202491622498e-11,4.440892098500626e-16,False,1.0000000024154745,False
REUSED_PARENT_CPU_prefix-b8,van_der_pol,0,4,0.04,5764607523034235/144115188075855872,tube,x,0x1.2b60ac21689a2p+0,0x1.3b278d1bf0829p+0,0x1.2b60ac216793ap+0,0x1.3b278d1bf1891p+0,0.06162840000607317,0.061628400007938344,9.325873406851315e-13,9.325873406851315e-13,9.325873406851315e-13,0.0,False,1.000000000030265,False
REUSED_PARENT_CPU_prefix-b8,van_der_pol,0,4,0.04,5764607523034235/144115188075855872,tube,y,0x1.21f431a9771e2p+1,0x1.293518218396ap+1,0x1.21f431a960299p+1,0x1.293518219a8b0p+1,0.05666809903863523,0.05666809912214488,4.175548795615214e-11,4.175415568852259e-11,4.175548795615214e-11,8.881784197001252e-16,False,1.0000000014736623,False
REUSED_PARENT_CPU_prefix-b8,van_der_pol,0,5,0.05,28823037615171175/576460752303423488,endpoint,x,0x1.3712175d685cap+0,0x1.40f5e0a4b4153p+0,0x1.3712175d658c3p+0,0x1.40f5e0a4b6e5ap+0,0.03863199225063085,0.03863199225574987,2.559508160970836e-12,2.559508160970836e-12,2.559508160970836e-12,0.0,False,1.0000000001325071,False
REUSED_PARENT_CPU_prefix-b8,van_der_pol,0,5,0.05,28823037615171175/576460752303423488,endpoint,y,0x1.1ed2858a327fcp+1,0x1.237e8c20057dfp+1,0x1.1ed28589f15f4p+1,0x1.237e8c20469e3p+1,0.036499808460563,0.0364998086974917,1.184652376196027e-10,1.184634612627633e-10,1.184652376196027e-10,8.881784197001252e-16,False,1.0000000064912313,False
REUSED_PARENT_CPU_prefix-b8,van_der_pol,0,5,0.05,28823037615171175/576460752303423488,tube,x,0x1.313952a66eae8p+0,0x1.40fe611128986p+0,0x1.313952a66bdc2p+0,0x1.40fe61112b6acp+0,0.061600590759474994,0.06160059076460778,2.566391543723512e-12,2.566391543723512e-12,2.566391543723512e-12,0.0,False,1.0000000000833236,False
REUSED_PARENT_CPU_prefix-b8,van_der_pol,0,5,0.05,28823037615171175/576460752303423488,tube,y,0x1.1ecc7051ce940p+1,0x1.26867bf9ba8fdp+1,0x1.1ecc70518cc2ep+1,0x1.26867bf9fc60bp+1,0.060365159028121784,0.060365159267560475,1.1972023372663898e-10,1.1971845736979958e-10,1.1972023372663898e-10,8.881784197001252e-16,False,1.0000000039665047,False
REUSED_PARENT_CPU_prefix-b8,van_der_pol,0,6,0.06,17293822569102705/288230376151711744,endpoint,x,0x1.3ccd45e65d485p+0,0x1.46bb8aa7c6f8dp+0,0x1.3ccd45e6587c3p+0,0x1.46bb8aa7cbc4fp+0,0.03879193994515795,0.0387919399538843,4.363176486776865e-12,4.363176486776865e-12,4.363176486776865e-12,0.0,False,1.0000000002249527,False
REUSED_PARENT_CPU_prefix-b8,van_der_pol,0,6,0.06,17293822569102705/288230376151711744,endpoint,y,0x1.1b7fe8dc6495fp+1,0x1.207465f18f116p+1,0x1.1b7fe8dc21efbp+1,0x1.207465f1d1b71p+1,0.03871120007985551,0.03871120032232067,1.212345779322277e-10,1.2123058112933904e-10,1.212345779322277e-10,1.7763568394002505e-15,False,1.0000000062634369,False
REUSED_PARENT_CPU_prefix-b8,van_der_pol,0,6,0.06,17293822569102705/288230376151711744,tube,x,0x1.3703e20c65f12p+0,0x1.46c4823bea8e8p+0,0x1.3703e20c61226p+0,0x1.46c4823bef5d4p+0,0.06153298530681672,0.06153298531556173,4.3725023601837165e-12,4.3725023601837165e-12,4.3725023601837165e-12,0.0,False,1.000000000142119,False
REUSED_PARENT_CPU_prefix-b8,van_der_pol,0,6,0.06,17293822569102705/288230376151711744,tube,y,0x1.1b78c180ce934p+1,0x1.23a9eedcc52adp+1,0x1.1b78c1808b253p+1,0x1.23a9eedd08985p+1,0.06400076856988024,0.0640007688151849,1.2265433113611834e-10,1.226503343332297e-10,1.2265433113611834e-10,1.7763568394002505e-15,False,1.0000000038328394,False
REUSED_PARENT_CPU_prefix-b8,van_der_pol,0,7,0.07,40352252661239645/576460752303423488,endpoint,x,0x1.427895debbb85p+0,0x1.4c6f9ffbecf2ap+0,0x1.427895deb4b3dp+0,0x1.4c6f9ffbf3f72p+0,0.03892577374174633,0.03892577375451123,6.3824501239651e-12,6.3824501239651e-12,6.3824501239651e-12,0.0,False,1.0000000003279292,False
REUSED_PARENT_CPU_prefix-b8,van_der_pol,0,7,0.07,40352252661239645/576460752303423488,endpoint,y,0x1.18028218e0d6cp+1,0x1.1d3de1cfc903dp+1,0x1.180282189a253p+1,0x1.1d3de1d00fb4ap+1,0.040874447164562344,0.040874447421738846,1.2859091569339398e-10,1.2858558662287578e-10,1.2859091569339398e-10,2.6645352591003757e-15,False,1.000000006291865,False
REUSED_PARENT_CPU_prefix-b8,van_der_pol,0,7,0.07,40352252661239645/576460752303423488,tube,x,0x1.3cbf76fc0d0e4p+0,0x1.4c790c38b7bcdp+0,0x1.3cbf76fc06069p+0,0x1.4c790c38bec48p+0,0.06142552119370692,0.06142552120649447,6.3937743988162765e-12,6.3937743988162765e-12,6.3937743988162765e-12,0.0,False,1.0000000002081797,False
REUSED_PARENT_CPU_prefix-b8,van_der_pol,0,7,0.07,40352252661239645/576460752303423488,tube,y,0x1.17fa30d4294b9p+1,0x1.20a028b9b4714p+1,0x1.17fa30d3e1b1cp+1,0x1.20a028b9fc0a6p+1,0.06756495197468615,0.06756495223516357,1.3024115119719681e-10,1.3023626621588846e-10,1.3024115119719681e-10,2.220446049250313e-15,False,1.000000003855215,False
REUSED_PARENT_CPU_prefix-b8,van_der_pol,0,8,0.08,5764607523034235/72057594037927936,endpoint,x,0x1.48132cb79bd9ap+0,0x1.5211425bb65bfp+0,0x1.48132cb7924efp+0,0x1.5211425bbfe69p+0,0.03903327232775067,0.039033272345106784,8.678169294284999e-12,8.677947249680074e-12,8.678169294284999e-12,0.0,False,1.0000000004446492,False
REUSED_PARENT_CPU_prefix-b8,van_der_pol,0,8,0.08,5764607523034235/72057594037927936,endpoint,y,0x1.145b80db721afp+1,0x1.19dbf87aa60ccp+1,0x1.145b80db23ae2p+1,0x1.19dbf87af478bp+1,0.042983010040087866,0.042983010325390314,1.4265433279092576e-10,1.4264811554198786e-10,1.4265433279092576e-10,3.552713678800501e-15,False,1.0000000066375632,False
REUSED_PARENT_CPU_prefix-b8,van_der_pol,0,8,0.08,5764607523034235/72057594037927936,tube,x,0x1.426b3201132a2p+0,0x1.521b207669a63p+0,0x1.426b3201099b7p+0,0x1.521b20767334dp+0,0.06127825131123665,0.06127825132862119,8.6923801490002e-12,8.692158104395276e-12,8.6923801490002e-12,0.0,False,1.0000000002836984,False
REUSED_PARENT_CPU_prefix-b8,van_der_pol,0,8,0.08,5764607523034235/72057594037927936,tube,y,0x1.1451e645edc86p+1,0x1.1d6a089a4ef80p+1,0x1.1451e6459e433p+1,0x1.1d6a089a9e7c5p+1,0.07104901428317323,0.07104901457246005,1.4464651698631315e-10,1.4464029973737524e-10,1.4464651698631315e-10,3.1086244689504383e-15,False,1.0000000040716515,False
REUSED_PARENT_CPU_prefix-b8,van_der_pol,0,9,0.09,51881467707308115/576460752303423488,endpoint,x,0x1.4d9c351f925b0p+0,0x1.579f99f702729p+0,0x1.4d9c351f85f44p+0,0x1.579f99f70ed94p+0,0.03911428699220054,0.039114287014758276,1.127897775177189e-11,1.1278755707166965e-11,1.127897775177189e-11,0.0,False,1.0000000005767133,False
REUSED_PARENT_CPU_prefix-b8,van_der_pol,0,9,0.09,51881467707308115/576460752303423488,endpoint,y,0x1.108c342cf8367p+1,0x1.164fc3ee398d9p+1,0x1.108c342c9ffc6p+1,0x1.164fc3ee91c67p+1,0.045030564654262584,0.0450305649752214,1.6048362638798608e-10,1.6047518869299893e-10,1.6048362638798608e-10,4.440892098500626e-15,False,1.000000007127577,False
REUSED_PARENT_CPU_prefix-b8,van_der_pol,0,9,0.09,51881467707308115/576460752303423488,tube,x,0x1.4806385ebb3e1p+0,0x1.57a9e6b6e4a9ep+0,0x1.4806385eaed24p+0,0x1.57a9e6b6f115ap+0,0.06109132435214737,0.061091324374741074,1.1296963364770818e-11,1.1296741320165893e-11,1.1296963364770818e-11,2.220446049250313e-16,False,1.0000000003698348,False
REUSED_PARENT_CPU_prefix-b8,van_der_pol,0,9,0.09,51881467707308115/576460752303423488,tube,y,0x1.10813efa5bfa5p+1,0x1.1a087a0f88980p+1,0x1.10813efa026b1p+1,0x1.1a087a0fe2260p+1,0.0744394162550015,0.07443941658080844,1.6290790938455757e-10,1.6289902760036057e-10,1.6290790938455757e-10,4.440892098500626e-15,False,1.0000000043768067,False
REUSED_PARENT_CPU_prefix-b8,van_der_pol,0,10,0.1,28823037615171175/288230376151711744,endpoint,x,0x1.5312dfa2eec50p+0,0x1.5d19d6171363dp+0,0x1.5312dfa2df28cp+0,0x1.5d19d61723001p+0,0.039168742518650435,0.0391687425470455,1.4197532038906502e-11,1.4197532038906502e-11,1.4197532038906502e-11,0.0,False,1.0000000007249419,False
REUSED_PARENT_CPU_prefix-b8,van_der_pol,0,10,0.1,28823037615171175/288230376151711744,endpoint,y,0x1.0c96090ab81abp+1,0x1.129a7e487fca1p+1,0x1.0c96090a53d49p+1,0x1.129a7e48e40ebp+1,0.04701104656794097,0.04701104693272473,1.8239720844803742e-10,1.8238655030700102e-10,1.8239720844803742e-10,5.329070518200751e-15,False,1.0000000077595328,False
REUSED_PARENT_CPU_prefix-b8,van_der_pol,0,10,0.1,28823037615171175/288230376151711744,tube,x,0x1.4d8fb47aac762p+0,0x1.5d248dee77aadp+0,0x1.4d8fb47a9cd37p+0,0x1.5d248dee874d8p+0,0.06086501194950489,0.06086501197794569,1.422040263321378e-11,1.422040263321378e-11,1.422040263321378e-11,0.0,False,1.0000000004672767,False
REUSED_PARENT_CPU_prefix-b8,van_der_pol,0,10,0.1,28823037615171175/288230376151711744,tube,y,0x1.0c89a96ec7298p+1,0x1.167c96a99e47ep+1,0x1.0c89a96e61422p+1,0x1.167c96aa042dcp+1,0.07772603390752675,0.07772603427823999,1.8536194801299644e-10,1.8535128987196003e-10,1.8536194801299644e-10,5.329070518200751e-15,False,1.0000000047694861,False
REUSED_PARENT_CPU_prefix-b8,van_der_pol,0,11,0.11,63410682753376585/576460752303423488,endpoint,x,0x1.5876634213afap+0,0x1.627f2dbeeb488p+0,0x1.58766342007c8p+0,0x1.627f2dbefe7bap+0,0.039196639517828924,0.03919663955275299,1.7462031820514312e-11,1.7462031820514312e-11,1.7462031820514312e-11,0.0,False,1.0000000008909964,False
REUSED_PARENT_CPU_prefix-b8,van_der_pol,0,11,0.11,63410682753376585/576460752303423488,endpoint,y,0x1.087a88bedb7f5p+1,0x1.0ebd80827873ap+1,0x1.087a88be68f8fp+1,0x1.0ebd8082eaf82p+1,0.04891869594021836,0.048918696356844205,2.0831958380540527e-10,2.0830626112910977e-10,2.0831958380540527e-10,7.105427357601002e-15,False,1.0000000085166998,False
REUSED_PARENT_CPU_prefix-b8,van_der_pol,0,11,0.11,63410682753376585/576460752303423488,tube,x,0x1.5306d68f7ae61p+0,0x1.628a4ccf087a1p+0,0x1.5306d68f67ab2p+0,0x1.628a4ccf1bb50p+0,0.0605996995123661,0.060599699547345676,1.748978739612994e-11,1.748978739612994e-11,1.748978739612994e-11,0.0,False,1.0000000005772236,False
REUSED_PARENT_CPU_prefix-b8,van_der_pol,0,11,0.11,63410682753376585/576460752303423488,tube,y,0x1.086cb093ce1a9p+1,0x1.12c79826da14bp+1,0x1.086cb09359961p+1,0x1.12c798274e975p+1,0.0808991878511316,0.08089918827500675,2.1194423993620148e-10,2.1193091725990598e-10,2.1194423993620148e-10,6.661338147750939e-15,False,1.0000000052395477,False
REUSED_PARENT_CPU_prefix-b8,van_der_pol,0,12,0.12,17293822569102705/144115188075855872,endpoint,x,0x1.5dc5fe066c3f2p+0,0x1.67cee03cb463cp+0,0x1.5dc5fe06550fbp+0,0x1.67cee03ccb932p+0,0.03919805360068773,0.03919805364286133,2.1086909995915448e-11,2.1086687951310523e-11,2.1086909995915448e-11,2.220446049250313e-16,False,1.0000000010759105,False
REUSED_PARENT_CPU_prefix-b8,van_der_pol,0,12,0.12,17293822569102705/144115188075855872,endpoint,y,0x1.043b570325c03p+1,0x1.0aba40ed41922p+1,0x1.043b5702a2e3ep+1,0x1.0aba40edc46c3p+1,0.05074809962356097,0.05074810009961306,2.380340369256828e-10,2.380180497141282e-10,2.380340369256828e-10,7.993605777301127e-15,False,1.000000009380688,False
REUSED_PARENT_CPU_prefix-b8,van_der_pol,0,12,0.12,17293822569102705/144115188075855872,tube,x,0x1.586ad5491f0d5p+0,0x1.67da625a0da06p+0,0x1.586ad54907d42p+0,0x1.67da625a24d98p+0,0.06029588378312334,0.060295883825366214,2.1121548954283753e-11,2.1121326909678828e-11,2.1121548954283753e-11,2.220446049250313e-16,False,1.0000000007005931,False
REUSED_PARENT_CPU_prefix-b8,van_der_pol,0,12,0.12,17293822569102705/144115188075855872,tube,y,0x1.042bf9ec301a8p+1,0x1.0eead728bb2c2p+1,0x1.042bf9ebaad09p+1,0x1.0eead7294073dp+1,0.08394971328938272,0.08394971377426863,2.4245094820685154e-10,2.4243496099529693e-10,2.4245094820685154e-10,7.993605777301127e-15,False,1.000000005775909,False
REUSED_PARENT_CPU_prefix-b8,van_der_pol,0,13,0.13,74939897799445055/576460752303423488,endpoint,x,0x1.6300f58bfac1dp+0,0x1.6d0835b4d7d03p+0,0x1.6300f58bdf2dfp+0,0x1.6d0835b4f3641p+0,0.03917313573497827,0.0391731357851417,2.5081714483121686e-11,2.5081714483121686e-11,2.5081714483121686e-11,0.0,False,1.000000001280557,False
REUSED_PARENT_CPU_prefix-b8,van_der_pol,0,13,0.13,74939897799445055/576460752303423488,endpoint,y,0x1.ffb4600ea1b3bp+0,0x1.069251811d6c4p+1,0x1.ffb4600d779e5p+0,0x1.06925181b2744p+1,0.05249422499868506,0.05249422554087668,2.71105360383217e-10,2.710862645471934e-10,2.71105360383217e-10,9.769962616701378e-15,False,1.0000000103285958,False
REUSED_PARENT_CPU_prefix-b8,van_der_pol,0,13,0.13,74939897799445055/576460752303423488,tube,x,0x1.5dbaee5711017p+0,0x1.6d14166c2d9d3p+0,0x1.5dbaee56f561fp+0,0x1.6d14166c493cbp+0,0.05995417132781622,0.05995417137806225,2.5123014779637742e-11,2.5123014779637742e-11,2.5123014779637742e-11,0.0,False,1.000000000838074,False
