plant,batch,parent_group,reason,ready_requests,ready_keys,selected_key,selected_key_ready_requests,unavailable_tasks,projected_packet_requests,projected_packet_keys,parent_selected_requests,other_key_ready_requests,projected_device_submissions_saved,projected_kernel_launches_saved,projected_h2d_copy_operations_saved,projected_d2h_copy_operations_saved,projected_hot_device_allocations_saved,classification
van_der_pol,8,852,all_waiting,6,3,9420fe7b367f4d5e12b8955874fb365ae6295b9fc2632456ff6e1150a67b0c44,3,2,6,3,3,3,2,8,22,10,48,KEY_SPLIT
van_der_pol,8,853,all_waiting,5,4,4c73c6b469e51889d90385fed9bc02827380cbf3098eb85f4782a68065524b89,2,3,5,4,2,3,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,854,all_waiting,8,5,931d7f1a045ed3f8b63a1ab815603ea0330378671c108159a79204d7f44a1b8a,1,0,8,5,1,7,4,16,38,18,80,KEY_SPLIT
van_der_pol,8,855,all_waiting,7,4,2c5137c536382bb0350af9a6f8ece599b8c5ec27d930dc7cf3219f431c83954c,1,1,7,4,1,6,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,856,all_waiting,7,4,1c00a6a30aa66dffa62835a6d53b46125a99abdffcc94e1a9c73833191fb587e,1,1,7,4,1,6,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,857,all_waiting,7,4,6aa3e9857b9434542d13ee6d4698bd526cf6d0878c4e8645d23b6024ec00839a,3,1,7,4,3,4,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,858,all_waiting,5,4,9420fe7b367f4d5e12b8955874fb365ae6295b9fc2632456ff6e1150a67b0c44,2,3,5,4,2,3,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,859,all_waiting,8,4,6b8ae43f651e1943adbad10fc8b558dc7a999a6d437d78a17c9117a4d8fdb2a6,1,0,8,4,1,7,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,860,all_waiting,7,3,5fc9bf3bf7ee96fc3f1e2edf214c93736c8b6a3dd4804dcd96c12182fc8d5217,3,1,7,3,3,4,2,8,22,10,48,KEY_SPLIT
van_der_pol,8,861,all_waiting,5,3,3565f73bfae685639dd067ff5919256639e7fcd30b1c568b544e14ebb44f5908,1,3,5,3,1,4,2,8,22,10,48,KEY_SPLIT
van_der_pol,8,862,all_waiting,5,3,931d7f1a045ed3f8b63a1ab815603ea0330378671c108159a79204d7f44a1b8a,3,3,5,3,3,2,2,8,22,10,48,KEY_SPLIT
van_der_pol,8,863,all_waiting,5,4,dc7d212d968046c472c32dfb226c6d5d9ae2aea52606d0080b8ca38062d6f7d7,1,3,5,4,1,4,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,864,all_waiting,4,3,4c73c6b469e51889d90385fed9bc02827380cbf3098eb85f4782a68065524b89,1,4,4,3,1,3,2,8,22,10,48,KEY_SPLIT
van_der_pol,8,865,all_waiting,7,4,1c00a6a30aa66dffa62835a6d53b46125a99abdffcc94e1a9c73833191fb587e,1,1,7,4,1,6,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,866,all_waiting,6,3,9420fe7b367f4d5e12b8955874fb365ae6295b9fc2632456ff6e1150a67b0c44,2,2,6,3,2,4,2,8,22,10,48,KEY_SPLIT
van_der_pol,8,867,all_waiting,4,2,6b8ae43f651e1943adbad10fc8b558dc7a999a6d437d78a17c9117a4d8fdb2a6,3,4,4,2,3,1,1,4,14,6,32,KEY_SPLIT
van_der_pol,8,868,all_waiting,1,1,2c5137c536382bb0350af9a6f8ece599b8c5ec27d930dc7cf3219f431c83954c,1,7,1,1,1,0,0,0,6,2,16,ARRIVAL_LIMITED
van_der_pol,8,869,all_waiting,7,4,9420fe7b367f4d5e12b8955874fb365ae6295b9fc2632456ff6e1150a67b0c44,1,1,7,4,1,6,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,870,all_waiting,6,3,5fc9bf3bf7ee96fc3f1e2edf214c93736c8b6a3dd4804dcd96c12182fc8d5217,1,2,6,3,1,5,2,8,22,10,48,KEY_SPLIT
van_der_pol,8,871,all_waiting,5,2,6aa3e9857b9434542d13ee6d4698bd526cf6d0878c4e8645d23b6024ec00839a,2,3,5,2,2,3,1,4,14,6,32,KEY_SPLIT
van_der_pol,8,872,all_waiting,6,4,dc7d212d968046c472c32dfb226c6d5d9ae2aea52606d0080b8ca38062d6f7d7,3,2,6,4,3,3,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,873,all_waiting,5,4,4c73c6b469e51889d90385fed9bc02827380cbf3098eb85f4782a68065524b89,1,3,5,4,1,4,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,874,all_waiting,7,4,5fc9bf3bf7ee96fc3f1e2edf214c93736c8b6a3dd4804dcd96c12182fc8d5217,1,1,7,4,1,6,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,875,all_waiting,7,4,6b8ae43f651e1943adbad10fc8b558dc7a999a6d437d78a17c9117a4d8fdb2a6,1,1,7,4,1,6,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,876,all_waiting,7,3,9420fe7b367f4d5e12b8955874fb365ae6295b9fc2632456ff6e1150a67b0c44,3,1,7,3,3,4,2,8,22,10,48,KEY_SPLIT
van_der_pol,8,877,all_waiting,5,2,2c5137c536382bb0350af9a6f8ece599b8c5ec27d930dc7cf3219f431c83954c,4,3,5,2,4,1,1,4,14,6,32,KEY_SPLIT
van_der_pol,8,878,all_waiting,4,2,5771d8af1868197d03563d9c417fcfe297a7ea5cf9468f929151802411e7a96f,1,4,4,2,1,3,1,4,14,6,32,KEY_SPLIT
van_der_pol,8,879,all_waiting,8,4,6aa3e9857b9434542d13ee6d4698bd526cf6d0878c4e8645d23b6024ec00839a,3,0,8,4,3,5,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,880,all_waiting,5,3,c9afbb472771b564d95535d1c870d030315a1ca767eb7fa416a2e014e73f8d17,1,3,5,3,1,4,2,8,22,10,48,KEY_SPLIT
van_der_pol,8,881,all_waiting,6,4,6b8ae43f651e1943adbad10fc8b558dc7a999a6d437d78a17c9117a4d8fdb2a6,3,2,6,4,3,3,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,882,all_waiting,5,4,5fc9bf3bf7ee96fc3f1e2edf214c93736c8b6a3dd4804dcd96c12182fc8d5217,1,3,5,4,1,4,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,883,all_waiting,5,4,931d7f1a045ed3f8b63a1ab815603ea0330378671c108159a79204d7f44a1b8a,2,3,5,4,2,3,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,884,all_waiting,6,4,9420fe7b367f4d5e12b8955874fb365ae6295b9fc2632456ff6e1150a67b0c44,1,2,6,4,1,5,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,885,all_waiting,5,3,1c00a6a30aa66dffa62835a6d53b46125a99abdffcc94e1a9c73833191fb587e,1,3,5,3,1,4,2,8,22,10,48,KEY_SPLIT
van_der_pol,8,886,all_waiting,4,2,2c5137c536382bb0350af9a6f8ece599b8c5ec27d930dc7cf3219f431c83954c,3,4,4,2,3,1,1,4,14,6,32,KEY_SPLIT
van_der_pol,8,887,all_waiting,1,1,5771d8af1868197d03563d9c417fcfe297a7ea5cf9468f929151802411e7a96f,1,7,1,1,1,0,0,0,6,2,16,ARRIVAL_LIMITED
van_der_pol,8,888,all_waiting,7,4,6b8ae43f651e1943adbad10fc8b558dc7a999a6d437d78a17c9117a4d8fdb2a6,2,1,7,4,2,5,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,889,all_waiting,6,4,3565f73bfae685639dd067ff5919256639e7fcd30b1c568b544e14ebb44f5908,1,2,6,4,1,5,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,890,all_waiting,7,4,6aa3e9857b9434542d13ee6d4698bd526cf6d0878c4e8645d23b6024ec00839a,1,1,7,4,1,6,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,891,all_waiting,7,4,c9afbb472771b564d95535d1c870d030315a1ca767eb7fa416a2e014e73f8d17,3,1,7,4,3,4,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,892,all_waiting,5,4,eb36b9818ff3fd96135305904187ac6fdd10df571f71a084f0378c28d0c6d6e8,1,3,5,4,1,4,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,893,all_waiting,7,3,dc7d212d968046c472c32dfb226c6d5d9ae2aea52606d0080b8ca38062d6f7d7,2,1,7,3,2,5,2,8,22,10,48,KEY_SPLIT
van_der_pol,8,894,all_waiting,6,2,1c00a6a30aa66dffa62835a6d53b46125a99abdffcc94e1a9c73833191fb587e,4,2,6,2,4,2,1,4,14,6,32,KEY_SPLIT
van_der_pol,8,895,all_waiting,3,2,931d7f1a045ed3f8b63a1ab815603ea0330378671c108159a79204d7f44a1b8a,2,5,3,2,2,1,1,4,14,6,32,KEY_SPLIT
van_der_pol,8,896,all_waiting,1,1,2c5137c536382bb0350af9a6f8ece599b8c5ec27d930dc7cf3219f431c83954c,1,7,1,1,1,0,0,0,6,2,16,ARRIVAL_LIMITED
van_der_pol,8,897,all_waiting,7,4,2c5137c536382bb0350af9a6f8ece599b8c5ec27d930dc7cf3219f431c83954c,1,1,7,4,1,6,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,898,all_waiting,6,3,3565f73bfae685639dd067ff5919256639e7fcd30b1c568b544e14ebb44f5908,3,2,6,3,3,3,2,8,22,10,48,KEY_SPLIT
van_der_pol,8,899,all_waiting,5,2,6b8ae43f651e1943adbad10fc8b558dc7a999a6d437d78a17c9117a4d8fdb2a6,4,3,5,2,4,1,1,4,14,6,32,KEY_SPLIT
van_der_pol,8,900,all_waiting,4,2,5fc9bf3bf7ee96fc3f1e2edf214c93736c8b6a3dd4804dcd96c12182fc8d5217,1,4,4,2,1,3,1,4,14,6,32,KEY_SPLIT
van_der_pol,8,901,all_waiting,7,4,1c00a6a30aa66dffa62835a6d53b46125a99abdffcc94e1a9c73833191fb587e,3,1,7,4,3,4,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,902,all_waiting,5,4,dc7d212d968046c472c32dfb226c6d5d9ae2aea52606d0080b8ca38062d6f7d7,1,3,5,4,1,4,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,903,all_waiting,5,4,2c5137c536382bb0350af9a6f8ece599b8c5ec27d930dc7cf3219f431c83954c,2,3,5,4,2,3,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,904,all_waiting,3,3,b508d1e1f6478ddd36aebea72c097204baf5cae55a7d688fe43d78e2b0fe1fbd,1,5,3,3,1,2,2,8,22,10,48,KEY_SPLIT
van_der_pol,8,905,all_waiting,7,4,4c73c6b469e51889d90385fed9bc02827380cbf3098eb85f4782a68065524b89,1,1,7,4,1,6,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,906,all_waiting,7,4,5fc9bf3bf7ee96fc3f1e2edf214c93736c8b6a3dd4804dcd96c12182fc8d5217,3,1,7,4,3,4,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,907,all_waiting,5,4,c9afbb472771b564d95535d1c870d030315a1ca767eb7fa416a2e014e73f8d17,2,3,5,4,2,3,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,908,all_waiting,6,4,2c5137c536382bb0350af9a6f8ece599b8c5ec27d930dc7cf3219f431c83954c,1,2,6,4,1,5,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,909,all_waiting,7,4,385507218f6db8f1fb38735779086c2ef4ed66edf061ae6bf6228117f3ba99c0,1,1,7,4,1,6,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,910,all_waiting,7,4,5771d8af1868197d03563d9c417fcfe297a7ea5cf9468f929151802411e7a96f,1,1,7,4,1,6,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,911,all_waiting,6,3,4c73c6b469e51889d90385fed9bc02827380cbf3098eb85f4782a68065524b89,3,2,6,3,3,3,2,8,22,10,48,KEY_SPLIT
van_der_pol,8,912,all_waiting,5,3,1c00a6a30aa66dffa62835a6d53b46125a99abdffcc94e1a9c73833191fb587e,2,3,5,3,2,3,2,8,22,10,48,KEY_SPLIT
van_der_pol,8,913,all_waiting,5,3,6b8ae43f651e1943adbad10fc8b558dc7a999a6d437d78a17c9117a4d8fdb2a6,2,3,5,3,2,3,2,8,22,10,48,KEY_SPLIT
van_der_pol,8,914,all_waiting,3,2,5fc9bf3bf7ee96fc3f1e2edf214c93736c8b6a3dd4804dcd96c12182fc8d5217,1,5,3,2,1,2,1,4,14,6,32,KEY_SPLIT
van_der_pol,8,915,all_waiting,2,1,5771d8af1868197d03563d9c417fcfe297a7ea5cf9468f929151802411e7a96f,2,6,2,1,2,0,0,0,6,2,16,ARRIVAL_LIMITED
van_der_pol,8,916,all_waiting,6,4,5771d8af1868197d03563d9c417fcfe297a7ea5cf9468f929151802411e7a96f,2,2,6,4,2,4,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,917,all_waiting,4,3,2c5137c536382bb0350af9a6f8ece599b8c5ec27d930dc7cf3219f431c83954c,1,4,4,3,1,3,2,8,22,10,48,KEY_SPLIT
van_der_pol,8,918,all_waiting,7,4,3565f73bfae685639dd067ff5919256639e7fcd30b1c568b544e14ebb44f5908,2,1,7,4,2,5,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,919,all_waiting,6,4,385507218f6db8f1fb38735779086c2ef4ed66edf061ae6bf6228117f3ba99c0,1,2,6,4,1,5,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,920,all_waiting,7,4,eb36b9818ff3fd96135305904187ac6fdd10df571f71a084f0378c28d0c6d6e8,1,1,7,4,1,6,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,921,all_waiting,7,4,5fc9bf3bf7ee96fc3f1e2edf214c93736c8b6a3dd4804dcd96c12182fc8d5217,3,1,7,4,3,4,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,922,all_waiting,5,4,c9afbb472771b564d95535d1c870d030315a1ca767eb7fa416a2e014e73f8d17,1,3,5,4,1,4,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,923,all_waiting,7,4,1c00a6a30aa66dffa62835a6d53b46125a99abdffcc94e1a9c73833191fb587e,2,1,7,4,2,5,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,924,all_waiting,6,4,6d441b4e0b5685334636dccf34ccc79cc57cf955d08baac13b0e9b6fe007bf2d,1,2,6,4,1,5,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,925,all_waiting,7,4,931d7f1a045ed3f8b63a1ab815603ea0330378671c108159a79204d7f44a1b8a,1,1,7,4,1,6,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,926,all_waiting,7,3,5771d8af1868197d03563d9c417fcfe297a7ea5cf9468f929151802411e7a96f,4,1,7,3,4,3,2,8,22,10,48,KEY_SPLIT
van_der_pol,8,927,all_waiting,4,3,1c00a6a30aa66dffa62835a6d53b46125a99abdffcc94e1a9c73833191fb587e,1,4,4,3,1,3,2,8,22,10,48,KEY_SPLIT
van_der_pol,8,928,all_waiting,7,3,5fc9bf3bf7ee96fc3f1e2edf214c93736c8b6a3dd4804dcd96c12182fc8d5217,2,1,7,3,2,5,2,8,22,10,48,KEY_SPLIT
van_der_pol,8,929,all_waiting,6,3,6b8ae43f651e1943adbad10fc8b558dc7a999a6d437d78a17c9117a4d8fdb2a6,1,2,6,3,1,5,2,8,22,10,48,KEY_SPLIT
van_der_pol,8,930,all_waiting,6,3,eb36b9818ff3fd96135305904187ac6fdd10df571f71a084f0378c28d0c6d6e8,4,2,6,3,4,2,2,8,22,10,48,KEY_SPLIT
van_der_pol,8,931,all_waiting,4,3,3565f73bfae685639dd067ff5919256639e7fcd30b1c568b544e14ebb44f5908,1,4,4,3,1,3,2,8,22,10,48,KEY_SPLIT
van_der_pol,8,932,all_waiting,3,2,4c73c6b469e51889d90385fed9bc02827380cbf3098eb85f4782a68065524b89,2,5,3,2,2,1,1,4,14,6,32,KEY_SPLIT
van_der_pol,8,933,all_waiting,6,4,b508d1e1f6478ddd36aebea72c097204baf5cae55a7d688fe43d78e2b0fe1fbd,1,2,6,4,1,5,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,934,all_waiting,5,3,1c00a6a30aa66dffa62835a6d53b46125a99abdffcc94e1a9c73833191fb587e,1,3,5,3,1,4,2,8,22,10,48,KEY_SPLIT
van_der_pol,8,935,all_waiting,4,2,931d7f1a045ed3f8b63a1ab815603ea0330378671c108159a79204d7f44a1b8a,3,4,4,2,3,1,1,4,14,6,32,KEY_SPLIT
van_der_pol,8,936,all_waiting,1,1,5771d8af1868197d03563d9c417fcfe297a7ea5cf9468f929151802411e7a96f,1,7,1,1,1,0,0,0,6,2,16,ARRIVAL_LIMITED
van_der_pol,8,937,all_waiting,7,4,5771d8af1868197d03563d9c417fcfe297a7ea5cf9468f929151802411e7a96f,2,1,7,4,2,5,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,938,all_waiting,5,3,6b8ae43f651e1943adbad10fc8b558dc7a999a6d437d78a17c9117a4d8fdb2a6,3,3,5,3,3,2,2,8,22,10,48,KEY_SPLIT
van_der_pol,8,939,all_waiting,2,2,5fc9bf3bf7ee96fc3f1e2edf214c93736c8b6a3dd4804dcd96c12182fc8d5217,1,6,2,2,1,1,1,4,14,6,32,KEY_SPLIT
van_der_pol,8,940,all_waiting,7,3,385507218f6db8f1fb38735779086c2ef4ed66edf061ae6bf6228117f3ba99c0,1,1,7,3,1,6,2,8,22,10,48,KEY_SPLIT
van_der_pol,8,941,all_waiting,7,3,b508d1e1f6478ddd36aebea72c097204baf5cae55a7d688fe43d78e2b0fe1fbd,3,1,7,3,3,4,2,8,22,10,48,KEY_SPLIT
van_der_pol,8,942,all_waiting,5,3,5fc9bf3bf7ee96fc3f1e2edf214c93736c8b6a3dd4804dcd96c12182fc8d5217,3,3,5,3,3,2,2,8,22,10,48,KEY_SPLIT
van_der_pol,8,943,all_waiting,5,3,4c73c6b469e51889d90385fed9bc02827380cbf3098eb85f4782a68065524b89,1,3,5,3,1,4,2,8,22,10,48,KEY_SPLIT
van_der_pol,8,944,all_waiting,7,4,6b8ae43f651e1943adbad10fc8b558dc7a999a6d437d78a17c9117a4d8fdb2a6,1,1,7,4,1,6,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,945,all_waiting,7,3,385507218f6db8f1fb38735779086c2ef4ed66edf061ae6bf6228117f3ba99c0,3,1,7,3,3,4,2,8,22,10,48,KEY_SPLIT
van_der_pol,8,946,all_waiting,5,3,5771d8af1868197d03563d9c417fcfe297a7ea5cf9468f929151802411e7a96f,3,3,5,3,3,2,2,8,22,10,48,KEY_SPLIT
van_der_pol,8,947,all_waiting,3,3,717c0ea797466a2a73afe6269b4e3f4f90208788858867fdc9a43f88580e22d5,1,5,3,3,1,2,2,8,22,10,48,KEY_SPLIT
van_der_pol,8,948,all_waiting,2,2,385507218f6db8f1fb38735779086c2ef4ed66edf061ae6bf6228117f3ba99c0,1,6,2,2,1,1,1,4,14,6,32,KEY_SPLIT
van_der_pol,8,949,all_waiting,7,4,6b8ae43f651e1943adbad10fc8b558dc7a999a6d437d78a17c9117a4d8fdb2a6,3,1,7,4,3,4,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,950,all_waiting,5,4,8333f528307c8cdd671b86641704698e1ea3fd04c4ef524a9413d517772bf7b9,1,3,5,4,1,4,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,951,all_waiting,7,4,eb36b9818ff3fd96135305904187ac6fdd10df571f71a084f0378c28d0c6d6e8,2,1,7,4,2,5,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,952,all_waiting,6,4,5fc9bf3bf7ee96fc3f1e2edf214c93736c8b6a3dd4804dcd96c12182fc8d5217,1,2,6,4,1,5,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,953,all_waiting,7,4,6d441b4e0b5685334636dccf34ccc79cc57cf955d08baac13b0e9b6fe007bf2d,1,1,7,4,1,6,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,954,all_waiting,7,4,385507218f6db8f1fb38735779086c2ef4ed66edf061ae6bf6228117f3ba99c0,3,1,7,4,3,4,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,955,all_waiting,5,3,dc7d212d968046c472c32dfb226c6d5d9ae2aea52606d0080b8ca38062d6f7d7,1,3,5,3,1,4,2,8,22,10,48,KEY_SPLIT
van_der_pol,8,956,all_waiting,4,2,931d7f1a045ed3f8b63a1ab815603ea0330378671c108159a79204d7f44a1b8a,2,4,4,2,2,2,1,4,14,6,32,KEY_SPLIT
van_der_pol,8,957,all_waiting,2,1,5771d8af1868197d03563d9c417fcfe297a7ea5cf9468f929151802411e7a96f,2,6,2,1,2,0,0,0,6,2,16,ARRIVAL_LIMITED
van_der_pol,8,958,all_waiting,6,3,6d441b4e0b5685334636dccf34ccc79cc57cf955d08baac13b0e9b6fe007bf2d,3,2,6,3,3,3,2,8,22,10,48,KEY_SPLIT
van_der_pol,8,959,all_waiting,4,3,5fc9bf3bf7ee96fc3f1e2edf214c93736c8b6a3dd4804dcd96c12182fc8d5217,1,4,4,3,1,3,2,8,22,10,48,KEY_SPLIT
van_der_pol,8,960,all_waiting,7,3,6b8ae43f651e1943adbad10fc8b558dc7a999a6d437d78a17c9117a4d8fdb2a6,2,1,7,3,2,5,2,8,22,10,48,KEY_SPLIT
van_der_pol,8,961,all_waiting,6,3,eb36b9818ff3fd96135305904187ac6fdd10df571f71a084f0378c28d0c6d6e8,2,2,6,3,2,4,2,8,22,10,48,KEY_SPLIT
van_der_pol,8,962,all_waiting,6,3,5771d8af1868197d03563d9c417fcfe297a7ea5cf9468f929151802411e7a96f,3,2,6,3,3,3,2,8,22,10,48,KEY_SPLIT
van_der_pol,8,963,all_waiting,5,4,dc7d212d968046c472c32dfb226c6d5d9ae2aea52606d0080b8ca38062d6f7d7,1,3,5,4,1,4,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,964,all_waiting,4,3,b508d1e1f6478ddd36aebea72c097204baf5cae55a7d688fe43d78e2b0fe1fbd,2,4,4,3,2,2,2,8,22,10,48,KEY_SPLIT
van_der_pol,8,965,all_waiting,2,2,5771d8af1868197d03563d9c417fcfe297a7ea5cf9468f929151802411e7a96f,1,6,2,2,1,1,1,4,14,6,32,KEY_SPLIT
van_der_pol,8,966,all_waiting,1,1,931d7f1a045ed3f8b63a1ab815603ea0330378671c108159a79204d7f44a1b8a,1,7,1,1,1,0,0,0,6,2,16,ARRIVAL_LIMITED
van_der_pol,8,967,all_waiting,7,4,eb36b9818ff3fd96135305904187ac6fdd10df571f71a084f0378c28d0c6d6e8,3,1,7,4,3,4,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,968,all_waiting,4,3,ce62d543f9a47653ddf9dd8c43ee55a25813555a21ee75831514648d8f4fa225,1,4,4,3,1,3,2,8,22,10,48,KEY_SPLIT
van_der_pol,8,969,all_waiting,7,4,385507218f6db8f1fb38735779086c2ef4ed66edf061ae6bf6228117f3ba99c0,2,1,7,4,2,5,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,970,all_waiting,6,4,5fc9bf3bf7ee96fc3f1e2edf214c93736c8b6a3dd4804dcd96c12182fc8d5217,1,2,6,4,1,5,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,971,all_waiting,8,4,5771d8af1868197d03563d9c417fcfe297a7ea5cf9468f929151802411e7a96f,3,0,8,4,3,5,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,972,all_waiting,5,3,6b8ae43f651e1943adbad10fc8b558dc7a999a6d437d78a17c9117a4d8fdb2a6,3,3,5,3,3,2,2,8,22,10,48,KEY_SPLIT
van_der_pol,8,973,all_waiting,8,5,931d7f1a045ed3f8b63a1ab815603ea0330378671c108159a79204d7f44a1b8a,1,0,8,5,1,7,4,16,38,18,80,KEY_SPLIT
van_der_pol,8,974,all_waiting,7,4,717c0ea797466a2a73afe6269b4e3f4f90208788858867fdc9a43f88580e22d5,1,1,7,4,1,6,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,975,all_waiting,7,4,5fc9bf3bf7ee96fc3f1e2edf214c93736c8b6a3dd4804dcd96c12182fc8d5217,3,1,7,4,3,4,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,976,all_waiting,5,4,b508d1e1f6478ddd36aebea72c097204baf5cae55a7d688fe43d78e2b0fe1fbd,1,3,5,4,1,4,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,977,all_waiting,7,4,385507218f6db8f1fb38735779086c2ef4ed66edf061ae6bf6228117f3ba99c0,2,1,7,4,2,5,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,978,all_waiting,5,3,6b8ae43f651e1943adbad10fc8b558dc7a999a6d437d78a17c9117a4d8fdb2a6,1,3,5,3,1,4,2,8,22,10,48,KEY_SPLIT
van_der_pol,8,979,all_waiting,4,2,8333f528307c8cdd671b86641704698e1ea3fd04c4ef524a9413d517772bf7b9,1,4,4,2,1,3,1,4,14,6,32,KEY_SPLIT
van_der_pol,8,980,all_waiting,7,4,717c0ea797466a2a73afe6269b4e3f4f90208788858867fdc9a43f88580e22d5,3,1,7,4,3,4,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,981,all_waiting,4,3,385507218f6db8f1fb38735779086c2ef4ed66edf061ae6bf6228117f3ba99c0,1,4,4,3,1,3,2,8,22,10,48,KEY_SPLIT
van_der_pol,8,982,all_waiting,3,2,6d441b4e0b5685334636dccf34ccc79cc57cf955d08baac13b0e9b6fe007bf2d,2,5,3,2,2,1,1,4,14,6,32,KEY_SPLIT
van_der_pol,8,983,all_waiting,6,3,dc7d212d968046c472c32dfb226c6d5d9ae2aea52606d0080b8ca38062d6f7d7,2,2,6,3,2,4,2,8,22,10,48,KEY_SPLIT
van_der_pol,8,984,all_waiting,6,3,6b8ae43f651e1943adbad10fc8b558dc7a999a6d437d78a17c9117a4d8fdb2a6,1,2,6,3,1,5,2,8,22,10,48,KEY_SPLIT
van_der_pol,8,985,all_waiting,7,4,8333f528307c8cdd671b86641704698e1ea3fd04c4ef524a9413d517772bf7b9,3,1,7,4,3,4,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,986,all_waiting,5,4,5771d8af1868197d03563d9c417fcfe297a7ea5cf9468f929151802411e7a96f,2,3,5,4,2,3,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,987,all_waiting,6,4,2c5137c536382bb0350af9a6f8ece599b8c5ec27d930dc7cf3219f431c83954c,1,2,6,4,1,5,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,988,all_waiting,7,4,5fc9bf3bf7ee96fc3f1e2edf214c93736c8b6a3dd4804dcd96c12182fc8d5217,1,1,7,4,1,6,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,989,all_waiting,7,4,385507218f6db8f1fb38735779086c2ef4ed66edf061ae6bf6228117f3ba99c0,1,1,7,4,1,6,3,12,30,14,64,KEY_SPLIT
van_der_pol,8,990,all_waiting,7,3,dc7d212d968046c472c32dfb226c6d5d9ae2aea52606d0080b8ca38062d6f7d7,4,1,7,3,4,3,2,8,22,10,48,KEY_SPLIT
van_der_pol,8,991,all_waiting,4,3,eb36b9818ff3fd96135305904187ac6fdd10df571f71a084f0378c28d0c6d6e8,2,4,4,3,2,2,2,8,22,10,48,KEY_SPLIT
van_der_pol,8,992,all_waiting,8,5,6b8ae43f651e1943adbad10fc8b558dc7a999a6d437d78a17c9117a4d8fdb2a6,1,0,8,5,1,7,4,16,38,18,80,KEY_SPLIT
van_der_pol,8,993,all_waiting,7,4,6d441b4e0b5685334636dccf34ccc79cc57cf955d08baac13b0e9b6fe007bf2d,1,1,7,4,1,6,3,12,30,14,64,KEY_SPLIT
