schema,candidate_producer,receiving_validator,minimum_margin,minimum_margin_hex,decision,units,eligibility,sample_count,t_pre,t_pre_hex,h,h_hex
same_prestate_validator_margin_matrix_row_v1,torch_complete_o4,flowstar,6.4106135232520195e-06,0x1.ae358070a22e0p-18,accept,target_radius_margin,same_prestate_same_candidate_componentwise_subset,1,0.18187433604506256,0x1.747a882a5cb01p-3,0.019615177354506262,0x1.4160044f8ac26p-6
same_prestate_validator_margin_matrix_row_v1,torch_complete_o4,torch,6.4106135232520195e-06,0x1.ae358070a22e0p-18,accept,target_radius_margin,same_prestate_same_candidate_componentwise_subset,1,0.18187433604506256,0x1.747a882a5cb01p-3,0.019615177354506262,0x1.4160044f8ac26p-6
same_prestate_validator_margin_matrix_row_v1,flowstar_complete_o4,flowstar,-3.662398821510613e-06,-0x1.eb8f10b7eb2e0p-19,reject,target_radius_margin,same_prestate_same_candidate_componentwise_subset,1,0.18187433604506256,0x1.747a882a5cb01p-3,0.019615177354506262,0x1.4160044f8ac26p-6
same_prestate_validator_margin_matrix_row_v1,flowstar_complete_o4,torch,-3.662398821510613e-06,-0x1.eb8f10b7eb2e0p-19,reject,target_radius_margin,same_prestate_same_candidate_componentwise_subset,1,0.18187433604506256,0x1.747a882a5cb01p-3,0.019615177354506262,0x1.4160044f8ac26p-6
