file,line,function,primitive_calls,calls,self_seconds,inclusive_seconds_not_additive
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/interval.py,56,__init__,10332,10332,0.121667511,0.40223804900000004
~,0,<method 'clone' of 'torch._C.TensorBase' objects>,54021,54021,0.106664648,0.106664648
~,0,<built-in method torch.any>,31521,31521,0.07829371,0.07829371
~,0,<built-in method torch.min>,7630,7630,0.057146729,0.057146729
~,0,<built-in method torch.stack>,8789,8789,0.05655928,0.05655928
~,0,<built-in method torch.full_like>,21061,21061,0.052970446000000004,0.052970446000000004
~,0,<built-in method torch.max>,8250,8250,0.050761564,0.050761564
~,0,<built-in method torch.nextafter>,21048,21048,0.047374651000000004,0.047374651000000004
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/interval.py,152,__mul__,3180,3180,0.042612523,0.27710542
~,0,<method 'pow' of 'torch._C.TensorBase' objects>,14151,14151,0.040774418,0.040774418
~,0,<built-in method torch.isnan>,20664,20664,0.040436974,0.040436974
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/batched_dense_tm.py,483,_power_interval_bounds,567,567,0.035638220000000005,0.163200634
~,0,<method 'reshape' of 'torch._C.TensorBase' objects>,22502,22502,0.035298103000000004,0.035298103000000004
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/interval.py,15,_as_tensor,20666,20666,0.035145457000000005,0.125167842
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/interval.py,175,pow_int,2763,2763,0.03383257,0.186154062
~,0,<built-in method torch.all>,10542,10542,0.030983194000000002,0.030983194000000002
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/batched_dense_tm.py,1127,validate_dense_subdivision_cover,189,189,0.029132941000000002,0.064622131
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/batched_dense_tm.py,242,__post_init__,1506,1506,0.023772363,0.049898330000000005
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/polynomial.py,127,_is_zero_tensor,3076,3076,0.020584684000000002,0.028338236000000003
~,0,<built-in method torch.abs>,8038,8038,0.020273192000000002,0.020273192000000002
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/batched_dense_tm.py,393,_interval_mul,1036,1036,0.019659554000000003,0.05975446400000001
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/interval.py,135,__add__,2315,2315,0.017189002000000002,0.132828248
~,0,<built-in method torch.where>,4825,4825,0.016802464,0.016802464
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/batched_dense_tm.py,516,_monomial_interval_bounds_for_exponents,189,189,0.016455103000000002,0.218984171
/srv/local/shengenli/repaired_solver_performance_20260908T034636Z/repo/src/torch_tm_flowpipe/polynomial.py,316,evaluate_interval,124,124,0.016208961,0.601857203
