case_id,system,h,steps,horizon,order,setting_label,torch_mode,flowstar_status,torch_status,last_segment_ratio_available,last_segment_width_ratio_torch_over_flowstar,tube_ratio_available,tube_width_ratio_torch_over_flowstar,endpoint_ratio_available,endpoint_width_ratio_torch_over_flowstar,ratio_note
flowstar_rem1e-4_cut1e-10_h0p01_s10_o4,van_der_pol,0.01,10,0.10000000000000001,4,rem1e-4_cut1e-10,range_only,completed,validated,true,1.2462973043534347,true,1.1085948747450092,false,,"endpoint ratio disabled because Flow* GNUPLOT boxes are segment boxes, not final-time endpoint boxes"
flowstar_rem1e-4_cut1e-10_h0p01_s10_o4,van_der_pol,0.01,10,0.10000000000000001,4,rem1e-4_cut1e-10,dependency_preserving,completed,validated,true,1.4390371204354258,true,1.1665965472008915,false,,"endpoint ratio disabled because Flow* GNUPLOT boxes are segment boxes, not final-time endpoint boxes"
flowstar_rem1e-4_cut1e-10_h0p01_s10_o2,van_der_pol,0.01,10,0.10000000000000001,2,rem1e-4_cut1e-10,range_only,failed,validated,false,,false,,false,,"endpoint ratio disabled because Flow* GNUPLOT boxes are segment boxes, not final-time endpoint boxes"
flowstar_rem1e-4_cut1e-10_h0p01_s10_o2,van_der_pol,0.01,10,0.10000000000000001,2,rem1e-4_cut1e-10,dependency_preserving,failed,validated,false,,false,,false,,"endpoint ratio disabled because Flow* GNUPLOT boxes are segment boxes, not final-time endpoint boxes"
flowstar_rem1e-10_cut1e-15_h0p0025_s10_o8,van_der_pol,0.0025000000000000001,10,0.025000000000000001,8,rem1e-10_cut1e-15,range_only,completed,validated,true,1.0435607171356178,true,1.0325273555652099,false,,"endpoint ratio disabled because Flow* GNUPLOT boxes are segment boxes, not final-time endpoint boxes"
flowstar_rem1e-10_cut1e-15_h0p0025_s10_o8,van_der_pol,0.0025000000000000001,10,0.025000000000000001,8,rem1e-10_cut1e-15,dependency_preserving,completed,validated,true,1.0519598484899479,true,1.0354248780694963,false,,"endpoint ratio disabled because Flow* GNUPLOT boxes are segment boxes, not final-time endpoint boxes"
