plant,step,view,range_kind,state,t_start_exact,t_end_exact,t_start,t_end,duration,old_lo,old_hi,old_width,old_role,repaired_lo,repaired_hi,repaired_width,repaired_role,flowstar_lo,flowstar_hi,flowstar_width,flowstar_role,repaired_vs_old,repaired_vs_old_absolute_width_difference,repaired_vs_old_lower_shift,repaired_vs_old_upper_shift,repaired_vs_old_center_shift,repaired_vs_flowstar,repaired_vs_flowstar_absolute_width_difference,repaired_vs_flowstar_lower_shift,repaired_vs_flowstar_upper_shift,repaired_vs_flowstar_center_shift,engineering_width_alert
van_der_pol,2,published,tube,x,5764607523034235/576460752303423488,5764607523034235/288230376151711744,0.01,0.02,0.01,1.1226097159630979,1.4487148700898638,0.3261051541267659,OLD_UNREPAIRED_ARCHIVE,1.1226097159630968,1.4487148700898649,0.3261051541267681,FRESH_ENDPOINT_REPAIRED,1.1226107133052416,1.4487062454923219,0.3260955321870802,REUSED_MATCHED_REFERENCE,1.0000000000000069,2.220446049250313e-15,-1.1102230246251565e-15,1.1102230246251565e-15,-1.1102230246251565e-16,1.0000295065057265,9.621939687898262e-06,-9.973421448705722e-07,8.62459754302769e-06,3.8136276989675366e-06,False
van_der_pol,2,published,tube,y,5764607523034235/576460752303423488,5764607523034235/288230376151711744,0.01,0.02,0.01,2.2722433102803747,2.445463886235782,0.17322057595540707,OLD_UNREPAIRED_ARCHIVE,2.272243310280373,2.4454638862357836,0.17322057595541063,FRESH_ENDPOINT_REPAIRED,2.2724597686750965,2.4447769972075406,0.17231722853244413,REUSED_MATCHED_REFERENCE,1.0000000000000204,3.552713678800501e-15,-1.7763568394002505e-15,1.7763568394002505e-15,2.220446049250313e-16,1.0052423511604727,0.000903347422966494,-0.00021645839472350659,0.0006868890282429874,0.00023521531675996243,False
van_der_pol,2,common,endpoint,x,5764607523034235/576460752303423488,5764607523034235/288230376151711744,0.01,0.02,0.01,1.1464521782433652,1.4484647162429063,0.3020125379995411,OLD_UNREPAIRED_ARCHIVE,1.1464521782433632,1.4484647162429083,0.3020125379995451,FRESH_ENDPOINT_REPAIRED,1.1463431119514707,1.4485661552794034,0.3022230433279327,REUSED_MATCHED_REFERENCE,1.0000000000000133,3.9968028886505635e-15,-1.9984014443252818e-15,1.9984014443252818e-15,-1.1102230246251565e-16,0.9993034769087438,-0.00021050532838762237,0.00010906629189255668,-0.00010143903649506569,3.8136276986344697e-06,False
van_der_pol,2,common,endpoint,y,5764607523034235/576460752303423488,5764607523034235/288230376151711744,0.01,0.02,0.01,2.2731231696448573,2.416321914175904,0.14319874453104653,OLD_UNREPAIRED_ARCHIVE,2.273123169644853,2.4163219141759074,0.14319874453105452,FRESH_ENDPOINT_REPAIRED,2.2724658503975617,2.416508802789679,0.1440429523921174,REUSED_MATCHED_REFERENCE,1.0000000000000557,7.993605777301127e-15,-4.440892098500626e-15,3.552713678800501e-15,-4.440892098500626e-16,0.9941391935735616,-0.0008442078610628734,0.0006573192472911771,-0.0001868886137716963,0.0002352153167597404,False
van_der_pol,2,common,tube,x,5764607523034235/576460752303423488,5764607523034235/288230376151711744,0.01,0.02,0.01,1.1226097159631008,1.4487148700898609,0.3261051541267601,OLD_UNREPAIRED_ARCHIVE,1.1226097159630999,1.448714870089862,0.3261051541267621,FRESH_ENDPOINT_REPAIRED,1.1226107133052436,1.4487062454923203,0.32609553218707665,REUSED_MATCHED_REFERENCE,1.0000000000000062,1.9984014443252818e-15,-8.881784197001252e-16,1.1102230246251565e-15,1.1102230246251565e-16,1.0000295065057192,9.621939685455771e-06,-9.973421437603491e-07,8.624597541695422e-06,3.8136276989675366e-06,False
van_der_pol,2,common,tube,y,5764607523034235/576460752303423488,5764607523034235/288230376151711744,0.01,0.02,0.01,2.2722433102803836,2.4454638862357734,0.17322057595538976,OLD_UNREPAIRED_ARCHIVE,2.272243310280382,2.445463886235775,0.1732205759553933,FRESH_ENDPOINT_REPAIRED,2.2724597686751014,2.444776997207536,0.1723172285324348,REUSED_MATCHED_REFERENCE,1.0000000000000204,3.552713678800501e-15,-1.7763568394002505e-15,1.7763568394002505e-15,0.0,1.0052423511604265,0.0009033474229585003,-0.00021645839471950978,0.0006868890282389906,0.0002352153167597404,False
van_der_pol,3,published,endpoint,x,5764607523034235/288230376151711744,17293822569102705/576460752303423488,0.02,0.03,0.01,1.1692991837699942,1.4722224120674756,0.3029232282974814,OLD_UNREPAIRED_ARCHIVE,1.169299183769991,1.4722224120674787,0.30292322829748763,FRESH_ENDPOINT_REPAIRED,1.1691929175038327,1.4723117788675828,0.3031188613637501,REUSED_MATCHED_REFERENCE,1.0000000000000204,6.217248937900877e-15,-3.1086244689504383e-15,3.1086244689504383e-15,1.1102230246251565e-16,0.9993545994947912,-0.00019563306626246835,0.00010626626615839463,-8.936680010407372e-05,8.449733027271478e-06,False
van_der_pol,3,published,endpoint,y,5764607523034235/288230376151711744,17293822569102705/576460752303423488,0.02,0.03,0.01,2.232608268388223,2.397391785602934,0.16478351721471096,OLD_UNREPAIRED_ARCHIVE,2.2326082683882165,2.3973917856029403,0.16478351721472384,FRESH_ENDPOINT_REPAIRED,2.231946057295328,2.397168893183668,0.1652228358883403,REUSED_MATCHED_REFERENCE,1.0000000000000782,1.2878587085651816e-14,-6.661338147750939e-15,6.217248937900877e-15,0.0,0.9973410535459314,-0.00043931867361646226,0.0006622110928886649,0.0002228924192722026,0.0004425517560806558,False
van_der_pol,3,published,tube,x,5764607523034235/288230376151711744,17293822569102705/576460752303423488,0.02,0.03,0.01,1.1457373601189869,1.4724818959778545,0.32674453585886765,OLD_UNREPAIRED_ARCHIVE,1.145737360118985,1.4724818959778565,0.3267445358588714,FRESH_ENDPOINT_REPAIRED,1.1457431379969436,1.4724592186338434,0.32671608063689983,REUSED_MATCHED_REFERENCE,1.0000000000000115,3.774758283725532e-15,-1.7763568394002505e-15,1.9984014443252818e-15,0.0,1.0000870946477936,2.845522197159056e-05,-5.777877958523803e-06,2.2677344013066758e-05,8.449733027160455e-06,False
van_der_pol,3,published,tube,y,5764607523034235/288230376151711744,17293822569102705/576460752303423488,0.02,0.03,0.01,2.2314728909885884,2.428252117926986,0.19677922693839767,OLD_UNREPAIRED_ARCHIVE,2.231472890988584,2.4282521179269905,0.19677922693840655,FRESH_ENDPOINT_REPAIRED,2.231939186711062,2.4269007186923512,0.1949615319812894,REUSED_MATCHED_REFERENCE,1.000000000000045,8.881784197001252e-15,-4.440892098500626e-15,4.440892098500626e-15,-2.220446049250313e-16,1.0093233518358462,0.0018176949571171441,-0.0004662957224779163,0.0013513992346392278,0.00044255175608043373,False
van_der_pol,3,common,endpoint,x,5764607523034235/288230376151711744,17293822569102705/576460752303423488,0.02,0.03,0.01,1.1692991837699953,1.4722224120674745,0.3029232282974792,OLD_UNREPAIRED_ARCHIVE,1.1692991837699924,1.4722224120674774,0.30292322829748497,FRESH_ENDPOINT_REPAIRED,1.169192917503835,1.4723117788675808,0.3031188613637459,REUSED_MATCHED_REFERENCE,1.000000000000019,5.773159728050814e-15,-2.886579864025407e-15,2.886579864025407e-15,1.1102230246251565e-16,0.9993545994947963,-0.00019563306626091403,0.00010626626615750645,-8.936680010340758e-05,8.449733027160455e-06,False
van_der_pol,3,common,endpoint,y,5764607523034235/288230376151711744,17293822569102705/576460752303423488,0.02,0.03,0.01,2.232608268388226,2.397391785602931,0.1647835172147052,OLD_UNREPAIRED_ARCHIVE,2.23260826838822,2.397391785602937,0.16478351721471718,FRESH_ENDPOINT_REPAIRED,2.231946057295334,2.3971688931836628,0.16522283588832876,REUSED_MATCHED_REFERENCE,1.0000000000000728,1.199040866595169e-14,-5.773159728050814e-15,6.217248937900877e-15,2.220446049250313e-16,0.9973410535459608,-0.0004393186736115773,0.0006622110928860003,0.00022289241927442305,0.0004425517560802117,False
van_der_pol,3,common,tube,x,5764607523034235/288230376151711744,17293822569102705/576460752303423488,0.02,0.03,0.01,1.1457373601189895,1.4724818959778518,0.3267445358588623,OLD_UNREPAIRED_ARCHIVE,1.1457373601189877,1.4724818959778538,0.3267445358588661,FRESH_ENDPOINT_REPAIRED,1.1457431379969456,1.4724592186338417,0.32671608063689606,REUSED_MATCHED_REFERENCE,1.0000000000000115,3.774758283725532e-15,-1.7763568394002505e-15,1.9984014443252818e-15,0.0,1.0000870946477889,2.845522197003625e-05,-5.777877957857669e-06,2.267734401217858e-05,8.449733027049433e-06,False
van_der_pol,3,common,tube,y,5764607523034235/288230376151711744,17293822569102705/576460752303423488,0.02,0.03,0.01,2.2314728909885964,2.428252117926978,0.19677922693838168,OLD_UNREPAIRED_ARCHIVE,2.231472890988592,2.428252117926982,0.19677922693839012,FRESH_ENDPOINT_REPAIRED,2.2319391867110676,2.4269007186923464,0.19496153198127875,REUSED_MATCHED_REFERENCE,1.0000000000000429,8.43769498715119e-15,-4.440892098500626e-15,3.9968028886505635e-15,-2.220446049250313e-16,1.0093233518358171,0.001817694957111371,-0.00046629572247569584,0.0013513992346356751,0.00044255175607998964,False
van_der_pol,4,published,endpoint,x,17293822569102705/576460752303423488,5764607523034235/144115188075855872,0.03,0.04,0.01,1.1919455475319523,1.495571976711188,0.30362642917923566,OLD_UNREPAIRED_ARCHIVE,1.1919455475319485,1.4955719767111917,0.3036264291792432,FRESH_ENDPOINT_REPAIRED,1.1918492965049803,1.4956431416759428,0.30379384517096253,REUSED_MATCHED_REFERENCE,1.0000000000000249,7.549516567451064e-15,-3.774758283725532e-15,3.774758283725532e-15,0.0,0.9994489157881882,-0.00016741599171932187,9.62510269681971e-05,-7.116496475112477e-05,1.2543031108536162e-05,False
van_der_pol,4,published,endpoint,y,17293822569102705/576460752303423488,5764607523034235/144115188075855872,0.03,0.04,0.01,2.1908615046353193,2.376853537919155,0.18599203328383584,OLD_UNREPAIRED_ARCHIVE,2.1908615046353117,2.3768535379191627,0.18599203328385094,FRESH_ENDPOINT_REPAIRED,2.1902037504755008,2.376266198393525,0.18606244791802418,REUSED_MATCHED_REFERENCE,1.0000000000000813,1.509903313490213e-14,-7.549516567451064e-15,7.549516567451064e-15,0.0,0.9996215537581004,-7.041463417323257e-05,0.0006577541598109526,0.0005873395256377201,0.0006225468427243364,False
van_der_pol,4,published,tube,x,17293822569102705/576460752303423488,5764607523034235/144115188075855872,0.03,0.04,0.01,1.1686790593434002,1.4958405143445466,0.32716145500114635,OLD_UNREPAIRED_ARCHIVE,1.168679059343397,1.4958405143445497,0.32716145500115257,FRESH_ENDPOINT_REPAIRED,1.1686967646289599,1.4957977229967694,0.3271009583678095,REUSED_MATCHED_REFERENCE,1.000000000000019,6.217248937900877e-15,-3.1086244689504383e-15,3.1086244689504383e-15,0.0,1.0001849478939009,6.049663334306565e-05,-1.770528556277462e-05,4.2791347780291034e-05,1.2543031108758207e-05,False
van_der_pol,4,published,tube,y,17293822569102705/576460752303423488,5764607523034235/144115188075855872,0.03,0.04,0.01,2.189446474537791,2.4094140128925225,0.21996753835473148,OLD_UNREPAIRED_ARCHIVE,2.189446474537785,2.4094140128925283,0.21996753835474347,FRESH_ENDPOINT_REPAIRED,2.190196120195671,2.4074192735491935,0.2172231533535225,REUSED_MATCHED_REFERENCE,1.0000000000000544,1.199040866595169e-14,-6.217248937900877e-15,5.773159728050814e-15,-2.220446049250313e-16,1.0126339432921987,0.0027443850012209836,-0.0007496456578861554,0.001994739343334828,0.0006225468427243364,False
van_der_pol,4,common,endpoint,x,17293822569102705/576460752303423488,5764607523034235/144115188075855872,0.03,0.04,0.01,1.1919455475319534,1.4955719767111868,0.30362642917923344,OLD_UNREPAIRED_ARCHIVE,1.1919455475319496,1.4955719767111906,0.303626429179241,FRESH_ENDPOINT_REPAIRED,1.1918492965049823,1.4956431416759406,0.3037938451709583,REUSED_MATCHED_REFERENCE,1.0000000000000249,7.549516567451064e-15,-3.774758283725532e-15,3.774758283725532e-15,0.0,0.9994489157881947,-0.00016741599171732346,9.625102696730892e-05,-7.116496475001455e-05,1.2543031108647185e-05,False
van_der_pol,4,common,endpoint,y,17293822569102705/576460752303423488,5764607523034235/144115188075855872,0.03,0.04,0.01,2.1908615046353224,2.376853537919152,0.18599203328382963,OLD_UNREPAIRED_ARCHIVE,2.1908615046353144,2.37685353791916,0.18599203328384561,FRESH_ENDPOINT_REPAIRED,2.1902037504755056,2.3762661983935196,0.18606244791801396,REUSED_MATCHED_REFERENCE,1.000000000000086,1.5987211554602254e-14,-7.993605777301127e-15,7.993605777301127e-15,0.0,0.9996215537581266,-7.041463416834759e-05,0.0006577541598087322,0.0005873395256403846,0.0006225468427245584,False
van_der_pol,4,common,tube,x,17293822569102705/576460752303423488,5764607523034235/144115188075855872,0.03,0.04,0.01,1.1686790593434033,1.4958405143445437,0.32716145500114036,OLD_UNREPAIRED_ARCHIVE,1.1686790593434004,1.4958405143445466,0.32716145500114613,FRESH_ENDPOINT_REPAIRED,1.1686967646289619,1.4957977229967676,0.3271009583678057,REUSED_MATCHED_REFERENCE,1.0000000000000175,5.773159728050814e-15,-2.886579864025407e-15,2.886579864025407e-15,1.1102230246251565e-16,1.0001849478938927,6.049663334040112e-05,-1.7705285561442352e-05,4.2791347778958766e-05,1.254303110886923e-05,False
van_der_pol,4,common,tube,y,17293822569102705/576460752303423488,5764607523034235/144115188075855872,0.03,0.04,0.01,2.189446474537799,2.4094140128925146,0.2199675383547155,OLD_UNREPAIRED_ARCHIVE,2.189446474537793,2.409414012892521,0.21996753835472838,FRESH_ENDPOINT_REPAIRED,2.190196120195676,2.4074192735491886,0.21722315335351272,REUSED_MATCHED_REFERENCE,1.0000000000000586,1.2878587085651816e-14,-6.217248937900877e-15,6.661338147750939e-15,2.220446049250313e-16,1.0126339432921747,0.0027443850012156545,-0.0007496456578830468,0.0019947393433326077,0.0006225468427247804,False
van_der_pol,5,published,endpoint,x,5764607523034235/144115188075855872,28823037615171175/576460752303423488,0.04,0.05,0.01,1.2143781285561062,1.518498602423068,0.30412047386696184,OLD_UNREPAIRED_ARCHIVE,1.2143781285561015,1.5184986024230727,0.30412047386697116,FRESH_ENDPOINT_REPAIRED,1.2142984707392765,1.5185461131165066,0.30424764237723,REUSED_MATCHED_REFERENCE,1.0000000000000306,9.325873406851315e-15,-4.6629367034256575e-15,4.6629367034256575e-15,0.0,0.9995820230215583,-0.000127168510258846,7.965781682495177e-05,-4.7510693433894247e-05,1.607356169552876e-05,False
van_der_pol,5,published,endpoint,y,5764607523034235/144115188075855872,28823037615171175/576460752303423488,0.04,0.05,0.01,2.1479646311394713,2.3547190955783996,0.2067544644389283,OLD_UNREPAIRED_ARCHIVE,2.147964631139461,2.35471909557841,0.20675446443894874,FRESH_ENDPOINT_REPAIRED,2.1473124116960975,2.353822497370698,0.2065100856746005,REUSED_MATCHED_REFERENCE,1.0000000000000988,2.042810365310288e-14,-1.021405182655144e-14,1.021405182655144e-14,0.0,1.0011833744756335,0.0002443787643482409,0.0006522194433635775,0.0008965982077118184,0.000774408825537698,False
van_der_pol,5,published,tube,x,5764607523034235/144115188075855872,28823037615171175/576460752303423488,0.04,0.05,0.01,1.1914212583337127,1.5187758855599627,0.32735462722625,OLD_UNREPAIRED_ARCHIVE,1.1914212583337087,1.5187758855599667,0.32735462722625797,FRESH_ENDPOINT_REPAIRED,1.19145739147728,1.5187076052930044,0.3272502138157245,REUSED_MATCHED_REFERENCE,1.0000000000000244,7.993605777301127e-15,-3.9968028886505635e-15,3.9968028886505635e-15,1.1102230246251565e-16,1.0003190629253256,0.00010441341053346598,-3.613314357120423e-05,6.828026696226175e-05,1.6073561695639782e-05,False
van_der_pol,5,published,tube,y,5764607523034235/144115188075855872,28823037615171175/576460752303423488,0.04,0.05,0.01,2.1462471262631317,2.3889556792750843,0.2427085530119526,OLD_UNREPAIRED_ARCHIVE,2.146247126263123,2.3889556792750932,0.24270855301197036,FRESH_ENDPOINT_REPAIRED,2.147304056583769,2.3863499313033714,0.23904587471960248,REUSED_MATCHED_REFERENCE,1.0000000000000733,1.7763568394002505e-14,-8.881784197001252e-15,8.881784197001252e-15,-2.220446049250313e-16,1.0153220727890166,0.0036626782923678824,-0.0010569303206460212,0.0026057479717218612,0.000774408825537698,False
van_der_pol,5,common,endpoint,x,5764607523034235/144115188075855872,28823037615171175/576460752303423488,0.04,0.05,0.01,1.2143781285561075,1.5184986024230667,0.3041204738669592,OLD_UNREPAIRED_ARCHIVE,1.2143781285561026,1.5184986024230716,0.30412047386696894,FRESH_ENDPOINT_REPAIRED,1.2142984707392785,1.518546113116505,0.30424764237722646,REUSED_MATCHED_REFERENCE,1.0000000000000322,9.769962616701378e-15,-4.884981308350689e-15,4.884981308350689e-15,0.0,0.9995820230215626,-0.00012716851025751374,7.965781682406359e-05,-4.751069343345016e-05,1.6073561695306715e-05,False
van_der_pol,5,common,endpoint,y,5764607523034235/144115188075855872,28823037615171175/576460752303423488,0.04,0.05,0.01,2.1479646311394744,2.3547190955783965,0.2067544644389221,OLD_UNREPAIRED_ARCHIVE,2.1479646311394642,2.3547190955784068,0.20675446443894252,FRESH_ENDPOINT_REPAIRED,2.147312411696103,2.3538224973706923,0.2065100856745894,REUSED_MATCHED_REFERENCE,1.0000000000000988,2.042810365310288e-14,-1.021405182655144e-14,1.021405182655144e-14,0.0,1.0011833744756573,0.0002443787643531259,0.0006522194433613571,0.000896598207714483,0.00077440882553792,False
van_der_pol,5,common,tube,x,5764607523034235/144115188075855872,28823037615171175/576460752303423488,0.04,0.05,0.01,1.1914212583337156,1.5187758855599598,0.3273546272262442,OLD_UNREPAIRED_ARCHIVE,1.1914212583337116,1.5187758855599638,0.3273546272262522,FRESH_ENDPOINT_REPAIRED,1.1914573914772817,1.518707605293003,0.3272502138157214,REUSED_MATCHED_REFERENCE,1.0000000000000244,7.993605777301127e-15,-3.9968028886505635e-15,3.9968028886505635e-15,1.1102230246251565e-16,1.0003190629253174,0.00010441341053080144,-3.6133143570094006e-05,6.828026696070744e-05,1.6073561695417737e-05,False
van_der_pol,5,common,tube,y,5764607523034235/144115188075855872,28823037615171175/576460752303423488,0.04,0.05,0.01,2.1462471262631397,2.3889556792750772,0.2427085530119375,OLD_UNREPAIRED_ARCHIVE,2.1462471262631313,2.3889556792750857,0.24270855301195438,FRESH_ENDPOINT_REPAIRED,2.1473040565837738,2.386349931303366,0.23904587471959227,REUSED_MATCHED_REFERENCE,1.0000000000000695,1.687538997430238e-14,-8.43769498715119e-15,8.43769498715119e-15,2.220446049250313e-16,1.0153220727889931,0.0036626782923621093,-0.0010569303206424685,0.002605747971719641,0.0007744088255388082,False
van_der_pol,6,published,endpoint,x,28823037615171175/576460752303423488,17293822569102705/288230376151711744,0.05,0.06,0.01,1.2365839762055224,1.5409882714534004,0.30440429524787804,OLD_UNREPAIRED_ARCHIVE,1.2365839762055164,1.5409882714534062,0.3044042952478898,FRESH_ENDPOINT_REPAIRED,1.236511256466192,1.5410071400266103,0.30449588356041835,REUSED_MATCHED_REFERENCE,1.0000000000000386,1.176836406102666e-14,-5.995204332975845e-15,5.773159728050814e-15,0.0,0.9996992132981977,-9.158831252853439e-05,7.271973932443387e-05,-1.8868573204100514e-05,2.6925583060277702e-05,False
van_der_pol,6,published,endpoint,y,28823037615171175/576460752303423488,17293822569102705/288230376151711744,0.05,0.06,0.01,2.1040025077139726,2.331005842770972,0.22700333505699932,OLD_UNREPAIRED_ARCHIVE,2.1040025077139606,2.331005842770984,0.2270033350570233,FRESH_ENDPOINT_REPAIRED,2.1033598012852854,2.329855852165955,0.22649605088066949,REUSED_MATCHED_REFERENCE,1.0000000000001057,2.398081733190338e-14,-1.199040866595169e-14,1.199040866595169e-14,-2.220446049250313e-16,1.0022397042879174,0.0005072841763538172,0.0006427064286751438,0.001149990605028961,0.0008963485168518304,False
van_der_pol,6,published,tube,x,28823037615171175/576460752303423488,17293822569102705/288230376151711744,0.05,0.06,0.01,1.2139505470622431,1.5412739610777924,0.3273234140155492,OLD_UNREPAIRED_ARCHIVE,1.213950547062238,1.5412739610777975,0.3273234140155594,FRESH_ENDPOINT_REPAIRED,1.213995366254978,1.541175290718937,0.32717992446395905,REUSED_MATCHED_REFERENCE,1.0000000000000313,1.021405182655144e-14,-5.10702591327572e-15,5.10702591327572e-15,0.0,1.0004385646577658,0.00014348955160037313,-4.4819192740019886e-05,9.867035886035325e-05,2.692558306016668e-05,False
van_der_pol,6,published,tube,y,28823037615171175/576460752303423488,17293822569102705/288230376151711744,0.05,0.06,0.01,2.1019612439955186,2.3668886766635353,0.26492743266801666,OLD_UNREPAIRED_ARCHIVE,2.101961243995508,2.366888676663546,0.264927432668038,FRESH_ENDPOINT_REPAIRED,2.103350761590928,2.363706462034422,0.260355700443494,REUSED_MATCHED_REFERENCE,1.0000000000000804,2.1316282072803006e-14,-1.0658141036401503e-14,1.0658141036401503e-14,-2.220446049250313e-16,1.017559562616668,0.0045717322245439895,-0.0013895175954199424,0.003182214629124047,0.0008963485168518304,False
van_der_pol,6,common,endpoint,x,28823037615171175/576460752303423488,17293822569102705/288230376151711744,0.05,0.06,0.01,1.2365839762055235,1.5409882714533991,0.3044042952478756,OLD_UNREPAIRED_ARCHIVE,1.2365839762055177,1.5409882714534051,0.30440429524788737,FRESH_ENDPOINT_REPAIRED,1.2365112564661938,1.5410071400266092,0.30449588356041546,REUSED_MATCHED_REFERENCE,1.0000000000000386,1.176836406102666e-14,-5.773159728050814e-15,5.995204332975845e-15,1.1102230246251565e-16,0.9996992132981991,-9.15883125280903e-05,7.271973932398978e-05,-1.8868573204100514e-05,2.6925583059944636e-05,False
