plant,step,history_length,history_length_after,category,label,seconds,calls,interval_constructions,tensor_outputs,explicit_copy_events,step_seconds,boundary_sum_seconds,nonboundary_seconds,pass_kind
van_der_pol,1,0,1,A,representation_and_coefficients,0.011699771974235773,120,5,,,0.42519452422857285,0.11235832329839468,0.31283620093017817,exclusive_wall_timer
van_der_pol,1,0,1,B,point_substitution,0.001043105497956276,3,0,,,0.42519452422857285,0.11235832329839468,0.31283620093017817,exclusive_wall_timer
van_der_pol,1,0,1,C,endpoint_error_and_ledger,0.011667821556329727,7,14,,,0.42519452422857285,0.11235832329839468,0.31283620093017817,exclusive_wall_timer
van_der_pol,1,0,1,D,polynomial_interval_range,0.0568413189612329,116,1047,,,0.42519452422857285,0.11235832329839468,0.31283620093017817,exclusive_wall_timer
van_der_pol,1,0,1,E,composition_and_cutoff,0.02292007114738226,91,240,,,0.42519452422857285,0.11235832329839468,0.31283620093017817,exclusive_wall_timer
van_der_pol,1,0,1,F,center_scale_and_maps,0.001288930419832468,5,4,,,0.42519452422857285,0.11235832329839468,0.31283620093017817,exclusive_wall_timer
van_der_pol,1,0,1,G,history_checks_pack_propagate_commit,0.003487357869744301,24,22,,,0.42519452422857285,0.11235832329839468,0.31283620093017817,exclusive_wall_timer
van_der_pol,1,0,1,H,other_boundary,0.003409945871680975,1,34,,,0.42519452422857285,0.11235832329839468,0.31283620093017817,exclusive_wall_timer
van_der_pol,1,0,1,outside_boundary,nonboundary_or_unattributed,0.31283620093017817,0,101,,,0.42519452422857285,0.11235832329839468,0.31283620093017817,exclusive_wall_timer
van_der_pol,2,1,2,A,representation_and_coefficients,0.015828941483050585,112,5,,,0.5262794881127775,0.21546050626784563,0.31081898184493184,exclusive_wall_timer
van_der_pol,2,1,2,B,point_substitution,0.0005371146835386753,3,0,,,0.5262794881127775,0.21546050626784563,0.31081898184493184,exclusive_wall_timer
van_der_pol,2,1,2,C,endpoint_error_and_ledger,0.012115530669689178,7,14,,,0.5262794881127775,0.21546050626784563,0.31081898184493184,exclusive_wall_timer
van_der_pol,2,1,2,D,polynomial_interval_range,0.14537208108231425,113,2591,,,0.5262794881127775,0.21546050626784563,0.31081898184493184,exclusive_wall_timer
van_der_pol,2,1,2,E,composition_and_cutoff,0.03188969288021326,75,488,,,0.5262794881127775,0.21546050626784563,0.31081898184493184,exclusive_wall_timer
van_der_pol,2,1,2,F,center_scale_and_maps,0.001499552745372057,5,4,,,0.5262794881127775,0.21546050626784563,0.31081898184493184,exclusive_wall_timer
van_der_pol,2,1,2,G,history_checks_pack_propagate_commit,0.004892481490969658,30,24,,,0.5262794881127775,0.21546050626784563,0.31081898184493184,exclusive_wall_timer
van_der_pol,2,1,2,H,other_boundary,0.0033251112326979637,1,34,,,0.5262794881127775,0.21546050626784563,0.31081898184493184,exclusive_wall_timer
van_der_pol,2,1,2,outside_boundary,nonboundary_or_unattributed,0.31081898184493184,0,101,,,0.5262794881127775,0.21546050626784563,0.31081898184493184,exclusive_wall_timer
van_der_pol,3,2,3,A,representation_and_coefficients,0.019421284087002277,114,5,,,0.6022756020538509,0.29679721035063267,0.3054783917032182,exclusive_wall_timer
van_der_pol,3,2,3,B,point_substitution,0.0004982617683708668,3,0,,,0.6022756020538509,0.29679721035063267,0.3054783917032182,exclusive_wall_timer
van_der_pol,3,2,3,C,endpoint_error_and_ledger,0.011169625911861658,7,14,,,0.6022756020538509,0.29679721035063267,0.3054783917032182,exclusive_wall_timer
van_der_pol,3,2,3,D,polynomial_interval_range,0.21422996278852224,115,3669,,,0.6022756020538509,0.29679721035063267,0.3054783917032182,exclusive_wall_timer
van_der_pol,3,2,3,E,composition_and_cutoff,0.04130786098539829,75,662,,,0.6022756020538509,0.29679721035063267,0.3054783917032182,exclusive_wall_timer
van_der_pol,3,2,3,F,center_scale_and_maps,0.0015853787772357464,5,4,,,0.6022756020538509,0.29679721035063267,0.3054783917032182,exclusive_wall_timer
van_der_pol,3,2,3,G,history_checks_pack_propagate_commit,0.0053386325016617775,30,28,,,0.6022756020538509,0.29679721035063267,0.3054783917032182,exclusive_wall_timer
van_der_pol,3,2,3,H,other_boundary,0.0032462035305798054,1,34,,,0.6022756020538509,0.29679721035063267,0.3054783917032182,exclusive_wall_timer
van_der_pol,3,2,3,outside_boundary,nonboundary_or_unattributed,0.3054783917032182,0,101,,,0.6022756020538509,0.29679721035063267,0.3054783917032182,exclusive_wall_timer
van_der_pol,4,3,4,A,representation_and_coefficients,0.019741602707654238,114,5,,,0.6179489339701831,0.30725375982001424,0.3106951741501689,exclusive_wall_timer
van_der_pol,4,3,4,B,point_substitution,0.0004924130626022816,3,0,,,0.6179489339701831,0.30725375982001424,0.3106951741501689,exclusive_wall_timer
van_der_pol,4,3,4,C,endpoint_error_and_ledger,0.011528919450938702,7,14,,,0.6179489339701831,0.30725375982001424,0.3106951741501689,exclusive_wall_timer
van_der_pol,4,3,4,D,polynomial_interval_range,0.22246038960292935,115,3893,,,0.6179489339701831,0.30725375982001424,0.3106951741501689,exclusive_wall_timer
van_der_pol,4,3,4,E,composition_and_cutoff,0.0426481319591403,75,682,,,0.6179489339701831,0.30725375982001424,0.3106951741501689,exclusive_wall_timer
van_der_pol,4,3,4,F,center_scale_and_maps,0.0015435093082487583,5,4,,,0.6179489339701831,0.30725375982001424,0.3106951741501689,exclusive_wall_timer
van_der_pol,4,3,4,G,history_checks_pack_propagate_commit,0.005543242208659649,30,32,,,0.6179489339701831,0.30725375982001424,0.3106951741501689,exclusive_wall_timer
van_der_pol,4,3,4,H,other_boundary,0.0032955515198409557,1,34,,,0.6179489339701831,0.30725375982001424,0.3106951741501689,exclusive_wall_timer
van_der_pol,4,3,4,outside_boundary,nonboundary_or_unattributed,0.3106951741501689,0,101,,,0.6179489339701831,0.30725375982001424,0.3106951741501689,exclusive_wall_timer
van_der_pol,5,4,5,A,representation_and_coefficients,0.021111376117914915,114,5,,,0.6511769620701671,0.33348538959398866,0.3176915724761784,exclusive_wall_timer
van_der_pol,5,4,5,B,point_substitution,0.0005017374642193317,3,0,,,0.6511769620701671,0.33348538959398866,0.3176915724761784,exclusive_wall_timer
van_der_pol,5,4,5,C,endpoint_error_and_ledger,0.011279123835265636,7,14,,,0.6511769620701671,0.33348538959398866,0.3176915724761784,exclusive_wall_timer
van_der_pol,5,4,5,D,polynomial_interval_range,0.24419299000874162,115,4108,,,0.6511769620701671,0.33348538959398866,0.3176915724761784,exclusive_wall_timer
van_der_pol,5,4,5,E,composition_and_cutoff,0.04514716286212206,75,692,,,0.6511769620701671,0.33348538959398866,0.3176915724761784,exclusive_wall_timer
van_der_pol,5,4,5,F,center_scale_and_maps,0.0016279169358313084,5,4,,,0.6511769620701671,0.33348538959398866,0.3176915724761784,exclusive_wall_timer
van_der_pol,5,4,5,G,history_checks_pack_propagate_commit,0.0062315273098647594,30,36,,,0.6511769620701671,0.33348538959398866,0.3176915724761784,exclusive_wall_timer
van_der_pol,5,4,5,H,other_boundary,0.00339355506002903,1,34,,,0.6511769620701671,0.33348538959398866,0.3176915724761784,exclusive_wall_timer
van_der_pol,5,4,5,outside_boundary,nonboundary_or_unattributed,0.3176915724761784,0,101,,,0.6511769620701671,0.33348538959398866,0.3176915724761784,exclusive_wall_timer
van_der_pol,6,5,6,A,representation_and_coefficients,0.021139273885637522,113,5,,,0.645575487986207,0.33807037118822336,0.30750511679798365,exclusive_wall_timer
van_der_pol,6,5,6,B,point_substitution,0.00050703389570117,3,0,,,0.645575487986207,0.33807037118822336,0.30750511679798365,exclusive_wall_timer
van_der_pol,6,5,6,C,endpoint_error_and_ledger,0.011575581040233374,7,14,,,0.645575487986207,0.33807037118822336,0.30750511679798365,exclusive_wall_timer
van_der_pol,6,5,6,D,polynomial_interval_range,0.24889813549816608,114,4238,,,0.645575487986207,0.33807037118822336,0.30750511679798365,exclusive_wall_timer
van_der_pol,6,5,6,E,composition_and_cutoff,0.044538430869579315,75,703,,,0.645575487986207,0.33807037118822336,0.30750511679798365,exclusive_wall_timer
van_der_pol,6,5,6,F,center_scale_and_maps,0.0016632452607154846,5,4,,,0.645575487986207,0.33807037118822336,0.30750511679798365,exclusive_wall_timer
van_der_pol,6,5,6,G,history_checks_pack_propagate_commit,0.006534664425998926,30,40,,,0.645575487986207,0.33807037118822336,0.30750511679798365,exclusive_wall_timer
van_der_pol,6,5,6,H,other_boundary,0.0032140063121914864,1,34,,,0.645575487986207,0.33807037118822336,0.30750511679798365,exclusive_wall_timer
van_der_pol,6,5,6,outside_boundary,nonboundary_or_unattributed,0.30750511679798365,0,101,,,0.645575487986207,0.33807037118822336,0.30750511679798365,exclusive_wall_timer
van_der_pol,7,6,7,A,representation_and_coefficients,0.02157439012080431,114,5,,,0.6566649489104748,0.34921530121937394,0.30744964769110084,exclusive_wall_timer
van_der_pol,7,6,7,B,point_substitution,0.0004818541929125786,3,0,,,0.6566649489104748,0.34921530121937394,0.30744964769110084,exclusive_wall_timer
van_der_pol,7,6,7,C,endpoint_error_and_ledger,0.011090666055679321,7,14,,,0.6566649489104748,0.34921530121937394,0.30744964769110084,exclusive_wall_timer
van_der_pol,7,6,7,D,polynomial_interval_range,0.25830300292000175,115,4437,,,0.6566649489104748,0.34921530121937394,0.30744964769110084,exclusive_wall_timer
van_der_pol,7,6,7,E,composition_and_cutoff,0.046037791296839714,75,738,,,0.6566649489104748,0.34921530121937394,0.30744964769110084,exclusive_wall_timer
van_der_pol,7,6,7,F,center_scale_and_maps,0.0015871194191277027,5,4,,,0.6566649489104748,0.34921530121937394,0.30744964769110084,exclusive_wall_timer
van_der_pol,7,6,7,G,history_checks_pack_propagate_commit,0.0069174086675047874,30,44,,,0.6566649489104748,0.34921530121937394,0.30744964769110084,exclusive_wall_timer
van_der_pol,7,6,7,H,other_boundary,0.0032230685465037823,1,34,,,0.6566649489104748,0.34921530121937394,0.30744964769110084,exclusive_wall_timer
van_der_pol,7,6,7,outside_boundary,nonboundary_or_unattributed,0.30744964769110084,0,101,,,0.6566649489104748,0.34921530121937394,0.30744964769110084,exclusive_wall_timer
van_der_pol,8,7,8,A,representation_and_coefficients,0.0216007805429399,114,5,,,0.6552146887406707,0.34750685933977365,0.307707829400897,exclusive_wall_timer
van_der_pol,8,7,8,B,point_substitution,0.0005085295997560024,3,0,,,0.6552146887406707,0.34750685933977365,0.307707829400897,exclusive_wall_timer
van_der_pol,8,7,8,C,endpoint_error_and_ledger,0.011348366271704435,7,14,,,0.6552146887406707,0.34750685933977365,0.307707829400897,exclusive_wall_timer
van_der_pol,8,7,8,D,polynomial_interval_range,0.2558834212832153,115,4461,,,0.6552146887406707,0.34750685933977365,0.307707829400897,exclusive_wall_timer
van_der_pol,8,7,8,E,composition_and_cutoff,0.0459507554769516,75,738,,,0.6552146887406707,0.34750685933977365,0.307707829400897,exclusive_wall_timer
van_der_pol,8,7,8,F,center_scale_and_maps,0.0016018012538552284,5,4,,,0.6552146887406707,0.34750685933977365,0.307707829400897,exclusive_wall_timer
van_der_pol,8,7,8,G,history_checks_pack_propagate_commit,0.007317449897527695,30,48,,,0.6552146887406707,0.34750685933977365,0.307707829400897,exclusive_wall_timer
van_der_pol,8,7,8,H,other_boundary,0.003295755013823509,1,34,,,0.6552146887406707,0.34750685933977365,0.307707829400897,exclusive_wall_timer
van_der_pol,8,7,8,outside_boundary,nonboundary_or_unattributed,0.307707829400897,0,101,,,0.6552146887406707,0.34750685933977365,0.307707829400897,exclusive_wall_timer
van_der_pol,9,8,9,A,representation_and_coefficients,0.02243753708899021,114,5,,,0.667134216055274,0.3589108311571181,0.3082233848981559,exclusive_wall_timer
van_der_pol,9,8,9,B,point_substitution,0.0005593728274106979,3,0,,,0.667134216055274,0.3589108311571181,0.3082233848981559,exclusive_wall_timer
van_der_pol,9,8,9,C,endpoint_error_and_ledger,0.01165672019124031,7,14,,,0.667134216055274,0.3589108311571181,0.3082233848981559,exclusive_wall_timer
van_der_pol,9,8,9,D,polynomial_interval_range,0.26343266060575843,115,4461,,,0.667134216055274,0.3589108311571181,0.3082233848981559,exclusive_wall_timer
van_der_pol,9,8,9,E,composition_and_cutoff,0.047506464179605246,75,738,,,0.667134216055274,0.3589108311571181,0.3082233848981559,exclusive_wall_timer
van_der_pol,9,8,9,F,center_scale_and_maps,0.0016854023560881615,5,4,,,0.667134216055274,0.3589108311571181,0.3082233848981559,exclusive_wall_timer
van_der_pol,9,8,9,G,history_checks_pack_propagate_commit,0.008170131593942642,30,52,,,0.667134216055274,0.3589108311571181,0.3082233848981559,exclusive_wall_timer
van_der_pol,9,8,9,H,other_boundary,0.003462542314082384,1,34,,,0.667134216055274,0.3589108311571181,0.3082233848981559,exclusive_wall_timer
van_der_pol,9,8,9,outside_boundary,nonboundary_or_unattributed,0.3082233848981559,0,101,,,0.667134216055274,0.3589108311571181,0.3082233848981559,exclusive_wall_timer
van_der_pol,10,9,10,A,representation_and_coefficients,0.02180144563317299,114,5,,,0.664489776827395,0.3540034396573901,0.31048633717000484,exclusive_wall_timer
van_der_pol,10,9,10,B,point_substitution,0.0005247378721833229,3,0,,,0.664489776827395,0.3540034396573901,0.31048633717000484,exclusive_wall_timer
van_der_pol,10,9,10,C,endpoint_error_and_ledger,0.01140584796667099,7,14,,,0.664489776827395,0.3540034396573901,0.31048633717000484,exclusive_wall_timer
van_der_pol,10,9,10,D,polynomial_interval_range,0.26021792739629745,115,4460,,,0.664489776827395,0.3540034396573901,0.31048633717000484,exclusive_wall_timer
van_der_pol,10,9,10,E,composition_and_cutoff,0.04666319442912936,75,738,,,0.664489776827395,0.3540034396573901,0.31048633717000484,exclusive_wall_timer
van_der_pol,10,9,10,F,center_scale_and_maps,0.0016389084048569202,5,4,,,0.664489776827395,0.3540034396573901,0.31048633717000484,exclusive_wall_timer
van_der_pol,10,9,10,G,history_checks_pack_propagate_commit,0.00844524148851633,30,56,,,0.664489776827395,0.3540034396573901,0.31048633717000484,exclusive_wall_timer
van_der_pol,10,9,10,H,other_boundary,0.003306136466562748,1,34,,,0.664489776827395,0.3540034396573901,0.31048633717000484,exclusive_wall_timer
van_der_pol,10,9,10,outside_boundary,nonboundary_or_unattributed,0.31048633717000484,0,101,,,0.664489776827395,0.3540034396573901,0.31048633717000484,exclusive_wall_timer
van_der_pol,11,10,11,A,representation_and_coefficients,0.02218421222642064,113,5,,,0.6644626320339739,0.3567184475250542,0.3077441845089197,exclusive_wall_timer
van_der_pol,11,10,11,B,point_substitution,0.0005000336095690727,3,0,,,0.6644626320339739,0.3567184475250542,0.3077441845089197,exclusive_wall_timer
van_der_pol,11,10,11,C,endpoint_error_and_ledger,0.011325701605528593,7,14,,,0.6644626320339739,0.3567184475250542,0.3077441845089197,exclusive_wall_timer
van_der_pol,11,10,11,D,polynomial_interval_range,0.2625861531123519,114,4554,,,0.6644626320339739,0.3567184475250542,0.3077441845089197,exclusive_wall_timer
van_der_pol,11,10,11,E,composition_and_cutoff,0.04657817305997014,75,749,,,0.6644626320339739,0.3567184475250542,0.3077441845089197,exclusive_wall_timer
van_der_pol,11,10,11,F,center_scale_and_maps,0.0015636514872312546,5,4,,,0.6644626320339739,0.3567184475250542,0.3077441845089197,exclusive_wall_timer
van_der_pol,11,10,11,G,history_checks_pack_propagate_commit,0.00858467910438776,30,60,,,0.6644626320339739,0.3567184475250542,0.3077441845089197,exclusive_wall_timer
van_der_pol,11,10,11,H,other_boundary,0.00339584331959486,1,34,,,0.6644626320339739,0.3567184475250542,0.3077441845089197,exclusive_wall_timer
van_der_pol,11,10,11,outside_boundary,nonboundary_or_unattributed,0.3077441845089197,0,101,,,0.6644626320339739,0.3567184475250542,0.3077441845089197,exclusive_wall_timer
van_der_pol,12,11,12,A,representation_and_coefficients,0.02210687194019556,113,5,,,0.6685680779628456,0.36132938927039504,0.3072386886924505,exclusive_wall_timer
van_der_pol,12,11,12,B,point_substitution,0.0005126968026161194,3,0,,,0.6685680779628456,0.36132938927039504,0.3072386886924505,exclusive_wall_timer
van_der_pol,12,11,12,C,endpoint_error_and_ledger,0.011434291023761034,7,14,,,0.6685680779628456,0.36132938927039504,0.3072386886924505,exclusive_wall_timer
van_der_pol,12,11,12,D,polynomial_interval_range,0.26586289098486304,114,4552,,,0.6685680779628456,0.36132938927039504,0.3072386886924505,exclusive_wall_timer
van_der_pol,12,11,12,E,composition_and_cutoff,0.04711934784427285,75,749,,,0.6685680779628456,0.36132938927039504,0.3072386886924505,exclusive_wall_timer
van_der_pol,12,11,12,F,center_scale_and_maps,0.0016637840308248997,5,4,,,0.6685680779628456,0.36132938927039504,0.3072386886924505,exclusive_wall_timer
