all_required_repetitions_present,analytic_containment_applicability,analytic_containment_passed,basis_id,bound_semantics,carry_or_preconditioning,cold_total_configuration_time_s,compile_or_jit_time_s,completed_requested_horizon,config_id,effective_order,engine_internal_time_s,evaluation_time,failure_category,failure_message,failure_step,h,last_valid_step,memory_kib,memory_measurement_reason,native_validation_passed,plot_report_time_s,posthoc_validation_time_s,primary_comparable,remainder_policy,requested_horizon,requested_order,requested_steps,runtime_boundary_version,runtime_max_s,runtime_min_s,runtime_repetitions,runtime_statistic,steady_full_configuration_time_s,steady_total_configuration_time_s,step_policy,successful_horizon,system,tool,trajectory_sanity_passed,variant,width_at_evaluation_time
True,not_applicable,True,restricted_quasiquadratic_symbolic_window100,raw_endpoint,selected_native_practical,0.003946000011637807,6.395704500027932,True,57f32b4047037314028914e45706dedd7fd8feb0ff6c54bd85217250dbf830c4,restricted_quasiquadratic_round5,0.003312353976070881,0.25,completed,,,0.005,50,unavailable,configurations were not launched in isolated peak-memory subprocesses,True,0.0,3.1249946914613247e-06,True,frr_round5_stop_ratio_0.95,0.25,not_applicable,50,total_configuration_v2,0.003954124986194074,0.0033826250000856817,10,median_full_configuration,0.003466104477411136,0.003466104477411136,fixed,0.25,coupled_quadratic,diffreach,True,restricted_quasi_window100_round5_selected,0.0429775920432517
True,not_applicable,True,restricted_quasiquadratic_symbolic_window100,raw_endpoint,selected_native_practical,0.002235041989479214,6.809329209034331,True,1a5af2e7bf7e8b8f2b52c7762b8e2644dd806e39a80800ef1703db79bfff8cee,restricted_quasiquadratic_round5,0.001836207986343652,0.25,completed,,,0.01,25,unavailable,configurations were not launched in isolated peak-memory subprocesses,True,0.0,2.5834888219833374e-06,True,frr_round5_stop_ratio_0.95,0.25,not_applicable,25,total_configuration_v2,0.002562624984420836,0.0017027499852702022,10,median_full_configuration,0.001956145977601409,0.001956145977601409,fixed,0.25,coupled_quadratic,diffreach,True,restricted_quasi_window100_round5_selected,0.04298894317792923
True,required,True,restricted_quasiquadratic_symbolic_window100,raw_endpoint,selected_native_practical,0.028285999957006425,3.220686790999025,True,fc1a95ebfd753bf72e54eedb69c2671529b2d7d319d8512cd27bb778e50d59a5,restricted_quasiquadratic_round5,0.023020291497232392,4.0,completed,,,0.01,400,unavailable,configurations were not launched in isolated peak-memory subprocesses,True,0.0,2.4874985683709383e-05,True,frr_round5_stop_ratio_0.95,4.0,not_applicable,400,total_configuration_v2,0.026120416005142033,0.021282374975271523,10,median_full_configuration,0.02324962499551475,0.02324962499551475,fixed,4.0,harmonic,diffreach,True,restricted_quasi_window100_round5_selected,0.3031861786118209
True,required,True,restricted_quasiquadratic_symbolic_window100,raw_endpoint,selected_native_practical,0.002961458987556398,2.843257416971028,True,48c15bb79d99a61ec47dbe29026e9f960be20b3d30fdbad71a3ac3bd644c89ef,restricted_quasiquadratic_round5,0.002755166497081518,1.0,completed,,,0.01,100,unavailable,configurations were not launched in isolated peak-memory subprocesses,True,0.0,9.978975867852569e-06,True,frr_round5_stop_ratio_0.95,1.0,not_applicable,100,total_configuration_v2,0.0035032500163652003,0.0028342920122668147,10,median_full_configuration,0.00289043749216944,0.00289043749216944,fixed,1.0,riccati,diffreach,True,restricted_quasi_window100_round5_selected,0.11389458226420779
True,not_applicable,True,restricted_quasiquadratic_symbolic_window100,raw_endpoint,selected_native_practical,0.013288415968418121,7.403698499954771,True,4aa17db604b8e9969ead6859e7a02cfef2c3ce48cb41e4486773c920cd28a168,restricted_quasiquadratic_round5,0.016051771002821624,1.0,completed,,,0.005,200,unavailable,configurations were not launched in isolated peak-memory subprocesses,True,0.0,5.14599378220737e-06,True,frr_round5_stop_ratio_0.95,1.0,not_applicable,200,total_configuration_v2,0.02145499998005107,0.013339458033442497,10,median_full_configuration,0.016288603976136073,0.016288603976136073,fixed,1.0,van_der_pol,diffreach,True,restricted_quasi_window100_round5_selected,0.14064663658680115
True,not_applicable,True,restricted_quasiquadratic_symbolic_window100,raw_endpoint,selected_native_practical,0.005730582983233035,7.075977750006132,True,76dbbb650f77a4f0b3155713a8f6360c99aa2a0a3ced0e352a726de3f7e18d15,restricted_quasiquadratic_round5,0.005781853978987783,1.0,completed,,,0.01,100,unavailable,configurations were not launched in isolated peak-memory subprocesses,True,0.0,3.3745018299669027e-06,True,frr_round5_stop_ratio_0.95,1.0,not_applicable,100,total_configuration_v2,0.00712029094574973,0.005356874957215041,10,median_full_configuration,0.005928958475124091,0.005928958475124091,fixed,1.0,van_der_pol,diffreach,True,restricted_quasi_window100_round5_selected,0.15133241787615204
True,not_applicable,True,complete_total_degree_4,raw_endpoint,selected_native_practical,0.33547733299201354,1.93069354101317,True,3351b4f622ff2f68a6d3a06f6be8d51ec4e1a0d1cd2717784ebec6f4be87494a,4,0.36235154198948294,0.25,completed,,,0.005,50,unavailable,configurations were not launched in isolated peak-memory subprocesses,True,0.0,1.5167024685069919e-05,True,validated_interval_candidate,0.25,4,50,total_configuration_v2,0.4978912909864448,0.34622991702053696,10,median_full_configuration,0.36399620849988423,0.36399620849988423,fixed,0.25,coupled_quadratic,flowstar,True,root_cause_order4_selected,0.04296770088971223
True,not_applicable,True,complete_total_degree_4,raw_endpoint,selected_native_practical,0.19124616699991748,1.7176262499997392,True,2f95ed673f2e18e60e17fe3158f9c59c735e57e2871a2ead123bf1971df6eae1,4,0.19275837452732958,0.25,completed,,,0.01,25,unavailable,configurations were not launched in isolated peak-memory subprocesses,True,0.0,1.3125507393851876e-05,True,validated_interval_candidate,0.25,4,25,total_configuration_v2,0.2028563329949975,0.1780414159875363,10,median_full_configuration,0.19374812551541254,0.19374812551541254,fixed,0.25,coupled_quadratic,flowstar,True,root_cause_order4_selected,0.042967728064041324
True,required,True,complete_total_degree_4,raw_endpoint,selected_native_practical,0.19381883303867653,1.7821039580157958,True,6e7799577a58f6c0c621f7ac5c3fb21d1a487d981c05682f0072962416d757f1,4,0.18441420851740986,4.0,completed,,,0.01,400,unavailable,configurations were not launched in isolated peak-memory subprocesses,True,0.0,3.5458506317809224e-05,True,validated_interval_candidate,4.0,4,400,total_configuration_v2,0.21863304096041247,0.1946429999661632,10,median_full_configuration,0.19654220851953141,0.19654220851953141,fixed,4.0,harmonic,flowstar,True,root_cause_order4_selected,0.28209137296574344
True,required,True,complete_total_degree_4,raw_endpoint,selected_native_practical,0.11246029200265184,3.32225795800332,True,026a983a860b0d34bc938f010fd6714059087270c30feb9c66bc6dd785e98d4f,4,0.104316958488198,1.0,completed,,,0.01,100,unavailable,configurations were not launched in isolated peak-memory subprocesses,True,0.0,2.783350646495819e-05,True,validated_interval_candidate,1.0,4,100,total_configuration_v2,0.12089958298020065,0.10383229097351432,10,median_full_configuration,0.10628354200161994,0.10628354200161994,fixed,1.0,riccati,flowstar,True,root_cause_order4_selected,0.11696258259713109
