all_required_repetitions_present,analytic_containment_applicability,analytic_containment_passed,basis_id,bound_semantics,carry_or_preconditioning,cold_total_configuration_time_s,compile_or_jit_time_s,completed_requested_horizon,config_id,effective_order,engine_internal_time_s,evaluation_time,failure_category,failure_message,failure_step,h,last_valid_step,memory_kib,memory_measurement_reason,native_validation_passed,plot_report_time_s,posthoc_validation_time_s,primary_comparable,remainder_policy,requested_horizon,requested_order,requested_steps,runtime_boundary_version,runtime_max_s,runtime_min_s,runtime_repetitions,runtime_statistic,steady_full_configuration_time_s,steady_total_configuration_time_s,step_policy,successful_horizon,system,tool,trajectory_sanity_passed,variant,width_at_evaluation_time
True,not_applicable,True,complete_total_degree_4,raw_endpoint,selected_native_practical,1.5516977499937639,2.755667125049513,True,39d79ee485748b6588623af25b7f92f1ead14a6ec6b30e0e9f2bcd41ded1c63e,4,1.6200649999955203,1.0,completed,,,0.005,200,unavailable,configurations were not launched in isolated peak-memory subprocesses,True,0.0,1.7187005141749978e-05,True,validated_interval_candidate,1.0,4,200,total_configuration_v2,2.042052791977767,1.5695654589799233,10,median_full_configuration,1.6283973960089497,1.6283973960089497,fixed,1.0,van_der_pol,flowstar,True,root_cause_order4_selected,0.11282176719263581
True,not_applicable,True,complete_total_degree_4,raw_endpoint,selected_native_practical,0.7438410419854335,1.7538444160018116,True,a3effd8cd5a813cd9e20ed79387aa023e2277b3407a6f1945fdcc0cde2376699,4,0.7925290210114326,1.0,completed,,,0.01,100,unavailable,configurations were not launched in isolated peak-memory subprocesses,True,0.0,1.1833995813503861e-05,True,validated_interval_candidate,1.0,4,100,total_configuration_v2,0.8123555420315824,0.7574622919782996,10,median_full_configuration,0.795714957988821,0.795714957988821,fixed,1.0,van_der_pol,flowstar,True,root_cause_order4_selected,0.113239997430433
True,not_applicable,True,complete_total_degree_2,raw_endpoint,selected_native_practical,7.070466291101184,0.0,True,3465edfb03bee2e969ef570e7f5d195eccc0d7ed2a21c0b4acfa8cd92f45f67f,2,7.369887210370507,0.25,completed,,,0.005,50,unavailable,configurations were not launched in isolated peak-memory subprocesses,True,0.0,2.728978870436549e-06,True,validated_interval,0.25,2,50,total_configuration_v2,8.182557164807804,7.056341044954024,10,median_full_configuration,7.492282581835752,7.492282581835752,fixed,0.25,coupled_quadratic,torch_tm_flowpipe,True,order2_affine_reset_selected,0.043027088479031264
True,not_applicable,True,complete_total_degree_2,raw_endpoint,selected_native_practical,3.8736027911072597,0.0,True,62d38f9209929b7bb1e3aa95a7cbb727e720dfb4f7a2a97cd57bcf227ff21481,2,3.504473541630432,0.25,completed,,,0.01,25,unavailable,configurations were not launched in isolated peak-memory subprocesses,True,0.0,2.707995008677244e-06,True,validated_interval,0.25,2,25,total_configuration_v2,5.518901916046161,3.497736999997869,10,median_full_configuration,3.5620478725177236,3.5620478725177236,fixed,0.25,coupled_quadratic,torch_tm_flowpipe,True,order2_affine_reset_selected,0.04303909579551132
True,required,True,complete_total_degree_2,raw_endpoint,selected_native_practical,16.31329480052227,0.0,True,3df668fc9fe887e73dacbb967a63b8f9401e8554fdc6fe197dd137e1ac85bc25,2,15.13312410438084,4.0,completed,,,0.01,400,unavailable,configurations were not launched in isolated peak-memory subprocesses,True,0.0,1.2666510883718729e-05,True,validated_interval,4.0,2,400,total_configuration_v2,16.709389408235438,15.245557000045665,10,median_full_configuration,15.948937842593295,15.948937842593295,fixed,4.0,harmonic,torch_tm_flowpipe,True,order2_affine_reset_selected,10.973092497064886
True,required,True,complete_total_degree_2,raw_endpoint,selected_native_practical,4.436611580022145,0.0,True,b720c82f5c8b4f0d7b33345a8aa93716ab5866a325def687bd690b8a1eb12097,2,4.486240294238087,1.0,completed,,,0.01,100,unavailable,configurations were not launched in isolated peak-memory subprocesses,True,0.0,8.750008419156075e-06,True,validated_interval,1.0,2,100,total_configuration_v2,7.6107244191807695,4.368571336090099,10,median_full_configuration,4.598233936325414,4.598233936325414,fixed,1.0,riccati,torch_tm_flowpipe,True,order2_affine_reset_selected,0.11473790771246169
True,not_applicable,True,complete_total_degree_2,raw_endpoint,selected_native_practical,38.240709848178085,0.0,True,1260897d36dcd3692303c9f35fe30b22335ae7ccbf0fe895d652fab6ab4e897b,2,38.28663414801122,1.0,completed,,,0.005,200,unavailable,configurations were not launched in isolated peak-memory subprocesses,True,0.0,6.104004569351673e-06,True,validated_interval,1.0,2,200,total_configuration_v2,44.99050862115109,37.8378582529258,10,median_full_configuration,38.7683623341436,38.7683623341436,fixed,1.0,van_der_pol,torch_tm_flowpipe,True,order2_affine_reset_selected,1.6187956685895426
True,not_applicable,True,complete_total_degree_2,raw_endpoint,selected_native_practical,19.21145817125216,0.0,True,71afad7d86c30572664a0499a5a6c3f2a1599b2416f2cbae2be139ea63a6101d,2,19.86349668848561,1.0,completed,,,0.01,100,unavailable,configurations were not launched in isolated peak-memory subprocesses,True,0.0,2.9790098778903484e-06,True,validated_interval,1.0,2,100,total_configuration_v2,22.04839050018927,18.813650793919805,10,median_full_configuration,20.11710608296562,20.11710608296562,fixed,1.0,van_der_pol,torch_tm_flowpipe,True,order2_affine_reset_selected,1.9405468677370785
True,not_applicable,True,complete_total_degree_4,raw_endpoint,selected_native_practical,30.09401858074125,0.0,True,4136d2274c87d41d17846d254faee47554d3b98b51700e19a4ff4aad9c726a8f,4,30.55391783278901,0.25,completed,,,0.005,50,unavailable,configurations were not launched in isolated peak-memory subprocesses,True,0.0,2.9999937396496534e-06,True,validated_interval,0.25,4,50,total_configuration_v2,34.68228908709716,29.752362626197282,10,median_full_configuration,30.795310332934605,30.795310332934605,fixed,0.25,coupled_quadratic,torch_tm_flowpipe,True,order4_affine_reset_selected,0.04296633789350131
True,not_applicable,True,complete_total_degree_4,raw_endpoint,selected_native_practical,15.151511210133322,0.0,True,350c520f94bcf97f23c6415b462ac4b61c6dfddd8d74fe772cfe3b54a699ea73,4,15.366951020550914,0.25,completed,,,0.01,25,unavailable,configurations were not launched in isolated peak-memory subprocesses,True,0.0,3.0414958018809557e-06,True,validated_interval,0.25,4,25,total_configuration_v2,22.206137166998815,14.26879020902561,10,median_full_configuration,15.487861643952783,15.487861643952783,fixed,0.25,coupled_quadratic,torch_tm_flowpipe,True,order4_affine_reset_selected,0.042966267802138164
True,required,True,complete_total_degree_4,raw_endpoint,selected_native_practical,28.231304164626636,0.0,True,01058514092b3f4cbf2135f59c54cb8b00f049ce93d6f563ba7ef06a9bc7ce07,4,27.44317798546399,4.0,completed,,,0.01,400,unavailable,configurations were not launched in isolated peak-memory subprocesses,True,0.0,1.3791024684906006e-05,True,validated_interval,4.0,4,400,total_configuration_v2,30.805338195466902,27.594736888364423,10,median_full_configuration,28.26443133788416,28.26443133788416,fixed,4.0,harmonic,torch_tm_flowpipe,True,order4_affine_reset_selected,10.494236021719196
True,required,True,complete_total_degree_4,raw_endpoint,selected_native_practical,13.177346292941365,0.0,True,f77c5ca16c8e44b0b357fd797ccadde2c95458dc616a137b1bb5c473be8d9dc1,4,13.346631692402298,1.0,completed,,,0.01,100,unavailable,configurations were not launched in isolated peak-memory subprocesses,True,0.0,7.604015991091728e-06,True,validated_interval,1.0,4,100,total_configuration_v2,18.566330208966974,13.050329539051745,10,median_full_configuration,13.505002228514059,13.505002228514059,fixed,1.0,riccati,torch_tm_flowpipe,True,order4_affine_reset_selected,0.1139617329824736
True,not_applicable,True,complete_total_degree_4,raw_endpoint,selected_native_practical,134.1135925911949,0.0,True,a6d757927e24331d4b754357866f23bc015ddf8d5f567695635c22a4eca36d85,4,130.4011451691331,1.0,completed,,,0.005,200,unavailable,configurations were not launched in isolated peak-memory subprocesses,True,0.0,9.624985978007317e-06,True,validated_interval,1.0,4,200,total_configuration_v2,146.79797645076178,129.4833723755437,10,median_full_configuration,131.4671561048599,131.4671561048599,fixed,1.0,van_der_pol,torch_tm_flowpipe,True,order4_affine_reset_selected,0.9281168574156631
True,not_applicable,True,complete_total_degree_4,raw_endpoint,selected_native_practical,80.7117004203028,0.0,True,178b26b5538e8b6f581921f6479f8518a8baf43ffef0e627ed7225bb52211ad1,4,76.95026918887743,1.0,completed,,,0.01,100,unavailable,configurations were not launched in isolated peak-memory subprocesses,True,0.0,3.3745309337973595e-06,True,validated_interval,1.0,4,100,total_configuration_v2,80.73558749916265,76.20828516769689,10,median_full_configuration,77.48755549953785,77.48755549953785,fixed,1.0,van_der_pol,torch_tm_flowpipe,True,order4_affine_reset_selected,0.9112880761111946
