reason,requested_horizon,status,validated_horizon
D2 and D3 both rejected the frozen terminal,6.5,not_run_stop_go_gate_failed,6.397083942944808
D2 and D3 both rejected the frozen terminal,7.5,not_run_stop_go_gate_failed,6.397083942944808
D2 and D3 both rejected the frozen terminal,10.0,not_run_stop_go_gate_failed,6.397083942944808
