context,cover_validation_s,coverage_valid,depth,device,fallback_reason,finite,horner,horner_hi,horner_lo,horner_range_s,horner_stage_count,horner_stage_sha256,horner_validated,horner_width,hull_s,lane,leaf_count,leaf_counts,leaf_evaluation_s,method_requested,method_used,natural_hi,natural_lo,natural_range_s,natural_validated,natural_width,phase,phase_group,range_attribution_s,range_call_index,selected_hi,selected_lo,selected_width,selection_s,split_variables,tightened_hi,tightened_lo,tightened_width,wall_s
polynomial_truncation,0.0009932434186339378,True,1,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[3.2013965798796664e-05]],[[-3.2114744838462146e-05]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[6.41287106372588e-05]],4.09809872508049e-05,A1_polynomial_truncation,4,[4],0.0011613424867391586,subdivision,subdivision,[[3.2013965798796664e-05]],[[-3.2114744838462146e-05]],0.0010463790968060493,True,[[6.41287106372588e-05]],polynomial_range,attribution,0.003588699735701084,16,[[3.154009967603276e-05]],[[-3.211370245000569e-05]],[[6.365380212603845e-05]],1.9573606550693512e-05,"[[0, 1]]",[[3.154009967603276e-05]],[[-3.211370245000569e-05]],[[6.365380212603845e-05]],0.003588699735701084
poly_times_remainder,0.00026402994990348816,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[1.3943859119981752]],[[-0.1400003942570424]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[1.5343863062552177]],0.0,A1_polynomial_truncation,1,[1],0.0,subdivision,natural,[[1.3943859119981752]],[[-0.1400003942570424]],0.0007586702704429626,True,[[1.5343863062552177]],polynomial_range,attribution,0.0010593561455607414,17,[[1.3943859119981752]],[[-0.1400003942570424]],[[1.5343863062552177]],0.0,[[]],[[1.3943859119981752]],[[-0.1400003942570424]],[[1.5343863062552177]],0.0010593561455607414
remainder_times_poly,0.00026139523833990097,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[1.3943859119981752]],[[-0.1400003942570424]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[1.5343863062552177]],0.0,A1_polynomial_truncation,1,[1],0.0,subdivision,natural,[[1.3943859119981752]],[[-0.1400003942570424]],0.0007830215618014336,True,[[1.5343863062552177]],polynomial_range,attribution,0.001081140711903572,18,[[1.3943859119981752]],[[-0.1400003942570424]],[[1.5343863062552177]],0.0,[[]],[[1.3943859119981752]],[[-0.1400003942570424]],[[1.5343863062552177]],0.001081140711903572
polynomial_truncation,0.0009409142658114433,True,1,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[0.009776909110568742]],[[-0.01299602624734504]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[0.022772935357913783]],4.0250830352306366e-05,A1_polynomial_truncation,4,[4],0.0011503547430038452,subdivision,subdivision,[[0.009776909110568742]],[[-0.01299602624734504]],0.000998370349407196,True,[[0.022772935357913783]],polynomial_range,attribution,0.0034681977704167366,19,[[0.009512612729595483]],[[-0.012925863251738163]],[[0.022438475981333646]],3.5130418837070465e-05,"[[0, 1]]",[[0.009512612729595483]],[[-0.012925863251738163]],[[0.022438475981333646]],0.0034681977704167366
poly_times_remainder,0.00028753839433193207,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[1.9442221583067478]],[[-0.5857765253845442]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[2.529998683691292]],0.0,A1_polynomial_truncation,1,[1],0.0,subdivision,natural,[[1.9442221583067478]],[[-0.5857765253845442]],0.0008017383515834808,True,[[2.529998683691292]],polynomial_range,attribution,0.001127687282860279,20,[[1.9442221583067478]],[[-0.5857765253845442]],[[2.529998683691292]],0.0,[[]],[[1.9442221583067478]],[[-0.5857765253845442]],[[2.529998683691292]],0.001127687282860279
remainder_times_poly,0.0002711247652769089,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[4.402724116197974]],[[0.8704777223358466]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[3.5322463938621276]],0.0,A1_polynomial_truncation,1,[1],0.0,subdivision,natural,[[4.402724116197974]],[[0.8704777223358466]],0.0007775761187076569,True,[[3.5322463938621276]],polynomial_range,attribution,0.0010849693790078163,21,[[4.402724116197974]],[[0.8704777223358466]],[[3.5322463938621276]],0.0,[[]],[[4.402724116197974]],[[0.8704777223358466]],[[3.5322463938621276]],0.0010849693790078163
integration_overflow,0.00025563500821590424,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}","[[6.654711245845825e-06, 5.426857311493435e-05]]","[[-6.672123543323514e-06, -5.412641611588976e-05]]",0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,"[[1.3326834789169339e-05, 0.00010839498923082412]]",0.0,A1_polynomial_truncation,1,[1],0.0,subdivision,natural,"[[6.654711245845825e-06, 5.426857311493435e-05]]","[[-6.672123543323514e-06, -5.412641611588976e-05]]",0.0008299313485622406,True,"[[1.3326834789169339e-05, 0.00010839498923082412]]",polynomial_range,attribution,0.0011214539408683777,22,"[[6.654711245845825e-06, 5.426857311493435e-05]]","[[-6.672123543323514e-06, -5.412641611588976e-05]]","[[1.3326834789169339e-05, 0.00010839498923082412]]",0.0,[[]],"[[6.654711245845825e-06, 5.426857311493435e-05]]","[[-6.672123543323514e-06, -5.412641611588976e-05]]","[[1.3326834789169339e-05, 0.00010839498923082412]]",0.0011214539408683777
cutoff,0.0002643819898366928,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}","[[2.225073858507202e-308, 2.225073858507202e-308]]","[[-2.225073858507202e-308, -2.225073858507202e-308]]",0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,"[[4.450147717014404e-308, 4.450147717014404e-308]]",0.0,A1_polynomial_truncation,1,[1],0.0,subdivision,natural,"[[2.225073858507202e-308, 2.225073858507202e-308]]","[[-2.225073858507202e-308, -2.225073858507202e-308]]",0.000769524835050106,True,"[[4.450147717014404e-308, 4.450147717014404e-308]]",polynomial_range,attribution,0.0010700877755880356,23,"[[2.225073858507202e-308, 2.225073858507202e-308]]","[[-2.225073858507202e-308, -2.225073858507202e-308]]","[[4.450147717014404e-308, 4.450147717014404e-308]]",0.0,[[]],"[[2.225073858507202e-308, 2.225073858507202e-308]]","[[-2.225073858507202e-308, -2.225073858507202e-308]]","[[4.450147717014404e-308, 4.450147717014404e-308]]",0.0010700877755880356
polynomial_truncation,0.0009417906403541565,True,1,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[3.2170289617935617e-05]],[[-3.2433467210500884e-05]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[6.46037568284365e-05]],4.0590763092041016e-05,A1_polynomial_truncation,4,[4],0.0011543221771717072,subdivision,subdivision,[[3.2170289617935617e-05]],[[-3.2433467210500884e-05]],0.0009922413155436516,True,[[6.46037568284365e-05]],polynomial_range,attribution,0.0034511908888816833,24,[[3.15454428583699e-05]],[[-3.243250059321356e-05]],[[6.397794345158346e-05]],1.8930062651634216e-05,"[[0, 1]]",[[3.15454428583699e-05]],[[-3.243250059321356e-05]],[[6.397794345158346e-05]],0.0034511908888816833
poly_times_remainder,0.0002722647041082382,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[1.394386117579791]],[[-0.14000068491545362]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[1.5343868024952445]],0.0,A1_polynomial_truncation,1,[1],0.0,subdivision,natural,[[1.394386117579791]],[[-0.14000068491545362]],0.0007534269243478775,True,[[1.5343868024952445]],polynomial_range,attribution,0.001062578521668911,25,[[1.394386117579791]],[[-0.14000068491545362]],[[1.5343868024952445]],0.0,[[]],[[1.394386117579791]],[[-0.14000068491545362]],[[1.5343868024952445]],0.001062578521668911
remainder_times_poly,0.0002705734223127365,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[1.394386117579791]],[[-0.14000068491545362]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[1.5343868024952445]],0.0,A1_polynomial_truncation,1,[1],0.0,subdivision,natural,[[1.394386117579791]],[[-0.14000068491545362]],0.0007696561515331268,True,[[1.5343868024952445]],polynomial_range,attribution,0.0010769274085760117,26,[[1.394386117579791]],[[-0.14000068491545362]],[[1.5343868024952445]],0.0,[[]],[[1.394386117579791]],[[-0.14000068491545362]],[[1.5343868024952445]],0.0010769274085760117
polynomial_truncation,0.0011036181822419167,True,1,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[0.009777527392372748]],[[-0.012996815657326521]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[0.022774343049699268]],4.2749568819999695e-05,A1_polynomial_truncation,4,[4],0.0011519258841872215,subdivision,subdivision,[[0.009777527392372748]],[[-0.012996815657326521]],0.0010415483266115189,True,[[0.022774343049699268]],polynomial_range,attribution,0.0037035560235381126,27,[[0.009513226523401141]],[[-0.012926593412517277]],[[0.02243981993591842]],1.9370578229427338e-05,"[[0, 1]]",[[0.009513226523401141]],[[-0.012926593412517277]],[[0.02243981993591842]],0.0037035560235381126
poly_times_remainder,0.00026389677077531815,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[1.944222190333796]],[[-0.585776664938176]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[2.529998855271972]],0.0,A1_polynomial_truncation,1,[1],0.0,subdivision,natural,[[1.944222190333796]],[[-0.585776664938176]],0.0007616905495524406,True,[[2.529998855271972]],polynomial_range,attribution,0.0010617924854159355,28,[[1.944222190333796]],[[-0.585776664938176]],[[2.529998855271972]],0.0,[[]],[[1.944222190333796]],[[-0.585776664938176]],[[2.529998855271972]],0.0010617924854159355
remainder_times_poly,0.00026186369359493256,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[4.402724323086248]],[[0.8704774300196458]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[3.532246893066602]],0.0,A1_polynomial_truncation,1,[1],0.0,subdivision,natural,[[4.402724323086248]],[[0.8704774300196458]],0.0007785419002175331,True,[[3.532246893066602]],polynomial_range,attribution,0.00107681006193161,29,[[4.402724323086248]],[[0.8704774300196458]],[[3.532246893066602]],0.0,[[]],[[4.402724323086248]],[[0.8704774300196458]],[[3.532246893066602]],0.00107681006193161
integration_overflow,0.0002656038850545883,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}","[[6.654898667786604e-06, 5.426897776039801e-05]]","[[-6.672310790006729e-06, -5.4126815578863826e-05]]",0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,"[[1.3327209457793334e-05, 0.00010839579333926183]]",0.0,A1_polynomial_truncation,1,[1],0.0,subdivision,natural,"[[6.654898667786604e-06, 5.426897776039801e-05]]","[[-6.672310790006729e-06, -5.4126815578863826e-05]]",0.0007613701745867729,True,"[[1.3327209457793334e-05, 0.00010839579333926183]]",polynomial_range,attribution,0.0010622013360261917,30,"[[6.654898667786604e-06, 5.426897776039801e-05]]","[[-6.672310790006729e-06, -5.4126815578863826e-05]]","[[1.3327209457793334e-05, 0.00010839579333926183]]",0.0,[[]],"[[6.654898667786604e-06, 5.426897776039801e-05]]","[[-6.672310790006729e-06, -5.4126815578863826e-05]]","[[1.3327209457793334e-05, 0.00010839579333926183]]",0.0010622013360261917
cutoff,0.0002631768584251404,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}","[[2.225073858507202e-308, 2.225073858507202e-308]]","[[-2.225073858507202e-308, -2.225073858507202e-308]]",0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,"[[4.450147717014404e-308, 4.450147717014404e-308]]",0.0,A1_polynomial_truncation,1,[1],0.0,subdivision,natural,"[[2.225073858507202e-308, 2.225073858507202e-308]]","[[-2.225073858507202e-308, -2.225073858507202e-308]]",0.0007705762982368469,True,"[[4.450147717014404e-308, 4.450147717014404e-308]]",polynomial_range,attribution,0.0010703830048441887,31,"[[2.225073858507202e-308, 2.225073858507202e-308]]","[[-2.225073858507202e-308, -2.225073858507202e-308]]","[[4.450147717014404e-308, 4.450147717014404e-308]]",0.0,[[]],"[[2.225073858507202e-308, 2.225073858507202e-308]]","[[-2.225073858507202e-308, -2.225073858507202e-308]]","[[4.450147717014404e-308, 4.450147717014404e-308]]",0.0010703830048441887
polynomial_truncation,0.000939907506108284,True,1,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[3.217040795548898e-05]],[[-3.2433587031030305e-05]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[6.460399498651929e-05]],3.9400532841682434e-05,A1_polynomial_truncation,4,[4],0.0011521177366375923,subdivision,subdivision,[[3.217040795548898e-05]],[[-3.2433587031030305e-05]],0.000985812395811081,True,[[6.460399498651929e-05]],polynomial_range,attribution,0.0034391405060887337,32,[[3.154556119367492e-05]],[[-3.243262040982945e-05]],[[6.397818160350437e-05]],1.8795020878314972e-05,"[[0, 1]]",[[3.154556119367492e-05]],[[-3.243262040982945e-05]],[[6.397818160350437e-05]],0.0034391405060887337
poly_times_remainder,0.000263347290456295,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[1.394386117579791]],[[-0.14000068499306265]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[1.5343868025728535]],0.0,A1_polynomial_truncation,1,[1],0.0,subdivision,natural,[[1.394386117579791]],[[-0.14000068499306265]],0.000758681446313858,True,[[1.5343868025728535]],polynomial_range,attribution,0.0010585375130176544,33,[[1.394386117579791]],[[-0.14000068499306265]],[[1.5343868025728535]],0.0,[[]],[[1.394386117579791]],[[-0.14000068499306265]],[[1.5343868025728535]],0.0010585375130176544
remainder_times_poly,0.0002675214782357216,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[1.394386117579791]],[[-0.14000068499306265]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[1.5343868025728535]],0.0,A1_polynomial_truncation,1,[1],0.0,subdivision,natural,[[1.394386117579791]],[[-0.14000068499306265]],0.000776306726038456,True,[[1.5343868025728535]],polynomial_range,attribution,0.0010805930942296982,34,[[1.394386117579791]],[[-0.14000068499306265]],[[1.5343868025728535]],0.0,[[]],[[1.394386117579791]],[[-0.14000068499306265]],[[1.5343868025728535]],0.0010805930942296982
polynomial_truncation,0.0009925374761223793,True,1,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[0.009777527463709938]],[[-0.012996815564251935]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[0.02277434302796187]],3.8460828363895416e-05,A1_polynomial_truncation,4,[4],0.0011699069291353226,subdivision,subdivision,[[0.009777527463709938]],[[-0.012996815564251935]],0.0009882664307951927,True,[[0.02277434302796187]],polynomial_range,attribution,0.0035322466865181923,35,[[0.009513226855916216]],[[-0.012926593310588614]],[[0.02243982016650483]],1.8631108105182648e-05,"[[0, 1]]",[[0.009513226855916216]],[[-0.012926593310588614]],[[0.02243982016650483]],0.0035322466865181923
poly_times_remainder,0.00027883611619472504,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[1.944222190333796]],[[-0.5857766650347861]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[2.529998855368582]],0.0,A1_polynomial_truncation,1,[1],0.0,subdivision,natural,[[1.944222190333796]],[[-0.5857766650347861]],0.000751652754843235,True,[[2.529998855368582]],polynomial_range,attribution,0.0010674633085727692,36,[[1.944222190333796]],[[-0.5857766650347861]],[[2.529998855368582]],0.0,[[]],[[1.944222190333796]],[[-0.5857766650347861]],[[2.529998855368582]],0.0010674633085727692
remainder_times_poly,0.0002615591511130333,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[4.402724323311574]],[[0.8704774300756952]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[3.532246893235879]],0.0,A1_polynomial_truncation,1,[1],0.0,subdivision,natural,[[4.402724323311574]],[[0.8704774300756952]],0.0007781889289617538,True,[[3.532246893235879]],polynomial_range,attribution,0.0010761618614196777,37,[[4.402724323311574]],[[0.8704774300756952]],[[3.532246893235879]],0.0,[[]],[[4.402724323311574]],[[0.8704774300756952]],[[3.532246893235879]],0.0010761618614196777
integration_overflow,0.0002574799582362175,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}","[[6.6548988310870505e-06, 5.426897812623766e-05]]","[[-6.672310749385938e-06, -5.4126815578863826e-05]]",0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,"[[1.3327209580472988e-05, 0.00010839579370510149]]",0.0,A1_polynomial_truncation,1,[1],0.0,subdivision,natural,"[[6.6548988310870505e-06, 5.426897812623766e-05]]","[[-6.672310749385938e-06, -5.4126815578863826e-05]]",0.0007622949779033661,True,"[[1.3327209580472988e-05, 0.00010839579370510149]]",polynomial_range,attribution,0.0010555945336818695,38,"[[6.6548988310870505e-06, 5.426897812623766e-05]]","[[-6.672310749385938e-06, -5.4126815578863826e-05]]","[[1.3327209580472988e-05, 0.00010839579370510149]]",0.0,[[]],"[[6.6548988310870505e-06, 5.426897812623766e-05]]","[[-6.672310749385938e-06, -5.4126815578863826e-05]]","[[1.3327209580472988e-05, 0.00010839579370510149]]",0.0010555945336818695
retained_polynomial,0.0002625510096549988,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}","[[2.225073858507202e-308, 2.225073858507202e-308]]","[[-2.225073858507202e-308, -2.225073858507202e-308]]",0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,"[[4.450147717014404e-308, 4.450147717014404e-308]]",0.0,A1_polynomial_truncation,1,[1],0.0,subdivision,natural,"[[2.225073858507202e-308, 2.225073858507202e-308]]","[[-2.225073858507202e-308, -2.225073858507202e-308]]",0.0007768049836158752,True,"[[4.450147717014404e-308, 4.450147717014404e-308]]",polynomial_range,attribution,0.0010753059759736061,39,"[[2.225073858507202e-308, 2.225073858507202e-308]]","[[-2.225073858507202e-308, -2.225073858507202e-308]]","[[4.450147717014404e-308, 4.450147717014404e-308]]",0.0,[[]],"[[2.225073858507202e-308, 2.225073858507202e-308]]","[[-2.225073858507202e-308, -2.225073858507202e-308]]","[[4.450147717014404e-308, 4.450147717014404e-308]]",0.0010753059759736061
polynomial_truncation,0.0009372411295771599,True,1,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[7.530496205743397e-05]],[[-8.046524292009234e-05]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[0.0001557702049775263]],3.819167613983154e-05,A1_polynomial_truncation,4,[4],0.0011542914435267448,subdivision,subdivision,[[7.530496205743397e-05]],[[-8.046524292009234e-05]],0.0009950585663318634,True,[[0.0001557702049775263]],polynomial_range,attribution,0.003447667695581913,40,[[7.179204364833859e-05]],[[-8.037199289242136e-05]],[[0.00015216403654075994]],1.890026032924652e-05,"[[0, 1]]",[[7.179204364833859e-05]],[[-8.037199289242136e-05]],[[0.00015216403654075994]],0.003447667695581913
poly_times_remainder,0.0002903547137975693,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[1.394386117579791]],[[-0.14000068499306265]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[1.5343868025728535]],0.0,A1_polynomial_truncation,1,[1],0.0,subdivision,natural,[[1.394386117579791]],[[-0.14000068499306265]],0.000807739794254303,True,[[1.5343868025728535]],polynomial_range,attribution,0.001135053113102913,41,[[1.394386117579791]],[[-0.14000068499306265]],[[1.5343868025728535]],0.0,[[]],[[1.394386117579791]],[[-0.14000068499306265]],[[1.5343868025728535]],0.001135053113102913
remainder_times_poly,0.00029191188514232635,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[1.394386117579791]],[[-0.14000068499306265]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[1.5343868025728535]],0.0,A1_polynomial_truncation,1,[1],0.0,subdivision,natural,[[1.394386117579791]],[[-0.14000068499306265]],0.0008547687903046608,True,[[1.5343868025728535]],polynomial_range,attribution,0.0011966172605752945,42,[[1.394386117579791]],[[-0.14000068499306265]],[[1.5343868025728535]],0.0,[[]],[[1.394386117579791]],[[-0.14000068499306265]],[[1.5343868025728535]],0.0011966172605752945
cutoff,0.0002604350447654724,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[2.225073858507202e-308]],[[-2.225073858507202e-308]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[4.450147717014404e-308]],0.0,A1_polynomial_truncation,1,[1],0.0,subdivision,natural,[[2.225073858507202e-308]],[[-2.225073858507202e-308]],0.0007628686726093292,True,[[4.450147717014404e-308]],polynomial_range,attribution,0.0010594762861728668,43,[[2.225073858507202e-308]],[[-2.225073858507202e-308]],[[4.450147717014404e-308]],0.0,[[]],[[2.225073858507202e-308]],[[-2.225073858507202e-308]],[[4.450147717014404e-308]],0.0010594762861728668
polynomial_truncation,0.0009374693036079407,True,1,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[0.04322156130771545]],[[-0.04655034641946534]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[0.08977190772718079]],3.917515277862549e-05,A1_polynomial_truncation,4,[4],0.0011624591425061226,subdivision,subdivision,[[0.04322156130771545]],[[-0.04655034641946534]],0.0010438095778226852,True,[[0.08977190772718079]],polynomial_range,attribution,0.003519355319440365,44,[[0.031177398762845945]],[[-0.030033333030343334]],[[0.06121073179318928]],1.9171275198459625e-05,"[[0, 1]]",[[0.031177398762845945]],[[-0.030033333030343334]],[[0.06121073179318928]],0.003519355319440365
poly_times_remainder,0.00026354100555181503,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[1.944179055779694]],[[-0.585728633378897]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[2.529907689158591]],0.0,A1_polynomial_truncation,1,[1],0.0,subdivision,natural,[[1.944179055779694]],[[-0.585728633378897]],0.000753181055188179,True,[[2.529907689158591]],polynomial_range,attribution,0.001053379848599434,45,[[1.944179055779694]],[[-0.585728633378897]],[[2.529907689158591]],0.0,[[]],[[1.944179055779694]],[[-0.585728633378897]],[[2.529907689158591]],0.001053379848599434
remainder_times_poly,0.0002689426764845848,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[4.402724323311574]],[[0.8704774300756952]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[3.532246893235879]],0.0,A1_polynomial_truncation,1,[1],0.0,subdivision,natural,[[4.402724323311574]],[[0.8704774300756952]],0.0007758783176541328,True,[[3.532246893235879]],polynomial_range,attribution,0.0010810177773237228,46,[[4.402724323311574]],[[0.8704774300756952]],[[3.532246893235879]],0.0,[[]],[[4.402724323311574]],[[0.8704774300756952]],[[3.532246893235879]],0.0010810177773237228
cutoff,0.00026156846433877945,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[2.225073858507202e-308]],[[-2.225073858507202e-308]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[4.450147717014404e-308]],0.0,A1_polynomial_truncation,1,[1],0.0,subdivision,natural,[[2.225073858507202e-308]],[[-2.225073858507202e-308]],0.0007564304396510124,True,[[4.450147717014404e-308]],polynomial_range,attribution,0.0010547647252678871,47,[[2.225073858507202e-308]],[[-2.225073858507202e-308]],[[4.450147717014404e-308]],0.0,[[]],[[2.225073858507202e-308]],[[-2.225073858507202e-308]],[[4.450147717014404e-308]],0.0010547647252678871
