context,cover_validation_s,coverage_valid,depth,device,fallback_reason,finite,horner,horner_hi,horner_lo,horner_range_s,horner_stage_count,horner_stage_sha256,horner_validated,horner_width,hull_s,lane,leaf_count,leaf_counts,leaf_evaluation_s,method_requested,method_used,natural_hi,natural_lo,natural_range_s,natural_validated,natural_width,phase,phase_group,range_attribution_s,range_call_index,selected_hi,selected_lo,selected_width,selection_s,split_variables,tightened_hi,tightened_lo,tightened_width,wall_s
polynomial_truncation,0.0004231473430991173,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[2.225073858507202e-308]],[[-2.225073858507202e-308]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[4.450147717014404e-308]],0.0,A0_natural,1,[1],0.0,natural,natural,[[2.225073858507202e-308]],[[-2.225073858507202e-308]],0.001430528238415718,True,[[4.450147717014404e-308]],polynomial_range,attribution,0.0018990430980920792,0,[[2.225073858507202e-308]],[[-2.225073858507202e-308]],[[4.450147717014404e-308]],0.0,[[]],[[2.225073858507202e-308]],[[-2.225073858507202e-308]],[[4.450147717014404e-308]],0.0018990430980920792
poly_times_remainder,0.0003229845315217972,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[1.3784916034151118]],[[-0.13366032117015292]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[1.5121519245852646]],0.0,A0_natural,1,[1],0.0,natural,natural,[[1.3784916034151118]],[[-0.13366032117015292]],0.0008952151983976364,True,[[1.5121519245852646]],polynomial_range,attribution,0.0012600841000676155,1,[[1.3784916034151118]],[[-0.13366032117015292]],[[1.5121519245852646]],0.0,[[]],[[1.3784916034151118]],[[-0.13366032117015292]],[[1.5121519245852646]],0.0012600841000676155
remainder_times_poly,0.00031572673469781876,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[1.3784916034151118]],[[-0.13366032117015292]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[1.5121519245852646]],0.0,A0_natural,1,[1],0.0,natural,natural,[[1.3784916034151118]],[[-0.13366032117015292]],0.0008636647835373878,True,[[1.5121519245852646]],polynomial_range,attribution,0.001222069375216961,2,[[1.3784916034151118]],[[-0.13366032117015292]],[[1.5121519245852646]],0.0,[[]],[[1.3784916034151118]],[[-0.13366032117015292]],[[1.5121519245852646]],0.001222069375216961
polynomial_truncation,0.00030934810638427734,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[2.225073858507202e-308]],[[-2.225073858507202e-308]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[4.450147717014404e-308]],0.0,A0_natural,1,[1],0.0,natural,natural,[[2.225073858507202e-308]],[[-2.225073858507202e-308]],0.0011062053963541985,True,[[4.450147717014404e-308]],polynomial_range,attribution,0.0014585675671696663,3,[[2.225073858507202e-308]],[[-2.225073858507202e-308]],[[4.450147717014404e-308]],0.0,[[]],[[2.225073858507202e-308]],[[-2.225073858507202e-308]],[[4.450147717014404e-308]],0.0014585675671696663
poly_times_remainder,0.0002954695373773575,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[1.900239100685933]],[[-0.5537857793014239]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[2.4540248799873567]],0.0,A0_natural,1,[1],0.0,natural,natural,[[1.900239100685933]],[[-0.5537857793014239]],0.0008525969460606575,True,[[2.4540248799873567]],polynomial_range,attribution,0.0011908290907740593,4,[[1.900239100685933]],[[-0.5537857793014239]],[[2.4540248799873567]],0.0,[[]],[[1.900239100685933]],[[-0.5537857793014239]],[[2.4540248799873567]],0.0011908290907740593
remainder_times_poly,0.0003022262826561928,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[4.373732489975402]],[[0.9014183282268264]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[3.4723141617485753]],0.0,A0_natural,1,[1],0.0,natural,natural,[[4.373732489975402]],[[0.9014183282268264]],0.0008519506081938744,True,[[3.4723141617485753]],polynomial_range,attribution,0.0011956077069044113,5,[[4.373732489975402]],[[0.9014183282268264]],[[3.4723141617485753]],0.0,[[]],[[4.373732489975402]],[[0.9014183282268264]],[[3.4723141617485753]],0.0011956077069044113
integration_overflow,0.0002992181107401848,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}","[[2.225073858507202e-308, 2.225073858507202e-308]]","[[-2.225073858507202e-308, -2.225073858507202e-308]]",0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,"[[4.450147717014404e-308, 4.450147717014404e-308]]",0.0,A0_natural,1,[1],0.0,natural,natural,"[[2.225073858507202e-308, 2.225073858507202e-308]]","[[-2.225073858507202e-308, -2.225073858507202e-308]]",0.0008873734623193741,True,"[[4.450147717014404e-308, 4.450147717014404e-308]]",polynomial_range,attribution,0.001228461042046547,6,"[[2.225073858507202e-308, 2.225073858507202e-308]]","[[-2.225073858507202e-308, -2.225073858507202e-308]]","[[4.450147717014404e-308, 4.450147717014404e-308]]",0.0,[[]],"[[2.225073858507202e-308, 2.225073858507202e-308]]","[[-2.225073858507202e-308, -2.225073858507202e-308]]","[[4.450147717014404e-308, 4.450147717014404e-308]]",0.001228461042046547
cutoff,0.00029728468507528305,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}","[[2.225073858507202e-308, 2.225073858507202e-308]]","[[-2.225073858507202e-308, -2.225073858507202e-308]]",0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,"[[4.450147717014404e-308, 4.450147717014404e-308]]",0.0,A0_natural,1,[1],0.0,natural,natural,"[[2.225073858507202e-308, 2.225073858507202e-308]]","[[-2.225073858507202e-308, -2.225073858507202e-308]]",0.0008746208623051643,True,"[[4.450147717014404e-308, 4.450147717014404e-308]]",polynomial_range,attribution,0.001213444396853447,7,"[[2.225073858507202e-308, 2.225073858507202e-308]]","[[-2.225073858507202e-308, -2.225073858507202e-308]]","[[4.450147717014404e-308, 4.450147717014404e-308]]",0.0,[[]],"[[2.225073858507202e-308, 2.225073858507202e-308]]","[[-2.225073858507202e-308, -2.225073858507202e-308]]","[[4.450147717014404e-308, 4.450147717014404e-308]]",0.001213444396853447
polynomial_truncation,0.00029516033828258514,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[2.225073858507202e-308]],[[-2.225073858507202e-308]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[4.450147717014404e-308]],0.0,A0_natural,1,[1],0.0,natural,natural,[[2.225073858507202e-308]],[[-2.225073858507202e-308]],0.001118374988436699,True,[[4.450147717014404e-308]],polynomial_range,attribution,0.0014551877975463867,8,[[2.225073858507202e-308]],[[-2.225073858507202e-308]],[[4.450147717014404e-308]],0.0,[[]],[[2.225073858507202e-308]],[[-2.225073858507202e-308]],[[4.450147717014404e-308]],0.0014551877975463867
poly_times_remainder,0.00029394589364528656,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[1.3943404172539255]],[[-0.13995152220560306]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[1.5342919394595287]],0.0,A0_natural,1,[1],0.0,natural,natural,[[1.3943404172539255]],[[-0.13995152220560306]],0.0008736466988921165,True,[[1.5342919394595287]],polynomial_range,attribution,0.001209036447107792,9,[[1.3943404172539255]],[[-0.13995152220560306]],[[1.5342919394595287]],0.0,[[]],[[1.3943404172539255]],[[-0.13995152220560306]],[[1.5342919394595287]],0.001209036447107792
remainder_times_poly,0.0002851700410246849,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[1.3943404172539255]],[[-0.13995152220560306]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[1.5342919394595287]],0.0,A0_natural,1,[1],0.0,natural,natural,[[1.3943404172539255]],[[-0.13995152220560306]],0.0008036401122808456,True,[[1.5342919394595287]],polynomial_range,attribution,0.001126953400671482,10,[[1.3943404172539255]],[[-0.13995152220560306]],[[1.5342919394595287]],0.0,[[]],[[1.3943404172539255]],[[-0.13995152220560306]],[[1.5342919394595287]],0.001126953400671482
polynomial_truncation,0.0003155656158924103,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[0.00940917892085814]],[[-0.012617497256746098]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[0.02202667617760424]],0.0,A0_natural,1,[1],0.0,natural,natural,[[0.00940917892085814]],[[-0.012617497256746098]],0.0011010803282260895,True,[[0.02202667617760424]],polynomial_range,attribution,0.001457972452044487,11,[[0.00940917892085814]],[[-0.012617497256746098]],[[0.02202667617760424]],0.0,[[]],[[0.00940917892085814]],[[-0.012617497256746098]],[[0.02202667617760424]],0.001457972452044487
poly_times_remainder,0.0002843886613845825,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[1.9441851991878176]],[[-0.5857033352291291]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[2.529888534416947]],0.0,A0_natural,1,[1],0.0,natural,natural,[[1.9441851991878176]],[[-0.5857033352291291]],0.0008052550256252289,True,[[2.529888534416947]],polynomial_range,attribution,0.001135525293648243,12,[[1.9441851991878176]],[[-0.5857033352291291]],[[2.529888534416947]],0.0,[[]],[[1.9441851991878176]],[[-0.5857033352291291]],[[2.529888534416947]],0.001135525293648243
remainder_times_poly,0.00029450561851263046,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[4.402438858355258]],[[0.8708479164763002]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[3.531590941878958]],0.0,A0_natural,1,[1],0.0,natural,natural,[[4.402438858355258]],[[0.8708479164763002]],0.0008182162418961525,True,[[3.531590941878958]],polynomial_range,attribution,0.0011531608179211617,13,[[4.402438858355258]],[[0.8708479164763002]],[[3.531590941878958]],0.0,[[]],[[4.402438858355258]],[[0.8708479164763002]],[[3.531590941878958]],0.0011531608179211617
integration_overflow,0.00030009355396032333,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}","[[6.5159685093023255e-06, 5.3882638840050586e-05]]","[[-6.5159685093023255e-06, -5.401399983249652e-05]]",0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,"[[1.3031937018604651e-05, 0.0001078966386725471]]",0.0,A0_natural,1,[1],0.0,natural,natural,"[[6.5159685093023255e-06, 5.3882638840050586e-05]]","[[-6.5159685093023255e-06, -5.401399983249652e-05]]",0.0008877487853169441,True,"[[1.3031937018604651e-05, 0.0001078966386725471]]",polynomial_range,attribution,0.0012283045798540115,14,"[[6.5159685093023255e-06, 5.3882638840050586e-05]]","[[-6.5159685093023255e-06, -5.401399983249652e-05]]","[[1.3031937018604651e-05, 0.0001078966386725471]]",0.0,[[]],"[[6.5159685093023255e-06, 5.3882638840050586e-05]]","[[-6.5159685093023255e-06, -5.401399983249652e-05]]","[[1.3031937018604651e-05, 0.0001078966386725471]]",0.0012283045798540115
cutoff,0.0002887789160013199,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}","[[2.225073858507202e-308, 2.225073858507202e-308]]","[[-2.225073858507202e-308, -2.225073858507202e-308]]",0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,"[[4.450147717014404e-308, 4.450147717014404e-308]]",0.0,A0_natural,1,[1],0.0,natural,natural,"[[2.225073858507202e-308, 2.225073858507202e-308]]","[[-2.225073858507202e-308, -2.225073858507202e-308]]",0.0007924800738692284,True,"[[4.450147717014404e-308, 4.450147717014404e-308]]",polynomial_range,attribution,0.001119295135140419,15,"[[2.225073858507202e-308, 2.225073858507202e-308]]","[[-2.225073858507202e-308, -2.225073858507202e-308]]","[[4.450147717014404e-308, 4.450147717014404e-308]]",0.0,[[]],"[[2.225073858507202e-308, 2.225073858507202e-308]]","[[-2.225073858507202e-308, -2.225073858507202e-308]]","[[4.450147717014404e-308, 4.450147717014404e-308]]",0.001119295135140419
polynomial_truncation,0.00029566138982772827,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[3.2013965798796664e-05]],[[-3.2114744838462146e-05]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[6.41287106372588e-05]],0.0,A0_natural,1,[1],0.0,natural,natural,[[3.2013965798796664e-05]],[[-3.2114744838462146e-05]],0.0010881219059228897,True,[[6.41287106372588e-05]],polynomial_range,attribution,0.0014253957197070122,16,[[3.2013965798796664e-05]],[[-3.2114744838462146e-05]],[[6.41287106372588e-05]],0.0,[[]],[[3.2013965798796664e-05]],[[-3.2114744838462146e-05]],[[6.41287106372588e-05]],0.0014253957197070122
poly_times_remainder,0.00028843432664871216,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[1.3943859119981752]],[[-0.1400003942570424]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[1.5343863062552177]],0.0,A0_natural,1,[1],0.0,natural,natural,[[1.3943859119981752]],[[-0.1400003942570424]],0.000844108872115612,True,[[1.5343863062552177]],polynomial_range,attribution,0.0011715050786733627,17,[[1.3943859119981752]],[[-0.1400003942570424]],[[1.5343863062552177]],0.0,[[]],[[1.3943859119981752]],[[-0.1400003942570424]],[[1.5343863062552177]],0.0011715050786733627
remainder_times_poly,0.000278351828455925,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[1.3943859119981752]],[[-0.1400003942570424]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[1.5343863062552177]],0.0,A0_natural,1,[1],0.0,natural,natural,[[1.3943859119981752]],[[-0.1400003942570424]],0.0007992638275027275,True,[[1.5343863062552177]],polynomial_range,attribution,0.0011160103604197502,18,[[1.3943859119981752]],[[-0.1400003942570424]],[[1.5343863062552177]],0.0,[[]],[[1.3943859119981752]],[[-0.1400003942570424]],[[1.5343863062552177]],0.0011160103604197502
polynomial_truncation,0.0003214748576283455,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[0.009776909110568742]],[[-0.01299602624734504]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[0.022772935357913783]],0.0,A0_natural,1,[1],0.0,natural,natural,[[0.009776909110568742]],[[-0.01299602624734504]],0.0010420950129628181,True,[[0.022772935357913783]],polynomial_range,attribution,0.0014024339616298676,19,[[0.009776909110568742]],[[-0.01299602624734504]],[[0.022772935357913783]],0.0,[[]],[[0.009776909110568742]],[[-0.01299602624734504]],[[0.022772935357913783]],0.0014024339616298676
poly_times_remainder,0.0002823127433657646,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[1.9442221583067478]],[[-0.5857765253845442]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[2.529998683691292]],0.0,A0_natural,1,[1],0.0,natural,natural,[[1.9442221583067478]],[[-0.5857765253845442]],0.0008007222786545753,True,[[2.529998683691292]],polynomial_range,attribution,0.0011212797835469246,20,[[1.9442221583067478]],[[-0.5857765253845442]],[[2.529998683691292]],0.0,[[]],[[1.9442221583067478]],[[-0.5857765253845442]],[[2.529998683691292]],0.0011212797835469246
remainder_times_poly,0.00027574319392442703,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[4.402724116197974]],[[0.8704777223358466]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[3.5322463938621276]],0.0,A0_natural,1,[1],0.0,natural,natural,[[4.402724116197974]],[[0.8704777223358466]],0.0008025988936424255,True,[[3.5322463938621276]],polynomial_range,attribution,0.0011163800954818726,21,[[4.402724116197974]],[[0.8704777223358466]],[[3.5322463938621276]],0.0,[[]],[[4.402724116197974]],[[0.8704777223358466]],[[3.5322463938621276]],0.0011163800954818726
integration_overflow,0.00028944481164216995,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}","[[6.654711245845825e-06, 5.426857311493435e-05]]","[[-6.672123543323514e-06, -5.412641611588976e-05]]",0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,"[[1.3326834789169339e-05, 0.00010839498923082412]]",0.0,A0_natural,1,[1],0.0,natural,natural,"[[6.654711245845825e-06, 5.426857311493435e-05]]","[[-6.672123543323514e-06, -5.412641611588976e-05]]",0.0008457237854599953,True,"[[1.3326834789169339e-05, 0.00010839498923082412]]",polynomial_range,attribution,0.0011733435094356537,22,"[[6.654711245845825e-06, 5.426857311493435e-05]]","[[-6.672123543323514e-06, -5.412641611588976e-05]]","[[1.3326834789169339e-05, 0.00010839498923082412]]",0.0,[[]],"[[6.654711245845825e-06, 5.426857311493435e-05]]","[[-6.672123543323514e-06, -5.412641611588976e-05]]","[[1.3326834789169339e-05, 0.00010839498923082412]]",0.0011733435094356537
cutoff,0.0002780882641673088,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}","[[2.225073858507202e-308, 2.225073858507202e-308]]","[[-2.225073858507202e-308, -2.225073858507202e-308]]",0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,"[[4.450147717014404e-308, 4.450147717014404e-308]]",0.0,A0_natural,1,[1],0.0,natural,natural,"[[2.225073858507202e-308, 2.225073858507202e-308]]","[[-2.225073858507202e-308, -2.225073858507202e-308]]",0.0008017616346478462,True,"[[4.450147717014404e-308, 4.450147717014404e-308]]",polynomial_range,attribution,0.0011183936148881912,23,"[[2.225073858507202e-308, 2.225073858507202e-308]]","[[-2.225073858507202e-308, -2.225073858507202e-308]]","[[4.450147717014404e-308, 4.450147717014404e-308]]",0.0,[[]],"[[2.225073858507202e-308, 2.225073858507202e-308]]","[[-2.225073858507202e-308, -2.225073858507202e-308]]","[[4.450147717014404e-308, 4.450147717014404e-308]]",0.0011183936148881912
polynomial_truncation,0.0002812054008245468,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[3.2170289617935617e-05]],[[-3.2433467210500884e-05]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[6.46037568284365e-05]],0.0,A0_natural,1,[1],0.0,natural,natural,[[3.2170289617935617e-05]],[[-3.2433467210500884e-05]],0.001086317002773285,True,[[6.46037568284365e-05]],polynomial_range,attribution,0.0014065662398934364,24,[[3.2170289617935617e-05]],[[-3.2433467210500884e-05]],[[6.46037568284365e-05]],0.0,[[]],[[3.2170289617935617e-05]],[[-3.2433467210500884e-05]],[[6.46037568284365e-05]],0.0014065662398934364
poly_times_remainder,0.0002838112413883209,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[1.394386117579791]],[[-0.14000068491545362]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[1.5343868024952445]],0.0,A0_natural,1,[1],0.0,natural,natural,[[1.394386117579791]],[[-0.14000068491545362]],0.000794433057308197,True,[[1.5343868024952445]],polynomial_range,attribution,0.001116383820772171,25,[[1.394386117579791]],[[-0.14000068491545362]],[[1.5343868024952445]],0.0,[[]],[[1.394386117579791]],[[-0.14000068491545362]],[[1.5343868024952445]],0.001116383820772171
remainder_times_poly,0.000277678482234478,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[1.394386117579791]],[[-0.14000068491545362]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[1.5343868024952445]],0.0,A0_natural,1,[1],0.0,natural,natural,[[1.394386117579791]],[[-0.14000068491545362]],0.0008028708398342133,True,[[1.5343868024952445]],polynomial_range,attribution,0.001119246706366539,26,[[1.394386117579791]],[[-0.14000068491545362]],[[1.5343868024952445]],0.0,[[]],[[1.394386117579791]],[[-0.14000068491545362]],[[1.5343868024952445]],0.001119246706366539
polynomial_truncation,0.00028190016746520996,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[0.009777527392372748]],[[-0.012996815657326521]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[0.022774343049699268]],0.0,A0_natural,1,[1],0.0,natural,natural,[[0.009777527392372748]],[[-0.012996815657326521]],0.0010656295344233513,True,[[0.022774343049699268]],polynomial_range,attribution,0.0013874927535653114,27,[[0.009777527392372748]],[[-0.012996815657326521]],[[0.022774343049699268]],0.0,[[]],[[0.009777527392372748]],[[-0.012996815657326521]],[[0.022774343049699268]],0.0013874927535653114
poly_times_remainder,0.000285247340798378,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[1.944222190333796]],[[-0.585776664938176]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[2.529998855271972]],0.0,A0_natural,1,[1],0.0,natural,natural,[[1.944222190333796]],[[-0.585776664938176]],0.0008055893704295158,True,[[2.529998855271972]],polynomial_range,attribution,0.0011293506249785423,28,[[1.944222190333796]],[[-0.585776664938176]],[[2.529998855271972]],0.0,[[]],[[1.944222190333796]],[[-0.585776664938176]],[[2.529998855271972]],0.0011293506249785423
remainder_times_poly,0.00027602165937423706,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}",[[4.402724323086248]],[[0.8704774300196458]],0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,[[3.532246893066602]],0.0,A0_natural,1,[1],0.0,natural,natural,[[4.402724323086248]],[[0.8704774300196458]],0.0008115144446492195,True,[[3.532246893066602]],polynomial_range,attribution,0.001125626266002655,29,[[4.402724323086248]],[[0.8704774300196458]],[[3.532246893066602]],0.0,[[]],[[4.402724323086248]],[[0.8704774300196458]],[[3.532246893066602]],0.001125626266002655
integration_overflow,0.00028450600802898407,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}","[[6.654898667786604e-06, 5.426897776039801e-05]]","[[-6.672310790006729e-06, -5.4126815578863826e-05]]",0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,"[[1.3327209457793334e-05, 0.00010839579333926183]]",0.0,A0_natural,1,[1],0.0,natural,natural,"[[6.654898667786604e-06, 5.426897776039801e-05]]","[[-6.672310790006729e-06, -5.4126815578863826e-05]]",0.0008160220459103584,True,"[[1.3327209457793334e-05, 0.00010839579333926183]]",polynomial_range,attribution,0.0011381255462765694,30,"[[6.654898667786604e-06, 5.426897776039801e-05]]","[[-6.672310790006729e-06, -5.4126815578863826e-05]]","[[1.3327209457793334e-05, 0.00010839579333926183]]",0.0,[[]],"[[6.654898667786604e-06, 5.426897776039801e-05]]","[[-6.672310790006729e-06, -5.4126815578863826e-05]]","[[1.3327209457793334e-05, 0.00010839579333926183]]",0.0011381255462765694
cutoff,0.00028226710855960846,True,0,cpu,,True,"{""fallback_reason"": ""Horner not requested for this named context"", ""orders"": [], ""requested"": false, ""requested_orders"": [], ""validated"": false}","[[2.225073858507202e-308, 2.225073858507202e-308]]","[[-2.225073858507202e-308, -2.225073858507202e-308]]",0.0,0,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,False,"[[4.450147717014404e-308, 4.450147717014404e-308]]",0.0,A0_natural,1,[1],0.0,natural,natural,"[[2.225073858507202e-308, 2.225073858507202e-308]]","[[-2.225073858507202e-308, -2.225073858507202e-308]]",0.0007938416674733162,True,"[[4.450147717014404e-308, 4.450147717014404e-308]]",polynomial_range,attribution,0.0011230353266000748,31,"[[2.225073858507202e-308, 2.225073858507202e-308]]","[[-2.225073858507202e-308, -2.225073858507202e-308]]","[[4.450147717014404e-308, 4.450147717014404e-308]]",0.0,[[]],"[[2.225073858507202e-308, 2.225073858507202e-308]]","[[-2.225073858507202e-308, -2.225073858507202e-308]]","[[4.450147717014404e-308, 4.450147717014404e-308]]",0.0011230353266000748
