plant,batch,repetition,measured_S_evaluator_share,zero_evaluator_upper_reference,measured_G_service_s,replace_only_evaluator_reference,scope
van_der_pol,1,0,0.2673678582980863,1.3649414802863922,0.17528584399999994,1.106887766411091,measured opted-in request evaluator; excludes caller prepacking and remaining dense CPU ranges; service wall overlaps workers
van_der_pol,1,1,0.2688480299831791,1.3677047194128382,0.16877933299999992,1.120946547550192,measured opted-in request evaluator; excludes caller prepacking and remaining dense CPU ranges; service wall overlaps workers
van_der_pol,1,2,0.26790231118477437,1.3659379277898394,0.1671830750000001,1.1190010455086454,measured opted-in request evaluator; excludes caller prepacking and remaining dense CPU ranges; service wall overlaps workers
van_der_pol,8,0,0.3471929500177874,1.5318462017639785,17.111543374999943,1.2067338847632771,measured opted-in request evaluator; excludes caller prepacking and remaining dense CPU ranges; service wall overlaps workers
van_der_pol,8,1,0.348157814025667,1.5341136574418888,17.044820616999992,1.2057827847944131,measured opted-in request evaluator; excludes caller prepacking and remaining dense CPU ranges; service wall overlaps workers
van_der_pol,8,2,0.3484646610102559,1.534836163377688,17.798829101999925,1.1950422952614745,measured opted-in request evaluator; excludes caller prepacking and remaining dense CPU ranges; service wall overlaps workers
van_der_pol,32,0,0.34521440560651,1.5272174717378637,240.25603803400017,0.777654189608842,measured opted-in request evaluator; excludes caller prepacking and remaining dense CPU ranges; service wall overlaps workers
van_der_pol,32,1,0.3453767547168482,1.5275962276094526,209.68991527799932,0.8383525811045798,measured opted-in request evaluator; excludes caller prepacking and remaining dense CPU ranges; service wall overlaps workers
van_der_pol,32,2,0.3408082715392619,1.517009326459655,211.4835717909994,0.8776933289982051,measured opted-in request evaluator; excludes caller prepacking and remaining dense CPU ranges; service wall overlaps workers
brusselator,1,0,0.254794848515053,1.3419123552854288,0.23799894299999994,1.1116947412382552,measured opted-in request evaluator; excludes caller prepacking and remaining dense CPU ranges; service wall overlaps workers
brusselator,1,1,0.2568235885180198,1.3455755383918653,0.23182658800000014,1.1218697192703768,measured opted-in request evaluator; excludes caller prepacking and remaining dense CPU ranges; service wall overlaps workers
brusselator,1,2,0.2503639841765953,1.333980730503715,0.23185160499999993,1.1133852037068441,measured opted-in request evaluator; excludes caller prepacking and remaining dense CPU ranges; service wall overlaps workers
brusselator,8,0,0.3445693036680828,1.5257143212798034,24.204769719999994,1.2100473984246713,measured opted-in request evaluator; excludes caller prepacking and remaining dense CPU ranges; service wall overlaps workers
brusselator,8,1,0.34453793095421703,1.5256412952404597,24.30810411200007,1.206985201033889,measured opted-in request evaluator; excludes caller prepacking and remaining dense CPU ranges; service wall overlaps workers
brusselator,8,2,0.3444258280917173,1.5253804113257587,23.88210566499989,1.2131707742326225,measured opted-in request evaluator; excludes caller prepacking and remaining dense CPU ranges; service wall overlaps workers
brusselator,32,0,0.3432683124634077,1.5226918678935852,206.5499652119989,0.9870720931961238,measured opted-in request evaluator; excludes caller prepacking and remaining dense CPU ranges; service wall overlaps workers
brusselator,32,1,0.34528324784586756,1.527378055792563,183.29506831300034,1.0213821905692049,measured opted-in request evaluator; excludes caller prepacking and remaining dense CPU ranges; service wall overlaps workers
brusselator,32,2,0.3408410555301486,1.5170847765773405,460.5159872379969,0.7442211765588015,measured opted-in request evaluator; excludes caller prepacking and remaining dense CPU ranges; service wall overlaps workers
