run_id,plant,route,batch,service_inside_worker_span_s,worker_span_outside_service_s,service_outside_worker_span_s,outside_both_s,wall_s,worker_span_scope,service_scope
formal-b1-rep0-van_der_pol-S,van_der_pol,S,1,0.27438701,0.74698578,0.0,0.004879998,1.026252788,"union of real step spans, including waits; not CPU execution time",host evaluator spans including sync/transfers/checks; not pure GPU device time
formal-b1-rep0-van_der_pol-Q,van_der_pol,Q,1,0.280169083,0.782096303,0.0,0.006763826,1.069029212,"union of real step spans, including waits; not CPU execution time",host evaluator spans including sync/transfers/checks; not pure GPU device time
formal-b1-rep0-van_der_pol-G,van_der_pol,G,1,0.175285844,0.790243537,0.0,0.006694195,0.972223576,"union of real step spans, including waits; not CPU execution time",host evaluator spans including sync/transfers/checks; not pure GPU device time
formal-b1-rep0-brusselator-S,brusselator,S,1,0.392949577,1.143980727,0.0,0.005289169,1.542219473,"union of real step spans, including waits; not CPU execution time",host evaluator spans including sync/transfers/checks; not pure GPU device time
formal-b1-rep0-brusselator-Q,brusselator,Q,1,0.402576943,1.222396852,0.0,0.007044397,1.632018192,"union of real step spans, including waits; not CPU execution time",host evaluator spans including sync/transfers/checks; not pure GPU device time
formal-b1-rep0-brusselator-G,brusselator,G,1,0.237998943,1.208850425,0.0,0.006755174,1.453604542,"union of real step spans, including waits; not CPU execution time",host evaluator spans including sync/transfers/checks; not pure GPU device time
formal-b1-rep1-van_der_pol-G,van_der_pol,G,1,0.168779333,0.778363729,0.0,0.00669006,0.953833122,"union of real step spans, including waits; not CPU execution time",host evaluator spans including sync/transfers/checks; not pure GPU device time
formal-b1-rep1-van_der_pol-Q,van_der_pol,Q,1,0.280374822,0.783080668,0.0,0.006884049,1.070339539,"union of real step spans, including waits; not CPU execution time",host evaluator spans including sync/transfers/checks; not pure GPU device time
formal-b1-rep1-van_der_pol-S,van_der_pol,S,1,0.281923858,0.761687884,0.0,0.005024761,1.048636503,"union of real step spans, including waits; not CPU execution time",host evaluator spans including sync/transfers/checks; not pure GPU device time
formal-b1-rep1-brusselator-G,brusselator,G,1,0.231826588,1.214781366,0.0,0.006772668,1.453380622,"union of real step spans, including waits; not CPU execution time",host evaluator spans including sync/transfers/checks; not pure GPU device time
formal-b1-rep1-brusselator-Q,brusselator,Q,1,0.39696217,1.199226381,0.0,0.006787622,1.602976173,"union of real step spans, including waits; not CPU execution time",host evaluator spans including sync/transfers/checks; not pure GPU device time
formal-b1-rep1-brusselator-S,brusselator,S,1,0.401764335,1.157264681,0.0,0.005330151,1.564359167,"union of real step spans, including waits; not CPU execution time",host evaluator spans including sync/transfers/checks; not pure GPU device time
formal-b1-rep2-van_der_pol-Q,van_der_pol,Q,1,0.279650302,0.790464827,0.0,0.006766361,1.07688149,"union of real step spans, including waits; not CPU execution time",host evaluator spans including sync/transfers/checks; not pure GPU device time
formal-b1-rep2-van_der_pol-S,van_der_pol,S,1,0.277232579,0.752593482,0.0,0.005001066,1.034827127,"union of real step spans, including waits; not CPU execution time",host evaluator spans including sync/transfers/checks; not pure GPU device time
formal-b1-rep2-van_der_pol-G,van_der_pol,G,1,0.167183075,0.774355384,0.0,0.006545597,0.948084056,"union of real step spans, including waits; not CPU execution time",host evaluator spans including sync/transfers/checks; not pure GPU device time
formal-b1-rep2-brusselator-Q,brusselator,Q,1,0.399781309,1.192528855,0.0,0.006961212,1.599271376,"union of real step spans, including waits; not CPU execution time",host evaluator spans including sync/transfers/checks; not pure GPU device time
formal-b1-rep2-brusselator-S,brusselator,S,1,0.390823132,1.165057739,0.0,0.005138911,1.561019782,"union of real step spans, including waits; not CPU execution time",host evaluator spans including sync/transfers/checks; not pure GPU device time
formal-b1-rep2-brusselator-G,brusselator,G,1,0.231851605,1.210844796,0.0,0.006973896,1.449670297,"union of real step spans, including waits; not CPU execution time",host evaluator spans including sync/transfers/checks; not pure GPU device time
legacy-b1-van_der_pol-L,van_der_pol,L,1,0.0,0.87312493,0.0,0.005255411,0.878380341,"union of real step spans, including waits; not CPU execution time",host evaluator spans including sync/transfers/checks; not pure GPU device time
legacy-b1-brusselator-L,brusselator,L,1,0.0,1.2881891,0.0,0.004856346,1.293045446,"union of real step spans, including waits; not CPU execution time",host evaluator spans including sync/transfers/checks; not pure GPU device time
formal-b8-rep0-van_der_pol-S,van_der_pol,S,8,33.779508724,63.46739027,0.0,0.046288331,97.293187325,"union of real step spans, including waits; not CPU execution time",host evaluator spans including sync/transfers/checks; not pure GPU device time
formal-b8-rep0-van_der_pol-Q,van_der_pol,Q,8,52.640379558,39.432476521,0.0,0.041002595,92.113858674,"union of real step spans, including waits; not CPU execution time",host evaluator spans including sync/transfers/checks; not pure GPU device time
formal-b8-rep0-van_der_pol-G,van_der_pol,G,8,17.111543375,58.15969735,0.0,0.041686777,75.312927502,"union of real step spans, including waits; not CPU execution time",host evaluator spans including sync/transfers/checks; not pure GPU device time
