case,plant,task,step,time,exact_time,view,variable,cpu_lo_hex,cpu_hi_hex,gpu_lo_hex,gpu_hi_hex,cpu_width,gpu_width,lo_abs_diff,hi_abs_diff,max_abs_diff,center_abs_diff,near_zero,gpu_cpu_width_ratio,warning
prefix-b32,van_der_pol,31,13,0.13,74939897799445055/576460752303423488,endpoint,y,0x1.d6e97bda7663ep+0,0x1.e484f2166e03dp+0,0x1.d6e97bda7663ep+0,0x1.e484f2166e03dp+0,0.053153409614992375,0.053153409614992375,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,31,13,0.13,74939897799445055/576460752303423488,tube,x,0x1.9fd4d0549433fp+0,0x1.aebd9ae961130p+0,0x1.9fd4d0549433fp+0,0x1.aebd9ae961130p+0,0.058239613846009286,0.058239613846009286,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,31,13,0.13,74939897799445055/576460752303423488,tube,y,0x1.d6aaad6e8932dp+0,0x1.f16405143b727p+0,0x1.d6aaad6e8932dp+0,0x1.f16405143b727p+0,0.10439060015983026,0.10439060015983026,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,31,14,0.14,40352252661239645/288230376151711744,endpoint,x,0x1.a9775c8a8b5b8p+0,0x1.b35f8695caba5p+0,0x1.a9775c8a8b5b8p+0,0x1.b35f8695caba5p+0,0.038698795076352654,0.038698795076352654,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,31,14,0.14,40352252661239645/288230376151711744,endpoint,y,0x1.c9fdd311a6b6ep+0,0x1.d7f283355a629p+0,0x1.c9fdd311a6b6fp+0,0x1.d7f283355a628p+0,0.054514893261212505,0.05451489326121206,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,0.0,False,0.9999999999999919,False
prefix-b32,van_der_pol,31,14,0.14,40352252661239645/288230376151711744,tube,x,0x1.a4af3122faa3cp+0,0x1.b37108781a26cp+0,0x1.a4af3122faa3cp+0,0x1.b37108781a26cp+0,0.05764528110695366,0.05764528110695366,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,31,14,0.14,40352252661239645/288230376151711744,tube,y,0x1.c9bb217354059p+0,0x1.e4f44274929dbp+0,0x1.c9bb217354059p+0,0x1.e4f44274929dbp+0,0.10634046821959986,0.10634046821959986,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,31,15,0.15,86469112845513525/576460752303423488,endpoint,x,0x1.ae118707f1fcap+0,0x1.b7f12a657e25dp+0,0x1.ae118707f1fcbp+0,0x1.b7f12a657e25cp+0,0.038568697298761334,0.03856869729876089,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,0.0,False,0.9999999999999885,False
prefix-b32,van_der_pol,31,15,0.15,86469112845513525/576460752303423488,endpoint,y,0x1.bcfdb61a50c74p+0,0x1.cb43069a34b69p+0,0x1.bcfdb61a50c74p+0,0x1.cb43069a34b69p+0,0.05574515459369178,0.05574515459369178,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,31,15,0.15,86469112845513525/576460752303423488,tube,x,0x1.a969fc5293873p+0,0x1.b802cdf6d763fp+0,0x1.a969fc5293873p+0,0x1.b802cdf6d763fp+0,0.05701933155420402,0.05701933155420402,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,31,15,0.15,86469112845513525/576460752303423488,tube,y,0x1.bcb739b23ce26p+0,0x1.d86151a7ba42bp+0,0x1.bcb739b23ce26p+0,0x1.d86151a7ba42bp+0,0.10806417220499154,0.10806417220499154,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,31,16,0.16,5764607523034235/36028797018963968,endpoint,x,0x1.b28b8cae0a248p+0,0x1.bc60fed23ec68p+0,0x1.b28b8cae0a248p+0,0x1.bc60fed23ec68p+0,0.03841317542958933,0.03841317542958933,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,31,16,0.16,5764607523034235/36028797018963968,endpoint,y,0x1.afef19ed5543dp+0,0x1.be7c6d6cf6473p+0,0x1.afef19ed5543dp+0,0x1.be7c6d6cf6473p+0,0.05684396615926124,0.05684396615926124,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,31,16,0.16,5764607523034235/36028797018963968,tube,x,0x1.ae04e27ed819cp+0,0x1.bc72bbfaa35f9p+0,0x1.ae04e27ed819cp+0,0x1.bc72bbfaa35f9p+0,0.05636367103877338,0.05636367103877338,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,31,16,0.16,5764607523034235/36028797018963968,tube,y,0x1.afa4f0908f55ap+0,0x1.cbb13360396cfp+0,0x1.afa4f0908f55ap+0,0x1.cbb13360396cfp+0,0.10956208772594533,0.10956208772594533,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,31,17,0.17,97998327891581995/576460752303423488,endpoint,x,0x1.b6e53c29702ddp+0,0x1.c0aee3e88d822p+0,0x1.b6e53c29702ddp+0,0x1.c0aee3e88d822p+0,0.03823326507456781,0.03823326507456781,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,31,17,0.17,97998327891581995/576460752303423488,endpoint,y,0x1.a2d7d1c64a4afp+0,0x1.b1a492563f63dp+0,0x1.a2d7d1c64a4afp+0,0x1.b1a492563f63dp+0,0.05781177057824349,0.05781177057824349,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,31,17,0.17,97998327891581995/576460752303423488,tube,x,0x1.b27fa3189d386p+0,0x1.c0c0b2b3379dap+0,0x1.b27fa3189d386p+0,0x1.c0c0b2b3379dap+0,0.05568025135507515,0.05568025135507515,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,31,17,0.17,97998327891581995/576460752303423488,tube,y,0x1.a28a1e5931afcp+0,0x1.bee9d955be628p+0,0x1.a28a1e5931afcp+0,0x1.bee9d955be628p+0,0.11083573022615223,0.11083573022615223,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,31,18,0.18,51881467707308115/288230376151711744,endpoint,x,0x1.bb1e7284c2a27p+0,0x1.c4dac8e6c66f3p+0,0x1.bb1e7284c2a28p+0,0x1.c4dac8e6c66f2p+0,0.038030051164059664,0.03803005116405922,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,0.0,False,0.9999999999999883,False
prefix-b32,van_der_pol,31,18,0.18,51881467707308115/288230376151711744,endpoint,y,0x1.95bd8852fd897p+0,0x1.a4c132fa892b3p+0,0x1.95bd8852fd897p+0,0x1.a4c132fa892b3p+0,0.05864969816651122,0.05864969816651122,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,31,18,0.18,51881467707308115/288230376151711744,tube,x,0x1.b6da0c3607975p+0,0x1.c4eca18b7b6a1p+0,0x1.b6da0c3607975p+0,0x1.c4eca18b7b6a1p+0,0.05497105919114187,0.05497105919114187,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,31,18,0.18,51881467707308115/288230376151711744,tube,y,0x1.956c725d6bb6ap+0,0x1.b2111f52542aep+0,0x1.956c725d6bb6ap+0,0x1.b2111f52542aep+0,0.11188775042724419,0.11188775042724419,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,31,19,0.19,109527542937650465/576460752303423488,endpoint,x,0x1.bf3719822127ap+0,0x1.c8e4ad2197a93p+0,0x1.bf3719822127ap+0,0x1.c8e4ad2197a93p+0,0.0378048195184475,0.0378048195184475,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,31,19,0.19,109527542937650465/576460752303423488,endpoint,y,0x1.88a5361edd92ep+0,0x1.97d86d498cfb4p+0,0x1.88a5361edd92ep+0,0x1.97d86d498cfb4p+0,0.05937523643606957,0.05937523643606957,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,31,19,0.19,109527542937650465/576460752303423488,tube,x,0x1.bb13f8f5f188cp+0,0x1.c8f6881478bebp+0,0x1.bb13f8f5f188cp+0,0x1.c8f6881478bebp+0,0.0542382669002206,0.0542382669002206,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,31,19,0.19,109527542937650465/576460752303423488,tube,y,0x1.8850e3aeff392p+0,0x1.a52d4daade904p+0,0x1.8850e3aeff392p+0,0x1.a52d4daade903p+0,0.11273825072506982,0.1127382507250696,0.0,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,False,0.999999999999998,False
prefix-b32,van_der_pol,31,20,0.2,28823037615171175/144115188075855872,endpoint,x,0x1.c32f2a070b44fp+0,0x1.cccc9cb820712p+0,0x1.c32f2a070b450p+0,0x1.cccc9cb820711p+0,0.037558716042597196,0.03755871604259675,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,0.0,False,0.9999999999999882,False
prefix-b32,van_der_pol,31,20,0.2,28823037615171175/144115188075855872,endpoint,y,0x1.7b94316d11e7ep+0,0x1.8aefa482cb6e0p+0,0x1.7b94316d11e7ep+0,0x1.8aefa482cb6e0p+0,0.059989159397013214,0.059989159397013214,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,31,20,0.2,28823037615171175/144115188075855872,tube,x,0x1.bf2d527a18f7bp+0,0x1.ccde743a2826ep+0,0x1.bf2d527a18f7bp+0,0x1.ccde743a2826ep+0,0.053484067334633734,0.053484067334633734,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,31,20,0.2,28823037615171175/144115188075855872,tube,y,0x1.7b3af7ab047d2p+0,0x1.9845c70181130p+0,0x1.7b3af7ab047d2p+0,0x1.9845c70181130p+0,0.11344619618883867,0.11344619618883867,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,3,1,0.01,5764607523034235/576460752303423488,endpoint,x,0x1.1fc96928a9728p+0,0x1.297294e1d6c3cp+0,0x1.1fc96928a9728p+0,0x1.297294e1d6c3cp+0,0.03773759146617284,0.03773759146617284,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,3,1,0.01,5764607523034235/576460752303423488,endpoint,y,0x1.33eed0e795783p+1,0x1.376fc20abea3bp+1,0x1.33eed0e795783p+1,0x1.376fc20abea3bp+1,0.027372495811814446,0.027372495811814446,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,3,1,0.01,5764607523034235/576460752303423488,tube,x,0x1.198b26b02317cp+0,0x1.29793e6109e9ap+0,0x1.198b26b02317cp+0,0x1.29793e6109e9ap+0,0.062226753891827524,0.062226753891827524,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,3,1,0.01,5764607523034235/576460752303423488,tube,y,0x1.33ec306a68228p+1,0x1.39c2f694742f9p+1,0x1.33ec306a68228p+1,0x1.39c2f694742f9p+1,0.04561688473777581,0.04561688473777581,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,3,2,0.02,5764607523034235/288230376151711744,endpoint,x,0x1.25ec19e216500p+0,0x1.2fa6627dd40eep+0,0x1.25ec19e216500p+0,0x1.2fa6627dd40eep+0,0.03799871256137122,0.03799871256137122,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,3,2,0.02,5764607523034235/288230376151711744,endpoint,y,0x1.3145028b13acfp+1,0x1.3514a9ccb9e79p+1,0x1.3145028b13acfp+1,0x1.3514a9ccb9e79p+1,0.029774577193582452,0.029774577193582452,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,3,2,0.02,5764607523034235/288230376151711744,tube,x,0x1.1fb9abe73eb72p+0,0x1.2fad914d7107bp+0,0x1.1fb9abe73eb72p+0,0x1.2fad914d7107bp+0,0.06231530900032767,0.06231530900032767,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,3,2,0.02,5764607523034235/288230376151711744,tube,y,0x1.31419d9bf4bbfp+1,0x1.379a81e59ff71p+1,0x1.31419d9bf4bbfp+1,0x1.379a81e59ff71p+1,0.04958776089775885,0.04958776089775885,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,3,3,0.03,17293822569102705/576460752303423488,endpoint,x,0x1.2c0245b3b9fa2p+0,0x1.35cc04903b0cdp+0,0x1.2c0245b3b9fa2p+0,0x1.35cc04903b0cdp+0,0.038234642824202636,0.038234642824202636,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,3,3,0.03,17293822569102705/576460752303423488,endpoint,y,0x1.2e6a0bf4dfccap+1,0x1.3287c18d3dcf1p+1,0x1.2e6a0bf4dfccap+1,0x1.3287c18d3dcf1p+1,0.032156657598551686,0.032156657598551686,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,3,3,0.03,17293822569102705/576460752303423488,tube,x,0x1.25dcaba21ce94p+0,0x1.35d3b7af7cb54p+0,0x1.25dcaba21ce94p+0,0x1.35d3b7af7cb54p+0,0.06236338926809992,0.06236338926809992,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,3,3,0.03,17293822569102705/576460752303423488,tube,y,0x1.2e65cb448cd57p+1,0x1.353ff196ff7aep+1,0x1.2e65cb448cd57p+1,0x1.353ff196ff7aep+1,0.053532400377018785,0.053532400377018785,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,3,4,0.04,5764607523034235/144115188075855872,endpoint,x,0x1.320af4ecaabf2p+0,0x1.3be27aaeac3f8p+0,0x1.320af4ecaabf3p+0,0x1.3be27aaeac3f7p+0,0.03844486223670307,0.038444862236702626,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,0.0,False,0.9999999999999885,False
prefix-b32,van_der_pol,3,4,0.04,5764607523034235/144115188075855872,endpoint,y,0x1.2b5e959aa4a91p+1,0x1.2fc973cbee045p+1,0x1.2b5e959aa4a91p+1,0x1.2fc973cbee045p+1,0.03451135069436795,0.03451135069436795,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,3,4,0.04,5764607523034235/144115188075855872,tube,x,0x1.2bf32c3a7b15ep+0,0x1.3beab0b4fb7b5p+0,0x1.2bf32c3a7b15ep+0,0x1.3beab0b4fb7b5p+0,0.06237056723366208,0.06237056723366208,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,3,4,0.04,5764607523034235/144115188075855872,tube,y,0x1.2b59622d01870p+1,0x1.32b389464b37cp+1,0x1.2b59622d01870p+1,0x1.32b389464b37cp+1,0.057438742969116774,0.057438742969116774,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,3,5,0.05,28823037615171175/576460752303423488,endpoint,x,0x1.38053271338cfp+0,0x1.41e8c81f0ffe0p+0,0x1.38053271338cfp+0,0x1.41e8c81f0ffe0p+0,0.0386289166894509,0.0386289166894509,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,3,5,0.05,28823037615171175/576460752303423488,endpoint,y,0x1.28236e7028839p+1,0x1.2cda51aa01a68p+1,0x1.28236e7028839p+1,0x1.2cda51aa01a68p+1,0.03683128666514035,0.03683128666514035,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,3,5,0.05,28823037615171175/576460752303423488,tube,x,0x1.31fc35d9f98aep+0,0x1.41f17f3bd454cp+0,0x1.31fc35d9f98aep+0,0x1.41f17f3bd454cp+0,0.06233652724294059,0.06233652724294059,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,3,5,0.05,28823037615171175/576460752303423488,tube,y,0x1.281d31d01e24ap+1,0x1.2ff5b3015eb82p+1,0x1.281d31d01e24ap+1,0x1.2ff5b3015eb82p+1,0.0612946978082185,0.0612946978082185,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,3,6,0.06,17293822569102705/288230376151711744,endpoint,x,0x1.3df00c782147cp+0,0x1.47ddf4a39e12bp+0,0x1.3df00c782147cp+0,0x1.47ddf4a39e12bp+0,0.03878642141061639,0.03878642141061639,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,3,6,0.06,17293822569102705/288230376151711744,endpoint,y,0x1.24b98b6512d52p+1,0x1.29bb12d3c9b92p+1,0x1.24b98b6512d52p+1,0x1.29bb12d3c9b92p+1,0.03910916238763207,0.03910916238763207,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,3,6,0.06,17293822569102705/288230376151711744,tube,x,0x1.37f6d3376b5fdp+0,0x1.47e72a9ec780fp+0,0x1.37f6d3376b5fdp+0,0x1.47e72a9ec780fp+0,0.06226106904444295,0.06226106904444295,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,3,6,0.06,17293822569102705/288230376151711744,tube,y,0x1.24b22fbcfeb38p+1,0x1.2d06ff8fd9ca6p+1,0x1.24b22fbcfeb38p+1,0x1.2d06ff8fd9ca6p+1,0.06508825107282856,0.06508825107282856,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,3,7,0.07,40352252661239645/576460752303423488,endpoint,x,0x1.43ca9546cd118p+0,0x1.4dc10d4432d19p+0,0x1.43ca9546cd118p+0,0x1.4dc10d4432d19p+0,0.038917064060797424,0.038917064060797424,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,3,7,0.07,40352252661239645/576460752303423488,endpoint,y,0x1.2122069e30a20p+1,0x1.266c95317f481p+1,0x1.2122069e30a20p+1,0x1.266c95317f481p+1,0.041337797095636564,0.041337797095636564,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,3,7,0.07,40352252661239645/576460752303423488,tube,x,0x1.3de21253f8709p+0,0x1.4dcabf7fc97d1p+0,0x1.3de21253f8709p+0,0x1.4dcabf7fc97d1p+0,0.06214411086789262,0.06214411086789262,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,3,7,0.07,40352252661239645/576460752303423488,tube,y,0x1.211976d9d8e6fp+1,0x1.29e8265fd2e81p+1,0x1.211976d9d8e6fp+1,0x1.29e8265fd2e81p+1,0.06880754510712794,0.06880754510712794,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,3,8,0.08,5764607523034235/72057594037927936,endpoint,x,0x1.4993e3ea8cf11p+0,0x1.539125131691bp+0,0x1.4993e3ea8cf12p+0,0x1.539125131691ap+0,0.039020607373120075,0.03902060737311963,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,0.0,False,0.9999999999999886,False
prefix-b32,van_der_pol,3,8,0.08,5764607523034235/72057594037927936,endpoint,y,0x1.1d5e1e6809c37p+1,0x1.22efdc4ce7e8ep+1,0x1.1d5e1e6809c38p+1,0x1.22efdc4ce7e8dp+1,0.04351018595870526,0.04351018595870437,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,0.0,False,0.9999999999999796,False
prefix-b32,van_der_pol,3,8,0.08,5764607523034235/72057594037927936,tube,x,0x1.43bd0518b33a8p+0,0x1.539b50ac26558p+0,0x1.43bd0518b33a8p+0,0x1.539b50ac26558p+0,0.061985705851025585,0.061985705851025585,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,3,8,0.08,5764607523034235/72057594037927936,tube,y,0x1.1d543463c3f48p+1,0x1.269a17239545fp+1,0x1.1d543463c3f48p+1,0x1.269a17239545fp+1,0.07244524351211679,0.07244524351211679,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,3,9,0.09,51881467707308115/576460752303423488,endpoint,x,0x1.4f4b14ee754a0p+0,0x1.594d55ec019b7p+0,0x1.4f4b14ee754a0p+0,0x1.594d55ec019b7p+0,0.03909689130916205,0.03909689130916205,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,3,9,0.09,51881467707308115/576460752303423488,endpoint,y,0x1.196f33f12745cp+1,0x1.1f4610766af30p+1,0x1.196f33f12745cp+1,0x1.1f4610766af30p+1,0.04561954981850569,0.04561954981850569,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,3,9,0.09,51881467707308115/576460752303423488,tube,x,0x1.4986c26da6886p+0,0x1.5957f77f1b14cp+0,0x1.4986c26da6886p+0,0x1.5957f77f1b14cp+0,0.061786000024356635,0.061786000024356635,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,3,9,0.09,51881467707308115/576460752303423488,tube,y,0x1.1963dd0b7de2ap+1,0x1.231dc2d887892p+1,0x1.1963dd0b7de2ap+1,0x1.231dc2d887892p+1,0.07598564635854999,0.07598564635854999,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,3,10,0.1,28823037615171175/288230376151711744,endpoint,x,0x1.54ef4b0cf3298p+0,0x1.5ef4c12a67848p+0,0x1.54ef4b0cf3298p+0,0x1.5ef4c12a67848p+0,0.039145834151309344,0.039145834151309344,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,3,10,0.1,28823037615171175/288230376151711744,endpoint,y,0x1.1556c9b8eddb7p+1,0x1.1b707d9c0aabdp+1,0x1.1556c9b8eddb7p+1,0x1.1b707d9c0aabdp+1,0.047659383673479105,0.047659383673479105,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,3,10,0.1,28823037615171175/288230376151711744,tube,x,0x1.4f3e6693dcfdcp+0,0x1.5effd4f5eef9ep+0,0x1.4f3e6693dcfdcp+0,0x1.5effd4f5eef9ep+0,0.06154527563374801,0.06154527563374801,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,3,10,0.1,28823037615171175/288230376151711744,tube,y,0x1.1549f4eca667fp+1,0x1.1f7451583a2dbp+1,0x1.1549f4eca667fp+1,0x1.1f7451583a2dbp+1,0.07941775563044295,0.07941775563044295,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,3,11,0.11,63410682753376585/576460752303423488,endpoint,x,0x1.5a7fafd703da4p+0,0x1.6486905b44b20p+0,0x1.5a7fafd703da4p+0,0x1.6486905b44b20p+0,0.03916743496742381,0.03916743496742381,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,3,11,0.11,63410682753376585/576460752303423488,endpoint,y,0x1.111681c30f935p+1,0x1.177091e5d8e20p+1,0x1.111681c30f935p+1,0x1.177091e5d8e20p+1,0.04962350557854256,0.04962350557854256,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,3,11,0.11,63410682753376585/576460752303423488,tube,x,0x1.54e313f24b874p+0,0x1.6492124396e92p+0,0x1.54e313f24b874p+0,0x1.6492124396e92p+0,0.06126393780448991,0.06126393780448991,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,3,11,0.11,63410682753376585/576460752303423488,tube,y,0x1.11081fd22e40ep+1,0x1.1b9f0e239e653p+1,0x1.11081fd22e40ep+1,0x1.1b9f0e239e653p+1,0.08273104645221219,0.08273104645221219,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,3,12,0.12,17293822569102705/144115188075855872,endpoint,x,0x1.5ffb745979feap+0,0x1.6a01f5df316a2p+0,0x1.5ffb745979feap+0,0x1.6a01f5df316a2p+0,0.03916177286684608,0.03916177286684608,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,3,12,0.12,17293822569102705/144115188075855872,endpoint,y,0x1.0cb01b8d05cf3p+1,0x1.1347dc11b7d26p+1,0x1.0cb01b8d05cf3p+1,0x1.1347dc11b7d26p+1,0.05150610427156144,0.05150610427156144,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,3,12,0.12,17293822569102705/144115188075855872,tube,x,0x1.5a73f3c3354f9p+0,0x1.6a0de173701fap+0,0x1.5a73f3c3354f9p+0,0x1.6a0de173701fap+0,0.06094251205905743,0.06094251205905743,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,3,12,0.12,17293822569102705/144115188075855872,tube,y,0x1.0ca01f2788a40p+1,0x1.179f66ff471b7p+1,0x1.0ca01f2788a40p+1,0x1.179f66ff471b7p+1,0.08591554674506652,0.08591554674506652,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,3,13,0.13,74939897799445055/576460752303423488,endpoint,x,0x1.6561d1b61d5a7p+0,0x1.6f662d853f6c3p+0,0x1.6561d1b61d5a7p+0,0x1.6f662d853f6c3p+0,0.03912900740585368,0.03912900740585368,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,3,13,0.13,74939897799445055/576460752303423488,endpoint,y,0x1.082571e2e8287p+1,0x1.0ef80999f8e2dp+1,0x1.082571e2e8287p+1,0x1.0ef80999f8e2dp+1,0.05330177725541585,0.05330177725541585,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,3,13,0.13,74939897799445055/576460752303423488,tube,x,0x1.5ff036b69e00ap+0,0x1.6f727e04bb6bfp+0,0x1.5ff036b69e00ap+0,0x1.6f727e04bb6bfp+0,0.060581642695450855,0.060581642695450855,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,3,13,0.13,74939897799445055/576460752303423488,tube,y,0x1.0813cfc88640ep+1,0x1.1376ea56ed24fp+1,0x1.0813cfc88640ep+1,0x1.1376ea56ed24fp+1,0.08896190598696352,0.08896190598696352,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,3,14,0.14,40352252661239645/288230376151711744,endpoint,x,0x1.6ab209b3c400cp+0,0x1.74b27d180c9c8p+0,0x1.6ab209b3c400cp+0,0x1.74b27d180c9c8p+0,0.03906937788325049,0.03906937788325049,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,3,14,0.14,40352252661239645/288230376151711744,endpoint,y,0x1.03787871ec392p+1,0x1.0a82e4904f9f2p+1,0x1.03787871ec393p+1,0x1.0a82e4904f9f1p+1,0.05500556453516481,0.05500556453516392,4.440892098500626e-16,4.440892098500626e-16,4.440892098500626e-16,0.0,False,0.9999999999999839,False
prefix-b32,van_der_pol,3,14,0.14,40352252661239645/288230376151711744,tube,x,0x1.6557158cd5634p+0,0x1.74bf2d783f3a9p+0,0x1.6557158cd5634p+0,0x1.74bf2d783f3a9p+0,0.06018208978079298,0.06018208978079298,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,3,14,0.14,40352252661239645/288230376151711744,tube,y,0x1.0365278ec2cd8p+1,0x1.0f2745505ad59p+1,0x1.0365278ec2cd8p+1,0x1.0f2745505ad59p+1,0.0918614573748191,0.0918614573748191,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,3,15,0.15,86469112845513525/576460752303423488,endpoint,x,0x1.6feb6743a9fe3p+0,0x1.79e634de2bc0dp+0,0x1.6feb6743a9fe4p+0,0x1.79e634de2bc0cp+0,0.03898320219173934,0.0389832021917389,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,0.0,False,0.9999999999999886,False
prefix-b32,van_der_pol,3,15,0.15,86469112845513525/576460752303423488,endpoint,y,0x1.fd567271cf211p+0,0x1.05ea515a3910ep+1,0x1.fd567271cf211p+0,0x1.05ea515a3910ep+1,0.05661298395989678,0.05661298395989678,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,3,15,0.15,86469112845513525/576460752303423488,tube,x,0x1.6aa7d1a745e2bp+0,0x1.79f33fd131b53p+0,0x1.6aa7d1a745e2bp+0,0x1.79f33fd131b53p+0,0.059744725451148284,0.059744725451148284,0.0,0.0,0.0,0.0,False,1.0,False
