case,plant,task,step,time,exact_time,view,variable,cpu_lo_hex,cpu_hi_hex,gpu_lo_hex,gpu_hi_hex,cpu_width,gpu_width,lo_abs_diff,hi_abs_diff,max_abs_diff,center_abs_diff,near_zero,gpu_cpu_width_ratio,warning
prefix-b32,van_der_pol,16,5,0.05,28823037615171175/576460752303423488,endpoint,x,0x1.5d278208d5beap+0,0x1.6709cc4bbcef5p+0,0x1.5d278208d5bebp+0,0x1.6709cc4bbcef4p+0,0.03860916264892711,0.038609162648926665,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,0.0,False,0.9999999999999885,False
prefix-b32,van_der_pol,16,5,0.05,28823037615171175/576460752303423488,endpoint,y,0x1.186a19f76aa44p+1,0x1.1d28e10cb2327p+1,0x1.186a19f76aa44p+1,0x1.1d28e10cb2327p+1,0.03707207240141619,0.03707207240141619,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,5,0.05,28823037615171175/576460752303423488,tube,x,0x1.5768c610859cdp+0,0x1.6715a7d886851p+0,0x1.5768c610859cdp+0,0x1.6715a7d886851p+0,0.06123171933077831,0.06123171933077831,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,5,0.05,28823037615171175/576460752303423488,tube,y,0x1.185f0fb8a9474p+1,0x1.217950dcdeec6p+1,0x1.185f0fb8a9474p+1,0x1.217950dcdeec6p+1,0.07111372249645687,0.07111372249645687,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,6,0.06,17293822569102705/288230376151711744,endpoint,x,0x1.62bf4a6781003p+0,0x1.6cab3363515c8p+0,0x1.62bf4a6781003p+0,0x1.6cab3363515c8p+0,0.038755952337269806,0.038755952337269806,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,6,0.06,17293822569102705/288230376151711744,endpoint,y,0x1.13d6a9a1952a2p+1,0x1.18deee755a221p+1,0x1.13d6a9a1952a2p+1,0x1.18deee755a221p+1,0.0393148454695047,0.0393148454695047,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,6,0.06,17293822569102705/288230376151711744,tube,x,0x1.5d166806d2889p+0,0x1.6cb77e0971005p+0,0x1.5d166806d2889p+0,0x1.6cb77e0971005p+0,0.061051726951034446,0.061051726951034446,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,6,0.06,17293822569102705/288230376151711744,tube,y,0x1.13ca1b690526cp+1,0x1.1d5a2e6de2e14p+1,0x1.13ca1b690526cp+1,0x1.1d5a2e6de2e14p+1,0.07470929849246843,0.07470929849246843,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,7,0.07,40352252661239645/576460752303423488,endpoint,x,0x1.6840ecba0caccp+0,0x1.723491cde2db4p+0,0x1.6840ecba0caccp+0,0x1.723491cde2db4p+0,0.038873975127154736,0.038873975127154736,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,7,0.07,40352252661239645/576460752303423488,endpoint,y,0x1.0f1d10cc9da5cp+1,0x1.146c50ad82659p+1,0x1.0f1d10cc9da5cp+1,0x1.146c50ad82659p+1,0.04148100358133755,0.04148100358133755,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,7,0.07,40352252661239645/576460752303423488,tube,x,0x1.62aeb7a3d325fp+0,0x1.7241468648b00p+0,0x1.62aeb7a3d325fp+0,0x1.7241468648b00p+0,0.06083004978930995,0.06083004978930995,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,7,0.07,40352252661239645/576460752303423488,tube,y,0x1.0f0eee4df975fp+1,0x1.19108ed401d22p+1,0x1.0f0eee4df975fp+1,0x1.19108ed401d22p+1,0.07817465347827257,0.07817465347827257,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,8,0.08,5764607523034235/72057594037927936,endpoint,x,0x1.6daba3c56986ap+0,0x1.77a5234f131f8p+0,0x1.6daba3c56986ap+0,0x1.77a5234f131f8p+0,0.03896329031849488,0.03896329031849488,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,8,0.08,5764607523034235/72057594037927936,endpoint,y,0x1.0a3f68de0221fp+1,0x1.0fd2ec71bd3e4p+1,0x1.0a3f68de0221fp+1,0x1.0fd2ec71bd3e4p+1,0.04356426919386758,0.04356426919386758,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,8,0.08,5764607523034235/72057594037927936,tube,x,0x1.6830e60c6a064p+0,0x1.77b23cc2ad043p+0,0x1.6830e60c6a064p+0,0x1.77b23cc2ad043p+0,0.060567302224619146,0.060567302224619146,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,8,0.08,5764607523034235/72057594037927936,tube,y,0x1.0a2fa3f05a847p+1,0x1.149e37dcf5593p+1,0x1.0a2fa3f05a847p+1,0x1.149e37dcf5593p+1,0.08149956753701382,0.08149956753701382,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,9,0.09,51881467707308115/576460752303423488,endpoint,x,0x1.72feb412e4179p+0,0x1.7cfc2edfc38f2p+0,0x1.72feb412e4179p+0,0x1.7cfc2edfc38f2p+0,0.03902404310016849,0.03902404310016849,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,9,0.09,51881467707308115/576460752303423488,endpoint,y,0x1.053fe377f493ep+1,0x1.0b14c28a15208p+1,0x1.053fe377f493ep+1,0x1.0b14c28a15208p+1,0.04555881867517986,0.04555881867517986,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,9,0.09,51881467707308115/576460752303423488,tube,x,0x1.6d9c2d9618ff7p+0,0x1.7d09a76e8953fp+0,0x1.6d9c2d9618ff7p+0,0x1.7d09a76e8953fp+0,0.06026422056341296,0.06026422056341296,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,9,0.09,51881467707308115/576460752303423488,tube,y,0x1.052e7037e595cp+1,0x1.10050de9a475ep+1,0x1.052e7037e595cp+1,0x1.10050de9a475ep+1,0.08467456034645782,0.08467456034645782,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,10,0.1,28823037615171175/288230376151711744,endpoint,x,0x1.78396c6dcdfd4p+0,0x1.8239072d73478p+0,0x1.78396c6dcdfd4p+0,0x1.8239072d73478p+0,0.03905646494721626,0.03905646494721626,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,10,0.1,28823037615171175/288230376151711744,endpoint,y,0x1.0020c7785666dp+1,0x1.0633ed17c7da2p+1,0x1.0020c7785666dp+1,0x1.0633ed17c7da2p+1,0.04745931897459821,0.04745931897459821,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,10,0.1,28823037615171175/288230376151711744,tube,x,0x1.72efd25241aefp+0,0x1.8246d8f5f068ep+0,0x1.72efd25241aefp+0,0x1.8246d8f5f068ep+0,0.05992166038661373,0.05992166038661373,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,10,0.1,28823037615171175/288230376151711744,tube,y,0x1.000d9c6422a4cp+1,0x1.0b47116d08dc5p+1,0x1.000d9c6422a4cp+1,0x1.0b47116d08dc5p+1,0.0876909535840551,0.0876909535840551,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,11,0.11,63410682753376585/576460752303423488,endpoint,x,0x1.7d5b265957bdap+0,0x1.875b0b03f51d0p+0,0x1.7d5b265957bdap+0,0x1.875b0b03f51d0p+0,0.03906087079428522,0.03906087079428522,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,11,0.11,63410682753376585/576460752303423488,endpoint,y,0x1.f5c8dbb508b85p+0,0x1.01329cc68174ap+1,0x1.f5c8dbb508b85p+0,0x1.01329cc68174ap+1,0.04926096461185003,0.04926096461185003,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,11,0.11,63410682753376585/576460752303423488,tube,x,0x1.782b22927443ep+0,0x1.87692feb3bce6p+0,0x1.782b22927443ep+0,0x1.87692feb3bce6p+0,0.05954059045283522,0.05954059045283522,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,11,0.11,63410682753376585/576460752303423488,tube,y,0x1.f59f07cee4febp+0,0x1.06665c47be116p+1,0x1.f59f07cee4fecp+0,0x1.06665c47be116p+1,0.09054093076623837,0.09054093076623815,2.220446049250313e-16,0.0,2.220446049250313e-16,0.0,False,0.9999999999999976,False
prefix-b32,van_der_pol,16,12,0.12,17293822569102705/144115188075855872,endpoint,x,0x1.8263467488b0ap+0,0x1.8c61a5a9f1451p+0,0x1.8263467488b0ap+0,0x1.8c61a5a9f1451p+0,0.03903765729826758,0.03903765729826758,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,12,0.12,17293822569102705/144115188075855872,endpoint,y,0x1.eb1a7d0e25bdcp+0,0x1.f8262ba80a73fp+0,0x1.eb1a7d0e25bdcp+0,0x1.f8262ba80a73fp+0,0.05095950371897895,0.05095950371897895,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,12,0.12,17293822569102705/144115188075855872,tube,x,0x1.7d4d775b936e9p+0,0x1.8c701763e1fd9p+0,0x1.7d4d775b936e9p+0,0x1.8c701763e1fd9p+0,0.059122087505382837,0.059122087505382837,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,12,0.12,17293822569102705/144115188075855872,tube,y,0x1.eaed225ff5f68p+0,0x1.01651ef239875p+1,0x1.eaed225ff5f68p+0,0x1.01651ef239875p+1,0.09321758255563894,0.09321758255563894,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,13,0.13,74939897799445055/576460752303423488,endpoint,x,0x1.87513cd058dc9p+0,0x1.914c4f2b5115cp+0,0x1.87513cd058dc9p+0,0x1.914c4f2b5115cp+0,0.03898730011880924,0.03898730011880924,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,13,0.13,74939897799445055/576460752303423488,endpoint,y,0x1.e03b5a29a163dp+0,0x1.edaf59fe72ecap+0,0x1.e03b5a29a163dp+0,0x1.edaf59fe72ecap+0,0.05255125947727213,0.05255125947727213,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,13,0.13,74939897799445055/576460752303423488,tube,x,0x1.825634cba9b3ep+0,0x1.915b074320a33p+0,0x1.825634cba9b3ep+0,0x1.915b074320a33p+0,0.05866732994667001,0.05866732994667001,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,13,0.13,74939897799445055/576460752303423488,tube,y,0x1.e00a746f21d06p+0,0x1.f88b3b6135aa9p+0,0x1.e00a746f21d06p+0,0x1.f88b3b6135aa9p+0,0.09571498308273685,0.09571498308273685,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,14,0.14,40352252661239645/288230376151711744,endpoint,x,0x1.8c248536a019dp+0,0x1.961a8c9241eadp+0,0x1.8c248536a019dp+0,0x1.961a8c9241eadp+0,0.038910350676648164,0.038910350676648164,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,14,0.14,40352252661239645/288230376151711744,endpoint,y,0x1.d5306b0694ee2p+0,0x1.e30588cd693adp+0,0x1.d5306b0694ee2p+0,0x1.e30588cd693adp+0,0.054033146898563755,0.054033146898563755,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,14,0.14,40352252661239645/288230376151711744,tube,x,0x1.8744ca70fa075p+0,0x1.9629847327d90p+0,0x1.8744ca70fa075p+0,0x1.9629847327d90p+0,0.05817759087751173,0.05817759087751173,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,14,0.14,40352252661239645/288230376151711744,tube,y,0x1.d4fbfb346dfd5p+0,0x1.ee145a417900ap+0,0x1.d4fbfb346dfd5p+0,0x1.ee145a417900ap+0,0.09802812641556824,0.09802812641556824,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,15,0.15,86469112845513525/576460752303423488,endpoint,x,0x1.90dca7618fd6ep+0,0x1.9acbf00ef8976p+0,0x1.90dca7618fd6ep+0,0x1.9acbf00ef8976p+0,0.03880743249533403,0.03880743249533403,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,15,0.15,86469112845513525/576460752303423488,endpoint,y,0x1.c9feb1f45169ep+0,0x1.d82d90c823d34p+0,0x1.c9feb1f45169ep+0,0x1.d82d90c823d34p+0,0.0554026858466492,0.0554026858466492,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,15,0.15,86469112845513525/576460752303423488,tube,x,0x1.8c18b391d7804p+0,0x1.9adb210cef6b6p+0,0x1.8c18b391d7804p+0,0x1.9adb210cef6b6p+0,0.0576542306443284,0.0576542306443284,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,15,0.15,86469112845513525/576460752303423488,tube,y,0x1.c9c6be3d345d0p+0,0x1.e36a5e9f8aa7cp+0,0x1.c9c6be3d345d0p+0,0x1.e36a5e9f8aa7cp+0,0.10015299225623675,0.10015299225623675,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,16,0.16,5764607523034235/36028797018963968,endpoint,x,0x1.957937241dec4p+0,0x1.9f60190d112cap+0,0x1.957937241dec5p+0,0x1.9f60190d112c9p+0,0.03867923676739471,0.038679236767394265,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,0.0,False,0.9999999999999886,False
prefix-b32,van_der_pol,16,16,0.16,5764607523034235/36028797018963968,endpoint,y,0x1.beab352aa3ed9p+0,0x1.cd2c588b708bdp+0,0x1.beab352aa3ed9p+0,0x1.cd2c588b708bdp+0,0.056657992489470566,0.056657992489470566,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,16,0.16,5764607523034235/36028797018963968,tube,x,0x1.90d177658108cp+0,0x1.9f6f7c6d92323p+0,0x1.90d177658108cp+0,0x1.9f6f7c6d92323p+0,0.05709868857335265,0.05709868857335265,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,16,0.16,5764607523034235/36028797018963968,tube,y,0x1.be6fc8b8065bdp+0,0x1.d892212b0111bp+0,0x1.be6fc8b8065bdp+0,0x1.d892212b0111bp+0,0.10208657080757844,0.10208657080757844,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,17,0.17,97998327891581995/576460752303423488,endpoint,x,0x1.99f9d48234ac8p+0,0x1.a3d6b439621dfp+0,0x1.99f9d48234ac8p+0,0x1.a3d6b439621dfp+0,0.03852651807887297,0.03852651807887297,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,17,0.17,97998327891581995/576460752303423488,endpoint,y,0x1.b33af866feb51p+0,0x1.c206ce8677bbfp+0,0x1.b33af866feb51p+0,0x1.c206ce8677bbfp+0,0.05779779690149267,0.05779779690149267,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,17,0.17,97998327891581995/576460752303423488,tube,x,0x1.956ea93caae2ap+0,0x1.a3e6433c08adcp+0,0x1.956ea93caae2ap+0,0x1.a3e6433c08adcp+0,0.05651247486620692,0.05651247486620692,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,17,0.17,97998327891581995/576460752303423488,tube,y,0x1.b2fc230c9891ep+0,0x1.cd9088fe1a7a3p+0,0x1.b2fc230c9891ep+0,0x1.cd9088fe1a7a3p+0,0.10382687708070759,0.10382687708070759,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,18,0.18,51881467707308115/288230376151711744,endpoint,x,0x1.9e5e2bbadd1acp+0,0x1.a82f7b75b6ce9p+0,0x1.9e5e2bbadd1acp+0,0x1.a82f7b75b6ce9p+0,0.03835008918549865,0.03835008918549865,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,18,0.18,51881467707308115/288230376151711744,endpoint,y,0x1.a7b2f711c01a4p+0,0x1.b6c1e290a5674p+0,0x1.a7b2f711c01a4p+0,0x1.b6c1e290a5674p+0,0.05882140968360616,0.05882140968360616,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,18,0.18,51881467707308115/288230376151711744,tube,x,0x1.99efe89bc8594p+0,0x1.a83f2f5cb3168p+0,0x1.99efe89bc8594p+0,0x1.a83f2f5cb3168p+0,0.05589716157804947,0.05589716157804947,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,18,0.18,51881467707308115/288230376151711744,tube,y,0x1.a770cd4d72647p+0,0x1.c26a84c003cc0p+0,0x1.a770cd4d72647p+0,0x1.c26a84c003cc0p+0,0.10537287280149443,0.10537287280149443,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,19,0.19,109527542937650465/576460752303423488,endpoint,x,0x1.a2a5f542a74b5p+0,0x1.ac6a35bd3d213p+0,0x1.a2a5f542a74b5p+0,0x1.ac6a35bd3d213p+0,0.0381508158951287,0.0381508158951287,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,19,0.19,109527542937650465/576460752303423488,endpoint,y,0x1.9c181e577cea6p+0,0x1.ab627fe9e7a2cp+0,0x1.9c181e577cea6p+0,0x1.ab627fe9e7a2cp+0,0.059728716131503656,0.059728716131503656,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,19,0.19,109527542937650465/576460752303423488,tube,x,0x1.9e54e1452ddc8p+0,0x1.ac7a07d58623bp+0,0x1.9e54e1452ddc8p+0,0x1.ac7a07d58623bp+0,0.055254373779715094,0.055254373779715094,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,19,0.19,109527542937650465/576460752303423488,tube,y,0x1.9bd2b92636966p+0,0x1.b725049b45870p+0,0x1.9bd2b92636966p+0,0x1.b725049b45870p+0,0.10672446830625626,0.10672446830625626,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,20,0.2,28823037615171175/144115188075855872,endpoint,x,0x1.a6d0f5abffbdep+0,0x1.b086b6fd55007p+0,0x1.a6d0f5abffbdep+0,0x1.b086b6fd55007p+0,0.037929613453579814,0.037929613453579814,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,20,0.2,28823037615171175/144115188075855872,endpoint,y,0x1.906f460a723bfp+0,0x1.9fed88fc506f5p+0,0x1.906f460a723bfp+0,0x1.9fed88fc506f5p+0,0.06052034764270564,0.06052034764270564,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,20,0.2,28823037615171175/144115188075855872,tube,x,0x1.a29d4b308870ap+0,0x1.b096a0a69a050p+0,0x1.a29d4b308870ap+0,0x1.b096a0a69a050p+0,0.0545857823613729,0.0545857823613729,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,16,20,0.2,28823037615171175/144115188075855872,tube,y,0x1.9026c2775607cp+0,0x1.abc4f603e233cp+0,0x1.9026c2775607cp+0,0x1.abc4f603e233cp+0,0.10788271123253423,0.10788271123253423,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,13,1,0.01,5764607523034235/576460752303423488,endpoint,x,0x1.3c7315cee301cp+0,0x1.461c2f1e3813cp+0,0x1.3c7315cee301cp+0,0x1.461c2f1e3813cp+0,0.03773649393867373,0.03773649393867373,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,13,1,0.01,5764607523034235/576460752303423488,endpoint,y,0x1.2c97d00b1a59fp+1,0x1.301b871c91375p+1,0x1.2c97d00b1a59fp+1,0x1.301b871c91375p+1,0.02745712616681839,0.02745712616681839,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,13,1,0.01,5764607523034235/576460752303423488,tube,x,0x1.3655854edcacep+0,0x1.46255001dc3b0p+0,0x1.3655854edcacep+0,0x1.46255001dc3b0p+0,0.06176440115046278,0.06176440115046278,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,13,1,0.01,5764607523034235/576460752303423488,tube,y,0x1.2c92de9beaa0dp+1,0x1.336045048ce92p+1,0x1.2c92de9beaa0dp+1,0x1.336045048ce92p+1,0.053143311587123154,0.053143311587123154,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,13,2,0.02,5764607523034235/288230376151711744,endpoint,x,0x1.426dd920282d4p+0,0x1.4c280b36a0e45p+0,0x1.426dd920282d4p+0,0x1.4c280b36a0e45p+0,0.03799737022992766,0.03799737022992766,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,13,2,0.02,5764607523034235/288230376151711744,endpoint,y,0x1.28fede7afda44p+1,0x1.2cd37c4ff7b45p+1,0x1.28fede7afda44p+1,0x1.2cd37c4ff7b45p+1,0.029926041596013864,0.029926041596013864,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,13,2,0.02,5764607523034235/288230376151711744,tube,x,0x1.3c60e611db3f8p+0,0x1.4c31ae8fce1b4p+0,0x1.3c60e611db3f8p+0,0x1.4c31ae8fce1b4p+0,0.06177952837866396,0.06177952837866396,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,13,2,0.02,5764607523034235/288230376151711744,tube,y,0x1.28f8e5f66af7bp+1,0x1.3049f2fa457c7p+1,0x1.28f8e5f66af7bp+1,0x1.3049f2fa457c7p+1,0.05716097534335596,0.05716097534335596,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,13,3,0.03,17293822569102705/576460752303423488,endpoint,x,0x1.48576c6edafc2p+0,0x1.5220ea657c7dap+0,0x1.48576c6edafc2p+0,0x1.5220ea657c7dap+0,0.038230774605386486,0.038230774605386486,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,13,3,0.03,17293822569102705/576460752303423488,endpoint,y,0x1.2536ff9425e1fp+1,0x1.295b2fadcbd7ap+1,0x1.2536ff9425e1fp+1,0x1.295b2fadcbd7ap+1,0.032354366801809586,0.032354366801809586,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,13,3,0.03,17293822569102705/576460752303423488,tube,x,0x1.425c1037f9b57p+0,0x1.522b0d5d80fc0p+0,0x1.425c1037f9b57p+0,0x1.522b0d5d80fc0p+0,0.06175214925976946,0.06175214925976946,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,13,3,0.03,17293822569102705/576460752303423488,tube,y,0x1.252fdf9de98f1p+1,0x1.2d026572e6806p+1,0x1.252fdf9de98f1p+1,0x1.2d026572e6806p+1,0.06111214542205312,0.06111214542205312,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,13,4,0.04,5764607523034235/144115188075855872,endpoint,x,0x1.4e2ee223b6a8ap+0,0x1.5805d932958ecp+0,0x1.4e2ee223b6a8ap+0,0x1.5805d932958ecp+0,0.038436356668988925,0.038436356668988925,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,13,4,0.04,5764607523034235/144115188075855872,endpoint,y,0x1.2141941c304b5p+1,0x1.25b3c1b2bb3fdp+1,0x1.2141941c304b5p+1,0x1.25b3c1b2bb3fdp+1,0.034734438426230696,0.034734438426230696,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,13,4,0.04,5764607523034235/144115188075855872,tube,x,0x1.48461089e7e60p+0,0x1.5810788b87d9fp+0,0x1.48461089e7e60p+0,0x1.5810788b87d9fp+0,0.06168222465198858,0.06168222465198858,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,13,4,0.04,5764607523034235/144115188075855872,tube,y,0x1.21392c5577449p+1,0x1.298a96503fd04p+1,0x1.21392c5577449p+1,0x1.298a96503fd04p+1,0.06498455758364008,0.06498455758364008,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,13,5,0.05,28823037615171175/576460752303423488,endpoint,x,0x1.53f352c55a622p+0,0x1.5dd5eb9b42c6bp+0,0x1.53f352c55a622p+0,0x1.5dd5eb9b42c6bp+0,0.038613846038418,0.038613846038418,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,13,5,0.05,28823037615171175/576460752303423488,endpoint,y,0x1.1d202154d1969p+1,0x1.21de78fd62f4cp+1,0x1.1d202154d1969p+1,0x1.21de78fd62f4cp+1,0.03705878954745989,0.03705878954745989,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,13,5,0.05,28823037615171175/576460752303423488,tube,x,0x1.4e1df93b1238ep+0,0x1.5de103a0a5b82p+0,0x1.4e1df93b1238ep+0,0x1.5de103a0a5b82p+0,0.06156983356367807,0.06156983356367807,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,13,5,0.05,28823037615171175/576460752303423488,tube,y,0x1.1d165c788498ep+1,0x1.25e39bc54bdddp+1,0x1.1d165c788498ep+1,0x1.25e39bc54bdddp+1,0.06876364945359326,0.06876364945359326,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,13,6,0.06,17293822569102705/288230376151711744,endpoint,x,0x1.59a3ddaef6321p+0,0x1.63903dd263e2ap+0,0x1.59a3ddaef6321p+0,0x1.63903dd263e2ap+0,0.038763054513483164,0.038763054513483164,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,13,6,0.06,17293822569102705/288230376151711744,endpoint,y,0x1.18d44f3942211p+1,0x1.1ddcc0fc92057p+1,0x1.18d44f3942211p+1,0x1.1ddcc0fc92057p+1,0.03932020222399313,0.03932020222399313,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,13,6,0.06,17293822569102705/288230376151711744,tube,x,0x1.53e2e283a9fcfp+0,0x1.639bca6dc6cc2p+0,0x1.53e2e283a9fcfp+0,0x1.639bca6dc6cc2p+0,0.06141519036901566,0.06141519036901566,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,13,6,0.06,17293822569102705/288230376151711744,tube,y,0x1.18c919925196ap+1,0x1.220ebbf11ee87p+1,0x1.18c919925196ap+1,0x1.220ebbf11ee87p+1,0.07243756894116737,0.07243756894116737,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,13,7,0.07,40352252661239645/576460752303423488,endpoint,x,0x1.5f3fa9bf5bbefp+0,0x1.6933f4f5e7e34p+0,0x1.5f3fa9bf5bbefp+0,0x1.6933f4f5e7e34p+0,0.03888387757992118,0.03888387757992118,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,13,7,0.07,40352252661239645/576460752303423488,endpoint,y,0x1.145fe669d4d3ap+1,0x1.19b028496eba8p+1,0x1.145fe669d4d3ap+1,0x1.19b028496eba8p+1,0.041511758976233715,0.041511758976233715,0.0,0.0,0.0,0.0,False,1.0,False
prefix-b32,van_der_pol,13,7,0.07,40352252661239645/576460752303423488,tube,x,0x1.5993eb68556ecp+0,0x1.693ff1b3a09cdp+0,0x1.5993eb68556ecp+0,0x1.693ff1b3a09cdp+0,0.061218636877292676,0.061218636877292676,0.0,0.0,0.0,0.0,False,1.0,False
