t_start,h_try,expression,kept_poly_range_width,dropped_trunc_width,polynomial_range_times_remainder_width,remainder_times_remainder_width,cutoff_uncertainty_width,total_remainder_width,finite
2.0017283433292654,0.0078363468787901354,x*x,6.4406567879914665,9.725873064914107e-06,0.00091647379815973699,2.0000000000000007e-08,0,0.00092621967122465143,True
2.0017283433292654,0.0078363468787901354,(x*x)*y,27.18392984466939,0.0068468914672123052,0.0037703701759664145,9.3022836523867841e-08,0,0.010617354666015247,True
2.0017283433292654,0.0078363468787901354,y - x - x*x*y,20.954594061034161,,,,0,0.011017354666015248,True
2.0017283433292654,0.0078363468787901354,x*x,6.4406567879914665,9.725873064914107e-06,0.00091647379815973699,2.0000000000000007e-08,0,0.00092621967122465143,True
2.0017283433292654,0.0078363468787901354,(x*x)*y,27.18392984466939,0.0068468914672123052,0.0037703701759664145,9.3022836523867841e-08,0,0.010617354666015247,True
2.0017283433292654,0.0078363468787901354,y - x - x*x*y,20.954594061034161,,,,0,0.011017354666015248,True
2.0017283433292654,0.0039181734393950677,x*x,6.3448941237948722,1.1829709861795843e-06,0.00091329186991343696,2.0000000000000007e-08,0,0.00091449484089961683,True
2.0017283433292654,0.0039181734393950677,(x*x)*y,26.534190571521247,0.0016335092693378712,0.0036890257068699977,9.1500029430687168e-08,0,0.0053226264762373009,True
2.0017283433292654,0.0039181734393950677,y - x - x*x*y,20.402009113039718,,,,0,0.005722626476237302,True
2.0115237769277527,0.0088158902386389019,x*x,6.5738769036964904,1.5270511199383725e-05,0.00092196611456457601,2.0000000000000007e-08,0,0.0009372566257639601,True
2.0115237769277527,0.0088158902386389019,(x*x)*y,28.57516868159631,0.0098182670544980141,0.0039069599573018105,9.4360787789128228e-08,0,0.013725321372587616,True
2.0115237769277527,0.0088158902386389019,y - x - x*x*y,22.113130693065909,,,,0,0.014125321372587617,True
2.0115237769277527,0.0088158902386389019,x*x,6.5738769036964904,1.5270511199383725e-05,0.00092196611456457601,2.0000000000000007e-08,0,0.0009372566257639601,True
2.0115237769277527,0.0088158902386389019,(x*x)*y,28.57516868159631,0.0098182670544980141,0.0039069599573018105,9.4360787789128228e-08,0,0.013725321372587616,True
2.0115237769277527,0.0088158902386389019,y - x - x*x*y,22.113130693065909,,,,0,0.014125321372587617,True
2.0115237769277527,0.0044079451193194509,x*x,6.4616913362349813,1.8513319406762474e-06,0.00091822680696784385,2.0000000000000007e-08,0,0.00092009813890852048,True
2.0115237769277527,0.0044079451193194509,(x*x)*y,27.794416914385199,0.002329838503915208,0.0037992199555669892,9.208997688822926e-08,0,0.0061291505494590866,True
2.0115237769277527,0.0044079451193194509,y - x - x*x*y,21.447258463521937,,,,0,0.0065291505494590877,True
2.015931722047072,0.0066119176789791768,x*x,6.567331315095025,6.6153885607070085e-06,0.00092226523665701313,2.0000000000000007e-08,0,0.00092890062521772045,True
2.015931722047072,0.0066119176789791768,(x*x)*y,28.75336305639691,0.0056684612238579587,0.00389565959737786,9.3173071520019602e-08,0,0.0095642139943073416,True
2.015931722047072,0.0066119176789791768,y - x - x*x*y,22.25278963820826,,,,0,0.0099642139943073426,True
