checkpoint,endpoint_width_sum,last_validated_time,segment_index,segment_width_sum,status
0.1,0.6053546230734788,0.1,9,0.6724542627655021,passed
0.5,0.5815071207870028,0.5,49,0.6417436735752484,passed
1.0,0.20188173788272712,1.0,99,0.22040912903763787,passed
4.0,0.28032044149305274,4.0,399,0.3124264186476094,passed
6.0,1.0002066427626835,6.0,599,1.0391636984762245,passed
