source,t_before,h_try,status,residual_x_lo,residual_x_hi,residual_y_lo,residual_y_hi,target_x_lo,target_x_hi,target_y_lo,target_y_hi,subset_x,subset_y,failed_dim,picard_no_remainder_x_lo,picard_no_remainder_x_hi,picard_no_remainder_y_lo,picard_no_remainder_y_hi,picard_ctrunc_raw_x_lo,picard_ctrunc_raw_x_hi,picard_ctrunc_raw_y_lo,picard_ctrunc_raw_y_hi,polynomial_diff_x_lo,polynomial_diff_x_hi,polynomial_diff_y_lo,polynomial_diff_y_hi,cutoff_uncertainty_x_lo,cutoff_uncertainty_x_hi,cutoff_uncertainty_y_lo,cutoff_uncertainty_y_hi,post_cutoff_residual_x_lo,post_cutoff_residual_x_hi,post_cutoff_residual_y_lo,post_cutoff_residual_y_hi,domain_used,center_x,center_y,scale_x,scale_y,local_box_x_lo,local_box_x_hi,local_box_y_lo,local_box_y_hi,notes
flowstar,9.9999999999999998e-13,0.025000000000000001,rejected,-5.7034993171691869e-06,9.6267419600486818e-06,-8.3561112430831106e-05,0.0001083283903691475,-0.0001,0.0001,-0.0001,0.0001,true,false,y,,,,,-5.703499317169186e-06,9.6267419600486733e-06,-8.3561112430812905e-05,0.00010832839036914122,,,,,,,,,-5.7034993171691869e-06,9.6267419600486818e-06,-8.3561112430831106e-05,0.0001083283903691475,center_scale_inferred,1.25,2.4000000000000004,0.14999999999999991,0.049999999999999822,1.1000000000000001,1.3999999999999999,2.3500000000000005,2.4500000000000002,"missing picard_no_remainder endpoints; missing polynomial_diff endpoints; cutoff_polynomial_difference width-only: x=7.3725747729014337e-21, y=2.446778673767527e-17, sum=2.4475159312448173e-17; missing cutoff_uncertainty endpoints; generic center/scale local_box is deprecated for same-stage comparison; use lifecycle stage boxes; reason: Picard_ctrunc_normal remainder not contained in target; shrinking h; post_cutoff_residual uses picard_ctrunc_normal_residual endpoints"
torch_noqueue,0,0.025000000000000001,accepted,-3.5138691795527178e-06,4.7947416664619525e-06,-5.1533346624557205e-05,5.8769252659495084e-05,-0.0001,0.0001,-0.0001,0.0001,true,true,,-3.5138681795527176e-06,4.7947406664619505e-06,-5.1533345624557202e-05,5.8769251659495081e-05,,,,,,,,,,,,,-3.5138691795527178e-06,4.7947416664619525e-06,-5.1533346624557205e-05,5.8769252659495084e-05,center_scale_inferred,1.3091480530492146,2.3302942066425647,0.15093725982051429,0.077083451029272401,1.1582107932287002,1.4600853128697289,2.2532107556132921,2.4073776576718373,"missing picard_ctrunc_raw endpoints; missing polynomial_diff endpoints; cutoff_polynomial_difference width-only: x=2.0000000000000008e-12, y=2.0000000000000008e-12, sum=4.0000000000000015e-12; missing cutoff_uncertainty endpoints; generic center/scale local_box is deprecated for same-stage comparison; use lifecycle stage boxes; post_cutoff_residual uses picard_ctrunc_normal_residual endpoints"
torch_v2,0,0.025000000000000001,accepted,-3.5138691795527178e-06,4.7947416664619525e-06,-5.1533346624557205e-05,5.8769252659495084e-05,-0.0001,0.0001,-0.0001,0.0001,true,true,,-3.5138681795527176e-06,4.7947406664619505e-06,-5.1533345624557202e-05,5.8769251659495081e-05,,,,,,,,,,,,,-3.5138691795527178e-06,4.7947416664619525e-06,-5.1533346624557205e-05,5.8769252659495084e-05,center_scale_inferred,1.3091480530492146,2.3302942066425647,0.15093725982051429,0.077083451029272401,1.1582107932287002,1.4600853128697289,2.2532107556132921,2.4073776576718373,"missing picard_ctrunc_raw endpoints; missing polynomial_diff endpoints; cutoff_polynomial_difference width-only: x=2.0000000000000008e-12, y=2.0000000000000008e-12, sum=4.0000000000000015e-12; missing cutoff_uncertainty endpoints; generic center/scale local_box is deprecated for same-stage comparison; use lifecycle stage boxes; post_cutoff_residual uses picard_ctrunc_normal_residual endpoints"
