run_id,plant,route,batch,steps,lane_steps,requests,dispatches,semantic_device_groups,packets,mean_dispatch_size,p95_dispatch_size,max_dispatch_size,mean_ready_requests,mean_ready_keys,mean_selected_keys,wall_s,cpu_s,throughput,initial_state_s,serialization_s,service_wall_s,service_thread_cpu_s,selection_wall_s,selection_thread_cpu_s,ownership_copy_task_sum_s,ownership_copy_union_s,submit_lock_wait_task_sum_s,submit_lock_wait_union_s,deliver_lock_wait_task_sum_s,future_set_task_sum_s,consume_lock_wait_task_sum_s,future_wait_task_sum_s,future_wait_union_s,validation_and_layout_s,host_packet_build_s,envelope_check_s,host_stage_owned_payload_s,grouping_and_packing_s,device_allocation_s,metadata_h2d_enqueue_s,numeric_h2d_enqueue_s,h2d_sync_s,pure_device_metadata_h2d_s,pure_device_numeric_h2d_s,kernel_enqueue_s,kernel_and_sync_host_s,pure_device_kernel_s,metadata_d2h_enqueue_s,numeric_d2h_enqueue_s,d2h_sync_s,pure_device_metadata_d2h_s,pure_device_numeric_d2h_s,scatter_and_private_wrap_s,actual_kernel_invocations,h2d_copy_operations,d2h_copy_operations,metadata_h2d_bytes,numeric_h2d_bytes,metadata_d2h_bytes,numeric_d2h_bytes,device_allocation_operations,pinned_allocation_operations,scratch_packets,scratch_growth_packets,scratch_last_growth_packet,scratch_no_growth_final_quarter,scratch_final_device_capacity_bytes,scratch_cumulative_device_allocation_bytes,external_cpu_fallback_requests,oversize_parent_requests,peak_rss_kib,peak_gpu_allocated_bytes,cold_startup_s,non_service_wall_s,zero_service_amdahl_upper,block,order_position
block2-van_der_pol-Q,van_der_pol,Q,32,20,640,70704,21681,21681,0,3.261104192611042,9.0,25,24.66094737327614,9.279599649462662,1,335.838450766,335.597354242,1.9056781572814268,0.119308474,2.9813167308457196,312.48437763699957,67.058117923,1.279031274,1.274063204,3.162551665,3.150047711,0.095021126,0.095019814,0.052076795,1.211863709,0.347285269,8239.072340381,325.999652063,0.0,0.0,0.0,0.0,89.52653506863862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.905503863003105,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,695500,0,0,23.354073129000426,14.380294559794168,2,0
block2-van_der_pol-Gp,van_der_pol,Gp,32,20,640,70704,5066,5066,5066,13.956573233320174,26.0,32,13.956573233320174,8.863797868140544,8.863797868140544,289.787116011,289.566071462,2.2085177864695207,0.123782451,2.747787826694548,14.117578321000043,8.786846768,0.571933906,0.565813221,5.618514443,5.529305713,0.813986478,0.373933085,0.132671985,0.634046194,2.830061609,4580.793495898,279.057924754,0.6734583843499422,7.530588274821639,0.6232392387464643,0.35408466635271907,9.181370564270765,0.009934056084603071,0.19913173001259565,0.06738072214648128,0.07588841859251261,0.22488764471747022,0.08201113567687786,0.8157370649278164,1.1131869424134493,1.0144440346881833,0.1021426203660667,0.06747186742722988,0.0295846126973629,0.13212496052682415,0.081127168011852,1.6715304753743112,20264,10132,10132,45522520,9198704,1538304,1131264,19,19,5066,12,587,True,49152,96896,0,0,860756,58880,0.630539052,275.66953768999997,1.0512119635680448,2,1
block2-van_der_pol-S,van_der_pol,S,32,20,640,70704,70704,70704,0,1,1.0,1,,,,395.450633366,395.184654347,1.6184068149099742,0.122671188,2.595635052304715,137.24954776999985,137.199645341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.610485668759793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.484241013880819,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,695500,0,0,258.2010855960001,1.5315606921372529,2,2
block2-van_der_pol-G0,van_der_pol,G0,32,20,640,70704,24008,24008,0,2.9450183272242585,8.0,22,20.05860546484505,8.143285571476175,1,300.069028939,299.834934244,2.132842573800255,0.122428701,3.871705190744251,182.6119393109987,22.307491424,1.27354924,1.262474794,4.030357339,3.9986424,4.954391743,2.568420045,1.932312488,0.844104525,12.180803843,4398.889462396,281.514835372,0.0,0.0,0.0,0.0,132.92975351819769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.154907876159996,0.0,0.0,0.0,0.0,0.0,0.0,4.6626641266047955,96032,192064,96032,1956988,9198704,1051072,1131264,384128,0,0,0,0,True,0,0,0,0,904788,16384,0.394845781,117.45708962800131,2.5547119368388023,2,3
block2-brusselator-Q,brusselator,Q,32,20,640,106919,26766,26766,0,3.9945826795187926,12.0,31,23.27710528282149,7.2388477919748935,1,485.724465098,485.392196155,1.3176194447419347,0.121862397,3.9077490270137787,422.4377070999983,89.637561938,1.484388433,1.482795542,5.572198177,5.317849021,0.137260556,0.13725144,0.098624853,0.682181545,0.262331175,10266.617250345,447.61708927,0.0,0.0,0.0,0.0,111.4697957932949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.462673094589263,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,695500,0,0,63.28675799800169,7.674977838386618,2,0
block2-brusselator-Gp,brusselator,Gp,32,20,640,106919,7112,7112,7112,15.033605174353205,32.0,32,15.033605174353205,8.356439820022498,8.356439820022498,408.171508578,407.884049231,1.5679683332862968,0.120659246,3.9285559048876166,20.844274358000003,12.260158623,0.656624405,0.654755014,9.1262749,9.026562734,0.1428408,0.142821196,0.043832778,0.547053754,0.27309756,5317.003502716,354.701852638,0.9587608710862696,11.321002228651196,1.2301591322757304,0.35282777482643723,13.862750006839633,0.01172789791598916,0.28331401105970144,0.12781353062018752,0.04576583253219724,0.32300566349550985,0.14740275452564314,1.300060449168086,1.5267611197195947,1.4841241568327188,0.19165705796331167,0.09563501924276352,0.08946588868275285,0.2105938235875217,0.15680604952760044,2.34569594822824,28448,14224,14224,66996400,13489872,2220856,1710704,19,19,7112,11,865,True,49152,96896,0,0,832548,62976,0.62448593,387.32723422,1.0538156693266774,2,1
block2-brusselator-S,brusselator,S,32,20,640,106919,106919,106919,0,1,1.0,1,,,,571.869578744,571.459578715,1.1191362922392816,0.120581246,3.955654507037252,198.2570262179997,198.18512561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.297977223526686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2447773292660713,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,695500,0,0,373.6125525260003,1.5306487292184936,2,2
block2-brusselator-G0,brusselator,G0,32,20,640,106919,30732,30732,0,3.479077183391904,10.0,27,20.60106729142262,6.96983600156189,1,428.168972514,427.843443698,1.494736987227802,0.122775467,5.185188392177224,187.5846794770003,29.636580168,1.575069849,1.569201789,8.112978767,7.933054139,3.701551248,2.238112098,1.659967762,0.702527812,8.881638107,5031.281562166,358.684697358,0.0,0.0,0.0,0.0,129.76351140160114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.642123433295637,0.0,0.0,0.0,0.0,0.0,0.0,5.262369833886623,122928,245856,122928,2418511,13489872,1411100,1710704,491712,0,0,0,0,True,0,0,0,0,878124,16384,0.396309753,240.58429303699972,1.7797045979562407,2,3
block3-brusselator-G0,brusselator,G0,32,20,640,106919,30430,30430,0,3.513604995070654,10.0,26,20.855077226421294,7.124186657903385,1,422.551964106,422.229857226,1.5146066149616848,0.120000553,5.113963167183101,183.52766437799872,28.722827387,1.692411353,1.689392989,6.270329762,6.190267084,0.132175548,0.132175548,0.062488035,0.724240023,0.062960711,4866.487214105,333.823256025,0.0,0.0,0.0,0.0,129.80482104001567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.528361332137138,0.0,0.0,0.0,0.0,0.0,0.0,5.583297004457563,121720,243440,121720,2408151,13489872,1401436,1710704,486880,0,0,0,0,True,0,0,0,0,877368,16384,0.404448427,239.0242997280013,1.7678201111219436,3,0
block3-brusselator-S,brusselator,S,32,20,640,106919,106919,106919,0,1,1.0,1,,,,571.182119026,570.770935945,1.12048325513297,0.12192368,3.9291858170181513,198.15037890200028,198.068388878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.202734264545143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2327873166650534,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,724924,0,0,373.0317401239997,1.5311890587008306,3,1
block3-brusselator-Gp,brusselator,Gp,32,20,640,106919,7090,7090,7090,15.080253878702397,32.0,32,15.080253878702397,8.11086036671368,8.11086036671368,408.65255455,408.343906006,1.5661225969938086,0.120968573,3.916245040949434,20.985329301000135,12.290274695,0.654029977,0.651254191,8.921838367,8.847111521,0.186606502,0.186592549,0.069472646,0.537349259,0.429345588,4973.81618011,349.507726684,0.9497405043803155,11.791819754987955,0.9681625044904649,0.3954534940421581,14.105176257900894,0.011509395204484463,0.22541954088956118,0.11868981877341866,0.050482438411563635,0.3262386539038289,0.1441566714858574,1.24149812432006,1.3454631264321506,1.4073681912273472,0.16169460443779826,0.1945625920780003,0.04184828931465745,0.18135110389254966,0.21341938733868251,2.5441776323132217,28360,14180,14180,66992176,13489872,2216632,1710704,19,19,7090,12,977,True,49152,96896,0,0,830056,58880,0.621355416,387.66722524899984,1.0541323277651888,3,2
block3-brusselator-Q,brusselator,Q,32,20,640,106919,26389,26389,0,4.051650308840805,13.0,32,23.31300920838228,7.285384061540793,1,495.127683326,494.75154132,1.2925958728480422,0.120817331,3.9500399408861995,412.24605053500255,90.479975331,1.483582472,1.479918327,5.424746949,5.105872302,0.129163584,0.129163584,0.158246953,0.68865709,0.568467913,9763.774940448,454.827368152,0.0,0.0,0.0,0.0,108.78027605684474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.821435040328652,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,724924,0,0,82.88163279099746,5.973913238106241,3,3
block3-van_der_pol-G0,van_der_pol,G0,32,20,640,70704,26018,26018,0,2.7175032669690213,8.0,24,19.36394034898916,8.476554692904912,1,308.714370973,308.466865043,2.0731137263965405,0.126529231,4.104281920008361,220.95414632400073,24.210828344,1.407881106,1.390385711,4.743201994,4.706047828,0.586949279,0.432094549,0.492756732,0.982930197,2.917041668,5046.589175555,293.10886703,0.0,0.0,0.0,0.0,156.6432928442955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.842098283115774,0.0,0.0,0.0,0.0,0.0,0.0,6.7170463390648365,104072,208144,104072,2114880,9198704,1115392,1131264,416288,0,0,0,0,True,0,0,0,0,910084,15360,0.398322409,87.76022464899924,3.5177026062514796,3,0
block3-van_der_pol-S,van_der_pol,S,32,20,640,70704,70704,70704,0,1,1.0,1,,,,394.987573318,394.691968858,1.6203041392513462,0.12428318,2.6089822039939463,137.50125595600002,137.437924633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.49665619758889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.494046665262431,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,724924,0,0,257.48631736199997,1.5340138356271842,3,1
block3-van_der_pol-Gp,van_der_pol,Gp,32,20,640,70704,4919,4919,4919,14.373653181540964,27.0,32,14.373653181540964,9.016060174832283,9.016060174832283,281.326249651,281.103286401,2.2749387971934847,0.122751976,2.698277436196804,13.317711845999991,8.378294772,0.465976967,0.463903716,4.958232816,4.916678918,0.545829684,0.40975429,0.307739943,0.761532022,5.643707826,4490.778196558,269.829033674,0.6414307202212512,7.196431434713304,0.653035206720233,0.26682278886437416,8.757720150519162,0.009249023161828518,0.24325081938877702,0.0698959231376648,0.031605259981006384,0.36594895772635944,0.08339660846348856,0.9002157663926482,0.969186850823462,1.0086061988920043,0.099669698625803,0.14610314508900046,0.03260886436328292,0.11848755185492346,0.1592632935820159,1.4168278579600155,19676,9838,9838,45494296,9198704,1510080,1131264,19,19,4919,12,572,True,49152,96896,0,0,859420,58880,0.618858357,268.008537805,1.04969137160731,3,2
block3-van_der_pol-Q,van_der_pol,Q,32,20,640,70704,21601,21601,0,3.273181797139021,10.0,25,24.430026387667237,9.276329799546318,1,338.019363491,337.763742207,1.893382655331343,0.122974483,2.933181663043797,305.3351830890012,66.849006764,1.269512149,1.266504286,3.335745188,3.316922333,0.186201413,0.182234273,0.246402977,1.111034144,0.590642526,7778.378327038,328.995599906,0.0,0.0,0.0,0.0,86.29189028358087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.697661728132516,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,724924,0,0,32.68418040199879,10.34198683685911,3,3
block4-van_der_pol-S,van_der_pol,S,32,20,640,70704,70704,70704,0,1,1.0,1,,,,391.16261899,390.88555548,1.6361481617351619,0.124786285,2.5893586608581245,136.56228768199918,136.501364154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.423586093820632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.480195592623204,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,724924,0,0,254.60033130800082,1.5363790651033913,4,0
block4-van_der_pol-G0,van_der_pol,G0,32,20,640,70704,24371,24371,0,2.901153009724673,8.0,23,19.891387304583315,8.139345943949776,1,295.948169063,295.724603545,2.162540832829954,0.121517874,3.911781509872526,186.84210590200226,22.491480301,1.270281859,1.264453993,4.470601124,4.402150816,1.331670137,0.556675816,0.306935549,0.787799545,3.787250061,4455.978120512,281.400246822,0.0,0.0,0.0,0.0,135.24546913942322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.873002996202558,0.0,0.0,0.0,0.0,0.0,0.0,5.05267972080037,97484,194968,97484,1981636,9198704,1062688,1131264,389936,0,0,0,0,True,0,0,0,0,905628,16384,0.39593302,109.10606316099776,2.712481419353355,4,1
