plant,step,exact_time,view,coordinate,reference,reference_data_origin,observer,gpu_lo_hex,gpu_hi_hex,reference_lo_hex,reference_hi_hex,gpu_width,reference_width,width_ratio,lower_abs_diff,upper_abs_diff,center_abs_diff,near_zero_reference,width_ratio_over_1p10
van_der_pol,154,443874779273636095/288230376151711744,endpoint,y,stock_flowstar,REUSED_MATCHED_REFERENCE_COMPLETE_OBJECT,CURRENT_STRICT_CORRECTED_CPU_RANGE_ON_COMPLETE_SAVED_OBJECT,-0x1.7f534d77b9011p-1,-0x1.660a6bf64397dp-1,-0x1.7c669af0d9104p-1,-0x1.65fda6f4e670ep-1,0.04938416199975615,0.043769478326167954,1.12827851480769,0.005712107624249563,9.742395066136833e-05,0.0029047657874554655,False,True
van_der_pol,154,443874779273636095/288230376151711744,tube,x,stock_flowstar,REUSED_MATCHED_REFERENCE_COMPLETE_OBJECT,CURRENT_STRICT_CORRECTED_CPU_RANGE_ON_COMPLETE_SAVED_OBJECT,0x1.8ddb685a1f686p+0,0x1.a0fcae2be022fp+0,0x1.90838e5d5586bp+0,0x1.a0e3a082a0bacp+0,0.07472645159644231,0.06396592531673684,1.1682227877799487,0.010378242286713801,0.00038228399299167215,0.004997979146861176,False,True
van_der_pol,154,443874779273636095/288230376151711744,tube,y,stock_flowstar,REUSED_MATCHED_REFERENCE_COMPLETE_OBJECT,CURRENT_STRICT_CORRECTED_CPU_RANGE_ON_COMPLETE_SAVED_OBJECT,-0x1.7fb7c06284d82p-1,-0x1.6329b1543a88dp-1,-0x1.7c669af850296p-1,-0x1.63815f36321fcp-1,0.05577132272188001,0.048623912282909076,1.1469937342224763,0.006478471006940989,0.0006689394320299469,0.0029047657874555766,False,True
van_der_pol,155,893514166070306425/576460752303423488,endpoint,x,stock_flowstar,REUSED_MATCHED_REFERENCE_COMPLETE_OBJECT,CURRENT_STRICT_CORRECTED_CPU_RANGE_ON_COMPLETE_SAVED_OBJECT,0x1.8bffaca61f87bp+0,0x1.9d4761eb27cacp+0,0x1.8eabba3452b05p+0,0x1.9d2e412ee1db9p+0,0.06750042853697047,0.05667918793839721,1.19092088281742,0.010437819687612038,0.00038342091096121855,0.0050271993883252986,False,True
van_der_pol,155,893514166070306425/576460752303423488,endpoint,y,stock_flowstar,REUSED_MATCHED_REFERENCE_COMPLETE_OBJECT,CURRENT_STRICT_CORRECTED_CPU_RANGE_ON_COMPLETE_SAVED_OBJECT,-0x1.81c5a0fefef5bp-1,-0x1.6895e83532e7cp-1,-0x1.7ed10b00a623fp-1,-0x1.688b25b041058p-1,0.04919221366256099,0.04350201231369233,1.1308031754447752,0.005772292421542868,8.209107267420634e-05,0.002927191747108593,False,True
van_der_pol,155,893514166070306425/576460752303423488,tube,x,stock_flowstar,REUSED_MATCHED_REFERENCE_COMPLETE_OBJECT,CURRENT_STRICT_CORRECTED_CPU_RANGE_ON_COMPLETE_SAVED_OBJECT,0x1.8bff6dd6e3129p+0,0x1.9f23b369e28abp+0,0x1.8eabba3452b05p+0,0x1.9f0a53de60266p+0,0.0747722133523614,0.06394348527597793,1.1693484180545843,0.010441563426517142,0.0003871646498663228,0.00502719938832541,False,True
van_der_pol,155,893514166070306425/576460752303423488,tube,y,stock_flowstar,REUSED_MATCHED_REFERENCE_COMPLETE_OBJECT,CURRENT_STRICT_CORRECTED_CPU_RANGE_ON_COMPLETE_SAVED_OBJECT,-0x1.82282c55d6866p-1,-0x1.65b4740a9f6dfp-1,-0x1.7ed10b0778d2ap-1,-0x1.660c3cd5b26dbp-1,0.05557037275461674,0.04837650640110691,1.148705784867202,0.00652412492386345,0.0006697414296463755,0.002927191747108482,False,True
van_der_pol,156,224819693398335165/144115188075855872,endpoint,x,stock_flowstar,REUSED_MATCHED_REFERENCE_COMPLETE_OBJECT,CURRENT_STRICT_CORRECTED_CPU_RANGE_ON_COMPLETE_SAVED_OBJECT,0x1.8a203256182a2p+0,0x1.9b684fa3c71dep+0,0x1.8cd06fc1e4db5p+0,0x1.9b4edb3424d5dp+0,0.0675066294342761,0.056616511719747464,1.1923487933773609,0.010501707857376585,0.00038840985715205,0.005056649000112268,False,True
van_der_pol,156,224819693398335165/144115188075855872,endpoint,y,stock_flowstar,REUSED_MATCHED_REFERENCE_COMPLETE_OBJECT,CURRENT_STRICT_CORRECTED_CPU_RANGE_ON_COMPLETE_SAVED_OBJECT,-0x1.843c3cc5133d9p-1,-0x1.6b22d6d8322d4p-1,-0x1.813f92416cf51p-1,-0x1.6b1a0b7ea0f75p-1,0.04902189747420549,0.0432550537861931,1.1333218475814992,0.005833939142704914,6.709545469252287e-05,0.0029505172986986627,False,True
van_der_pol,156,224819693398335165/144115188075855872,tube,x,stock_flowstar,REUSED_MATCHED_REFERENCE_COMPLETE_OBJECT,CURRENT_STRICT_CORRECTED_CPU_RANGE_ON_COMPLETE_SAVED_OBJECT,0x1.8a1ff4b5ac1d0p+0,0x1.9d47d390815f9p+0,0x1.8cd06fc1e4db5p+0,0x1.9d2e2180730a6p+0,0.0748271259556168,0.06392966177207549,1.1704602195831002,0.010505381091882926,0.0003920830916583906,0.005056649000112379,False,True
van_der_pol,156,224819693398335165/144115188075855872,tube,y,stock_flowstar,REUSED_MATCHED_REFERENCE_COMPLETE_OBJECT,CURRENT_STRICT_CORRECTED_CPU_RANGE_ON_COMPLETE_SAVED_OBJECT,-0x1.849cedf2cb77ap-1,-0x1.68405f7b7ceafp-1,-0x1.813f92479fabep-1,-0x1.6898454971382p-1,0.055393650115797555,0.04815140345383595,1.1504057232496856,0.0065716406296796315,0.0006706060322819729,0.0029505172986987738,False,True
van_der_pol,157,905043381116374895/576460752303423488,endpoint,x,stock_flowstar,REUSED_MATCHED_REFERENCE_COMPLETE_OBJECT,CURRENT_STRICT_CORRECTED_CPU_RANGE_ON_COMPLETE_SAVED_OBJECT,0x1.883d367554710p+0,0x1.99865011af262p+0,0x1.8af1ac5c7bf37p+0,0x1.996c87509a9acp+0,0.0675216681217603,0.05656212291674234,1.1937612069679575,0.010566109594501105,0.0003934356105168568,0.005086336991992124,False,True
van_der_pol,157,905043381116374895/576460752303423488,endpoint,y,stock_flowstar,REUSED_MATCHED_REFERENCE_COMPLETE_OBJECT,CURRENT_STRICT_CORRECTED_CPU_RANGE_ON_COMPLETE_SAVED_OBJECT,-0x1.86b756183a3d8p-1,-0x1.6db179e47d5d9p-1,-0x1.83b26574e5ef6p-1,-0x1.6daa9af1a25dfp-1,0.04887283450665325,0.043028191111974645,1.135832886385318,0.00589706414953306,5.242075485445419e-05,0.0029747424521937016,False,True
van_der_pol,157,905043381116374895/576460752303423488,tube,x,stock_flowstar,REUSED_MATCHED_REFERENCE_COMPLETE_OBJECT,CURRENT_STRICT_CORRECTED_CPU_RANGE_ON_COMPLETE_SAVED_OBJECT,0x1.883cf9fb915a5p+0,0x1.9b690a458103bp+0,0x1.8af1ac5c7bf37p+0,0x1.9b4f050aa961ap+0,0.07489110760767437,0.06392435314540346,1.1715583173337043,0.01056971422312758,0.0003970402391433314,0.005086336991992124,False,True
van_der_pol,157,905043381116374895/576460752303423488,tube,y,stock_flowstar,REUSED_MATCHED_REFERENCE_COMPLETE_OBJECT,CURRENT_STRICT_CORRECTED_CPU_RANGE_ON_COMPLETE_SAVED_OBJECT,-0x1.871639dbbbea7p-1,-0x1.6acdb6eccd41fp-1,-0x1.83b2657a7cef8p-1,-0x1.6b25bbb7dcef2p-1,0.05524071852353618,0.0479481744841912,1.1520922145169339,0.006621014471866249,0.0006715295674787347,0.002974742452193757,False,True
van_der_pol,158,455403994319704565/288230376151711744,endpoint,x,stock_flowstar,REUSED_MATCHED_REFERENCE_COMPLETE_OBJECT,CURRENT_STRICT_CORRECTED_CPU_RANGE_ON_COMPLETE_SAVED_OBJECT,0x1.8656b5afff2a7p+0,0x1.97a15e4ec595ap+0,0x1.890f6d0220027p+0,0x1.97874099b7f51p+0,0.06754545093864972,0.056515907774107976,1.195158205874113,0.010631043959477893,0.0003984992050638514,0.005116272377207132,False,True
van_der_pol,158,455403994319704565/288230376151711744,endpoint,y,stock_flowstar,REUSED_MATCHED_REFERENCE_COMPLETE_OBJECT,CURRENT_STRICT_CORRECTED_CPU_RANGE_ON_COMPLETE_SAVED_OBJECT,-0x1.893722154916ap-1,-0x1.704212844b5c2p-1,-0x1.8629b923a1c8ap-1,-0x1.703d15bc54cfdp-1,0.04874466557418078,0.04282103191370512,1.1383346779781776,0.005961684702608494,3.8051042132836166e-05,0.002999867872370665,False,True
van_der_pol,158,455403994319704565/288230376151711744,tube,x,stock_flowstar,REUSED_MATCHED_REFERENCE_COMPLETE_OBJECT,CURRENT_STRICT_CORRECTED_CPU_RANGE_ON_COMPLETE_SAVED_OBJECT,0x1.86567a5528748p+0,0x1.998752ee63817p+0,0x1.890f6d0220027p+0,0x1.996cf9de7f2afp+0,0.07496408215506611,0.06392746334236854,1.172642839800949,0.010634581783555808,0.0004020370291417663,0.00511627237720691,False,True
van_der_pol,158,455403994319704565/288230376151711744,tube,y,stock_flowstar,REUSED_MATCHED_REFERENCE_COMPLETE_OBJECT,CURRENT_STRICT_CORRECTED_CPU_RANGE_ON_COMPLETE_SAVED_OBJECT,-0x1.8994448680e1fp-1,-0x1.6d5cbcb5fbbdcp-1,-0x1.8629b928a123dp-1,-0x1.6db4e25a3da19p-1,0.05511116428767371,0.04776641148942362,1.1537639644518063,0.006672244271495709,0.0006725085267543784,0.0029998678723707206,False,True
van_der_pol,159,916572596162443365/576460752303423488,endpoint,x,stock_flowstar,REUSED_MATCHED_REFERENCE_COMPLETE_OBJECT,CURRENT_STRICT_CORRECTED_CPU_RANGE_ON_COMPLETE_SAVED_OBJECT,0x1.846cac5aab58cp+0,0x1.95b97535bed6cp+0,0x1.8729ae5910b7cp+0,0x1.959f01e606d34p+0,0.06757788990534408,0.056477758325952365,1.196539875313908,0.010696529968637236,0.0004036016107544782,0.005146464178941379,False,True
van_der_pol,159,916572596162443365/576460752303423488,endpoint,y,stock_flowstar,REUSED_MATCHED_REFERENCE_COMPLETE_OBJECT,CURRENT_STRICT_CORRECTED_CPU_RANGE_ON_COMPLETE_SAVED_OBJECT,-0x1.8bbbd5b3a63b6p-1,-0x1.72d4e1173d8e1p-1,-0x1.88a5c1ab38ca9p-1,-0x1.72d1bcc23ab72p-1,0.04863705071724189,0.04263320297380957,1.1408256317762615,0.006027818707225685,2.397096379336272e-05,0.0030258948355095794,False,True
van_der_pol,159,916572596162443365/576460752303423488,tube,x,stock_flowstar,REUSED_MATCHED_REFERENCE_COMPLETE_OBJECT,CURRENT_STRICT_CORRECTED_CPU_RANGE_ON_COMPLETE_SAVED_OBJECT,0x1.846c72176c437p+0,0x1.97a2a8b0d9f8bp+0,0x1.8729ae5910b7cp+0,0x1.9787fb1de2dfep+0,0.0750459789830602,0.06393890195082053,1.1737139158376981,0.010700002695061217,0.0004070743371784591,0.005146464178941379,False,True
van_der_pol,159,916572596162443365/576460752303423488,tube,y,stock_flowstar,REUSED_MATCHED_REFERENCE_COMPLETE_OBJECT,CURRENT_STRICT_CORRECTED_CPU_RANGE_ON_COMPLETE_SAVED_OBJECT,-0x1.8c1742483de69p-1,-0x1.6fedb250ecc94p-1,-0x1.88a5c1afa464cp-1,-0x1.7045fa8c16035p-1,0.05500459569935379,0.04760572728190737,1.1554197118685416,0.006725329044232731,0.000673539373213683,0.0030258948355094684,False,True
van_der_pol,160,28823037615171175/18014398509481984,endpoint,x,stock_flowstar,REUSED_MATCHED_REFERENCE_COMPLETE_OBJECT,CURRENT_STRICT_CORRECTED_CPU_RANGE_ON_COMPLETE_SAVED_OBJECT,0x1.827f1672be839p+0,0x1.93ce8f62d5209p+0,0x1.85406cb1e6901p+0,0x1.93b3c5cc33f0ep+0,0.06761890279323168,0.056447571679544284,1.1979063187537564,0.01076258699326793,0.0004087441204194686,0.005176921436424231,False,True
van_der_pol,160,28823037615171175/18014398509481984,endpoint,y,stock_flowstar,REUSED_MATCHED_REFERENCE_COMPLETE_OBJECT,CURRENT_STRICT_CORRECTED_CPU_RANGE_ON_COMPLETE_SAVED_OBJECT,-0x1.8e45a5d101c91p-1,-0x1.756a25425cc6bp-1,-0x1.8b26b3487552ap-1,-0x1.7568d02857577p-1,0.048549668705622606,0.04246434943251243,1.143304191738094,0.006095484894314107,1.0165621203928055e-05,0.0030528252577590176,False,True
van_der_pol,160,28823037615171175/18014398509481984,tube,x,stock_flowstar,REUSED_MATCHED_REFERENCE_COMPLETE_OBJECT,CURRENT_STRICT_CORRECTED_CPU_RANGE_ON_COMPLETE_SAVED_OBJECT,0x1.827edd4027418p+0,0x1.95bb06738d866p+0,0x1.85406cb1e6901p+0,0x1.95a003aa5514ap+0,0.07513673310156177,0.06395858350016881,1.1747716880153147,0.010765996237120712,0.0004121533642722497,0.005176921436424231,False,True
van_der_pol,160,28823037615171175/18014398509481984,tube,y,stock_flowstar,REUSED_MATCHED_REFERENCE_COMPLETE_OBJECT,CURRENT_STRICT_CORRECTED_CPU_RANGE_ON_COMPLETE_SAVED_OBJECT,-0x1.8e9f6760e3f29p-1,-0x1.7280d86a8dadfp-1,-0x1.8b26b34c50e3bp-1,-0x1.72d944dc8ed72p-1,0.0549206424431159,0.04746575464471292,1.1570582381804257,0.006780269156960506,0.0006746186414424704,0.0030528252577590176,False,True
van_der_pol,161,928101811208511835/576460752303423488,endpoint,x,stock_flowstar,REUSED_MATCHED_REFERENCE_COMPLETE_OBJECT,CURRENT_STRICT_CORRECTED_CPU_RANGE_ON_COMPLETE_SAVED_OBJECT,0x1.808defa06c133p+0,0x1.91e0a732cb7a0p+0,0x1.8353a407133dcp+0,0x1.91c586a49ad2ap+0,0.06766841243316013,0.05642525049150349,1.1992576345469594,0.01082923418213455,0.0004139277595220925,0.005207653211306118,False,True
van_der_pol,161,928101811208511835/576460752303423488,endpoint,y,stock_flowstar,REUSED_MATCHED_REFERENCE_COMPLETE_OBJECT,CURRENT_STRICT_CORRECTED_CPU_RANGE_ON_COMPLETE_SAVED_OBJECT,-0x1.90d4c73cbb0d3p-1,-0x1.78021dffb6e53p-1,-0x1.8dacc22284c66p-1,-0x1.78028f65500e0p-1,0.048482216547270696,0.04231413421290209,1.1457688417618122,0.006164702844342451,3.37949002615634e-06,0.0030806616771581474,False,True
van_der_pol,161,928101811208511835/576460752303423488,tube,x,stock_flowstar,REUSED_MATCHED_REFERENCE_COMPLETE_OBJECT,CURRENT_STRICT_CORRECTED_CPU_RANGE_ON_COMPLETE_SAVED_OBJECT,0x1.808db777ef06ep+0,0x1.93d066dd33aacp+0,0x1.8353a407133dcp+0,0x1.93b50e2685f71p+0,0.07523628446928354,0.0639864279534994,1.1758162922293411,0.010832581469198299,0.000417275046585841,0.005207653211306229,False,True
van_der_pol,161,928101811208511835/576460752303423488,tube,y,stock_flowstar,REUSED_MATCHED_REFERENCE_COMPLETE_OBJECT,CURRENT_STRICT_CORRECTED_CPU_RANGE_ON_COMPLETE_SAVED_OBJECT,-0x1.912ce80662c0ap-1,-0x1.75166ef2ffadap-1,-0x1.8dacc225d3dbfp-1,-0x1.756f011ef1745p-1,0.054858955017641264,0.04734614571607598,1.1586783715535767,0.006837066327940788,0.0006757429736244935,0.0030806616771581474,False,True
van_der_pol,162,466933209365773035/288230376151711744,endpoint,x,stock_flowstar,REUSED_MATCHED_REFERENCE_COMPLETE_OBJECT,CURRENT_STRICT_CORRECTED_CPU_RANGE_ON_COMPLETE_SAVED_OBJECT,0x1.7e99333618f2bp+0,0x1.8fefb6c466528p+0,0x1.81634ffe0a221p+0,0x1.8fd43e8907259p+0,0.06772634720016346,0.05641070264119996,1.2005939303918374,0.010896490873333331,0.0004191536856301692,0.00523866859385147,False,True
van_der_pol,162,466933209365773035/288230376151711744,endpoint,y,stock_flowstar,REUSED_MATCHED_REFERENCE_COMPLETE_OBJECT,CURRENT_STRICT_CORRECTED_CPU_RANGE_ON_COMPLETE_SAVED_OBJECT,-0x1.93696ec313703p-1,-0x1.7a9d09ad83d2ap-1,-0x1.90382256db5ddp-1,-0x1.7a9f394ffd4dbp-1,0.048434409028966674,0.04218223770934082,1.1482181045658792,0.006235492906885964,1.6678412739890014e-05,0.0031094072470729817,False,True
van_der_pol,162,466933209365773035/288230376151711744,tube,x,stock_flowstar,REUSED_MATCHED_REFERENCE_COMPLETE_OBJECT,CURRENT_STRICT_CORRECTED_CPU_RANGE_ON_COMPLETE_SAVED_OBJECT,0x1.7e98fc11880e4p+0,0x1.91e2c45617d19p+0,0x1.81634ffe0a221p+0,0x1.91c714f627c03p+0,0.07534457849375298,0.06402236039650022,1.1768478704492078,0.010899777642477959,0.0004224404547747973,0.005238668593851692,False,True
van_der_pol,162,466933209365773035/288230376151711744,tube,y,stock_flowstar,REUSED_MATCHED_REFERENCE_COMPLETE_OBJECT,CURRENT_STRICT_CORRECTED_CPU_RANGE_ON_COMPLETE_SAVED_OBJECT,-0x1.93bff86fa9127p-1,-0x1.77aeb52d44f17p-1,-0x1.90382259a15d0p-1,-0x1.78076e798e0f9p-1,0.05481920419157582,0.04724657163901724,1.1602789851169844,0.006895723523352326,0.0006769090292062518,0.003109407247073037,False,True
van_der_pol,163,939631026254580305/576460752303423488,endpoint,x,stock_flowstar,REUSED_MATCHED_REFERENCE_COMPLETE_OBJECT,CURRENT_STRICT_CORRECTED_CPU_RANGE_ON_COMPLETE_SAVED_OBJECT,0x1.7ca0dc3161928p+0,0x1.8dfbb7f82069ep+0,0x1.7f6f6be7e428ap+0,0x1.8ddfe754d9483p+0,0.06779264070686741,0.05640384111495522,1.2019153193609806,0.010964376505022688,0.0004244230868895027,0.005269976709066593,False,True
van_der_pol,163,939631026254580305/576460752303423488,endpoint,y,stock_flowstar,REUSED_MATCHED_REFERENCE_COMPLETE_OBJECT,CURRENT_STRICT_CORRECTED_CPU_RANGE_ON_COMPLETE_SAVED_OBJECT,-0x1.9603d13815a08p-1,-0x1.7d3b261cf3a72p-1,-0x1.92c90815ed3b2p-1,-0x1.7d3f0c1c80075p-1,0.04840597826204163,0.042068361470775195,1.150650431100559,0.006307874126103341,2.9742665163090543e-05,0.0031390657304701253,False,True
van_der_pol,163,939631026254580305/576460752303423488,tube,x,stock_flowstar,REUSED_MATCHED_REFERENCE_COMPLETE_OBJECT,CURRENT_STRICT_CORRECTED_CPU_RANGE_ON_COMPLETE_SAVED_OBJECT,0x1.7ca0a60aebd48p+0,0x1.8ff21907e0c4ep+0,0x1.7f6f6be7e428ap+0,0x1.8fd6123e23e53p+0,0.07546156573965979,0.06406631093681114,1.1778665672522932,0.010967604110490914,0.00042765069235772835,0.005269976709066593,False,True
van_der_pol,163,939631026254580305/576460752303423488,tube,y,stock_flowstar,REUSED_MATCHED_REFERENCE_COMPLETE_OBJECT,CURRENT_STRICT_CORRECTED_CPU_RANGE_ON_COMPLETE_SAVED_OBJECT,-0x1.9658ccdf5a683p-1,-0x1.7a49e9be91a4cp-1,-0x1.92c908182d624p-1,-0x1.7aa2cb6322a59p-1,0.05480108046720644,0.04716672620758666,1.1618588965878198,0.00695624286027996,0.0006781113993398202,0.0031390657304701253,False,True
van_der_pol,164,236348908444403635/144115188075855872,endpoint,x,stock_flowstar,REUSED_MATCHED_REFERENCE_COMPLETE_OBJECT,CURRENT_STRICT_CORRECTED_CPU_RANGE_ON_COMPLETE_SAVED_OBJECT,0x1.7aa4e53b9dce2p+0,0x1.8c04a47041516p+0,0x1.7d77f2c1f0f5cp+0,0x1.8be87aa4ae1cfp+0,0.067867231703997,0.056404583793803864,1.203221921680988,0.011032910627504666,0.00042973728268846934,0.0053015866724080984,False,True
van_der_pol,164,236348908444403635/144115188075855872,endpoint,y,stock_flowstar,REUSED_MATCHED_REFERENCE_COMPLETE_OBJECT,CURRENT_STRICT_CORRECTED_CPU_RANGE_ON_COMPLETE_SAVED_OBJECT,-0x1.98a42382425e0p-1,-0x1.7fdcb0a09b521p-1,-0x1.955fa776b445ap-1,-0x1.7fe245a1f82dfp-1,0.04839667324588237,0.04197221490726066,1.1530645536056845,0.006381870661287037,4.258767733467117e-05,0.0031696414919761273,False,True
van_der_pol,164,236348908444403635/144115188075855872,tube,x,stock_flowstar,REUSED_MATCHED_REFERENCE_COMPLETE_OBJECT,CURRENT_STRICT_CORRECTED_CPU_RANGE_ON_COMPLETE_SAVED_OBJECT,0x1.7aa4b00dccdfbp+0,0x1.8dfe5eddb74efp+0,0x1.7d77f2c1f0f5cp+0,0x1.8de1ffe4532c1p+0,0.07558720184391365,0.0641182145065724,1.1788725313953592,0.011036080341078724,0.0004329069962625276,0.0053015866724080984,False,True
van_der_pol,164,236348908444403635/144115188075855872,tube,y,stock_flowstar,REUSED_MATCHED_REFERENCE_COMPLETE_OBJECT,CURRENT_STRICT_CORRECTED_CPU_RANGE_ON_COMPLETE_SAVED_OBJECT,-0x1.98f799ae4bb63p-1,-0x1.7ce84abd36932p-1,-0x1.955fa77871ae2p-1,-0x1.7d4155e8df5ecp-1,0.05480429356481953,0.047106312537976036,1.1634171857675668,0.0070186320053978735,0.0006793490214456188,0.003169641491976072,False,True
van_der_pol,165,951160241300648775/576460752303423488,endpoint,x,stock_flowstar,REUSED_MATCHED_REFERENCE_COMPLETE_OBJECT,CURRENT_STRICT_CORRECTED_CPU_RANGE_ON_COMPLETE_SAVED_OBJECT,0x1.78a548aa5292fp+0,0x1.8a0a7590e66bap+0,0x1.7b7cdf3635915p+0,0x1.89edf1d7af07fp+0,0.06795006398519621,0.056412853643872385,1.2045138580323707,0.0111021129150628,0.0004350974262610219,0.005333507744401,False,True
van_der_pol,165,951160241300648775/576460752303423488,endpoint,y,stock_flowstar,REUSED_MATCHED_REFERENCE_COMPLETE_OBJECT,CURRENT_STRICT_CORRECTED_CPU_RANGE_ON_COMPLETE_SAVED_OBJECT,-0x1.9b4a9aa503133p-1,-0x1.8281e61a86a38p-1,-0x1.97fc34b6c3958p-1,-0x1.82892332ffd18p-1,0.048406259446181266,0.0418935273500054,1.1554591486595132,0.006457505543717601,5.522655245826513e-05,0.0032011394956297234,False,True
van_der_pol,165,951160241300648775/576460752303423488,tube,x,stock_flowstar,REUSED_MATCHED_REFERENCE_COMPLETE_OBJECT,CURRENT_STRICT_CORRECTED_CPU_RANGE_ON_COMPLETE_SAVED_OBJECT,0x1.78a5147008821p+0,0x1.8c078f845efd9p+0,0x1.7b7cdf3635915p+0,0x1.8bead790dd890p+0,0.07572144743470055,0.0641780110672403,1.1798659100757425,0.011105225928131013,0.0004382104393292341,0.005333507744400889,False,True
van_der_pol,165,951160241300648775/576460752303423488,tube,y,stock_flowstar,REUSED_MATCHED_REFERENCE_COMPLETE_OBJECT,CURRENT_STRICT_CORRECTED_CPU_RANGE_ON_COMPLETE_SAVED_OBJECT,-0x1.9b9c9355c731bp-1,-0x1.7f8a15bf2c660p-1,-0x1.97fc34b801359p-1,-0x1.7fe34b872c126p-1,0.05482857192455215,0.04706505509472547,1.1649528894463512,0.007082897910543062,0.0006806189192836154,0.003201139495629779,False,True
van_der_pol,166,478462424411841505/288230376151711744,endpoint,x,stock_flowstar,REUSED_MATCHED_REFERENCE_COMPLETE_OBJECT,CURRENT_STRICT_CORRECTED_CPU_RANGE_ON_COMPLETE_SAVED_OBJECT,0x1.76a2007f91b0dp+0,0x1.880d247ffeba7p+0,0x1.797e2b9bd959cp+0,0x1.87f0460e4c494p+0,0.06804108629606853,0.05642857832111581,1.2057912554321304,0.011172003177907674,0.0004405047970450493,0.005365749190431313,False,True
van_der_pol,166,478462424411841505/288230376151711744,endpoint,y,stock_flowstar,REUSED_MATCHED_REFERENCE_COMPLETE_OBJECT,CURRENT_STRICT_CORRECTED_CPU_RANGE_ON_COMPLETE_SAVED_OBJECT,-0x1.9df76bcae506cp-1,-0x1.852b0309f3846p-1,-0x1.9a9ee4350bd39p-1,-0x1.8533e1bb01db9p-1,0.048434518387470815,0.04183204402669105,1.1578329367928337,0.0065348024769263935,6.767188385337075e-05,0.0032335652965365114,False,True
van_der_pol,166,478462424411841505/288230376151711744,tube,x,stock_flowstar,REUSED_MATCHED_REFERENCE_COMPLETE_OBJECT,CURRENT_STRICT_CORRECTED_CPU_RANGE_ON_COMPLETE_SAVED_OBJECT,0x1.76a1cd3406c8fp+0,0x1.8a0da46a41562p+0,0x1.797e2b9bd959cp+0,0x1.89f092ad03fd1p+0,0.07586426805442126,0.06424564522843679,1.1808468540501444,0.011175060603423548,0.0004435622225609226,0.005365749190431424,False,True
van_der_pol,166,478462424411841505/288230376151711744,tube,y,stock_flowstar,REUSED_MATCHED_REFERENCE_COMPLETE_OBJECT,CURRENT_STRICT_CORRECTED_CPU_RANGE_ON_COMPLETE_SAVED_OBJECT,-0x1.9e47ee799a03ap-1,-0x1.822f87e843776p-1,-0x1.9a9ee435cc7ffp-1,-0x1.8288e947461f1p-1,0.054873662225212616,0.047042695633708,1.1664650906163934,0.00714904859228882,0.0006819179992157975,0.0032335652965365114,False,True
van_der_pol,167,962689456346717245/576460752303423488,endpoint,x,stock_flowstar,REUSED_MATCHED_REFERENCE_COMPLETE_OBJECT,CURRENT_STRICT_CORRECTED_CPU_RANGE_ON_COMPLETE_SAVED_OBJECT,0x1.749b066a4840bp+0,0x1.860caa2539c31p+0,0x1.777bd1f7815a8p+0,0x1.85ef702a953f6p+0,0.06814025224731202,0.056451690168518365,1.2070542448578814,0.011242601373943062,0.0004459607048505898,0.005398320334546236,False,True
van_der_pol,167,962689456346717245/576460752303423488,endpoint,y,stock_flowstar,REUSED_MATCHED_REFERENCE_COMPLETE_OBJECT,CURRENT_STRICT_CORRECTED_CPU_RANGE_ON_COMPLETE_SAVED_OBJECT,-0x1.a0aacc4f9fc37p-1,-0x1.87d84398ba02dp-1,-0x1.9d47ea7a787b9p-1,-0x1.87e2bdcd20528p-1,0.04848124725947511,0.04178752532978269,1.160184693323337,0.006613786000926103,7.993592876631705e-05,0.003266925036079893,False,True
van_der_pol,167,962689456346717245/576460752303423488,tube,x,stock_flowstar,REUSED_MATCHED_REFERENCE_COMPLETE_OBJECT,CURRENT_STRICT_CORRECTED_CPU_RANGE_ON_COMPLETE_SAVED_OBJECT,0x1.749ad40908ff3p+0,0x1.881096bf6bc78p+0,0x1.777bd1f7815a8p+0,0x1.87f32a6388025p+0,0.0760156340864182,0.06432106625894041,1.1818155156259136,0.011245604248285135,0.0004489635791926627,0.005398320334546125,False,True
van_der_pol,167,962689456346717245/576460752303423488,tube,y,stock_flowstar,REUSED_MATCHED_REFERENCE_COMPLETE_OBJECT,CURRENT_STRICT_CORRECTED_CPU_RANGE_ON_COMPLETE_SAVED_OBJECT,-0x1.a0f9dff1ee723p-1,-0x1.84d8ddf7fc16fp-1,-0x1.9d47ea7abee96p-1,-0x1.85326bce6aa79p-1,0.054939328919479724,0.04703899243952814,1.1679529273529405,0.007217093276055686,0.0006832432038959002,0.003266925036079893,False,True
van_der_pol,168,121056757983718935/72057594037927936,endpoint,x,stock_flowstar,REUSED_MATCHED_REFERENCE_COMPLETE_OBJECT,CURRENT_STRICT_CORRECTED_CPU_RANGE_ON_COMPLETE_SAVED_OBJECT,0x1.729053c67c064p+0,0x1.8408ff29e9cd4p+0,0x1.7575cbfb9a827p+0,0x1.83eb68d01aa85p+0,0.06824752023183223,0.056482126121543796,1.208302960922018,0.011313927620435704,0.0004514664898527254,0.005431230565291489,False,True
