run_id,segment_index,t_hi,reset_box_width_x,reset_box_width_y,reset_box_width_sum,endpoint_tm_width_x,endpoint_tm_width_y,endpoint_tm_width_sum,inserted_endpoint_width_x,inserted_endpoint_width_y,inserted_endpoint_width_sum,insertion_truncation_width_x,insertion_truncation_width_y,insertion_truncation_width_sum,insertion_cutoff_width_x,insertion_cutoff_width_y,insertion_cutoff_width_sum,picard_target_residual_width_x,picard_target_residual_width_y,picard_target_residual_width_sum,ordinary_remainder_range_width_x,ordinary_remainder_range_width_y,ordinary_remainder_range_width_sum,normalized_right_map_range_width_x,normalized_right_map_range_width_y,normalized_right_map_range_width_sum,output_range_width_x,output_range_width_y,output_range_width_sum,scale_x,scale_y,terms_before_insertion_truncation,terms_after_insertion,dominant_component,dominant_dimension,nearest_flowstar_width_ratio
flowstar_style_o6_candidate8_output6_insert,0,0.050000000000000003,0.30246437144019334,0.20604027562221106,0.50850464706240439,0.30240759619482271,0.20399703114191325,0.50640462733673597,,,0.5064046273367151,,,9.8813129168249309e-324,,,9.8813129168249309e-324,1.0006696963834048e-05,9.9843118277649095e-05,0.00010984981524148314,0.00020000000000000004,0.00020000000000000004,0.00040000000000000007,,,0.5064046273367151,,,0.00010984976286698075,0.15123218572009592,0.10302013781110422,29,29,normalized_right_map,x,0.6521252822910919
flowstar_style_o6_candidate8_output6_insert,1,0.125,0.29664526334965391,0.3388828214496038,0.63552808479925771,0.31172620643008098,0.34857818560037779,0.66030439203045876,,,0.63291264446537998,,,2.6616545548506113e-10,,,9.8813129168249309e-324,1.5135099010357254e-05,0.00017355866513525249,0.00018869376414560975,0.00020000000000000004,0.00020000000000000004,0.00040000000000000007,,,0.63291264446537998,,,0.00030483726363524593,0.14832263167482632,0.16944141072480104,493,54,normalized_right_map,y,0.68995611947084401
flowstar_style_o6_candidate8_output6_insert,2,0.17499999999999999,0.28690245674391113,0.40113327614930849,0.68803573289321962,0.31070714523289689,0.41910152965470249,0.72980867488759937,,,0.68680443516415235,,,5.591436633519791e-10,,,9.8813129168249309e-324,1.0018959025243685e-05,0.00011125701848970741,0.0001212759775149511,0.00020000000000000004,0.00020000000000000004,0.00040000000000000007,,,0.68680443516415235,,,0.00043627120962308892,0.1434512283719549,0.20056663807465366,990,54,normalized_right_map,y,0.68995611947084401
flowstar_style_o6_candidate8_output6_insert,3,0.25,0.26525810972842212,0.46167866771332999,0.72693677744175211,0.31057240607171233,0.48406443242150377,0.79463683849321609,,,0.72381346158449988,,,2.1992348367755616e-09,,,9.8813129168249309e-324,1.5205738579956057e-05,0.00018269570760416992,0.00019790144618412597,0.00020000000000000004,0.00020000000000000004,0.00040000000000000007,,,0.72381346158449988,,,0.00064716623287094141,0.13262905486421028,0.23083933385666436,990,54,normalized_right_map,y,0.70829072659431436
flowstar_style_o6_candidate8_output6_insert,4,0.29999999999999999,0.24753152615306462,0.47771535278581212,0.72524687893887674,0.28559695481459935,0.49316622005830613,0.77876317487290547,,,0.71953311131378084,,,2.6785036907434545e-09,,,9.8813129168249309e-324,1.002104682837838e-05,0.00010606592495777116,0.00011608697178614954,0.00020000000000000004,0.00020000000000000004,0.00040000000000000007,,,0.71953311131378084,,,0.00077327404258012097,0.12376576307653164,0.23885767639290545,990,54,normalized_right_map,y,0.70829072659431436
flowstar_style_o6_candidate8_output6_insert,5,0.375,0.22062326929709819,0.46757133072709767,0.68819460002419586,0.27762153715654025,0.4888228655252489,0.76644440268178915,,,0.67841307203263623,,,4.7691637148968921e-09,,,9.8813129168249309e-324,1.5197525096019097e-05,0.00016393854733225114,0.00017913607242827024,0.00020000000000000004,0.00020000000000000004,0.00040000000000000007,,,0.67841307203263623,,,0.00095565719358552885,0.11031163464854839,0.23378566536354833,990,54,normalized_right_map,y,0.65917204424596698
flowstar_style_o6_candidate8_output6_insert,6,0.42499999999999999,0.20293012070118643,0.44370243336477339,0.64663255406595987,0.24171276459870539,0.45800488617162682,0.69971765077033221,,,0.63468515908363243,,,3.6557344268343242e-09,,,9.8813129168249309e-324,1.0013416523111677e-05,9.0111941523537444e-05,0.00010012535804664911,0.00020000000000000004,0.00020000000000000004,0.00040000000000000007,,,0.63468515908363243,,,0.0010538790463995079,0.10146506035059234,0.22185121668238642,990,54,normalized_right_map,y,0.65917204424596698
flowstar_style_o6_candidate8_output6_insert,7,0.5,0.17796146464438256,0.39289412512849042,0.57085558977287298,0.23167827256323714,0.41095376248503102,0.64263203504826816,,,0.55677894608553613,,,6.9940114680257991e-09,,,9.8813129168249309e-324,1.5098866021288893e-05,0.0001320409433360223,0.00014713980935731119,0.00020000000000000004,0.00020000000000000004,0.00040000000000000007,,,0.55677894608553613,,,0.0011819101536888336,0.088980732322190392,0.19644706256424499,990,54,normalized_right_map,y,0.63170710289860865
flowstar_style_o6_candidate8_output6_insert,8,0.59999999999999998,0.14911249627741063,0.31755825461733245,0.46667075089474308,0.21080168654664933,0.33356404174866094,0.54436572829531027,,,0.4515331363105346,,,8.419811427270687e-09,,,9.8813129168249309e-324,2.031653301568654e-05,0.00016777615177776379,0.00018809268479345033,0.00020000000000000004,0.00020000000000000004,0.00040000000000000007,,,0.4515331363105346,,,0.00131849701138698,0.074556248138704317,0.15877912730866608,990,54,normalized_right_map,y,0.61437261541244437
flowstar_style_o6_candidate8_output6_insert,9,0.69999999999999996,0.12597370445864264,0.24892600816913257,0.37489971262777522,0.17614573708218462,0.25683564923268465,0.43298138631486927,,,0.3599248463595574,,,5.5088335615240567e-09,,,9.8813129168249309e-324,2.0201451397402782e-05,0.00012769157664596216,0.00014789302804336495,0.00020000000000000004,0.00020000000000000004,0.00040000000000000007,,,0.3599248463595574,,,0.0013899342641820623,0.062986852229320323,0.12446300408456622,990,54,normalized_right_map,y,0.58009420480385443
