run_id,mode,order,candidate_order,output_order,truncation_range_split,adaptive_order_fallback,fallback_from_order,refinement_pass,residual_subset_current,validation_mode,cutoff_threshold,target_remainder_radius,status,runtime_s,validated_segments,last_validated_t,last_attempted_t,min_h_used,min_regular_h_used,min_final_alignment_h,h_below_flowstar_min_count,max_h_used,num_step_rejections,num_accepted_steps,num_rejected_steps,num_order8_steps,num_order8_attempts,failure_reason,final_width_sum,max_width_sum,max_residual_width_sum,max_remainder_width_sum,notes
flowstar_style_o6_candidate8_output6,flowstar_style,6,8,6,,,,,,target_remainder,,0.0001,failed,485.91970288474113,95,2.4007376673997931,2.4043574266493395,0.0021450425182496136,0.0021450425182496136,,0,0.075000000000000011,60,95,60,0,215,Picard residual not subset of target remainder,26.101315330027461,26.101315330027461,0.00092810335907359085,0.00040000000000000007,Picard residual not subset of target remainder
flowstar_style_o6_candidate8_output6_cutoff,flowstar_style,6,8,6,,,,,,target_remainder,1e-10,0.0001,failed,465.39711408875883,95,2.4007376673997931,2.4043574266493395,0.0021450425182496136,0.0021450425182496136,,0,0.075000000000000011,60,95,60,0,215,Picard residual not subset of target remainder,26.10131533002729,26.10131533002729,0.0009281033590735863,0.00040000000000000007,Picard residual not subset of target remainder
