run_id,segment_index,attempt_index,t_start,h_try,failed_state_dimension,source_expression,dropped_total_degree,term_rank,monomial,coefficient,abs_interval_contribution,dropped_range_interval_lo,dropped_range_interval_hi,dropped_range_width,contribution_to_residual_lo,contribution_to_residual_hi,contribution_shift,residual_center,residual_radius,target_interval_lo,target_interval_hi,minimal_symmetric_radius_needed,minimal_asymmetric_interval_lo,minimal_asymmetric_interval_hi
flowstar_style_o6_target,98,2,2.0017283433292654,0.0078363468787901354,y,(x*x)*y,7,1,x^4*y*tau^2,22.779723364539006,0.001398864824457268,-0.0033749695018027159,0.0034719219654095889,0.0068468914672123052,-0.0013988648244572682,0.0013988648244572682,straddles_zero,5.1565400738142457e-06,0.00012771798806893191,-0.0001,0.0001,0.00013287452814274617,-0.00012256144799511768,0.00013287452814274617
flowstar_style_o6_target,98,2,2.0017283433292654,0.0078363468787901354,y,(x*x)*y,7,2,x^3*y^2*tau^2,-17.964253200786064,0.0011031548319564973,-0.0033749695018027159,0.0034719219654095889,0.0068468914672123052,-0.0011031548319564975,0.0011031548319564975,straddles_zero,5.1565400738142457e-06,0.00012771798806893191,-0.0001,0.0001,0.00013287452814274617,-0.00012256144799511768,0.00013287452814274617
flowstar_style_o6_target,98,2,2.0017283433292654,0.0078363468787901354,y,(x*x)*y,8,3,x^5*y*tau^2,6.1694172275729855,0.00037885362385423239,-0.0033749695018027159,0.0034719219654095889,0.0068468914672123052,-0.00037885362385423245,0.00037885362385423245,straddles_zero,5.1565400738142457e-06,0.00012771798806893191,-0.0001,0.0001,0.00013287452814274617,-0.00012256144799511768,0.00013287452814274617
flowstar_style_o6_target,98,2,2.0017283433292654,0.0078363468787901354,y,(x*x)*y,7,4,x^5*tau^2,-3.5141824066167748,0.00021580008135635567,-0.0033749695018027159,0.0034719219654095889,0.0068468914672123052,-0.00021580008135635569,0.00021580008135635569,straddles_zero,5.1565400738142457e-06,0.00012771798806893191,-0.0001,0.0001,0.00013287452814274617,-0.00012256144799511768,0.00013287452814274617
flowstar_style_o6_target,98,2,2.0017283433292654,0.0078363468787901354,y,(x*x)*y,7,5,x^2*y^2*tau^3,212.75373300064024,0.00010238071185077594,-0.0033749695018027159,0.0034719219654095889,0.0068468914672123052,-0.00010238071185077595,1.0622411385586801e-321,straddles_zero,5.1565400738142457e-06,0.00012771798806893191,-0.0001,0.0001,0.00013287452814274617,-0.00012256144799511768,0.00013287452814274617
flowstar_style_o6_target,98,2,2.0017283433292654,0.0078363468787901354,y,Picard integrated y,7,1,x^4*y*tau^2,1.1985936810373867,7.3603639183345527e-05,-8.053484983328145e-05,9.1699850206545795e-05,0.00017223470003982727,-7.3603639183345527e-05,7.3603639183345527e-05,straddles_zero,5.1565400738142457e-06,0.00012771798806893191,-0.0001,0.0001,0.00013287452814274617,-0.00012256144799511768,0.00013287452814274617
flowstar_style_o6_target,98,2,2.0017283433292654,0.0078363468787901354,y,(x*x)*y,7,6,x^3*y*tau^3,-138.43272386910326,6.6616179247571837e-05,-0.0033749695018027159,0.0034719219654095889,0.0068468914672123052,-6.661617924757185e-05,6.661617924757185e-05,straddles_zero,5.1565400738142457e-06,0.00012771798806893191,-0.0001,0.0001,0.00013287452814274617,-0.00012256144799511768,0.00013287452814274617
flowstar_style_o6_target,98,2,2.0017283433292654,0.0078363468787901354,y,(x*x)*y,8,7,x^3*y^2*tau^3,137.76732946566543,6.6295980152944066e-05,-0.0033749695018027159,0.0034719219654095889,0.0068468914672123052,-6.6295980152944079e-05,6.6295980152944079e-05,straddles_zero,5.1565400738142457e-06,0.00012771798806893191,-0.0001,0.0001,0.00013287452814274617,-0.00012256144799511768,0.00013287452814274617
flowstar_style_o6_target,98,2,2.0017283433292654,0.0078363468787901354,y,(x*x)*y,7,8,x*y^3*tau^3,-98.103980069799363,4.7209302385825426e-05,-0.0033749695018027159,0.0034719219654095889,0.0068468914672123052,-4.7209302385825433e-05,4.7209302385825433e-05,straddles_zero,5.1565400738142457e-06,0.00012771798806893191,-0.0001,0.0001,0.00013287452814274617,-0.00012256144799511768,0.00013287452814274617
flowstar_style_o6_target,98,2,2.0017283433292654,0.0078363468787901354,y,Picard integrated y,7,2,x^2*y^2*tau^3,20.945919081770054,1.007953221649895e-05,-8.053484983328145e-05,9.1699850206545795e-05,0.00017223470003982727,-1.0869444208507424e-322,1.007953221649895e-05,straddles_zero,5.1565400738142457e-06,0.00012771798806893191,-0.0001,0.0001,0.00013287452814274617,-0.00012256144799511768,0.00013287452814274617
