run_id,timestamp,tool,tool_variant,protocol,system,state_index,state_name,h,horizon,step_index,time,interval_kind,lower,upper,width,exact_lower,exact_upper,exact_width,exact_inflation_ratio,row_status,native_validation_status,first_failure_time,successful_horizon,local_order,local_retained_basis,carried_representation,reset_policy,validator,interval_remainder_width,polynomial_width,dtype,device,build_time_s,jit_compile_time_s,first_execution_time_s,steady_runtime_per_step_s,orchestration_time_s,validation_attempts,tool_git_sha,adapter_git_sha,extraction_workaround,message
torch_tm_flowpipe_complete_total_degree_order_1_one_step_common_input_riccati_773f9b7ae9,20260724T132608Z,torch_tm_flowpipe,complete_total_degree_order_1,one_step_common_input,riccati,0,x,0.005,0.005,0,0.0,endpoint,0.0,0.1,0.1,0.0,0.1,0.1,1.0,validated,initial_set,,0.005,1,"complete_total_degree_1(local_time,state_generators)",none_one_segment,not_applicable,torch_native_picard_growth,0.0,0.1,float64,cpu,0.0,0.0,0.012180043384432793,0.00825850572437048,0.013390916865319014,2,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,,
torch_tm_flowpipe_complete_total_degree_order_1_one_step_common_input_riccati_773f9b7ae9,20260724T132608Z,torch_tm_flowpipe,complete_total_degree_order_1,one_step_common_input,riccati,0,x,0.005,0.005,1,0.005,endpoint,-6.252759064141061e-09,0.10005005626682162,0.10005006251958068,0.0,0.10005002501250625,0.10005002501250625,1.000000374883209,validated,validated,,0.005,1,"complete_total_degree_1(local_time,state_generators)",none_one_segment,not_applicable,torch_native_picard_growth,5.006251958062874e-05,0.10000000000000005,float64,cpu,0.0,0.0,0.012180043384432793,0.00825850572437048,0.013390916865319014,2,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,,
torch_tm_flowpipe_complete_total_degree_order_1_one_step_common_input_riccati_773f9b7ae9,20260724T132608Z,torch_tm_flowpipe,complete_total_degree_order_1,one_step_common_input,riccati,0,x,0.005,0.005,1,0.005,tube,-6.250001251250028e-06,0.1000562500012513,0.10006250000250255,0.0,0.10005002501250625,0.10005002501250625,1.0001246875250132,validated,validated,,0.005,1,"complete_total_degree_1(local_time,state_generators)",none_one_segment,not_applicable,torch_native_picard_growth,6.250000250250022e-05,0.10000000000000005,float64,cpu,0.0,0.0,0.012180043384432793,0.00825850572437048,0.013390916865319014,2,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,,
torch_tm_flowpipe_complete_total_degree_order_1_one_step_common_input_riccati_e81212a5a4,20260724T132608Z,torch_tm_flowpipe,complete_total_degree_order_1,one_step_common_input,riccati,0,x,0.01,0.01,0,0.0,endpoint,0.0,0.1,0.1,0.0,0.1,0.1,1.0,validated,initial_set,,0.01,1,"complete_total_degree_1(local_time,state_generators)",none_one_segment,not_applicable,torch_native_picard_growth,0.0,0.1,float64,cpu,0.0,0.0,0.008725150022655725,0.008317411877214909,0.009730781894177198,2,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,,
torch_tm_flowpipe_complete_total_degree_order_1_one_step_common_input_riccati_e81212a5a4,20260724T132608Z,torch_tm_flowpipe,complete_total_degree_order_1,one_step_common_input,riccati,0,x,0.01,0.01,1,0.01,endpoint,-2.5015065006565786e-08,0.10010022512756506,0.10010025014263006,0.0,0.1001001001001001,0.1001001001001001,1.0000014989248742,validated,validated,,0.01,1,"complete_total_degree_1(local_time,state_generators)",none_one_segment,not_applicable,torch_native_picard_growth,0.00010025014263001466,0.10000000000000005,float64,cpu,0.0,0.0,0.008725150022655725,0.008317411877214909,0.009730781894177198,2,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,,
torch_tm_flowpipe_complete_total_degree_order_1_one_step_common_input_riccati_e81212a5a4,20260724T132608Z,torch_tm_flowpipe,complete_total_degree_order_1,one_step_common_input,riccati,0,x,0.01,0.01,1,0.01,tube,-1.2500001252500047e-05,0.10011250000125255,0.10012500000250504,0.0,0.1001001001001001,0.1001001001001001,1.0002487500250252,validated,validated,,0.01,1,"complete_total_degree_1(local_time,state_generators)",none_one_segment,not_applicable,torch_native_picard_growth,0.00012500000250500041,0.10000000000000005,float64,cpu,0.0,0.0,0.008725150022655725,0.008317411877214909,0.009730781894177198,2,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,,
torch_tm_flowpipe_complete_total_degree_order_1_one_step_common_input_riccati_d69f0b8a95,20260724T132608Z,torch_tm_flowpipe,complete_total_degree_order_1,one_step_common_input,riccati,0,x,0.02,0.02,0,0.0,endpoint,0.0,0.1,0.1,0.0,0.1,0.1,1.0,validated,initial_set,,0.02,1,"complete_total_degree_1(local_time,state_generators)",none_one_segment,not_applicable,torch_native_picard_growth,0.0,0.1,float64,cpu,0.0,0.0,0.008750639855861664,0.008944213856011629,0.009771367069333792,2,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,,
torch_tm_flowpipe_complete_total_degree_order_1_one_step_common_input_riccati_d69f0b8a95,20260724T132608Z,torch_tm_flowpipe,complete_total_degree_order_1,one_step_common_input,riccati,0,x,0.02,0.02,1,0.02,endpoint,-1.0011350502627566e-07,0.10020090101350508,0.10020100112701011,0.0,0.10020040080160321,0.10020040080160321,1.000005991247561,validated,validated,,0.02,1,"complete_total_degree_1(local_time,state_generators)",none_one_segment,not_applicable,torch_native_picard_growth,0.00020100112701005815,0.10000000000000005,float64,cpu,0.0,0.0,0.008750639855861664,0.008944213856011629,0.009771367069333792,2,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,,
torch_tm_flowpipe_complete_total_degree_order_1_one_step_common_input_riccati_d69f0b8a95,20260724T132608Z,torch_tm_flowpipe,complete_total_degree_order_1,one_step_common_input,riccati,0,x,0.02,0.02,1,0.02,tube,-2.50000012550001e-05,0.10022500000125505,0.10025000000251004,0.0,0.10020040080160321,0.10020040080160321,1.00049500002505,validated,validated,,0.02,1,"complete_total_degree_1(local_time,state_generators)",none_one_segment,not_applicable,torch_native_picard_growth,0.00025000000251000084,0.10000000000000005,float64,cpu,0.0,0.0,0.008750639855861664,0.008944213856011629,0.009771367069333792,2,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,,
torch_tm_flowpipe_complete_total_degree_order_1_one_step_common_input_riccati_68e8975117,20260724T132608Z,torch_tm_flowpipe,complete_total_degree_order_1,one_step_common_input,riccati,0,x,0.05,0.05,0,0.0,endpoint,0.0,0.1,0.1,0.0,0.1,0.1,1.0,validated,initial_set,,0.05,1,"complete_total_degree_1(local_time,state_generators)",none_one_segment,not_applicable,torch_native_picard_growth,0.0,0.1,float64,cpu,0.0,0.0,0.008913406170904636,0.0085173100233078,0.009934174828231335,2,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,,
torch_tm_flowpipe_complete_total_degree_order_1_one_step_common_input_riccati_68e8975117,20260724T132608Z,torch_tm_flowpipe,complete_total_degree_order_1,one_step_common_input,riccati,0,x,0.05,0.05,1,0.05,endpoint,-6.267588251644583e-07,0.10050564082132525,0.10050626758015041,0.0,0.10050251256281408,0.10050251256281408,1.0000373624224965,validated,validated,,0.05,1,"complete_total_degree_1(local_time,state_generators)",none_one_segment,not_applicable,torch_native_picard_growth,0.0005062675801503622,0.10000000000000005,float64,cpu,0.0,0.0,0.008913406170904636,0.0085173100233078,0.009934174828231335,2,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,,
torch_tm_flowpipe_complete_total_degree_order_1_one_step_common_input_riccati_68e8975117,20260724T132608Z,torch_tm_flowpipe,complete_total_degree_order_1,one_step_common_input,riccati,0,x,0.05,0.05,1,0.05,tube,-6.250000126250035e-05,0.10056250000126254,0.10062500000252504,0.0,0.10050251256281408,0.10050251256281408,1.0012187500251242,validated,validated,,0.05,1,"complete_total_degree_1(local_time,state_generators)",none_one_segment,not_applicable,torch_native_picard_growth,0.0006250000025250026,0.10000000000000005,float64,cpu,0.0,0.0,0.008913406170904636,0.0085173100233078,0.009934174828231335,2,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,,
torch_tm_flowpipe_complete_total_degree_order_1_one_step_common_input_harmonic_27ee896f9f,20260724T132608Z,torch_tm_flowpipe,complete_total_degree_order_1,one_step_common_input,harmonic,0,x1,0.005,0.005,0,0.0,endpoint,-0.1,0.1,0.2,-0.1,0.1,0.2,1.0,validated,initial_set,,0.005,1,"complete_total_degree_1(local_time,state_generators)",none_one_segment,not_applicable,torch_native_picard_growth,0.0,0.2,float64,cpu,0.0,0.0,0.014633847866207361,0.013034614734351635,0.016596493311226368,2,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,,
torch_tm_flowpipe_complete_total_degree_order_1_one_step_common_input_harmonic_27ee896f9f,20260724T132608Z,torch_tm_flowpipe,complete_total_degree_order_1,one_step_common_input,harmonic,1,x2,0.005,0.005,0,0.0,endpoint,-0.1,0.1,0.2,-0.1,0.1,0.2,1.0,validated,initial_set,,0.005,1,"complete_total_degree_1(local_time,state_generators)",none_one_segment,not_applicable,torch_native_picard_growth,0.0,0.2,float64,cpu,0.0,0.0,0.014633847866207361,0.013034614734351635,0.016596493311226368,2,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,,
torch_tm_flowpipe_complete_total_degree_order_1_one_step_common_input_harmonic_27ee896f9f,20260724T132608Z,torch_tm_flowpipe,complete_total_degree_order_1,one_step_common_input,harmonic,0,x1,0.005,0.005,1,0.005,endpoint,-0.10050312500100633,0.10050312500100633,0.20100625000201267,-0.10049874791927343,0.10049874791927343,0.20099749583854687,1.0000435535946817,validated,validated,,0.005,1,"complete_total_degree_1(local_time,state_generators)",none_one_segment,not_applicable,torch_native_picard_growth,0.001006250002012564,0.2000000000000001,float64,cpu,0.0,0.0,0.014633847866207361,0.013034614734351635,0.016596493311226368,2,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,,
torch_tm_flowpipe_complete_total_degree_order_1_one_step_common_input_harmonic_27ee896f9f,20260724T132608Z,torch_tm_flowpipe,complete_total_degree_order_1,one_step_common_input,harmonic,1,x2,0.005,0.005,1,0.005,endpoint,-0.10050312500100633,0.10050312500100633,0.20100625000201267,-0.10049874791927343,0.10049874791927343,0.20099749583854687,1.0000435535946817,validated,validated,,0.005,1,"complete_total_degree_1(local_time,state_generators)",none_one_segment,not_applicable,torch_native_picard_growth,0.001006250002012564,0.2000000000000001,float64,cpu,0.0,0.0,0.014633847866207361,0.013034614734351635,0.016596493311226368,2,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,,
torch_tm_flowpipe_complete_total_degree_order_1_one_step_common_input_harmonic_27ee896f9f,20260724T132608Z,torch_tm_flowpipe,complete_total_degree_order_1,one_step_common_input,harmonic,0,x1,0.005,0.005,1,0.005,tube,-0.10062500000125629,0.10062500000125629,0.20125000000251259,-0.10049874791927343,0.10049874791927343,0.20099749583854687,1.0012562552727948,validated,validated,,0.005,1,"complete_total_degree_1(local_time,state_generators)",none_one_segment,not_applicable,torch_native_picard_growth,0.0012500000025125026,0.2000000000000001,float64,cpu,0.0,0.0,0.014633847866207361,0.013034614734351635,0.016596493311226368,2,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,,
torch_tm_flowpipe_complete_total_degree_order_1_one_step_common_input_harmonic_27ee896f9f,20260724T132608Z,torch_tm_flowpipe,complete_total_degree_order_1,one_step_common_input,harmonic,1,x2,0.005,0.005,1,0.005,tube,-0.10062500000125629,0.10062500000125629,0.20125000000251259,-0.10049874791927343,0.10049874791927343,0.20099749583854687,1.0012562552727948,validated,validated,,0.005,1,"complete_total_degree_1(local_time,state_generators)",none_one_segment,not_applicable,torch_native_picard_growth,0.0012500000025125026,0.2000000000000001,float64,cpu,0.0,0.0,0.014633847866207361,0.013034614734351635,0.016596493311226368,2,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,,
torch_tm_flowpipe_complete_total_degree_order_1_one_step_common_input_harmonic_57cc866702,20260724T132608Z,torch_tm_flowpipe,complete_total_degree_order_1,one_step_common_input,harmonic,0,x1,0.01,0.01,0,0.0,endpoint,-0.1,0.1,0.2,-0.1,0.1,0.2,1.0,validated,initial_set,,0.01,1,"complete_total_degree_1(local_time,state_generators)",none_one_segment,not_applicable,torch_native_picard_growth,0.0,0.2,float64,cpu,0.0,0.0,0.013796697836369276,0.013205731753259897,0.015734240878373384,2,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,,
torch_tm_flowpipe_complete_total_degree_order_1_one_step_common_input_harmonic_57cc866702,20260724T132608Z,torch_tm_flowpipe,complete_total_degree_order_1,one_step_common_input,harmonic,1,x2,0.01,0.01,0,0.0,endpoint,-0.1,0.1,0.2,-0.1,0.1,0.2,1.0,validated,initial_set,,0.01,1,"complete_total_degree_1(local_time,state_generators)",none_one_segment,not_applicable,torch_native_picard_growth,0.0,0.2,float64,cpu,0.0,0.0,0.013796697836369276,0.013205731753259897,0.015734240878373384,2,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,,
torch_tm_flowpipe_complete_total_degree_order_1_one_step_common_input_harmonic_57cc866702,20260724T132608Z,torch_tm_flowpipe,complete_total_degree_order_1,one_step_common_input,harmonic,0,x1,0.01,0.01,1,0.01,endpoint,-0.10101250000101267,0.10101250000101267,0.20202500000202533,-0.1009949833750832,0.1009949833750832,0.2019899667501664,1.0001734405546108,validated,validated,,0.01,1,"complete_total_degree_1(local_time,state_generators)",none_one_segment,not_applicable,torch_native_picard_growth,0.0020250000020252527,0.2000000000000001,float64,cpu,0.0,0.0,0.013796697836369276,0.013205731753259897,0.015734240878373384,2,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,,
torch_tm_flowpipe_complete_total_degree_order_1_one_step_common_input_harmonic_57cc866702,20260724T132608Z,torch_tm_flowpipe,complete_total_degree_order_1,one_step_common_input,harmonic,1,x2,0.01,0.01,1,0.01,endpoint,-0.10101250000101267,0.10101250000101267,0.20202500000202533,-0.1009949833750832,0.1009949833750832,0.2019899667501664,1.0001734405546108,validated,validated,,0.01,1,"complete_total_degree_1(local_time,state_generators)",none_one_segment,not_applicable,torch_native_picard_growth,0.0020250000020252527,0.2000000000000001,float64,cpu,0.0,0.0,0.013796697836369276,0.013205731753259897,0.015734240878373384,2,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,,
