run_id,timestamp,tool,tool_variant,protocol,system,h,horizon,requested_steps,completed_steps,run_status,native_validation_status,first_failure_time,successful_horizon,local_order,local_retained_basis,measured_polynomial_support,carried_representation,reset_policy,validator,dtype,device,build_time_s,jit_compile_time_s,first_execution_time_s,steady_runtime_per_step_s,orchestration_time_s,validation_attempts,tool_git_sha,adapter_git_sha,extraction_workaround,message
flowstar_minimum_supported_fixed_order_2_one_step_common_input_harmonic_e6acf6e542,20260724T132704Z,flowstar,minimum_supported_fixed_order_2,one_step_common_input,harmonic,0.005,0.005,1,1,success,validated,,0.005,2,"complete_total_degree_2(local_time,normalized_generators)","{'maximum_degree': 2, 'maximum_terms_per_state': 2}",none_one_segment,not_applicable,Flowstar_public_advance_initial_Picard_candidate_inclusion,MPFR_interval,cpu,1.7322245696559548,0.0,0.000655,0.000646,0.014777809381484985,1,b85a3211748cb77b736fe4ad42ee02d8d2b81148,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,validated_initial_picard_candidate_remainder_restored_before_extraction,
flowstar_minimum_supported_fixed_order_2_one_step_common_input_harmonic_ba88adb1ce,20260724T132706Z,flowstar,minimum_supported_fixed_order_2,one_step_common_input,harmonic,0.01,0.01,1,1,success,validated,,0.01,2,"complete_total_degree_2(local_time,normalized_generators)","{'maximum_degree': 2, 'maximum_terms_per_state': 2}",none_one_segment,not_applicable,Flowstar_public_advance_initial_Picard_candidate_inclusion,MPFR_interval,cpu,1.7338418089784682,0.0,0.000655,0.000642,0.015644334722310305,1,b85a3211748cb77b736fe4ad42ee02d8d2b81148,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,validated_initial_picard_candidate_remainder_restored_before_extraction,
flowstar_minimum_supported_fixed_order_2_one_step_common_input_harmonic_c92dc15fae,20260724T132707Z,flowstar,minimum_supported_fixed_order_2,one_step_common_input,harmonic,0.02,0.02,1,1,success,validated,,0.02,2,"complete_total_degree_2(local_time,normalized_generators)","{'maximum_degree': 2, 'maximum_terms_per_state': 2}",none_one_segment,not_applicable,Flowstar_public_advance_initial_Picard_candidate_inclusion,MPFR_interval,cpu,1.7215182580985129,0.0,0.000648,0.000644,0.01462833909317851,1,b85a3211748cb77b736fe4ad42ee02d8d2b81148,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,validated_initial_picard_candidate_remainder_restored_before_extraction,
flowstar_minimum_supported_fixed_order_2_one_step_common_input_harmonic_9116c9fbe6,20260724T132709Z,flowstar,minimum_supported_fixed_order_2,one_step_common_input,harmonic,0.05,0.05,1,0,validation_failed,failed,0.05,0.0,2,"complete_total_degree_2(local_time,normalized_generators)","{'maximum_degree': 0, 'maximum_terms_per_state': 0}",none_one_segment,not_applicable,Flowstar_public_advance_initial_Picard_candidate_inclusion,MPFR_interval,cpu,1.7141341539099813,0.0,6.3e-05,6e-05,0.010637333150953054,1,b85a3211748cb77b736fe4ad42ee02d8d2b81148,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,validated_initial_picard_candidate_remainder_restored_before_extraction,Flow* public advance returned validation failure
flowstar_minimum_supported_fixed_order_2_one_step_common_input_van_der_pol_c4d67d7cfa,20260724T132711Z,flowstar,minimum_supported_fixed_order_2,one_step_common_input,van_der_pol,0.0025,0.0025,1,1,success,validated,,0.0025,2,"complete_total_degree_2(local_time,normalized_generators)","{'maximum_degree': 2, 'maximum_terms_per_state': 6}",none_one_segment,not_applicable,Flowstar_public_advance_initial_Picard_candidate_inclusion,MPFR_interval,cpu,1.733889081981033,0.0,0.000232,0.000215,0.011796991806477308,1,b85a3211748cb77b736fe4ad42ee02d8d2b81148,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,validated_initial_picard_candidate_remainder_restored_before_extraction,
flowstar_minimum_supported_fixed_order_2_one_step_common_input_van_der_pol_dab0045038,20260724T132713Z,flowstar,minimum_supported_fixed_order_2,one_step_common_input,van_der_pol,0.005,0.005,1,1,success,validated,,0.005,2,"complete_total_degree_2(local_time,normalized_generators)","{'maximum_degree': 2, 'maximum_terms_per_state': 6}",none_one_segment,not_applicable,Flowstar_public_advance_initial_Picard_candidate_inclusion,MPFR_interval,cpu,1.716374073177576,0.0,0.000218,0.000212,0.012642266694456339,1,b85a3211748cb77b736fe4ad42ee02d8d2b81148,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,validated_initial_picard_candidate_remainder_restored_before_extraction,
flowstar_minimum_supported_fixed_order_2_one_step_common_input_van_der_pol_56cfc138ce,20260724T132714Z,flowstar,minimum_supported_fixed_order_2,one_step_common_input,van_der_pol,0.01,0.01,1,0,validation_failed,failed,0.01,0.0,2,"complete_total_degree_2(local_time,normalized_generators)","{'maximum_degree': 0, 'maximum_terms_per_state': 0}",none_one_segment,not_applicable,Flowstar_public_advance_initial_Picard_candidate_inclusion,MPFR_interval,cpu,1.7316159447655082,0.0,0.000195,0.000191,0.011598359793424606,1,b85a3211748cb77b736fe4ad42ee02d8d2b81148,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,validated_initial_picard_candidate_remainder_restored_before_extraction,Flow* public advance returned validation failure
flowstar_minimum_supported_fixed_order_2_one_step_common_input_van_der_pol_698b263d82,20260724T132716Z,flowstar,minimum_supported_fixed_order_2,one_step_common_input,van_der_pol,0.02,0.02,1,0,validation_failed,failed,0.02,0.0,2,"complete_total_degree_2(local_time,normalized_generators)","{'maximum_degree': 0, 'maximum_terms_per_state': 0}",none_one_segment,not_applicable,Flowstar_public_advance_initial_Picard_candidate_inclusion,MPFR_interval,cpu,1.734945137053728,0.0,0.000211,0.000202,0.011241828091442585,1,b85a3211748cb77b736fe4ad42ee02d8d2b81148,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,validated_initial_picard_candidate_remainder_restored_before_extraction,Flow* public advance returned validation failure
flowstar_minimum_supported_fixed_order_2_multi_step_common_box_carry_riccati_589d312be5,20260724T132718Z,flowstar,minimum_supported_fixed_order_2,multi_step_common_box_carry,riccati,0.01,1.0,100,100,success,validated,,1.0,2,"complete_total_degree_2(local_time,normalized_generators)","{'maximum_degree': 2, 'maximum_terms_per_state': 5}",componentwise_axis_aligned_box,endpoint_box_exact_no_inflation,Flowstar_public_advance_initial_Picard_candidate_inclusion,MPFR_interval,cpu,1.731981991790235,0.0,9.1e-05,6.8e-05,0.0026927394792437553,100,b85a3211748cb77b736fe4ad42ee02d8d2b81148,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,validated_initial_picard_candidate_remainder_restored_before_extraction,
flowstar_minimum_supported_fixed_order_2_multi_step_common_box_carry_harmonic_c128aa5229,20260724T132720Z,flowstar,minimum_supported_fixed_order_2,multi_step_common_box_carry,harmonic,0.01,4.0,400,222,validation_failed,failed,2.23,2.22,2,"complete_total_degree_2(local_time,normalized_generators)","{'maximum_degree': 2, 'maximum_terms_per_state': 2}",componentwise_axis_aligned_box,endpoint_box_exact_no_inflation,Flowstar_public_advance_initial_Picard_candidate_inclusion,MPFR_interval,cpu,1.7452837731689215,0.0,0.000657,0.000574,0.016013029031455517,223,b85a3211748cb77b736fe4ad42ee02d8d2b81148,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,validated_initial_picard_candidate_remainder_restored_before_extraction,Flow* public advance returned validation failure
flowstar_minimum_supported_fixed_order_2_multi_step_common_box_carry_van_der_pol_721995c09c,20260724T132721Z,flowstar,minimum_supported_fixed_order_2,multi_step_common_box_carry,van_der_pol,0.005,1.0,200,15,validation_failed,failed,0.08,0.075,2,"complete_total_degree_2(local_time,normalized_generators)","{'maximum_degree': 2, 'maximum_terms_per_state': 6}",componentwise_axis_aligned_box,endpoint_box_exact_no_inflation,Flowstar_public_advance_initial_Picard_candidate_inclusion,MPFR_interval,cpu,1.738695016130805,0.0,0.00022,0.00019,0.0010311705991625786,16,b85a3211748cb77b736fe4ad42ee02d8d2b81148,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,validated_initial_picard_candidate_remainder_restored_before_extraction,Flow* public advance returned validation failure
flowstar_minimum_supported_fixed_order_2_multi_step_common_box_carry_van_der_pol_be4c6ba02f,20260724T132723Z,flowstar,minimum_supported_fixed_order_2,multi_step_common_box_carry,van_der_pol,0.01,1.0,100,0,validation_failed,failed,0.01,0.0,2,"complete_total_degree_2(local_time,normalized_generators)","{'maximum_degree': 0, 'maximum_terms_per_state': 0}",componentwise_axis_aligned_box,endpoint_box_exact_no_inflation,Flowstar_public_advance_initial_Picard_candidate_inclusion,MPFR_interval,cpu,1.7564991870895028,0.0,0.000187,0.000187,0.00038123270496726036,1,b85a3211748cb77b736fe4ad42ee02d8d2b81148,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,validated_initial_picard_candidate_remainder_restored_before_extraction,Flow* public advance returned validation failure
flowstar_minimum_supported_fixed_order_2_native_low_order_riccati_9f4220f4c5,20260724T132725Z,flowstar,minimum_supported_fixed_order_2,native_low_order,riccati,0.01,1.0,100,100,success,validated,,1.0,2,"complete_total_degree_2(local_time,normalized_generators)","{'maximum_degree': 2, 'maximum_terms_per_state': 5}",native_Flowstar_Taylor_model_flowpipe,native_QR_normalized_Taylor_model_carry,Flowstar_public_advance_initial_Picard_candidate_inclusion,MPFR_interval,cpu,1.743419790174812,0.0,8.8e-05,7.1e-05,0.0025531798601150513,100,b85a3211748cb77b736fe4ad42ee02d8d2b81148,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,validated_initial_picard_candidate_remainder_restored_before_extraction,
flowstar_minimum_supported_fixed_order_2_native_low_order_harmonic_51062858f4,20260724T132727Z,flowstar,minimum_supported_fixed_order_2,native_low_order,harmonic,0.01,4.0,400,400,success,validated,,4.0,2,"complete_total_degree_2(local_time,normalized_generators)","{'maximum_degree': 2, 'maximum_terms_per_state': 4}",native_Flowstar_Taylor_model_flowpipe,native_QR_normalized_Taylor_model_carry,Flowstar_public_advance_initial_Picard_candidate_inclusion,MPFR_interval,cpu,1.7466369830071926,0.0,0.000647,0.000588,0.026681927032768726,400,b85a3211748cb77b736fe4ad42ee02d8d2b81148,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,validated_initial_picard_candidate_remainder_restored_before_extraction,
flowstar_minimum_supported_fixed_order_2_native_low_order_van_der_pol_49ee94fb13,20260724T132729Z,flowstar,minimum_supported_fixed_order_2,native_low_order,van_der_pol,0.005,1.0,200,17,validation_failed,failed,0.09,0.085,2,"complete_total_degree_2(local_time,normalized_generators)","{'maximum_degree': 2, 'maximum_terms_per_state': 7}",native_Flowstar_Taylor_model_flowpipe,native_QR_normalized_Taylor_model_carry,Flowstar_public_advance_initial_Picard_candidate_inclusion,MPFR_interval,cpu,1.7611611909233034,0.0,0.000216,0.000208,0.0010938066989183426,18,b85a3211748cb77b736fe4ad42ee02d8d2b81148,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,validated_initial_picard_candidate_remainder_restored_before_extraction,Flow* public advance returned validation failure
flowstar_minimum_supported_fixed_order_2_native_low_order_van_der_pol_f256af53a7,20260724T132731Z,flowstar,minimum_supported_fixed_order_2,native_low_order,van_der_pol,0.01,1.0,100,0,validation_failed,failed,0.01,0.0,2,"complete_total_degree_2(local_time,normalized_generators)","{'maximum_degree': 0, 'maximum_terms_per_state': 0}",native_Flowstar_Taylor_model_flowpipe,native_QR_normalized_Taylor_model_carry,Flowstar_public_advance_initial_Picard_candidate_inclusion,MPFR_interval,cpu,1.7588519309647381,0.0,0.000203,0.000203,0.0003624693490564823,1,b85a3211748cb77b736fe4ad42ee02d8d2b81148,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,validated_initial_picard_candidate_remainder_restored_before_extraction,Flow* public advance returned validation failure
