run_id,timestamp,tool,tool_variant,protocol,system,h,horizon,requested_steps,completed_steps,run_status,native_validation_status,first_failure_time,successful_horizon,local_order,local_retained_basis,measured_polynomial_support,carried_representation,reset_policy,validator,dtype,device,build_time_s,jit_compile_time_s,first_execution_time_s,steady_runtime_per_step_s,orchestration_time_s,validation_attempts,tool_git_sha,adapter_git_sha,extraction_workaround,message
diffreach_affine_flag_multi_step_common_box_carry_harmonic_a99c041d2c,20260724T132643Z,diffreach,affine_flag,multi_step_common_box_carry,harmonic,0.01,4.0,400,400,success,validated,,4.0,affine_flag_with_transient_quasi_quadratic,"stock_affine_flag_final_{1,t,z};transient_{t^2,t*z}","{""nonzero_Lt_coefficients"": 0, ""nonzero_constant_coefficients"": 0, ""nonzero_linear_coefficients"": 2}",componentwise_axis_aligned_box,endpoint_box_exact_no_inflation,DiffReach_upstream_remainder_picard_initial_contraction,jax_x64,cpu,0.0,0.48556971922516823,0.0005925167351961136,0.00011889217421412468,0.6338317734189332,400,dd628eb443b517d6415de93e7035b4baef73963e,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,,
diffreach_affine_flag_multi_step_common_box_carry_van_der_pol_ce7b601aad,20260724T132644Z,diffreach,affine_flag,multi_step_common_box_carry,van_der_pol,0.005,1.0,200,125,validation_failed,failed,0.63,0.625,affine_flag_with_transient_quasi_quadratic,"stock_affine_flag_final_{1,t,z};transient_{t^2,t*z}","{""nonzero_Lt_coefficients"": 0, ""nonzero_constant_coefficients"": 2, ""nonzero_linear_coefficients"": 4}",componentwise_axis_aligned_box,endpoint_box_exact_no_inflation,DiffReach_upstream_remainder_picard_initial_contraction,jax_x64,cpu,0.0,0.8182747638784349,0.0006746500730514526,0.00017987098544836044,0.8770192228257656,125,dd628eb443b517d6415de93e7035b4baef73963e,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,,upstream Picard initial contraction failed
diffreach_affine_flag_multi_step_common_box_carry_van_der_pol_881cb355c8,20260724T132645Z,diffreach,affine_flag,multi_step_common_box_carry,van_der_pol,0.01,1.0,100,54,validation_failed,failed,0.55,0.54,affine_flag_with_transient_quasi_quadratic,"stock_affine_flag_final_{1,t,z};transient_{t^2,t*z}","{""nonzero_Lt_coefficients"": 0, ""nonzero_constant_coefficients"": 2, ""nonzero_linear_coefficients"": 4}",componentwise_axis_aligned_box,endpoint_box_exact_no_inflation,DiffReach_upstream_remainder_picard_initial_contraction,jax_x64,cpu,0.0,0.8149887397885323,0.0006826622411608696,0.00017394358292222023,0.843605276197195,54,dd628eb443b517d6415de93e7035b4baef73963e,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,,upstream Picard initial contraction failed
diffreach_affine_flag_native_low_order_riccati_1289a7b80f,20260724T132646Z,diffreach,affine_flag,native_low_order,riccati,0.01,1.0,100,100,success,validated,,1.0,affine_flag_with_transient_quasi_quadratic,"stock_affine_flag_final_{1,t,z};transient_{t^2,t*z}","{""nonzero_Lt_coefficients"": 0, ""nonzero_constant_coefficients"": 1, ""nonzero_linear_coefficients"": 2}",upstream_normalized_affine_symbolic_carry,upstream_symbolic_linear_normalization,DiffReach_upstream_remainder_picard_initial_contraction,jax_x64,cpu,0.0,0.4747636350803077,0.000803064089268446,0.0001633460633456707,0.8818997335620224,100,dd628eb443b517d6415de93e7035b4baef73963e,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,,
diffreach_default_restricted_quasi_quadratic_native_low_order_riccati_aa4f098ae3,20260724T132646Z,diffreach,default_restricted_quasi_quadratic,native_low_order,riccati,0.01,1.0,100,100,success,validated,,1.0,restricted_quasi_quadratic,"stock_restricted_quasi_quadratic_{1,t,z,t^2,t*z}","{""nonzero_Lt_coefficients"": 2, ""nonzero_constant_coefficients"": 1, ""nonzero_linear_coefficients"": 2}",upstream_restricted_quasi_quadratic_symbolic_carry,upstream_symbolic_linear_normalization,DiffReach_upstream_remainder_picard_initial_contraction,jax_x64,cpu,0.0,0.6439297311007977,0.0007651811465620995,0.00016996636986732483,0.6739810490980744,100,dd628eb443b517d6415de93e7035b4baef73963e,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,,
diffreach_affine_flag_native_low_order_harmonic_fb6ec65ccd,20260724T132647Z,diffreach,affine_flag,native_low_order,harmonic,0.01,4.0,400,400,success,validated,,4.0,affine_flag_with_transient_quasi_quadratic,"stock_affine_flag_final_{1,t,z};transient_{t^2,t*z}","{""nonzero_Lt_coefficients"": 0, ""nonzero_constant_coefficients"": 0, ""nonzero_linear_coefficients"": 2}",upstream_normalized_affine_symbolic_carry,upstream_symbolic_linear_normalization,DiffReach_upstream_remainder_picard_initial_contraction,jax_x64,cpu,0.0,0.5252475566230714,0.0031412970274686813,0.0001877332106232643,0.9887089659459889,400,dd628eb443b517d6415de93e7035b4baef73963e,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,,
diffreach_default_restricted_quasi_quadratic_native_low_order_harmonic_9145f5365f,20260724T132648Z,diffreach,default_restricted_quasi_quadratic,native_low_order,harmonic,0.01,4.0,400,400,success,validated,,4.0,restricted_quasi_quadratic,"stock_restricted_quasi_quadratic_{1,t,z,t^2,t*z}","{""nonzero_Lt_coefficients"": 4, ""nonzero_constant_coefficients"": 0, ""nonzero_linear_coefficients"": 4}",upstream_restricted_quasi_quadratic_symbolic_carry,upstream_symbolic_linear_normalization,DiffReach_upstream_remainder_picard_initial_contraction,jax_x64,cpu,0.0,0.7543386430479586,0.001707575749605894,0.00022833188995718956,0.8860687608830631,400,dd628eb443b517d6415de93e7035b4baef73963e,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,,
diffreach_affine_flag_native_low_order_van_der_pol_8b2deb2992,20260724T132649Z,diffreach,affine_flag,native_low_order,van_der_pol,0.005,1.0,200,123,validation_failed,failed,0.62,0.615,affine_flag_with_transient_quasi_quadratic,"stock_affine_flag_final_{1,t,z};transient_{t^2,t*z}","{""nonzero_Lt_coefficients"": 0, ""nonzero_constant_coefficients"": 2, ""nonzero_linear_coefficients"": 4}",upstream_normalized_affine_symbolic_carry,upstream_symbolic_linear_normalization,DiffReach_upstream_remainder_picard_initial_contraction,jax_x64,cpu,0.0,0.7889432623051107,0.0017840131185948849,0.0002451501786708832,0.8363843429833651,123,dd628eb443b517d6415de93e7035b4baef73963e,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,,upstream Picard initial contraction failed
diffreach_default_restricted_quasi_quadratic_native_low_order_van_der_pol_5893a9efdc,20260724T132650Z,diffreach,default_restricted_quasi_quadratic,native_low_order,van_der_pol,0.005,1.0,200,200,success,validated,,1.0,restricted_quasi_quadratic,"stock_restricted_quasi_quadratic_{1,t,z,t^2,t*z}","{""nonzero_Lt_coefficients"": 6, ""nonzero_constant_coefficients"": 2, ""nonzero_linear_coefficients"": 6}",upstream_restricted_quasi_quadratic_symbolic_carry,upstream_symbolic_linear_normalization,DiffReach_upstream_remainder_picard_initial_contraction,jax_x64,cpu,0.0,1.5980438967235386,0.0018285689875483513,0.0003027641214430332,1.682321376632899,200,dd628eb443b517d6415de93e7035b4baef73963e,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,,
diffreach_affine_flag_native_low_order_van_der_pol_f063a3777b,20260724T132652Z,diffreach,affine_flag,native_low_order,van_der_pol,0.01,1.0,100,53,validation_failed,failed,0.54,0.53,affine_flag_with_transient_quasi_quadratic,"stock_affine_flag_final_{1,t,z};transient_{t^2,t*z}","{""nonzero_Lt_coefficients"": 0, ""nonzero_constant_coefficients"": 2, ""nonzero_linear_coefficients"": 4}",upstream_normalized_affine_symbolic_carry,upstream_symbolic_linear_normalization,DiffReach_upstream_remainder_picard_initial_contraction,jax_x64,cpu,0.0,0.8400296550244093,0.0017467187717556953,0.00027628010138869286,0.869575166143477,53,dd628eb443b517d6415de93e7035b4baef73963e,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,,upstream Picard initial contraction failed
diffreach_default_restricted_quasi_quadratic_native_low_order_van_der_pol_76224f9dbe,20260724T132652Z,diffreach,default_restricted_quasi_quadratic,native_low_order,van_der_pol,0.01,1.0,100,100,success,validated,,1.0,restricted_quasi_quadratic,"stock_restricted_quasi_quadratic_{1,t,z,t^2,t*z}","{""nonzero_Lt_coefficients"": 6, ""nonzero_constant_coefficients"": 2, ""nonzero_linear_coefficients"": 6}",upstream_restricted_quasi_quadratic_symbolic_carry,upstream_symbolic_linear_normalization,DiffReach_upstream_remainder_picard_initial_contraction,jax_x64,cpu,0.0,1.6373817268759012,0.001964246854186058,0.0002992060035467148,1.6883250582031906,100,dd628eb443b517d6415de93e7035b4baef73963e,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,,
flowstar_minimum_supported_fixed_order_2_one_step_common_input_riccati_10cc58306d,20260724T132657Z,flowstar,minimum_supported_fixed_order_2,one_step_common_input,riccati,0.005,0.005,1,1,success,validated,,0.005,2,"complete_total_degree_2(local_time,normalized_generators)","{'maximum_degree': 2, 'maximum_terms_per_state': 5}",none_one_segment,not_applicable,Flowstar_public_advance_initial_Picard_candidate_inclusion,MPFR_interval,cpu,1.7257181559689343,0.0,8.8e-05,8.6e-05,0.013638209085911512,1,b85a3211748cb77b736fe4ad42ee02d8d2b81148,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,validated_initial_picard_candidate_remainder_restored_before_extraction,
flowstar_minimum_supported_fixed_order_2_one_step_common_input_riccati_9af823b5d3,20260724T132659Z,flowstar,minimum_supported_fixed_order_2,one_step_common_input,riccati,0.01,0.01,1,1,success,validated,,0.01,2,"complete_total_degree_2(local_time,normalized_generators)","{'maximum_degree': 2, 'maximum_terms_per_state': 5}",none_one_segment,not_applicable,Flowstar_public_advance_initial_Picard_candidate_inclusion,MPFR_interval,cpu,1.7252086689695716,0.0,9.1e-05,8.6e-05,0.013155966065824032,1,b85a3211748cb77b736fe4ad42ee02d8d2b81148,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,validated_initial_picard_candidate_remainder_restored_before_extraction,
flowstar_minimum_supported_fixed_order_2_one_step_common_input_riccati_552c66bae8,20260724T132700Z,flowstar,minimum_supported_fixed_order_2,one_step_common_input,riccati,0.02,0.02,1,1,success,validated,,0.02,2,"complete_total_degree_2(local_time,normalized_generators)","{'maximum_degree': 2, 'maximum_terms_per_state': 5}",none_one_segment,not_applicable,Flowstar_public_advance_initial_Picard_candidate_inclusion,MPFR_interval,cpu,1.7158388011157513,0.0,8.8e-05,8.7e-05,0.013562725856900215,1,b85a3211748cb77b736fe4ad42ee02d8d2b81148,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,validated_initial_picard_candidate_remainder_restored_before_extraction,
flowstar_minimum_supported_fixed_order_2_one_step_common_input_riccati_c4c2bbb708,20260724T132702Z,flowstar,minimum_supported_fixed_order_2,one_step_common_input,riccati,0.05,0.05,1,0,validation_failed,failed,0.05,0.0,2,"complete_total_degree_2(local_time,normalized_generators)","{'maximum_degree': 0, 'maximum_terms_per_state': 0}",none_one_segment,not_applicable,Flowstar_public_advance_initial_Picard_candidate_inclusion,MPFR_interval,cpu,1.7066935659386218,0.0,8.6e-05,8e-05,0.013045282568782568,1,b85a3211748cb77b736fe4ad42ee02d8d2b81148,c12de37d5ada53fdab17b98ab9526f48c6cc31c4,validated_initial_picard_candidate_remainder_restored_before_extraction,Flow* public advance returned validation failure
