source_run_id,failed_segment_index,h_try,rejection_reason,target_width_x,target_width_y,target_width_sum,ordinary_initial_width_x,ordinary_initial_width_y,propagated_symbolic_width_x,propagated_symbolic_width_y,materialized_symbolic_width_x,materialized_symbolic_width_y,trigger_component,flowstar_keeps_trigger_symbolic,remaining_ordinary_fits_target,pytorch_counts_symbolic_as_ordinary
flowstar_style_o6_candidate8_output6_insert_symqueue,37,0.0023437499999999999,initial or cutoff remainder exceeds target remainder,0.00020000000000000004,0.00020000000000000004,0.00040000000000000007,0.00019908269804765267,0.00028972333047408102,0.00019908269804765264,0.00028972333047408097,0.00019908269804765267,0.00028972333047408102,propagated_symbolic,true,true,true
