accepted_boundary_index_after,accepted_boundary_index_before,accepted_mask,active_columns_after,actual_rejections,actual_status,attempt_index,committed_to_frozen_prefix,conservation_mask,endpoint_publication_mask,endpoint_total_width,event_count_after,evicted_width,expected_status,finite_mask,h_actual_hex,h_attempted_hex,lane,materialized_total_width,no_double_count_mask,nonlinear_residual_width,ordinary_width,schedule_match,source_decomposition_mask,structured_incremental_width,t_before_hex,tube_publication_mask,tube_total_width
18,17,True,16,0,accepted,17,True,True,True,0.001896818235252379,20,0.00012214821731926895,accepted,True,0x1.02c9f3f2879a4p-6,0x1.02c9f3f2879a4p-6,L2,0.008916180026055995,True,2.381179719144751e-08,0.0048435002587988,True,True,0.004072679767257195,0x1.01987b566411cp-2,True,0.001024020081949457
19,18,True,16,0,accepted,18,True,True,True,0.0020488844076895236,22,0.00016152539158094343,accepted,True,0x1.1caaf2bdfb902p-6,0x1.1caaf2bdfb902p-6,L2,0.00963714391025743,True,3.105735943047042e-08,0.005383242224699637,True,True,0.004253901685557792,0x1.11c51a958c8b6p-2,True,0.0010920983522587579
20,19,True,16,0,accepted,19,True,True,True,0.002225569211659429,24,0.00021499974058020958,accepted,True,0x1.3922716a94b83p-6,0x1.3922716a94b83p-6,L2,0.010531863359174267,True,4.122023412500557e-08,0.0060537527665025775,True,True,0.00447811059267169,0x1.238fc9c16c446p-2,True,0.0011716000375405521
21,20,True,16,0,accepted,20,True,True,True,0.002428733967763377,26,0.00028740372625689315,accepted,True,0x1.5872aff53d311p-6,0x1.5872aff53d311p-6,L2,0.011632940285877445,True,5.569117197628998e-08,0.006890546258240074,True,True,0.00474239402763737,0x1.3721f0d8158fep-2,True,0.0012621199334786593
22,21,True,16,1,accepted,21,True,True,True,0.002491501068596514,28,0.000395618046989136,accepted,True,0x1.7ae48e5a901c6p-7,0x1.7ae48e5a901c6p-6,L2,0.012080333268187663,True,4.537230921445356e-08,0.007595916700930824,True,True,0.004484416567256839,0x1.4ca91bd76962fp-2,True,0.0011425487755034696
23,22,True,16,0,accepted,22,True,True,True,0.002562664561503623,30,0.00010789023794297199,accepted,True,0x1.a0c836306b527p-7,0x1.a0c836306b527p-7,L2,0.01261453328587131,True,6.479964690845647e-08,0.008066402554384563,True,True,0.004548130731486747,0x1.5880404a3de3dp-2,True,0.0010939711754185473
24,23,True,16,0,accepted,23,True,True,True,0.0026430104672305952,32,0.00013827566356435997,accepted,True,0x1.ca75d53542dacp-7,0x1.ca75d53542dacp-7,L2,0.013252645913193507,True,9.618954485969803e-08,0.008629950833383486,True,True,0.004622695079810021,0x1.658681fbc13e6p-2,True,0.0011105135626138074
25,24,True,16,0,accepted,24,True,True,True,0.0027331762195494957,34,0.00018148055490696904,accepted,True,0x1.f84e6a876323ep-7,0x1.f84e6a876323ep-7,L2,0.014015089235045679,True,1.3873732978774838e-07,0.009312195874879664,True,True,0.004702893360166015,0x1.73da30a56b553p-2,True,0.001128103269413283
26,25,True,16,0,accepted,25,True,True,True,0.0028334775002227318,36,0.0002432506920632033,accepted,True,0x1.155e5430dced6p-6,0x1.155e5430dced6p-6,L2,0.014925946074007483,True,1.9601822882990492e-07,0.01014763894098326,True,True,0.004778307133024223,0x1.839ca3f9a66e5p-2,True,0.0011451084733461445
27,26,True,16,0,accepted,26,True,True,True,0.002943758361626873,38,0.00032614382277398066,accepted,True,0x1.311af635bfd1fp-6,0x1.311af635bfd1fp-6,L2,0.016013673733493775,True,2.7232851598409295e-07,0.011177401609238937,True,True,0.004836272124254838,0x1.94f2893cb43d2p-2,True,0.0011587771394952473
28,27,True,16,0,accepted,27,True,True,True,0.0030631207975360198,40,0.0004364408395525801,accepted,True,0x1.4f9da86e53009p-6,0x1.4f9da86e53009p-6,L2,0.017311430587256545,True,3.7267262657721956e-07,0.012454176779558176,True,True,0.004857253807698369,0x1.a80438a0103a4p-2,True,0.0011660254018696337
29,28,True,16,0,accepted,28,True,True,True,0.003190703044929149,42,0.0005812512266897727,accepted,True,0x1.712d6c795b4d7p-6,0x1.712d6c795b4d7p-6,L2,0.018862271596704193,True,5.021012029710865e-07,0.014044766888016372,True,True,0.0048175047086878205,0x1.bcfe1326f56a5p-2,True,0.0011633223984763926
30,29,True,16,0,accepted,29,True,True,True,0.00332500386720854,44,0.00014516354078375972,accepted,True,0x1.96185db8b13bap-6,0x1.96185db8b13bap-6,L2,0.020718401267471785,True,6.6516070175445e-07,0.015410372573537771,True,True,0.005308028693934014,0x1.d410e9ee8b1f2p-2,True,0.0011465240242967403
31,30,True,16,0,accepted,30,True,True,True,0.0034689522292053717,46,0.00018912842162248475,accepted,True,0x1.beb46717f6280p-6,0x1.beb46717f6280p-6,L2,0.022969393608984555,True,9.547339528079988e-07,0.017060948909345654,True,True,0.005908444699638901,0x1.ed726fca1632ep-2,True,0.0012231895724073426
32,31,True,16,1,accepted,31,True,True,True,0.0035033587651788086,48,0.00024210739021713267,accepted,True,0x1.eb600b00c1f8dp-7,0x1.eb600b00c1f8dp-6,L2,0.024085666325376315,True,6.196879211923975e-07,0.01815258594080012,True,True,0.005933080384576194,0x1.04aedb1dcacabp-1,True,0.0011015903058573153
33,32,True,16,0,accepted,32,True,True,True,0.0035408573857881476,50,0.0003096288143194469,accepted,True,0x1.0e419fa6d115bp-6,0x1.0e419fa6d115bp-6,L2,0.025381989409469886,True,7.388115453548689e-07,0.019443804003577946,True,True,0.00593818540589194,0x1.0c5c5b49cdd29p-1,True,0.0010812906090462652
34,33,True,16,0,accepted,33,True,True,True,0.0035814997075956723,52,0.0003949841981778025,accepted,True,0x1.29482f9de5fe5p-6,0x1.29482f9de5fe5p-6,L2,0.02688812817263639,True,8.798845177464669e-07,0.020974067147921605,True,True,0.005914061024714784,0x1.14ce6847045b4p-1,True,0.0010566338113312482
35,34,True,16,0,accepted,34,True,True,True,0.0036252987898304076,54,0.0005012551907972297,accepted,True,0x1.47029ac749cb0p-6,0x1.47029ac749cb0p-6,L2,0.028613487653844846,True,1.0440014607097769e-06,0.02277121153116683,True,True,0.0058422761226780175,0x1.1e18a9c3f38b3p-1,True,0.0010269440332255093
36,35,True,16,0,accepted,35,True,True,True,0.0036722221280221885,56,0.0006318386723133109,accepted,True,0x1.67b610a8045f5p-6,0x1.67b610a8045f5p-6,L2,0.030624501250607027,True,1.2348979978292936e-06,0.024907010161847126,True,True,0.0057174910887599,0x1.2850be9a2dd98p-1,True,0.0009916580712223649
37,36,True,16,0,accepted,36,True,True,True,0.0037219752963440094,58,0.0007895002372318428,accepted,True,0x1.8baeabec04cf4p-6,0x1.8baeabec04cf4p-6,L2,0.032980692572131834,True,1.455862260865315e-06,0.027451978257792903,True,True,0.00552871431433893,0x1.338e6f1f6dfc8p-1,True,0.0009503265306884667
38,37,True,16,0,accepted,37,True,True,True,0.003774183138511132,60,0.00018817525359287191,accepted,True,0x1.b34023839ee40p-6,0x1.b34023839ee40p-6,L2,0.03574531306361531,True,1.7130999530935898e-06,0.029693936740722387,True,True,0.006051376322892921,0x1.3febe47ece230p-1,True,0.0009028209035581703
39,38,True,16,0,accepted,38,True,True,True,0.0038285574830782855,62,0.00023687575405890776,accepted,True,0x1.dec68d772ec7ap-6,0x1.dec68d772ec7ap-6,L2,0.03899399922319247,True,2.2305513144587425e-06,0.03230122076250518,True,True,0.00669277846068729,0x1.4d85e59aeb1a2p-1,True,0.0009416606052299239
40,39,True,16,0,accepted,39,True,True,True,0.0038876475275916845,64,0.00029748915184713747,accepted,True,0x1.07539a9b26877p-5,0x1.07539a9b26877p-5,L2,0.0427578043524251,True,2.9260841753915546e-06,0.03529743674171164,True,True,0.0074603676107134614,0x1.5c7c1a06a4906p-1,True,0.0009900402183429333
41,40,True,16,0,accepted,40,True,True,True,0.003950973798627386,66,0.0003727911932751203,accepted,True,0x1.21a8c3aaaa61dp-5,0x1.21a8c3aaaa61dp-5,L2,0.04719504837727886,True,3.877197645165791e-06,0.038792659469894505,True,True,0.008402388907384352,0x1.6cf153b056f8dp-1,True,0.001045394745921432
42,41,True,16,0,accepted,41,True,True,True,0.004017280650987704,68,0.00046545776046322897,accepted,True,0x1.3ea00a6eee9edp-5,0x1.3ea00a6eee9edp-5,L2,0.05245046337275851,True,5.1956058626869515e-06,0.042879895873088006,True,True,0.009570567499670501,0x1.7f0bdfeb019efp-1,True,0.0011073951314112627
43,42,True,16,1,accepted,42,True,True,True,0.004005325242606314,70,0.0005585661526730617,accepted,True,0x1.5e7cd846d3485p-6,0x1.5e7cd846d3485p-5,L2,0.05502957732259578,True,3.321009591482777e-06,0.045484070701422206,True,True,0.009545506621173573,0x1.92f5e091f088ep-1,True,0.0009590459118777568
44,43,True,16,0,accepted,43,True,True,True,0.003993147930111528,72,0.0006627944508415628,accepted,True,0x1.8189544de8693p-6,0x1.8189544de8693p-6,L2,0.05794959131700198,True,3.768139823083678e-06,0.048454864321447515,True,True,0.009494726995554467,0x1.9de9c75427232p-1,True,0.0009218712155276564
45,44,True,16,0,accepted,44,True,True,True,0.003988667532201985,74,0.0007842542947704236,accepted,True,0x1.a8170fef4c73cp-6,0x1.a8170fef4c73cp-6,L2,0.06134698239936388,True,5.620056911564455e-06,0.051934482018054805,True,True,0.009412500381309072,0x1.a9f611f696667p-1,True,0.0008838728159284151
46,45,True,16,0,accepted,45,True,True,True,0.0039954622386111525,76,0.0009234863339204343,accepted,True,0x1.d27fc4ba6db29p-6,0x1.d27fc4ba6db29p-6,L2,0.06533733133238898,True,6.270688978334981e-06,0.05604237117017023,True,True,0.009294960162218743,0x1.b736ca7610ca1p-1,True,0.000843399896543158
47,46,True,16,0,accepted,46,True,True,True,0.004016018348051517,78,0.0011362887052289627,accepted,True,0x1.00931299bc557p-5,0x1.00931299bc557p-5,L2,0.07004725505557223,True,6.977260647288794e-06,0.06096192792099843,True,True,0.0090853271345738,0x1.c5cac89be437ap-1,True,0.0008013663963168873
48,47,True,16,0,accepted,47,True,True,True,0.004053535672262036,80,0.0002632864828052584,accepted,True,0x1.1a3b6142b5913p-5,0x1.1a3b6142b5913p-5,L2,0.07560736305483685,True,7.69126118139961e-06,0.0657221810071361,True,True,0.009885182047700752,0x1.d5d3f9c57ffcfp-1,True,0.0007552151163853357
49,48,True,16,0,accepted,48,True,True,True,0.0041113386424456375,82,0.0003317266653907444,accepted,True,0x1.367484962e1fcp-5,0x1.367484962e1fcp-5,L2,0.08197131209554051,True,9.341063262748939e-06,0.07118055153768096,True,True,0.010790760557859547,0x1.e777afd9ab560p-1,True,0.0007733464697025085
50,49,True,16,0,accepted,49,True,True,True,0.004194190714069759,84,0.00041950340351180546,accepted,True,0x1.55802b71ff896p-5,0x1.55802b71ff896p-5,L2,0.08950786986876408,True,1.1415511586234597e-05,0.07763056650055228,True,True,0.0118773033682118,0x1.fadef8230e380p-1,True,0.00079675505494894
51,50,True,16,0,accepted,50,True,True,True,0.004306638671120884,86,0.0005325837045815305,accepted,True,0x1.77a6963099172p-5,0x1.77a6963099172p-5,L2,0.09845679209754798,True,1.4061027415373765e-05,0.08527618381579072,True,True,0.013180608281757267,0x1.081b7d6d17185p+0,True,0.0008262364692783926
52,51,True,16,0,accepted,51,True,True,True,0.004454002151009349,88,0.0006781401992462938,accepted,True,0x1.9d373ecf0eccbp-5,0x1.9d373ecf0eccbp-5,L2,0.10909230032371904,True,1.745569920213951e-05,0.09435494074238457,True,True,0.014737359581334472,0x1.13d8b21e9be11p+0,True,0.0008624198177956433
53,52,True,16,0,accepted,52,True,True,True,0.004642959155555363,90,0.0008630798201672688,accepted,True,0x1.c68991e3c37adp-5,0x1.c68991e3c37adp-5,L2,0.1217225124606461,True,2.182238461600794e-05,0.1051386897526681,True,True,0.016583822707977994,0x1.20c26c1514577p+0,True,0.000906363607962113
54,53,True,16,0,accepted,53,True,True,True,0.004881773529708623,92,0.0010948054937004264,accepted,True,0x1.f3fdba1423d3fp-5,0x1.f3fdba1423d3fp-5,L2,0.13664990783499611,True,2.7425400786370453e-05,0.11790640100892334,True,True,0.018743506826072773,0x1.2ef6b8a432734p+0,True,0.0009585877467165956
55,54,True,16,1,accepted,54,True,True,True,0.004986795548486917,94,0.0013343145827327564,accepted,True,0x1.12febff17a1b0p-5,0x1.12febff17a1b0p-4,L2,0.1440802944235794,True,1.7428065483451262e-05,0.12584305323026249,True,True,0.018237241193316905,0x1.3e96a674d391ep+0,True,0.0007960077648511819
56,55,True,16,0,accepted,55,True,True,True,0.0051153951435182875,96,0.0016144885736031618,accepted,True,0x1.2e7e9ff00650fp-5,0x1.2e7e9ff00650fp-5,L2,0.1524651857348452,True,1.8786404368595665e-05,0.13494267403413587,True,True,0.017522511700709315,0x1.472e9c745f62cp+0,True,0.0007611191566178202
57,56,True,16,0,accepted,56,True,True,True,0.005272560585700389,98,0.0019423158393301375,accepted,True,0x1.4cbe7cbb3a25ep-5,0x1.4cbe7cbb3a25ep-5,L2,0.1618993975794121,True,2.0000986907315976e-05,0.145341008339174,True,True,0.016558389240238114,0x1.50a29173df954p+0,True,0.0007225708832410412
58,57,True,16,0,accepted,57,True,True,True,0.005464518574744516,100,0.0023099928793260875,accepted,True,0x1.6e04bc678cc35p-5,0x1.6e04bc678cc35p-5,L2,0.1724620035015351,True,2.094662321077844e-05,0.1571486931877743,True,True,0.015313310313760792,0x1.5b088559b9667p+0,True,0.0006800253960417804
59,58,True,16,0,accepted,58,True,True,True,0.005699220103392068,102,0.0003965406274410064,accepted,True,0x1.929ecf3eb4708p-5,0x1.929ecf3eb4708p-5,L2,0.18420195851043797,True,2.1471788899323734e-05,0.1681209578104811,True,True,0.016081000699956882,0x1.6678ab3cf5cc9p+0,True,0.0006335161392112756
60,59,True,16,0,accepted,59,True,True,True,0.005987005410151592,104,0.0004849649506054902,accepted,True,0x1.bae1e3f82ce23p-5,0x1.bae1e3f82ce23p-5,L2,0.19711933422852482,True,2.4813412273677817e-05,0.18015559818616456,True,True,0.01696373604236026,0x1.730da1b6eb701p+0,True,0.0006625395895452298
61,60,True,16,0,accepted,60,True,True,True,0.006341625939357798,106,0.000588077995461384,accepted,True,0x1.e72badf764927p-5,0x1.e72badf764927p-5,L2,0.21115275778537326,True,2.8780923377841635e-05,0.19317071784777542,True,True,0.017982039937597838,0x1.80e4b0d6acd72p+0,True,0.000701036565393328
62,61,True,16,0,accepted,61,True,True,True,0.006781772939743216,108,0.0007068656959565043,accepted,True,0x1.0bf19fae77509p-4,0x1.0bf19fae77509p-4,L2,0.2261643809050469,True,3.35067183120557e-05,0.2070067907749265,True,True,0.01915759013012039,0x1.901e0e4667fbbp+0,True,0.0007518003477562181
63,62,True,16,0,accepted,62,True,True,True,0.0073334589199390956,110,0.0008421483065229746,accepted,True,0x1.26bcfc731cd8ap-4,0x1.26bcfc731cd8ap-4,L2,0.24192974064695694,True,3.914800307916716e-05,0.22141781361830604,True,True,0.0205119270286509,0x1.a0dd28414f70cp+0,True,0.0008186882004833243
64,63,True,16,1,accepted,63,True,True,True,0.007640560072484847,112,0.0009925721575272056,accepted,True,0x1.443648e506218p-5,0x1.443648e506218p-4,L2,0.2490012572824375,True,2.4252732190214354e-05,0.22922340987647533,True,True,0.019777847405962168,0x1.b348f808813e5p+0,True,0.0007065383513854122
65,64,True,16,0,accepted,64,True,True,True,0.00800710165284501,114,0.0011646998994290121,accepted,True,0x1.64a21cfbed24ep-5,0x1.64a21cfbed24ep-5,L2,0.2564544353398667,True,2.5658613843248625e-05,0.2375208872894295,True,True,0.018933548050437232,0x1.bd6aaa4fa96f6p+0,True,0.0007065816060510598
66,65,True,16,0,accepted,65,True,True,True,0.008448001733152532,116,0.0013844732026571326,accepted,True,0x1.884becaeb80f0p-5,0x1.884becaeb80f0p-5,L2,0.2642633343070829,True,2.692722101214691e-05,0.24631199572398316,True,True,0.01795133858309972,0x1.c88fbb3788d88p+0,True,0.0007075100232471484
67,66,True,16,0,accepted,66,True,True,True,0.008983088368564825,118,0.0016359493171758189,accepted,True,0x1.af86b78cfdaa2p-5,0x1.af86b78cfdaa2p-5,L2,0.27240082944297295,True,2.7955617751385025e-05,0.25557726670086434,True,True,0.01682356274210861,0x1.d4d21a9cfe990p+0,True,0.0007088391093507261
68,67,True,16,0,accepted,67,True,True,True,0.009639140868174195,120,0.0019201347810097742,accepted,True,0x1.daadc9e7e3d4cp-5,0x1.daadc9e7e3d4cp-5,L2,0.28084629000850725,True,2.8646158033398735e-05,0.2653003297918861,True,True,0.015545960216621135,0x1.e24e505966865p+0,True,0.0007107276371972682
69,68,True,16,0,accepted,68,True,True,True,0.010452892048067975,122,0.0022392872438667106,accepted,True,0x1.0512c8a5f081dp-4,0x1.0512c8a5f081dp-4,L2,0.2895890573527423,True,2.8886269555530553e-05,0.27547323661684325,True,True,0.014115820735899065,0x1.f123bea8a5a4fp+0,True,0.0007134577354544872
70,69,True,16,0,accepted,69,True,True,True,0.011475437742892045,124,0.00259252469213755,accepted,True,0x1.1f2e431ceef54p-4,0x1.1f2e431ceef54p-4,L2,0.29866059878042917,True,2.8544422862388673e-05,0.2861260088470719,True,True,0.012534589933357265,0x1.00ba759982568p+1,True,0.0007173965409636974
71,70,True,16,0,accepted,70,True,True,True,0.01277856780462604,126,0.0003499861007290601,accepted,True,0x1.3be6169fd3a76p-4,0x1.3be6169fd3a76p-4,L2,0.30813482852401036,True,2.7472376285577974e-05,0.29470225690865653,True,True,0.013432571615353828,0x1.09b3e7b269ce3p+1,True,0.0007230656434278391
72,71,True,16,1,accepted,71,True,True,True,0.013555005686988416,128,0.00042925063048014156,accepted,True,0x1.5b7d18e3026b5p-5,0x1.5b7d18e3026b5p-4,L2,0.31252100545638195,True,1.683487031139406e-05,0.2993591993170998,True,True,0.01316180613928214,0x1.13931867686b7p+1,True,0.0006548606164518551
73,72,True,16,0,accepted,72,True,True,True,0.014485886952317438,130,0.0005280124694368647,accepted,True,0x1.7e3cce934f761p-5,0x1.7e3cce934f761p-5,L2,0.3172477177767776,True,1.7828689710634115e-05,0.304377045405696,True,True,0.012870672371081637,0x1.19010ccaf4752p+1,True,0.0006864259835058523
74,73,True,16,0,accepted,73,True,True,True,0.015610629907956537,132,0.0006505981612916292,accepted,True,0x1.a476166ed7685p-5,0x1.a476166ed7685p-5,L2,0.3223808318589173,True,1.8735990349436515e-05,0.3098242508444966,True,True,0.012556581014420698,0x1.1efa000541b30p+1,True,0.0007274091163063192
75,74,True,16,0,accepted,74,True,True,True,0.016980268634842432,134,0.0008037938114020635,accepted,True,0x1.ce81e579ecf2dp-5,0x1.ce81e579ecf2dp-5,L2,0.3280262079469507,True,1.9476912170597768e-05,0.31580934276560835,True,True,0.012216865181342351,0x1.258bd85efd10ap+1,True,0.0007778568684261179
76,75,True,16,0,accepted,75,True,True,True,0.018659320457907046,136,0.0009961836313992902,accepted,True,0x1.fcc216061e3e5p-5,0x1.fcc216061e3e5p-5,L2,0.3343433957883542,True,1.992629925595323e-05,0.32249105172595655,True,True,0.011852344062397657,0x1.2cc5dff4e4c47p+1,True,0.0008410628797199073
77,76,True,16,0,accepted,76,True,True,True,0.020727471504532635,138,0.0012396834545365144,accepted,True,0x1.17d125b690a25p-4,0x1.17d125b690a25p-4,L2,0.34160732342841005,True,1.9889434310661557e-05,0.33011040931473334,True,True,0.011496914113676704,0x1.34b8e84cfd3d7p+1,True,0.0009240460821890808
78,77,True,16,1,accepted,77,True,True,True,0.021932178598137737,140,0.0015381656086055127,accepted,True,0x1.33cc7648d24c3p-5,0x1.33cc7648d24c3p-4,L2,0.34540474139873156,True,1.0278925222102934e-05,0.33520516682728885,True,True,0.010199574571442716,0x1.3d77717ab1c28p+1,True,0.0008223261890569448
79,78,True,16,0,accepted,78,True,True,True,0.023327269292949156,142,0.0019140961404087388,accepted,True,0x1.52941bb680ed7p-5,0x1.52941bb680ed7p-5,L2,0.3497724620235247,True,9.331230980280178e-06,0.34115845823916524,True,True,0.008614003784359447,0x1.4246a353d50bbp+1,True,0.0007897992303085547
80,79,True,16,0,accepted,79,True,True,True,0.024936436414836317,144,0.00027341804906419595,accepted,True,0x1.746fb8158dd20p-5,0x1.746fb8158dd20p-5,L2,0.3548793470942904,True,7.825617621193318e-06,0.3460821593845579,True,True,0.008797187709732535,0x1.4790f3c2af0f6p+1,True,0.0007374959090889358
81,80,True,16,0,accepted,80,True,True,True,0.026774169253235263,146,0.0003541018496218296,accepted,True,0x1.99ae174ae8cd7p-5,0x1.99ae174ae8cd7p-5,L2,0.3609852371853671,True,7.544568113943451e-06,0.3518550491210525,True,True,0.009130188064314648,0x1.4d62b2a30546ap+1,True,0.0008202441320729452
82,81,True,16,0,accepted,81,True,True,True,0.028847495462680887,148,0.00046092738840061915,accepted,True,0x1.c2a5e66c00154p-5,0x1.c2a5e66c00154p-5,L2,0.36873334371415234,True,1.0075661409942233e-05,0.3590043871453789,True,True,0.009728956568773428,0x1.53c96b0030e9dp+1,True,0.0009527876262606245
83,82,True,16,1,accepted,82,True,True,True,0.030148137201430964,150,0.0005952402919914466,accepted,True,0x1.efb67d76cce44p-6,0x1.efb67d76cce44p-5,L2,0.37537508678103626,True,9.191096257307635e-06,0.36590909433233654,True,True,0.009465992448699723,0x1.5ad40299e0ea2p+1,True,0.0009140909689700339
84,83,True,16,0,accepted,83,True,True,True,0.03176039709412515,152,0.0007702418669561571,accepted,True,0x1.10a45e9af0b0cp-5,0x1.10a45e9af0b0cp-5,L2,0.38544303567691096,True,9.671117721703026e-06,0.37633180949850786,True,True,0.009111226178403098,0x1.5eb36f94ce83fp+1,True,0.000936215953714207
85,84,True,16,0,accepted,84,True,True,True,0.03378703166630235,154,0.0009987263761346108,accepted,True,0x1.2be801aa6f28ep-5,0x1.2be801aa6f28ep-5,L2,0.4006942572195833,True,9.928496770554236e-06,0.3920413003515042,True,True,0.008652956868079098,0x1.62f6010f3a46bp+1,True,0.00095570183076823
86,85,True,16,0,accepted,85,True,True,True,0.03641204429156168,156,0.0012945706426157274,accepted,True,0x1.49e59b6ead79dp-5,0x1.49e59b6ead79dp-5,L2,0.4233149725660854,True,1.1449717122436683e-05,0.4152504272577152,True,True,0.008064545308370197,0x1.67a5a115e4035p+1,True,0.000979248527708556
87,86,True,16,0,accepted,86,True,True,True,0.03987540653618611,158,0.0016684859669674596,accepted,True,0x1.6ae2f7c68b9fap-5,0x1.6ae2f7c68b9fap-5,L2,0.45649323906891637,True,1.2884218002786625e-05,0.4491205852186959,True,True,0.007372653850220456,0x1.6ccd37839eb93p+1,True,0.0010127699927021288
88,87,True,16,1,accepted,87,True,True,True,0.042081954111145514,160,0.0002664455263280234,accepted,True,0x1.8f2cdd5a6662dp-6,0x1.8f2cdd5a6662dp-5,L2,0.48098189592348595,True,6.4430296959348286e-06,0.4735024108037319,True,True,0.007479485119754048,0x1.7278c362b8e7bp+1,True,0.0007965461777847754
89,88,True,16,0,accepted,88,True,True,True,0.04478219076171545,162,0.0003499992485595958,accepted,True,0x1.b717c049d7065p-6,0x1.b717c049d7065p-6,L2,0.5145905023415195,True,7.905419797183872e-06,0.5069558014416933,True,True,0.007634700899826208,0x1.75971d1d6db47p+1,True,0.0008344164653245147
90,89,True,16,0,accepted,89,True,True,True,0.04811361280886056,164,0.0004674928721299543,accepted,True,0x1.e30086b79fba3p-6,0x1.e30086b79fba3p-6,L2,0.562187794473263,True,9.743930339935993e-06,0.5543009698348205,True,True,0.00788682463844248,0x1.79054c9e01628p+1,True,0.0008799789412146584
91,90,True,16,0,accepted,90,True,True,True,0.052254676694200204,166,0.0006385574691409046,accepted,True,0x1.09a6b07e97d9ap-5,0x1.09a6b07e97d9ap-5,L2,0.6324508581749501,True,1.2074380516860219e-05,0.6241163807394672,True,True,0.008334477435482879,0x1.7ccb4dab70a1fp+1,True,0.0009362641860464754
92,91,True,16,0,accepted,91,True,True,True,0.057439103667483934,168,0.0009036371636446158,accepted,True,0x1.24375bbe73d5dp-5,0x1.24375bbe73d5dp-5,L2,0.7425942493476363,True,1.5081175764153849e-05,0.7333301242529182,True,True,0.009264125094718079,0x1.80f1e86d6b015p+1,True,0.0010129128666897954
93,92,True,16,1,accepted,92,True,True,True,0.060623383123317484,170,0.0013275184204086974,accepted,True,0x1.4170181e4c380p-6,0x1.4170181e4c380p-5,L2,0.8257027570488763,True,8.712054342659947e-06,0.8168833568482299,True,True,0.008819400200646421,0x1.8582c5dc64d0ap+1,True,0.0008394388932900888
94,93,True,16,0,accepted,93,True,True,True,0.06438417127638969,172,0.00024464032668174444,accepted,True,0x1.6194e754870a7p-6,0x1.6194e754870a7p-6,L2,0.9448940703214493,True,8.824087961741554e-06,0.9351067369197258,True,True,0.009787333401723552,0x1.8805a60ca1691p+1,True,0.0007838328615045631
95,94,True,16,0,accepted,94,True,True,True,0.06884702797787527,174,0.0004168712959266728,accepted,True,0x1.84f098102e252p-6,0x1.84f098102e252p-6,L2,1.1273901768818244,True,1.1604534830958366e-05,1.1161262774441802,True,True,0.011263899437644165,0x1.8ac8cfdb4a772p+1,True,0.0008301343877448738
96,95,True,16,0,accepted,95,True,True,True,0.0741588644541126,176,0.0007609612170879651,accepted,True,0x1.abd57411cc5c1p-6,0x1.abd57411cc5c1p-6,L2,1.436151971557542,True,1.5784728532627448e-05,1.4224005135119722,True,True,0.013751458045569764,0x1.8dd2b10b6ad37p+1,True,0.0008858041154278759
97,96,True,16,0,accepted,96,True,True,True,0.08048483098950968,178,0.0010625773797532218,accepted,True,0x1.d69dffad2d988p-6,0x1.d69dffad2d988p-6,L2,1.387386348450249,True,1.4493968534094344e-05,1.3751998071174492,True,True,0.01218654133279995,0x1.912a5bf38e6c3p+1,True,0.0009454390543278622
98,97,True,16,1,accepted,97,True,True,True,0.08426512142628849,180,0.0014834927507130426,accepted,True,0x1.02d6e638d913ep-6,0x1.02d6e638d913ep-5,L2,1.26147836375908,True,6.11042719852059e-06,1.2523724735982777,True,True,0.009105890160802321,0x1.94d797f2e8c76p+1,True,0.00078404550165763
99,98,True,16,0,accepted,98,True,True,True,0.08861704126621749,182,0.0001972792690207684,accepted,True,0x1.1cb93071bb95ep-6,0x1.1cb93071bb95ep-6,L2,1.1578160035859488,True,4.358151402163857e-06,1.1499822180888353,True,True,0.007833785497113555,0x1.96dd45bf5a798p+1,True,0.0007140380060371764
100,99,True,16,0,accepted,99,True,True,True,0.09363452295252249,184,0.00023331348763551326,accepted,True,0x1.39321bb04e581p-6,0x1.39321bb04e581p-6,L2,1.0779720383357945,True,4.168536530114494e-06,1.071151146620179,True,True,0.006820891715615396,0x1.9916b8203df0bp+1,True,0.0007422757653348266
101,100,True,16,0,accepted,100,True,True,True,0.09942336754228419,186,0.0002937551755474899,accepted,True,0x1.5883eb41efc75p-6,0x1.5883eb41efc75p-6,L2,1.018938841900188,True,3.966032059777493e-06,1.0129287363915753,True,True,0.006010105508612584,0x1.9b891c579e8d6p+1,True,0.0007755881252323132
102,101,True,16,0,accepted,101,True,True,True,0.10609904099870923,188,0.0003813844971851492,accepted,True,0x1.7af782c887c1bp-6,0x1.7af782c887c1bp-6,L2,0.9779943698205383,True,3.7199921136189147e-06,0.972643550132062,True,True,0.005350819688476283,0x1.9e3a242e226cfp+1,True,0.0008146364488236706
103,102,True,16,0,accepted,102,True,True,True,0.11378243218530942,190,0.0005379782045198967,accepted,True,0x1.a0dd0fdc95551p-6,0x1.a0dd0fdc95551p-6,L2,0.95338500616908,True,3.403003797219714e-06,0.948605710278406,True,True,0.00477929589067394,0x1.a1301333b37c7p+1,True,0.0008595260577989094
104,103,True,16,1,accepted,103,True,True,True,0.11826197137205505,192,9.704439807231077e-05,accepted,True,0x1.ca8cc4a5d7773p-7,0x1.ca8cc4a5d7773p-6,L2,0.9475881508546089,True,1.5970096329175704e-06,0.9430476002812336,True,True,0.004540550573375324,0x1.a471cd536ca72p+1,True,0.0007059205515304325
