file,line,function,primitive_calls,total_calls,self_seconds,inclusive_seconds
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/repo/src/torch_tm_flowpipe/interval.py,56,__init__,102272,102272,1.1977484710000001,3.9795784910000003
~,0,<method 'clone' of 'torch._C.TensorBase' objects>,515373,515373,1.004301487,1.004301487
~,0,<built-in method torch.any>,312016,312016,0.7710540800000001,0.7710540800000001
~,0,<built-in method torch.stack>,89049,89049,0.674089444,0.674089444
~,0,<built-in method torch.min>,75497,75497,0.6051078200000001,0.6051078200000001
~,0,<built-in method torch.full_like>,240034,240034,0.6017996680000001,0.6017996680000001
~,0,<built-in method torch.max>,81428,81428,0.566159544,0.566159544
~,0,<built-in method torch.nextafter>,233454,233454,0.555615025,0.555615025
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/repo/src/torch_tm_flowpipe/batched_dense_tm.py,393,_interval_mul,23900,23900,0.5363053,1.555153569
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/repo/src/torch_tm_flowpipe/interval.py,152,__mul__,29539,29539,0.403369692,2.6145922660000003
~,0,<built-in method torch.isnan>,204544,204544,0.39951503200000005,0.39951503200000005
~,0,<method 'reshape' of 'torch._C.TensorBase' objects>,235002,235002,0.373072632,0.373072632
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/repo/src/torch_tm_flowpipe/interval.py,15,_as_tensor,204584,204584,0.36498183900000003,1.254481742
~,0,<built-in method unique_dim>,40,40,0.357734998,0.357734998
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/repo/src/torch_tm_flowpipe/batched_dense_tm.py,483,_power_interval_bounds,5400,5400,0.297299666,1.237733964
~,0,<built-in method torch.all>,96123,96123,0.282993484,0.282993484
~,0,<method 'pow' of 'torch._C.TensorBase' objects>,93138,93138,0.28004334000000003,0.28004334000000003
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/repo/src/torch_tm_flowpipe/batched_dense_tm.py,1127,validate_dense_subdivision_cover,1800,1800,0.27780813800000004,0.6124622200000001
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/repo/src/torch_tm_flowpipe/interval.py,175,pow_int,24144,24144,0.27362682,1.4309118870000002
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/repo/src/torch_tm_flowpipe/polynomial.py,127,_is_zero_tensor,29772,29772,0.200310588,0.27439140700000003
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/repo/src/torch_tm_flowpipe/batched_dense_tm.py,242,__post_init__,11300,11300,0.200265984,0.419384813
~,0,<built-in method torch.isfinite>,22405,22405,0.192684181,0.192684181
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/repo/src/torch_tm_flowpipe/interval.py,135,__add__,24172,24172,0.18130093400000002,1.3962375880000002
~,0,<built-in method torch.abs>,68321,68321,0.176423302,0.176423302
~,0,<method 'sum' of 'torch._C.TensorBase' objects>,8320,8320,0.170430289,0.170430289
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/repo/src/torch_tm_flowpipe/batched_dense_tm.py,516,_monomial_interval_bounds_for_exponents,1800,1800,0.144640303,1.684292592
~,0,<built-in method torch.where>,38451,38451,0.134605908,0.134605908
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/repo/src/torch_tm_flowpipe/polynomial.py,316,evaluate_interval,1907,1907,0.13399292200000001,4.9539286890000005
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/repo/src/torch_tm_flowpipe/batched_dense_tm.py,542,_range_for_terms,1800,1800,0.128068644,1.896860181
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/repo/src/torch_tm_flowpipe/batched_dense_tm.py,2853,_affine_power_transform_matrix,320,320,0.123211626,0.705946803
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/repo/src/torch_tm_flowpipe/polynomial.py,142,__init__,2553,2553,0.12241327800000001,0.555741986
~,0,<built-in method torch.zeros_like>,67770,67770,0.121565321,0.121565321
/srv/local/shengenli/miniforge3/envs/py11/lib/python3.11/site-packages/yaml/scanner.py,145,need_more_tokens,176660,176660,0.120036683,0.21641925
