file,line,function,primitive_calls,total_calls,self_seconds,inclusive_seconds
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/repo/src/torch_tm_flowpipe/interval.py,56,__init__,268139,268139,3.173924469,10.546538839
~,0,<method 'clone' of 'torch._C.TensorBase' objects>,1330162,1330162,2.627701253,2.627701253
~,0,<built-in method torch.any>,826757,826757,2.063544884,2.063544884
~,0,<built-in method torch.stack>,312552,312552,2.011747046,2.011747046
~,0,<built-in method torch.min>,257628,257628,1.936603507,1.936603507
~,0,<built-in method torch.max>,285606,285606,1.811293628,1.811293628
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/repo/src/torch_tm_flowpipe/batched_dense_tm.py,483,_power_interval_bounds,27216,27216,1.74872873,7.814202132
~,0,<method 'pow' of 'torch._C.TensorBase' objects>,573082,573082,1.6751107390000002,1.6751107390000002
~,0,<built-in method torch.full_like>,573508,573508,1.49567213,1.49567213
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/repo/src/torch_tm_flowpipe/batched_dense_tm.py,1127,validate_dense_subdivision_cover,9072,9072,1.397655761,3.0930271670000002
~,0,<built-in method torch.nextafter>,573280,573280,1.341267741,1.341267741
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/repo/src/torch_tm_flowpipe/interval.py,152,__mul__,79976,79976,1.087827613,7.095463135
~,0,<built-in method torch.isnan>,536278,536278,1.0606101780000001,1.0606101780000001
~,0,<method 'reshape' of 'torch._C.TensorBase' objects>,600309,600309,0.987918438,0.987918438
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/repo/src/torch_tm_flowpipe/interval.py,15,_as_tensor,536318,536318,0.9703543670000001,3.3360510480000003
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/repo/src/torch_tm_flowpipe/interval.py,175,pow_int,68914,68914,0.827188463,4.471385032000001
~,0,<built-in method torch.all>,270545,270545,0.8219470470000001,0.8219470470000001
/srv/local/shengenli/repaired_solver_performance_20260908T084224Z/repo/src/torch_tm_flowpipe/batched_dense_tm.py,516,_monomial_interval_bounds_for_exponents,9072,9072,0.7828325020000001,10.463281161000001
