step,t_start,t_end,h,t_start_exact,t_end_exact,safety_check_passed,queue_size,queue_reset_count,published_endpoint_x_lo,published_endpoint_x_hi,published_endpoint_y_lo,published_endpoint_y_hi,common_endpoint_x_lo,common_endpoint_x_hi,common_endpoint_y_lo,common_endpoint_y_hi,published_tube_x_lo,published_tube_x_hi,published_tube_y_lo,published_tube_y_hi,common_tube_x_lo,common_tube_x_hi,common_tube_y_lo,common_tube_y_hi
242,2.41,2.42,0.01,1389270413051250635/576460752303423488,697517510287142435/288230376151711744,True,42,2,0.6426593214728967,0.7458442084535152,-1.495930900894306,-1.3910896742978913,0.6426593214728974,0.7458442084535145,-1.4959309008943042,-1.391089674297893,0.6426592948804516,0.7602077883069915,-1.4959401315708158,-1.3767696792611865,0.642659294880453,0.76020778830699,-1.4959401315708116,-1.3767696792611908
243,2.42,2.43,0.01,697517510287142435/288230376151711744,1400799628097319105/576460752303423488,True,43,2,0.6276951201531143,0.7317929003608155,-1.5112230535162055,-1.4048573376030475,0.6276951201531149,0.7317929003608149,-1.511223053516204,-1.404857337603049,0.6276950919016425,0.7463006859089033,-1.5112328310987102,-1.390317125776841,0.627695091901644,0.7463006859089019,-1.5112328310987062,-1.3903171257768452
244,2.43,2.44,0.01,1400799628097319105/576460752303423488,351641058905088335/144115188075855872,True,44,2,0.6125768664880246,0.7176028201961037,-1.5267455528080531,-1.4188385447391334,0.6125768664880252,0.717602820196103,-1.5267455528080516,-1.418838544739135,0.6125768364611407,0.7322570198187949,-1.5267559153820527,-1.4040757840846285,0.6125768364611421,0.7322570198187934,-1.526755915382049,-1.4040757840846323
245,2.44,2.45,0.01,351641058905088335/144115188075855872,1412328843143387575/576460752303423488,True,45,2,0.5973022771316208,0.7032717900876245,-1.5425001047892921,-1.4330359354950255,0.5973022771316213,0.703271790087624,-1.5425001047892903,-1.4330359354950273,0.5973022452067258,0.71807463451957,-1.542511092463878,-1.4180484123440622,0.5973022452067271,0.7180746345195685,-1.5425110924638739,-1.4180484123440664
246,2.45,2.46,0.01,1412328843143387575/576460752303423488,709046725333210905/288230376151711744,True,46,2,0.581869052584181,0.6887976062027057,-1.5584882343460233,-1.4474520589005182,0.5818690525841815,0.6887976062027051,-1.5584882343460216,-1.4474520589005202,0.58186901863221,0.7037513472627677,-1.55849988933412,-1.43223769137615,0.5818690186322113,0.7037513472627663,-1.5584998893341158,-1.4322376913761543
247,2.46,2.47,0.01,709046725333210905/288230376151711744,1423858058189456045/576460752303423488,True,47,2,0.5662748787168782,0.6741780399530825,-1.574711289737476,-1.4620893489406341,0.5662748787168788,0.6741780399530819,-1.5747112897374744,-1.462089348940636,0.5662748426020445,0.6892849491343327,-1.5747236564368425,-1.446646201294039,0.566274842602046,0.6892849491343314,-1.5747236564368383,-1.446646201294043
248,2.47,2.48,0.01,1423858058189456045/576460752303423488,178702833214061285/72057594037927936,True,48,2,0.550517429538796,0.6594108383777718,-1.5911703759682903,-1.4769501572797572,0.5505174295387966,0.6594108383777713,-1.591170375968289,-1.4769501572797588,0.5505173911183363,0.6746732052885384,-1.5911835010410413,-1.4612764551905724,0.5505173911183376,0.674673205288537,-1.5911835010410378,-1.4612764551905764
249,2.48,2.49,0.01,178702833214061285/72057594037927936,1435387273235524515/576460752303423488,True,49,2,0.5345943688562929,0.6444937259658282,-1.6078663542313736,-1.4920367164318746,0.5345943688562935,0.6444937259658274,-1.6078663542313718,-1.4920367164318764,0.5345943279802113,0.6599138566119453,-1.6078802866832318,-1.476130863316304,0.5345943279802128,0.6599138566119438,-1.6078802866832274,-1.4761308633163082
250,2.49,2.5,0.01,1435387273235524515/576460752303423488,720575940379279375/288230376151711744,True,50,2,0.5185033532765233,0.6294244053993152,-1.6247998236365373,-1.5073511259246666,0.518503353276524,0.6294244053993147,-1.6247998236365355,-1.5073511259246686,0.518503309787339,0.6450046202972664,-1.6248146148946094,-1.4912117202986543,0.5185033097873405,0.6450046202972649,-1.624814614894605,-1.4912117202986586
251,2.5,2.5100000000000002,0.01,720575940379279375/288230376151711744,1446916488281592985/576460752303423488,True,51,2,0.502242035081531,0.6142005588131593,-1.6419710986451022,-1.5228953377857999,0.5022420350815315,0.6142005588131586,-1.6419710986451006,-1.5228953377858014,0.5022419888140303,0.6299431909233454,-1.6419868026334907,-1.5065211917303132,0.5022419888140317,0.6299431909233438,-1.6419868026334865,-1.5065211917303172
252,2.5100000000000002,2.52,0.01,1446916488281592985/576460752303423488,363170273951156805/144115188075855872,True,52,2,0.4858080650615884,0.5988198494779596,-1.659380185172677,-1.5386711410684,0.48580806506158886,0.5988198494779591,-1.659380185172675,-1.5386711410684017,0.4858080158425822,0.6147272419468599,-1.6593968583852146,-1.522061299843905,0.4858080158425834,0.6147272419468585,-1.6593968583852103,-1.522061299843909
253,2.52,2.5300000000000002,0.01,363170273951156805/144115188075855872,1458445703327661455/576460752303423488,True,53,2,0.46919909542295035,0.583279923813978,-1.6770267553411509,-1.5546801453427321,0.4691990954229507,0.5832799238139774,-1.6770267553411489,-1.5546801453427341,0.46919904307104054,0.5993544275135056,-1.6770444569104506,-1.5378339081997177,0.46919904307104154,0.5993544275135042,-1.6770444569104463,-1.5378339081997217
254,2.5300000000000002,2.54,0.01,1458445703327661455/576460752303423488,732105155425347845/288230376151711744,True,54,2,0.4524127832275892,0.5675784133030326,-1.6949101208341706,-1.5709237631099056,0.4524127832275896,0.5675784133030319,-1.694910120834169,-1.5709237631099073,0.4524127275529466,0.5838223841549333,-1.6949289125959508,-1.5538407053418648,0.45241272755294787,0.5838223841549318,-1.6949289125959468,-1.553840705341869
255,2.54,2.5500000000000003,0.01,732105155425347845/288230376151711744,1469974918373729925/576460752303423488,True,55,2,0.43544679482339627,0.5517129358650147,-1.7130292048139293,-1.5874031910922095,0.43544679482339654,0.5517129358650142,-1.713029204813928,-1.5874031910922108,0.4354467355874035,0.5681287319778514,-1.7130491674253565,-1.5700831713165986,0.43544673558740427,0.56812873197785,-1.713049167425352,-1.570083171316603
256,2.5500000000000003,2.56,0.01,1469974918373729925/576460752303423488,5764607523034235/2251799813685248,True,56,2,0.4182988089730695,0.5356810990168881,-1.7313825126595426,-1.604119390050236,0.4182988089730698,0.5356810990168875,-1.731382512659541,-1.6041193900502375,0.4182987458670938,0.5522710775633148,-1.7314037540651264,-1.5865625664665557,0.41829874586709453,0.5522710775633138,-1.7314037540651224,-1.58656256646656
257,2.56,2.57,0.01,5764607523034235/2251799813685248,1481504133419798395/576460752303423488,True,57,2,0.40096651965256597,0.5194805038701822,-1.749968303511642,-1.6210728610673961,0.40096651965256624,0.5194805038701816,-1.7499683035116402,-1.621072861067398,0.400966452449155,0.5362470175377639,-1.7499908984473538,-1.6032797780422885,0.4009664524491558,0.5362470175377628,-1.7499908984473498,-1.603279778042293
258,2.57,2.58,0.01,1481504133419798395/576460752303423488,743634370471416315/288230376151711744,True,58,2,0.383447638856819,0.5031087496569764,-1.7687847280114106,-1.638263452833017,0.3834476388568193,0.5031087496569758,-1.7687847280114093,-1.6382634528330187,0.3834475673187886,0.5200541430732362,-1.7688087543588933,-1.620235032038328,0.3834475673187893,0.520054143073235,-1.7688087543588893,-1.6202350320383323
259,2.58,2.59,0.01,743634370471416315/288230376151711744,1493033348465866865/576460752303423488,True,59,2,0.36573991816371904,0.48656342006174585,-1.7878281411644503,-1.6556919909197805,0.36573991816371937,0.4865634200617455,-1.7878281411644488,-1.6556919909197823,0.3657398420440268,0.5036900258463454,-1.7878536799364342,-1.6374295602768956,0.36573984204402754,0.5036900258463443,-1.78785367993643,-1.6374295602769
260,2.59,2.6,0.01,1493033348465866865/576460752303423488,374699488997225275/144115188075855872,True,60,2,0.3478411339487906,0.4698421064958031,-1.8070950537888222,-1.673358265556983,0.34784113394879085,0.4698421064958029,-1.8070950537888206,-1.6733582655569847,0.34784105299044676,0.48715224101607085,-1.8071221891644946,-1.654863589598921,0.3478410529904475,0.48715224101607013,-1.8071221891644909,-1.654863589598925
261,2.6,2.61,0.01,374699488997225275/144115188075855872,1504562563511935335/576460752303423488,True,61,2,0.32974910036022426,0.4529424042341679,-1.8265813880372344,-1.6912617123339178,0.3297491003602246,0.45294240423416754,-1.8265813880372328,-1.6912617123339193,0.3297490142962456,0.470438363049167,-1.8266102073591748,-1.6725370240988036,0.3297490142962464,0.4704383630491662,-1.826610207359171,-1.6725370240988073
262,2.61,2.62,0.01,1504562563511935335/576460752303423488,755163585517484785/288230376151711744,True,62,2,0.31146167527134466,0.4358619162279174,-1.8462824385441117,-1.7094013842574352,0.31146167527134494,0.43586191622791715,-1.8462824385441097,-1.709401384257437,0.31146158382475797,0.4535459692060089,-1.8463130322968884,-1.6904494187125283,0.31146158382475875,0.45354596920600815,-1.8463130322968835,-1.690449418712533
263,2.62,2.63,0.01,755163585517484785/288230376151711744,1516091778558003805/576460752303423488,True,63,2,0.2929767577108185,0.41859826612209683,-1.8661937368027872,-1.7277750175339037,0.29297675771081877,0.4185982661220966,-1.8661937368027854,-1.7277750175339055,0.29297666059471994,0.43647265221680603,-1.8662261986061859,-1.7085990465095242,0.2929766605947208,0.43647265221680526,-1.8662261986061819,-1.7085990465095284
264,2.63,2.64,0.01,1516091778558003805/576460752303423488,190232048260129755/72057594037927936,True,64,2,0.2742923155664853,0.40114908171376096,-1.8863089149591803,-1.7463810948697818,0.27429231556648564,0.4011490817137607,-1.8863089149591787,-1.7463810948697833,0.2742922124841643,0.4192160033826643,-1.8863433414591184,-1.726984963624293,0.27429221248416497,0.4192160033826636,-1.8863433414591144,-1.7269849636242969
265,2.64,2.65,0.01,190232048260129755/72057594037927936,1527620993604072275/576460752303423488,True,65,2,0.25540638323179926,0.3835120092009418,-1.9066206272446653,-1.7652178491869825,0.25540638323179954,0.38351200920094153,-1.9066206272446633,-1.7652178491869843,0.2554062738769332,0.4017736264522965,-1.9066571180104974,-1.7456060144890313,0.255406273876934,0.40177362645229575,-1.9066571180104932,-1.7456060144890353
266,2.65,2.66,0.01,1527620993604072275/576460752303423488,766692800563553255/288230376151711744,True,66,2,0.23631706195850405,0.365684725540897,-1.9271212434010334,-1.7842824882459651,0.23631706195850427,0.3656847255408967,-1.9271212434010319,-1.7842824882459667,0.23631694601543546,0.38414314959283563,-1.927159900823884,-1.7644600579635972,0.23631694601543612,0.3841431495928348,-1.9271599008238802,-1.7644600579636012
267,2.66,2.67,0.01,766692800563553255/288230376151711744,1539150208650140745/576460752303423488,True,67,2,0.21702253325388907,0.34766493851369984,-1.9478022901772742,-1.8035716737037228,0.21702253325388932,0.34766493851369956,-1.9478022901772722,-1.8035716737037248,0.21702241039799144,0.3663222250510319,-1.9478432193162472,-1.7835444479257159,0.21702241039799217,0.3663222250510312,-1.9478432193162427,-1.78354444792572
268,2.67,2.68,0.01,1539150208650140745/576460752303423488,386228704043293745/144115188075855872,True,68,2,0.1975210670868844,0.3294503928388773,-1.968654403034271,-1.823081484279093,0.19752106708688463,0.3294503928388769,-1.9686544030342692,-1.8230814842790946,0.19752093698502837,0.34830853485288205,-1.9686977114269808,-1.8028559979106333,0.19752093698502898,0.34830853485288127,-1.9686977114269768,-1.8028559979106376
269,2.68,2.69,0.01,386228704043293745/144115188075855872,1550679423696209215/576460752303423488,True,69,2,0.17781103114866026,0.3110388760986442,-1.9897094169318985,-1.8427652371698473,0.17781103114866043,0.31103887609864395,-1.9897094169318972,-1.8427652371698489,0.17781088745653068,0.33009980229898556,-1.9897142759623205,-1.8223897423528677,0.1778108874565311,0.3300998022989848,-1.9897142759623168,-1.8223897423528717
270,2.69,2.7,0.01,1550679423696209215/576460752303423488,778222015609621725/288230376151711744,True,70,2,0.15789090089653757,0.2924282247644153,-2.0109569954513824,-1.8626167687586686,0.15789090089653773,0.29242822476441505,-2.0109569954513793,-1.86261676875867,0.1578903346055209,0.3116941881969933,-2.0109621524400305,-1.8420607678781395,0.1578903346055213,0.3116941881969927,-2.0109621524400234,-1.8420607678781433
271,2.7,2.71,0.01,778222015609621725/288230376151711744,1562208638742277685/576460752303423488,True,71,2,0.13775926588113382,0.2736163348543813,-2.032346482455109,-1.8826684903407762,0.137759265881134,0.273616334854381,-2.032346482455106,-1.882668490340778,0.13775825327184124,0.29308911645542124,-2.032351950143938,-1.861941092851996,0.13775825327184166,0.2930891164554207,-2.0323519501439304,-1.8619410928519997
272,2.71,2.72,0.01,1562208638742277685/576460752303423488,97998327891581995/36028797018963968,True,72,2,0.11741484614000484,0.2546011634619211,-2.0538647548859403,-1.902913440537001,0.11741484614000497,0.2546011634619208,-2.0538647548859372,-1.9029134405370025,0.11741336255984418,0.274282449319274,-2.053870545946728,-1.882024675871787,0.1174133625598445,0.2742824493192734,-2.053870545946721,-1.8820246758717913
273,2.72,2.73,0.01,97998327891581995/36028797018963968,1573737853788346155/576460752303423488,True,73,2,0.096856504163106,0.23538073567049825,-2.0754973855590735,-1.9233440257601033,0.09685650416310611,0.2353807356704981,-2.075497385559071,-1.923344025760105,0.09685452402055765,0.2552721075891377,-2.075503512498982,-1.9023048918020027,0.09685452402055798,0.25527210758913715,-2.075503512498975,-1.9023048918020067
274,2.73,2.74,0.01,1573737853788346155/576460752303423488,789751230655690195/288230376151711744,True,74,2,0.07608325078037009,0.21595315852192024,-2.0972287514209005,-1.9439518136510667,0.07608325078037022,0.21595315852192004,-2.097228751420897,-1.9439518136510687,0.07608074754311955,0.23605608409760376,-2.0972352264858474,-1.9227743260178538,0.07608074754311984,0.23605608409760337,-2.0972352264858394,-1.9227743260178585
275,2.74,2.75,0.01,789751230655690195/288230376151711744,1585267068834414625/576460752303423488,True,75,2,0.0550942588946743,0.19631662804379596,-2.119042044985233,-1.9647274306726088,0.055094258894674376,0.1963166280437958,-2.1190420449852305,-1.9647274306726108,0.05509120509221202,0.2166324502371478,-2.1190488800558223,-1.9434246726231894,0.055091205092212256,0.21663245023714742,-2.119048880055814,-1.9434246726231947
276,2.75,2.7600000000000002,0.01,1585267068834414625/576460752303423488,397757919089362215/144115188075855872,True,76,2,0.03388887679042424,0.17646943799177253,-2.1409191493243966,-1.9856605663645874,0.0338888767904243,0.17646943799177237,-2.140919149324393,-1.985660566364589,0.033885244021639026,0.19699936419715083,-2.1409263557982157,-1.9642467391191294,0.03388524402163922,0.19699936419715042,-2.140926355798207,-1.9642467391191345
277,2.7600000000000002,2.77,0.01,397757919089362215/144115188075855872,1596796283880483095/576460752303423488,True,77,2,0.0124666411001031,0.15640998963339411,-2.1628405977783545,-2.0067399231958274,0.012466641100103147,0.156409989633394,-2.1628405977783514,-2.00673992319583,0.012462400046445962,0.1771550802391893,-2.162848186441055,-1.9852303964179019,0.012462400046446095,0.17715508023918902,-2.1628481864410465,-1.985230396417907
278,2.77,2.7800000000000002,0.01,1596796283880483095/576460752303423488,801280445701758665/288230376151711744,True,78,2,-0.009172709695347319,0.13613680204646456,-2.1847855293401985,-2.0279531668199207,-0.009172709695347276,0.13613680204646444,-2.1847855293401954,-2.0279531668199238,-0.009177589250520049,0.15709795848609387,-2.1847935102250604,-2.006364528978636,-0.009177589250519919,0.15709795848609365,-2.1847935102250524,-2.006364528978644
279,2.7800000000000002,2.79,0.01,801280445701758665/288230376151711744,1608325498926551565/576460752303423488,True,79,2,-0.031029221323495743,0.11564852308134557,-2.206731636117056,-2.0492868745338244,-0.0310292213234957,0.11564852308134549,-2.2067316361170524,-2.049286874533828,-0.031034770468771584,0.13682647537718953,-2.2067400183530097,-2.0276369828280303,-0.031034770468771473,0.13682647537718926,-2.2067400183530013,-2.0276369828280387
280,2.79,2.8000000000000003,0.01,1608325498926551565/576460752303423488,201761263306198225/72057594037927936,True,80,2,-0.05310270879810556,0.09494394028633033,-2.2286551158139485,-2.070726484893294,-0.05310270879810552,0.09494394028633026,-2.2286551158139454,-2.0707264848932976,-0.05310895946035221,0.11633923409214639,-2.228663907461959,-2.049034514382344,-0.05310895946035213,0.11633923409214623,-2.228663907461951,-2.049034514382352
281,2.8000000000000003,2.81,0.01,201761263306198225/72057594037927936,1619854713972620035/576460752303423488,True,81,2,-0.07539274208712522,0.07402199339137078,-2.25053071347763,-2.092256160465828,-0.07539274208712515,0.07402199339137071,-2.2505307134776262,-2.092256160465831,-0.07539972698969784,0.09563497654256156,-2.250539836910754,-2.0705427364566376,-0.07539972698969773,0.09563497654256144,-2.250539836910745,-2.0705427364566455
282,2.81,2.82,0.01,1619854713972620035/576460752303423488,812809660747827135/288230376151711744,True,82,2,-0.09789865033689849,0.05288180628784468,-2.272338380392872,-2.113852036697403,-0.09789865033689842,0.052881806287844633,-2.2723383803928683,-2.1138520366974065,-0.0979064042953419,0.0747126162193484,-2.2723433825102095,-2.092143570661563,-0.0979064042953418,0.07471261621934831,-2.272343382510201,-2.092143570661572
283,2.82,2.83,0.01,812809660747827135/288230376151711744,1631383929018688505/576460752303423488,True,83,2,-0.1206198948980167,0.031523088713977014,-2.294085352525142,-2.13546005527392,-0.12061989489801662,0.03152308871397696,-2.2940853525251383,-2.1354600552739234,-0.12062849471618496,0.05357167802742015,-2.294103835367419,-2.113762358248793,-0.12062849471618482,0.053571678027420064,-2.294103835367411,-2.113762358248801
284,2.83,2.84,0.01,1631383929018688505/576460752303423488,409287134135430685/144115188075855872,True,84,2,-0.1435547982512614,0.009944894687752344,-2.315701723632126,-2.157100308865183,-0.14355479825126127,0.009944894687752294,-2.3157017236321225,-2.1571003088651866,-0.14356428137760796,0.032210935051333364,-2.3157344969772864,-2.1354374802389837,-0.14356428137760768,0.03221093505133326,-2.3157344969772784,-2.1354374802389913
285,2.84,2.85,0.01,409287134135430685/144115188075855872,1642913144064756975/576460752303423488,True,85,2,-0.16670190984046598,-0.011852981238947005,-2.3371673399340693,-2.178740058926153,-0.16670190984046582,-0.011852981238947055,-2.337167339934066,-2.1787400589261567,-0.1667123143067002,0.010629925693503486,-2.3372152277688922,-2.1571377181455156,-0.16671231430669992,0.010629925693503352,-2.3372152277688834,-2.1571377181455245
286,2.85,2.86,0.01,1642913144064756975/576460752303423488,824338875793895605/288230376151711744,True,86,2,-0.19012755079726573,-0.033802427261607364,-2.358589862376332,-2.200215389853366,-0.19012755079726562,-0.03380242726160742,-2.3585898623763284,-2.2002153898533696,-0.19013892479668915,-0.011103500330645782,-2.35865371281162,-2.178700700876551,-0.19013892479668887,-0.011103500330645917,-2.3586537128116123,-2.178700700876559
287,2.86,2.87,0.01,824338875793895605/288230376151711744,1654442359110825445/576460752303423488,True,87,2,-0.2137912961188923,-0.05594150338807273,-2.379800331661555,-2.221636174861125,-0.21379129611889214,-0.055941503388072834,-2.379800331661552,-2.2216361748611284,-0.21380368464948185,-0.033027694314852744,-2.3798809946281074,-2.200237898367051,-0.2138036846494815,-0.03302769431485291,-2.379880994628099,-2.2002378983670594
288,2.87,2.88,0.01,1654442359110825445/576460752303423488,51881467707308115/18014398509481984,True,88,2,-0.23766153783428104,-0.0782988440000071,-2.4007615843730257,-2.2429772167474735,-0.23766153783428087,-0.07829884400000721,-2.400761584373022,-2.2429772167474766,-0.23767498236286747,-0.055171598376240784,-2.400859914539048,-2.221725731965343,-0.23767498236286705,-0.05517159837624107,-2.4008599145390392,-2.221725731965351
289,2.88,2.89,0.01,51881467707308115/18014398509481984,1665971574156893915/576460752303423488,True,89,2,-0.26173550065465434,-0.10087360922676032,-2.42142988495212,-2.2642165057906896,-0.26173550065465406,-0.10087360922676045,-2.4214298849521163,-2.264216505790693,-0.2617500428937876,-0.07753469293513342,-2.4215467366646886,-2.2431438344131247,-0.2617500428937871,-0.07753469293513372,-2.42154673666468,-2.243143834413133
290,2.89,2.9,0.01,1665971574156893915/576460752303423488,835868090839964075/288230376151711744,True,90,2,-0.28601011633919754,-0.12366457810182772,-2.4417625303386528,-2.2853276915558247,-0.28601011633919726,-0.12366457810182784,-2.441762530338649,-2.285327691555828,-0.28602579811107537,-0.1001160939403344,-2.4418987529617877,-2.264467514591551,-0.28602579811107476,-0.10011609394033473,-2.441898752961779,-2.264467514591559
291,2.9,2.91,0.01,835868090839964075/288230376151711744,1677500789202962385/576460752303423488,True,91,2,-0.310481054183394,-0.14667108491760095,-2.461717466501126,-2.306280457773324,-0.3104810541833938,-0.14667108491760114,-2.4617174665011228,-2.306280457773327,-0.3104979170816545,-0.12291548951126326,-2.4618738995243117,-2.2856681251612647,-0.3104979170816539,-0.12291548951126358,-2.4618738995243037,-2.2856681251612723
292,2.91,2.92,0.01,1677500789202962385/576460752303423488,420816349181499155/144115188075855872,True,92,2,-0.3351440982877364,-0.1698916087316267,-2.481250927951313,-2.32704288081771,-0.33514409828773606,-0.16989160873162695,-2.481250927951309,-2.3270428808177144,-0.33516218357134264,-0.1459317292185504,-2.481428395348093,-2.306715413490731,-0.3351621835713419,-0.1459317292185508,-2.4814283953480847,-2.306715413490739
293,2.92,2.93,0.01,420816349181499155/144115188075855872,1689030004249030855/576460752303423488,True,93,2,-0.3599945880749455,-0.19332430013330515,-2.5003174845041283,-2.3475814376293194,-0.35999458807494517,-0.19332430013330537,-2.5003174845041247,-2.3475814376293234,-0.3600139364539978,-0.1691633508779785,-2.500516788625142,-2.3275775208896006,-0.36001393645399693,-0.16916335087797915,-2.5005167886251343,-2.327577520889609
294,2.93,2.94,0.01,1689030004249030855/576460752303423488,847397305886032545/288230376151711744,True,94,2,-0.38502803737601526,-0.21696632918568137,-2.5188705973494407,-2.3678604611299225,-0.38502803737601493,-0.2169663291856816,-2.5188705973494376,-2.3678604611299257,-0.38504868893083183,-0.19260792818231015,-2.519092512499497,-2.348220428318789,-0.385048688930831,-0.19260792818231073,-2.519092512499489,-2.3482204283187973
295,2.94,2.95,0.01,847397305886032545/288230376151711744,1700559219295099325/576460752303423488,True,95,2,-0.41023881595502815,-0.2408151719550462,-2.5368690970157717,-2.3878357459297006,-0.4102388159550278,-0.24081517195504643,-2.536869097015768,-2.3878357459297037,-0.4102608097405516,-0.21626335726428408,-2.537114364743779,-2.368601549490518,-0.4102608097405509,-0.21626335726428472,-2.53711436474377,-2.368601549490527
296,2.95,2.96,0.01,1700559219295099325/576460752303423488,213290478352266695/72057594037927936,True,96,2,-0.4356202935335295,-0.26486843518713454,-2.5542552506667917,-2.4074765706249033,-0.43562029353352916,-0.2648684351871349,-2.554255250666788,-2.407476570624907,-0.43564366719741177,-0.24012768096457635,-2.5545245678722863,-2.3886917485881085,-0.43564366719741093,-0.24012768096457698,-2.554524567872278,-2.388691748588117
297,2.96,2.97,0.01,213290478352266695/72057594037927936,1712088434341167795/576460752303423488,True,97,2,-0.4611658822491738,-0.2891227835709138,-2.570977506505427,-2.4267430658806033,-0.4611658822491735,-0.28912278357091414,-2.5709775065054234,-2.426743065880607,-0.4611906718603205,-0.264198015368683,-2.5712715196137648,-2.4084526896687986,-0.4611906718603197,-0.2641980153686838,-2.571271519613757,-2.4084526896688065
298,2.97,2.98,0.01,1712088434341167795/576460752303423488,858926520932101015/288230376151711744,True,98,2,-0.48686848009256617,-0.31357446734412725,-2.586983026200338,-2.445593826784419,-0.48686848009256584,-0.3135744673441275,-2.586983026200335,-2.4455938267844215,-0.48689471984095994,-0.28847107689450024,-2.587302322958367,-2.4278444379661597,-0.4868947198409591,-0.288471076894501,-2.5873023229583585,-2.427844437966168
299,2.98,2.99,0.01,858926520932101015/288230376151711744,1723617649387236265/576460752303423488,True,99,2,-0.5127204602945462,-0.3382193055087763,-2.6022178121584068,-2.463985956841932,-0.5127204602945457,-0.33821930550877666,-2.6022178121584036,-2.463985956841935,-0.5127481821760594,-0.3129431647379063,-2.602562913124382,-2.446825489986048,-0.5127481821760584,-0.31294316473790706,-2.602562913124375,-2.446825489986056
300,2.99,3.0,0.01,1723617649387236265/576460752303423488,432345564227567625/144115188075855872,True,0,3,-0.5387136623663527,-0.3630526692600815,-2.6166268553632688,-2.4818751217534674,-0.5387136623663522,-0.3630526692600818,-2.6166268553632652,-2.481875121753471,-0.5387428958540367,-0.33761014338465845,-2.6169982051532568,-2.4653528126084647,-0.5387428958540357,-0.33761014338465917,-2.6169982051532488,-2.4653528126084727
301,3.0,3.0100000000000002,0.01,432345564227567625/144115188075855872,1735146864433304735/576460752303423488,True,1,3,-0.5648393845751211,-0.38806946619663374,-2.63015430802901,-2.499215614524846,-0.5648393845751206,-0.3880694661966341,-2.630154308029007,-2.499215614524849,-0.5648701562786796,-0.36246742574934304,-2.6305522663932375,-2.483381892815251,-0.5648701562786785,-0.3624674257493439,-2.6305522663932286,-2.4833818928152596
302,3.0100000000000002,3.02,0.01,1735146864433304735/576460752303423488,870455735978169485/288230376151711744,True,2,3,-0.5910889522503016,-0.4132635509275051,-2.642800369570584,-2.515903713614749,-0.591088952250301,-0.4132635509275055,-2.6428003695705806,-2.515903713614752,-0.5911212856683867,-0.3875093824483381,-2.643225233159023,-2.500810049057341,-0.5911212856683855,-0.3875093824483389,-2.643225233159015,-2.5008100490573493
303,3.02,3.0300000000000002,0.01,870455735978169485/288230376151711744,1746676079479373205/576460752303423488,True,3,3,-0.6174526082715485,-0.4386288165909828,-2.654456286559955,-2.531942988560026,-0.6174526082715478,-0.43862881659098324,-2.654456286559952,-2.5319429885600298,-0.6174865234585043,-0.4127304319996493,-2.654908460572156,-2.5176415704833697,-0.6174865234585027,-0.4127304319996507,-2.6549084605721474,-2.517641570483378
304,3.0300000000000002,3.04,0.01,1746676079479373205/576460752303423488,109527542937650465/36028797018963968,True,4,3,-0.6439194223994797,-0.46415927086864117,-2.6650629094413714,-2.5472861052802176,-0.6439194223994791,-0.4641592708686416,-2.6650629094413683,-2.5472861052802207,-0.6439549352882145,-0.4381251156097352,-2.6655425751609156,-2.5338300095616835,-0.643954935288213,-0.43812511560973644,-2.6655425751609068,-2.533830009561692
305,3.04,3.0500000000000003,0.01,109527542937650465/36028797018963968,1758205294525441675/576460752303423488,True,5,3,-0.6704784942564556,-0.48984782122764936,-2.674563022938118,-2.5618828248836256,-0.6704784942564549,-0.48984782122764986,-2.6745630229381145,-2.5618828248836283,-0.670515616487937,-0.46368688016930315,-2.675070145947524,-2.5493258232788807,-0.6705156164879353,-0.4636868801693045,-2.6750701459475152,-2.549325823278889
306,3.0500000000000003,3.06,0.01,1758205294525441675/576460752303423488,881984951024237955/288230376151711744,True,6,3,-0.697118376080043,-0.5156868446109106,-2.68289966789113,-2.5756820898793533,-0.6971183760800425,-0.5156868446109113,-2.6828996678911268,-2.5756820898793564,-0.6971571146439963,-0.48940864622317387,-2.6834340852107994,-2.5640783635479374,-0.6971571146439948,-0.48940864622317504,-2.683434085210792,-2.564078363547945
307,3.06,3.0700000000000003,0.01,881984951024237955/288230376151711744,1769734509571510145/576460752303423488,True,7,3,-0.7238270794409729,-0.5416681773393217,-2.6900164256997297,-2.588632182058582,-0.7238270794409724,-0.5416681773393222,-2.690016425699726,-2.588632182058585,-0.7238674363236931,-0.5152827957885936,-2.690577844546854,-2.578036106832752,-0.7238674363236917,-0.515282795788595,-2.6905778445468456,-2.57803610683276
308,3.0700000000000003,3.08,0.01,1769734509571510145/576460752303423488,443874779273636095/144115188075855872,True,8,3,-0.7505920859370817,-0.5677831051002918,-2.6958576875068125,-2.6006808859873964,-0.750592085937081,-0.5677831051002925,-2.6958576875068085,-2.6006808859874004,-0.7506340577814721,-0.5413011600904353,-2.6964456675480815,-2.5911468179678736,-0.7506340577814706,-0.5413011600904368,-2.696445667548073,-2.5911468179678816
309,3.08,3.09,0.01,443874779273636095/144115188075855872,1781263724617578615/576460752303423488,True,9,3,-0.777400355770711,-0.5940223605152685,-2.700369035429451,-2.611775637763263,-0.7774003557707103,-0.594022360515269,-2.700369035429448,-2.6117756377632655,-0.777443933550766,-0.5674550147146336,-2.7009829826336116,-2.6033576718245577,-0.7774439335507646,-0.567455014714635,-2.7009829826336045,-2.6033576718245652
