step,t_start,t_end,h,t_start_exact,t_end_exact,safety_check_passed,queue_size,queue_reset_count,published_endpoint_x_lo,published_endpoint_x_hi,published_endpoint_y_lo,published_endpoint_y_hi,common_endpoint_x_lo,common_endpoint_x_hi,common_endpoint_y_lo,common_endpoint_y_hi,published_tube_x_lo,published_tube_x_hi,published_tube_y_lo,published_tube_y_hi,common_tube_x_lo,common_tube_x_hi,common_tube_y_lo,common_tube_y_hi
11,0.1,0.11,0.01,28823037615171175/288230376151711744,63410682753376585/576460752303423488,True,11,0,1.3437767211005258,1.6464525218188046,1.8713350278474539,2.189746376537574,1.3437767211005271,1.646452521818803,1.8713350278474559,2.1897463765375713,1.32294889852444,1.646774187621138,1.8674230980387818,2.2332141479570113,1.322948898524443,1.6467741876211348,1.8674230980387871,2.233214147957003
12,0.11,0.12,0.01,63410682753376585/576460752303423488,17293822569102705/144115188075855872,True,12,0,1.3643652696151063,1.666075698270229,1.8228714594591242,2.1572275169535335,1.3643652696151074,1.6660756982702276,1.8228714594591258,2.15722751695353,1.343931955650555,1.6664031809008357,1.8185506504615045,2.2020456117885625,1.3439319556505578,1.6664031809008324,1.8185506504615085,2.2020456117885545
13,0.12,0.13,0.01,17293822569102705/144115188075855872,74939897799445055/576460752303423488,True,13,0,1.3846446484971735,1.6851892919208493,1.7739795108140934,2.12340014851838,1.3846446484971748,1.685189291920848,1.773979510814095,2.123400148518377,1.3646153999204371,1.6855220868400498,1.7692439504469564,2.169501690652435,1.3646153999204405,1.6855220868400465,1.7692439504469606,2.169501690652428
14,0.13,0.14,0.01,74939897799445055/576460752303423488,40352252661239645/288230376151711744,True,14,0,1.4046046323624521,1.7037868954120607,1.724750010355923,2.088322168019667,1.4046046323624535,1.7037868954120594,1.7247500103559248,2.088322168019664,1.384988284086682,1.7041244838880687,1.7195950318248356,2.135637426331294,1.3849882840866854,1.7041244838880656,1.7195950318248399,2.135637426331287
15,0.14,0.15,0.01,40352252661239645/288230376151711744,86469112845513525/576460752303423488,True,15,0,1.424235457300107,1.7218631385841723,1.675271282734114,2.05205624067752,1.4242354573001084,1.721863138584171,1.675271282734116,2.0520562406775174,1.405040104961482,1.7222049905638699,1.6696957243153316,2.100510720462645,1.4050401049614853,1.7222049905638668,1.6696957243153359,2.1005107204626374
16,0.15,0.16,0.01,86469112845513525/576460752303423488,5764607523034235/36028797018963968,True,16,0,1.4435278641360612,1.7394136714508737,1.6256309724916504,2.0146676916743997,1.4435278641360627,1.7394136714508723,1.625630972491652,2.0146676916743966,1.4247608507785878,1.7397592482510222,1.6196365021836034,2.064183202060744,1.424760850778591,1.7397592482510194,1.6196365021836072,2.0641832020607365
17,0.16,0.17,0.01,5764607523034235/36028797018963968,97998327891581995/576460752303423488,True,17,0,1.462473099133382,1.7564351774270526,1.5759136134797587,1.9762262084376516,1.4624730991333832,1.7564351774270515,1.5759136134797604,1.9762262084376498,1.4441410054705093,1.7567839347582086,1.5695043824819064,2.026721598120155,1.4441410054705124,1.7567839347582057,1.5695043824819106,2.026721598120147
18,0.17,0.18,0.01,97998327891581995/576460752303423488,51881467707308115/288230376151711744,True,18,0,1.4810629476151687,1.772925339576363,1.5262015635689805,1.9368035575212206,1.4810629476151698,1.7729253395763616,1.526201563568982,1.936803557521219,1.4631715864323016,1.7732767302884307,1.5193841410654592,1.9881951626769774,1.4631715864323045,1.7732767302884276,1.5193841410654632,1.9881951626769734
19,0.18,0.19,0.01,51881467707308115/288230376151711744,109527542937650465/576460752303423488,True,19,0,1.4992897064483108,1.7888828691413519,1.4765747076180489,1.8964734233186085,1.499289706448312,1.7888828691413508,1.4765747076180507,1.896473423318607,1.4818441207628013,1.7892363459915355,1.4693580183837849,1.9486755027195697,1.4818441207628044,1.7892363459915324,1.4693580183837887,1.948675502719566
20,0.19,0.2,0.01,109527542937650465/576460752303423488,28823037615171175/144115188075855872,True,20,0,1.5171462132113014,1.8043074671968011,1.4270991303555767,1.85532201630805,1.5171462132113025,1.8043074671968002,1.4270991303555782,1.8553220163080482,1.5001506763124663,1.804662487401292,1.4194939568001828,1.9082476087991544,1.5001506763124695,1.804662487401289,1.4194939568001865,1.9082476087991505
21,0.2,0.21,0.01,28823037615171175/144115188075855872,121056757983718935/576460752303423488,True,21,0,1.5346195171795423,1.8192061373608077,1.3772117783957654,1.8140626714987949,1.5346195171795436,1.8192061373608064,1.377211778395767,1.814062671498793,1.5180774244832203,1.8195622788488373,1.3692076781239635,1.8676470218334666,1.5180774244832234,1.8195622788488341,1.3692076781239677,1.8676470218334624
22,0.21,0.22,0.01,121056757983718935/576460752303423488,63410682753376585/288230376151711744,True,22,0,1.5517066024621786,1.833577439986193,1.3272740663846656,1.7724817237286552,1.5517066024621795,1.8335774399861922,1.3272740663846672,1.7724817237286534,1.5356206397166836,1.8339342446449998,1.318871428824597,1.826650550601451,1.5356206397166865,1.8339342446449969,1.3188714288246006,1.8266505506014474
23,0.22,0.23,0.01,63410682753376585/288230376151711744,132585973029787405/576460752303423488,True,23,0,1.568405292535206,1.8474205583021455,1.2776616927477114,1.730348012626085,1.5684052925352074,1.8474205583021441,1.2776616927477134,1.730348012626083,1.5527774581444775,1.8477775242481016,1.2688735959802706,1.7850159555062384,1.5527774581444804,1.8477775242480983,1.268873595980275,1.7850159555062342
24,0.23,0.24,0.01,132585973029787405/576460752303423488,17293822569102705/72057594037927936,True,24,0,1.584710934080863,1.860738579497433,1.2284444850994634,1.6877324464452421,1.5847109340808643,1.8607385794974316,1.228444485099465,1.6877324464452403,1.569542501550825,1.8610952161475283,1.2192858471551373,1.7428141950443872,1.5695425015508282,1.8610952161475252,1.219285847155141,1.7428141950443832
25,0.24,0.25,0.01,17293822569102705/72057594037927936,144115188075855875/576460752303423488,True,25,0,1.6006194709220372,1.873535380423268,1.1796880525947655,1.6447058626034894,1.6006194709220385,1.8735353804232668,1.179688052594767,1.6447058626034878,1.5859109651834715,1.8738912523767082,1.1701628902000272,1.7001291544675292,1.5859109651834746,1.8738912523767053,1.1701628902000314,1.7001291544675252
26,0.25,0.26,0.01,144115188075855875/576460752303423488,74939897799445055/288230376151711744,True,26,0,1.6161274464080175,1.8858155799276433,1.1314536738903813,1.6013386783830152,1.6161274464080189,1.885815579927642,1.131453673890383,1.6013386783830135,1.601878680793407,1.886170292629769,1.1215597678612517,1.6570398642565545,1.60187868079341,1.8861702926297659,1.1215597678612559,1.6570398642565503
27,0.26,0.27,0.01,74939897799445055/288230376151711744,155644403121924345/576460752303423488,True,27,0,1.631231995016003,1.897584497620928,1.0837981878650826,1.5577005915164175,1.6312319950160044,1.8975844976209264,1.0837981878650844,1.5577005915164157,1.6174421925065354,1.8979376009332278,1.0735563198415286,1.6135956030008543,1.6174421925065385,1.8979376009332247,1.0735563198415328,1.6135956030008503
28,0.27,0.28,0.01,155644403121924345/576460752303423488,40352252661239645/144115188075855872,True,28,0,1.6459308372848713,1.9088481054886708,1.0367739381731518,1.5138602804941028,1.6459308372848722,1.9088481054886697,1.0367739381731536,1.513860280494101,1.6325985839606678,1.909199166965741,1.0262061575491699,1.569866540716278,1.6325985839606707,1.909199166965738,1.0262061575491739,1.569866540716274
29,0.28,0.29,0.01,40352252661239645/144115188075855872,167173618167992815/576460752303423488,True,29,0,1.6602222711020524,1.9196129798679318,0.9904287539842742,1.4698851223941816,1.6602222711020538,1.9196129798679304,0.9904287539842752,1.4698851223941798,1.647345543217902,1.9199615860504444,0.9795581836312359,1.525921890999303,1.6473455432179052,1.9199615860504413,0.9795581836312384,1.5259218909992993
30,0.29,0.3,0.01,167173618167992815/576460752303423488,86469112845513525/288230376151711744,True,30,0,1.6741051607900252,1.929886252876537,0.9448059665372723,1.425840928159484,1.6741051607900264,1.929886252876536,0.9448059665372732,1.4258409281594824,1.6616813534034425,1.9302320104054629,0.9336566073740161,1.4818296208033652,1.6616813534034456,1.9302320104054596,0.9336566073740188,1.4818296208033612
31,0.3,0.31,0.01,86469112845513525/288230376151711744,178702833214061285/576460752303423488,True,31,0,1.6875772516475462,1.939677236144546,0.899944337390989,1.3817918140945322,1.6875772516475473,1.939677236144545,0.89994433739099,1.3817918140945304,1.675603207650622,1.9400197735809928,0.8885408683305476,1.4376563004247658,1.6756032076506246,1.9400197735809899,0.8885408683305501,1.437656300424762
32,0.31,0.32,0.01,178702833214061285/576460752303423488,5764607523034235/18014398509481984,True,32,0,1.7005746799091574,1.9490578466299877,0.8558744349147204,1.3378035337133976,1.7005746799091586,1.9490578466299866,0.8558744349147215,1.3378035337133958,1.6890466891267026,1.9493968470605079,0.8442418280501683,1.3934705947581165,1.6890466891267057,1.9493968470605052,0.844241828050171,1.393470594758113
33,0.32,0.33,0.01,5764607523034235/18014398509481984,190232048260129755/576460752303423488,True,33,0,1.71309554303721,1.9580389735248227,0.8126266284015123,1.2939357131769844,1.7130955430372108,1.9580389735248216,0.8126266284015132,1.2939357131769826,1.7020094081493695,1.9583741409453592,0.8007901552117349,1.3493350833716968,1.7020094081493724,1.9583741409453563,0.8007901552117377,1.3493350833716926
34,0.33,0.34,0.01,190232048260129755/576460752303423488,97998327891581995/288230376151711744,True,34,0,1.725198245015828,1.9665720673789389,0.7702306886524684,1.2502421548877198,1.7251982450158294,1.9665720673789377,0.7702306886524694,1.250242154887718,1.7145493431051249,1.966903097819925,0.7582159317915786,1.3053065353851283,1.714549343105128,1.966903097819922,0.7582159317915814,1.3053065353851236
35,0.34,0.35000000000000003,0.01,97998327891581995/288230376151711744,201761263306198225/576460752303423488,True,35,0,1.7368846298870333,1.974665939384569,0.7287072147475707,1.2067791262688425,1.7368846298870344,1.9746659393845678,0.7287072147475717,1.2067791262688412,1.726667914513807,1.9749925516486175,0.7165396438057676,1.2614446125166119,1.7266679145138104,1.9749925516486142,0.7165396438057697,1.261444612516608
36,0.35000000000000003,0.36,0.01,201761263306198225/576460752303423488,51881467707308115/144115188075855872,True,36,0,1.7481570799446775,1.982329598510976,0.688076026879312,1.1635971479565412,1.7481570799446786,1.9823295985109748,0.6880760268793128,1.1635971479565397,1.738367114526219,1.982651533537683,0.6757808230902961,1.217803388071707,1.738367114526222,1.9826515335376802,0.6757808230902982,1.2178033880717032
37,0.36,0.37,0.01,51881467707308115/144115188075855872,213290478352266695/576460752303423488,True,37,0,1.759018445087021,1.98957225719017,0.648351952041429,1.1207452785943475,1.759018445087022,1.9895722571901688,0.6483519520414299,1.1207452785943457,1.7496494350948153,1.989889278338988,0.6359540483967564,1.1744353976768045,1.749649435094818,1.9898892783389852,0.6359540483967586,1.1744353976768007
38,0.37,0.38,0.01,213290478352266695/576460752303423488,109527542937650465/288230376151711744,True,38,0,1.7694720269351802,1.9964032831210727,0.609546209837371,1.078269834000575,1.7694720269351818,1.9964032831210714,0.609546209837372,1.0782698340005734,1.7605178520635199,1.9967151760407713,0.5970701690257669,1.1313905036387557,1.7605178520635234,1.9967151760407682,0.5970701690257693,1.1313905036387522
39,0.38,0.39,0.01,109527542937650465/288230376151711744,224819693398335165/576460752303423488,True,39,0,1.7795215518490841,2.0028321633827812,0.5716667410975074,1.0362141939746874,1.7795215518490854,2.0028321633827795,0.5716667410975084,1.0362141939746858,1.7709757977329514,2.0031387357282915,0.5591365282221948,1.0887157917011543,1.7709757977329545,2.003138735728287,0.5591365282221968,1.0887157917011507
40,0.39,0.4,0.01,224819693398335165/576460752303423488,28823037615171175/72057594037927936,True,40,0,1.7891711422814645,2.0088684717046617,0.534718405554861,0.994618767135295,1.789171142281466,2.0088684717046594,0.5347184055548618,0.9946187671352942,1.7810271315761104,2.00916955274478,0.5221572783897039,1.0464554047953885,1.7810271315761133,2.0091695527447757,0.5221572783897062,1.0464554047953851
41,0.4,0.41000000000000003,0.01,28823037615171175/72057594037927936,236348908444403635/576460752303423488,True,41,0,1.7984252879961276,2.0145218376208724,0.4987031853731018,0.9535209735847233,1.7984252879961287,2.0145218376208707,0.49870318537310243,0.9535209735847223,1.7906761106814335,2.014817277746842,0.4861335977633669,1.00465050072571,1.7906761106814368,2.014817277746838,0.48613359776336834,1.0046505007257074
42,0.41000000000000003,0.42,0.01,236348908444403635/576460752303423488,121056757983718935/288230376151711744,True,42,0,1.8072888173256345,2.0198019175540014,0.4636203899348125,0.9129552466310124,1.8072888173256358,2.019801917553999,0.46362038993481297,0.9129552466310115,1.7999273297155505,2.0200916180987654,0.4510547886069838,0.9633483503286573,1.7999273297155536,2.020091618098761,0.45105478860698517,0.9633483503286552
43,0.42,0.43,0.01,121056757983718935/288230376151711744,247878123490472105/576460752303423488,True,43,0,1.8157668681634735,2.0247183683194114,0.4294668593452967,0.8729530528506865,1.8157668681634749,2.0247183683194088,0.42946685934529727,0.8729530528506856,1.8087857822244209,2.02500221999032,0.41692588640134504,0.9225749433289473,1.8087857822244238,2.0250022199903155,0.4169258864013464,0.9225749433289454
44,0.43,0.44,0.01,247878123490472105/576460752303423488,63410682753376585/144115188075855872,True,44,0,1.8238648584657422,2.0292808234299664,0.39623716666705383,0.8335429273476166,1.8238648584657433,2.029280823429964,0.39623716666705416,0.8335429273476157,1.8172567399457222,2.029558734775862,0.3837408443905906,0.8823620343293115,1.8172567399457251,2.029558734775858,0.383740844390592,0.8823620343293095
45,0.44,0.45,0.01,63410682753376585/144115188075855872,259407338536540575/576460752303423488,True,45,0,1.8315884650586687,2.0334988635290117,0.36392381573822447,0.794750524391371,1.8315884650586698,2.0334988635290094,0.36392381573822485,0.79475052439137,1.8253457584012178,2.033770761405479,0.35149112646098063,0.8427387929180747,1.8253457584012207,2.0337707614054747,0.35149112646098196,0.8427387929180726
46,0.45,0.46,0.01,259407338536540575/576460752303423488,132585973029787405/288230376151711744,True,46,0,1.838943589595993,2.037382002202712,0.33251743323271704,0.7565986819568962,1.8389435895959942,2.03738200220271,0.33251743323271754,0.7565986819568952,1.8330586428632432,2.0376478309635986,0.3201662797054832,0.80373148363189,1.833058642863246,2.0376478309635946,0.3201662797054845,0.8037314836318878
47,0.46,0.47000000000000003,0.01,132585973029787405/288230376151711744,270936553582609045/576460752303423488,True,47,0,1.8459363276055443,2.040939671300824,0.3020069511004048,0.7191075014455376,1.8459363276055456,2.0409396713008223,0.3020069511004054,0.7191075014455366,1.8404014161376274,2.0411993919546627,0.28975412773441384,0.7653635320354613,1.8404014161376305,2.0411993919546587,0.28975412773441517,0.765363532035459
48,0.47000000000000003,0.48,0.01,270936553582609045/576460752303423488,17293822569102705/36028797018963968,True,48,0,1.8525729493976244,2.0441811972690376,0.27237978314534395,0.6822944596977304,1.8525729493976257,2.044181197269036,0.27237978314534445,0.6822944596977297,1.847380298181748,2.044434786605414,0.26024095752684817,0.7276556248902052,1.8473802981817513,2.0444347866054096,0.2602409575268493,0.7276556248902032
49,0.48,0.49,0.01,17293822569102705/36028797018963968,282465768628677515/576460752303423488,True,49,0,1.8588598972381465,2.047115764097531,0.2436219900093884,0.6461745554809187,1.8588598972381476,2.0471157640975286,0.2436219900093886,0.6461745554809181,1.854001701777861,2.0473632139827354,0.23161161628581675,0.6906259242950068,1.8540017017778636,2.0473632139827314,0.23161161628581747,0.6906259242950051
50,0.49,0.5,0.01,282465768628677515/576460752303423488,144115188075855875/288230376151711744,True,50,0,1.8648037253069139,2.0497524327939307,0.2157183703217172,0.6107601937898377,1.864803725306915,2.049752432793929,0.21571837032171745,0.6107601937898369,1.860272171183793,2.0499937494439546,0.2038496246932255,0.6542899303947652,1.8602721711837957,2.0499937494439506,0.20384962469322618,0.6542899303947635
51,0.5,0.51,0.01,144115188075855875/288230376151711744,293994983674745985/576460752303423488,True,51,0,1.87041109429064,2.052100115280101,0.18865282949074377,0.5760614314147308,1.8704110942906411,2.0521001152800986,0.188652829490744,0.5760614314147301,1.8661983765605283,2.0523353173784544,0.17693799917728267,0.6186602748703895,1.8661983765605312,2.05233531737845,0.17693799917728328,0.6186602748703878
52,0.51,0.52,0.01,293994983674745985/576460752303423488,74939897799445055/144115188075855872,True,52,0,1.8756887486168399,2.054167563430306,0.162408394310241,0.5420860900030181,1.875688748616841,2.054167563430304,0.16240839431024123,0.5420860900030172,1.87178708833928,2.0543966818100214,0.1508586564836759,0.5837474462126291,1.8717870883392826,2.0543966818100166,0.1508586564836766,0.5837474462126272
53,0.52,0.53,0.01,74939897799445055/144115188075855872,305524198720814455/576460752303423488,True,53,0,1.8806434962598682,2.055963359396429,0.13696734889503265,0.5088398725605775,1.8806434962598695,2.0559633593964266,0.13696734889503293,0.5088398725605765,1.8770451563329587,2.0561864361392272,0.12559279237225288,0.5495596663188417,1.8770451563329618,2.056186436139223,0.12559279237225354,0.5495596663188399
54,0.53,0.54,0.01,305524198720814455/576460752303423488,155644403121924345/288230376151711744,True,54,0,1.885282189455043,2.0574959075169406,0.11231136146608782,0.4763264822372188,1.8852821894550442,2.057495907516939,0.11231136146608799,0.47632648223721835,1.8819794891908284,2.0577129950660367,0.10112101394370539,0.5161030071760498,1.8819794891908312,2.0577129950660322,0.10112101394370583,0.5161030071760478
55,0.54,0.55,0.01,155644403121924345/288230376151711744,317053413766882925/576460752303423488,True,55,0,1.8896116722568288,2.058773461800305,0.08841819373016692,0.4445511504763273,1.88961167225683,2.058773461800303,0.08841819373016707,0.4445511504763269,1.8865969997201684,2.058984623100807,0.07741985129853224,0.4833851206614249,1.8865969997201713,2.0589846231008027,0.07741985129853271,0.4833851206614239
56,0.55,0.56,0.01,317053413766882925/576460752303423488,40352252661239645/72057594037927936,True,56,0,1.8936385006900713,2.0598043831543076,0.06523588555888837,0.4135466800073339,1.8936385006900724,2.059804383154306,0.06523588555888853,0.4135466800073334,1.8909043161199444,2.0600096995436665,0.054434396027553254,0.4514428320582479,1.8909043161199472,2.0600096995436625,0.054434396027553546,0.4514428320582468
57,0.56,0.5700000000000001,0.01,40352252661239645/72057594037927936,328582628812951395/576460752303423488,True,57,0,1.8973699085708062,2.060596153170092,0.04277972457936193,0.38327670039499917,1.8973699085708076,2.06059615317009,0.04277972457936203,0.3832767003949988,1.8949087754037448,2.060795703543931,0.032181041921303145,0.4202396291457981,1.8949087754037475,2.0607957035439264,0.032181041921303395,0.42023962914579704
58,0.5700000000000001,0.58,0.01,328582628812951395/576460752303423488,167173618167992815/288230376151711744,True,58,0,1.9008111850588936,2.0611579783838616,0.020874908939844183,0.35389320140149916,1.900811185058895,2.06115797838386,0.02087490893984426,0.3538932014014987,1.898615723151589,2.0613518950880483,0.010474764315804871,0.3899385838910124,1.8986157231515919,2.061351895088044,0.010474764315805064,0.3899385838910115
59,0.58,0.59,0.01,167173618167992815/288230376151711744,340111843859019865/576460752303423488,True,59,0,1.903970542612143,2.0614959060594606,-0.00036146925454108786,0.3252547748793368,1.903970542612144,2.0614959060594584,-0.0003614692545410313,0.3252547748793364,1.9020335242207171,2.0616842870009986,-0.010560044879121228,0.36039174784099015,1.9020335242207203,2.061684287000994,-0.01056004487912104,0.36039174784098926
60,0.59,0.6,0.01,340111843859019865/576460752303423488,86469112845513525/144115188075855872,True,60,0,1.9068550675277498,2.061616859194005,-0.020918885019918513,0.29732521495020575,1.9068550675277511,2.061616859194003,-0.020918885019918433,0.29732521495020536,1.9051693936099963,2.0617997986560117,-0.030911843410828605,0.3315625626679281,1.9051693936099994,2.0617997986560073,-0.030911843410828355,0.3315625626679272
61,0.6,0.61,0.01,86469112845513525/144115188075855872,351641058905088335/576460752303423488,True,61,0,1.909471480295935,2.061527864342103,-0.04081713551305675,0.2700975147384169,1.909471480295936,2.0615278643421013,-0.04081713551305666,0.2700975147384165,1.9080301783263003,2.0617054613656074,-0.05060118513326342,0.3034453536116293,1.9080301783263032,2.0617054613656034,-0.050601185133263206,0.30344535361162833
62,0.61,0.62,0.01,351641058905088335/576460752303423488,178702833214061285/288230376151711744,True,62,0,1.9118264320143152,2.061235744565136,-0.06007595394592078,0.24356365269607433,1.9118264320143163,2.061235744565134,-0.060075953945920704,0.2435636526960741,1.9106226619430662,2.0614081023191617,-0.06964851848425624,0.2760333056632386,1.910622661943069,2.0614081023191573,-0.06964851848425595,0.27603330566323786
63,0.62,0.63,0.01,178702833214061285/288230376151711744,363170273951156805/576460752303423488,True,63,0,1.9139264944479604,2.0607471196770053,-0.07871501623229205,0.21771469052544207,1.9139264944479615,2.060747119677003,-0.0787150162322919,0.21771469052544182,1.9129535538117077,2.0609143448626357,-0.08807419262114566,0.24931856624600487,1.9129535538117106,2.060914344862631,-0.08807419262114537,0.24931856624600437
64,0.63,0.64,0.01,363170273951156805/576460752303423488,5764607523034235/9007199254740992,True,64,0,1.9157781476159208,2.060068411492995,-0.09675427536191687,0.19254128876833956,1.9157781476159221,2.060068411492993,-0.09675427536191675,0.19254128876833937,1.9150294757230866,2.0602306139102278,-0.1058988174285976,0.22329279164372953,1.9150294757230897,2.0602306139102238,-0.1058988174285973,0.2232927916437291
65,0.64,0.65,0.01,5764607523034235/9007199254740992,374699488997225275/576460752303423488,True,65,0,1.917387779492641,2.059205838044976,-0.11421319143766248,0.16803307393055664,1.9173877794926422,2.0592058380449743,-0.11421319143766236,0.16803307393055641,1.9168569610820816,2.0593631299757584,-0.12314245000174727,0.19794647568024695,1.9168569610820845,2.059363129975754,-0.12314245000174702,0.1979464756802465
66,0.65,0.66,0.01,374699488997225275/576460752303423488,190232048260129755/288230376151711744,True,66,0,1.9187616832645278,2.058165411561906,-0.1311105687382429,0.14417860264650947,1.9187616832645291,2.058165411561904,-0.13111056873824267,0.14417860264650928,1.9184424515896161,2.058317907067534,-0.13982413585043463,0.17326862301102802,1.9184424515896195,2.0583179070675297,-0.1398241358504342,0.17326862301102763
67,0.66,0.67,0.01,190232048260129755/288230376151711744,386228704043293745/576460752303423488,True,67,0,1.9199060386981832,2.0569529535610678,-0.14746549468977227,0.12096641801251352,1.9199060386981845,2.0569529535610656,-0.14746549468977208,0.12096641801251339,1.9197922775858347,2.057100768193613,-0.1559632036539966,0.1492481660787255,1.9197922775858376,2.057100768193609,-0.1559632036539962,0.14924816607872513
68,0.67,0.68,0.01,386228704043293745/576460752303423488,97998327891581995/144115188075855872,True,68,0,1.9208269095889505,2.0555740949855363,-0.16329587065006024,0.09838368845857282,1.9208269095889519,2.0555740949855346,-0.16329587065006002,0.09838368845857269,1.920780168632209,2.0558498318022562,-0.17157921572192247,0.12587402833540332,1.920780168632212,2.0558498318022513,-0.17157921572192203,0.12587402833540298
69,0.68,0.6900000000000001,0.01,97998327891581995/144115188075855872,397757919089362215/576460752303423488,True,69,0,1.9215302474153353,2.054034271171099,-0.17861988850917687,0.07641778342528632,1.9215302474153364,2.054034271171097,-0.17861988850917665,0.07641778342528621,1.9214851324283,2.054497630968903,-0.1866904227552955,0.10313368257473889,1.921485132428303,2.054497630968899,-0.18669042275529504,0.10313368257473864
70,0.6900000000000001,0.7000000000000001,0.01,397757919089362215/576460752303423488,201761263306198225/288230376151711744,True,70,0,1.9220217005542828,2.052338912202577,-0.19347326214581206,0.05507359466729781,1.922021700554284,2.0523389122025746,-0.19347326214581187,0.05507359466729774,1.92197816560481,2.052984401701122,-0.2013337636606334,0.08103324489646961,1.9219781656048134,2.0529844017011176,-0.20133376366063302,0.08103324489646936
71,0.7000000000000001,0.71,0.01,201761263306198225/288230376151711744,409287134135430685/576460752303423488,True,71,0,1.9223051995832414,2.050494858066101,-0.2080484144328666,0.034512800853123415,1.9223051995832425,2.050494858066099,-0.20804841443286637,0.03451280085312334,1.9222631455964747,2.051317191088496,-0.21571263222351927,0.059745323078742384,1.9222631455964774,2.051317191088492,-0.21571263222351883,0.0597453230787422
