step,t_start,t_end,h,h_hex,scheduler_time_hex,t_start_exact,t_end_exact,safety_check_passed,queue_size,queue_reset_count,published_endpoint_x_lo,published_endpoint_x_hi,published_endpoint_y_lo,published_endpoint_y_hi,common_endpoint_x_lo,common_endpoint_x_hi,common_endpoint_y_lo,common_endpoint_y_hi,published_tube_x_lo,published_tube_x_hi,published_tube_y_lo,published_tube_y_hi,common_tube_x_lo,common_tube_x_hi,common_tube_y_lo,common_tube_y_hi
91,0.9,0.91,0.01,0x1.47ae147ae147bp-7,0x1.d1eb851eb851fp-1,259407338536540575/288230376151711744,524579284596115385/576460752303423488,True,91,0,1.8923285450028848,1.9883489394809535,-0.42043486978327527,-0.2771688217094421,1.8923285450028862,1.9883489394809521,-0.4204348697832748,-0.27716882170944257,1.892307722265084,1.9918085847848146,-0.42465300449526283,-0.26306103212334464,1.892307722265087,1.9918085847848117,-0.42465300449526183,-0.26306103212334564
92,0.91,0.92,0.01,0x1.47ae147ae147bp-7,0x1.d70a3d70a3d71p-1,524579284596115385/576460752303423488,132585973029787405/144115188075855872,True,92,0,1.8893728617028016,1.9842317765511717,-0.42814115908816835,-0.28872672847199843,1.8893728617028027,1.9842317765511706,-0.4281411590881679,-0.2887267284719988,1.8893527065848041,1.9877883548075144,-0.4322237232249438,-0.2750120343393818,1.889352706584807,1.9877883548075113,-0.4322237232249427,-0.27501203433938287
93,0.92,0.93,0.01,0x1.47ae147ae147bp-7,0x1.dc28f5c28f5c3p-1,132585973029787405/144115188075855872,536108499642183855/576460752303423488,True,93,0,1.886304280147112,1.9800373619521223,-0.4356476786979796,-0.2999891155185928,1.8863042801471133,1.9800373619521212,-0.4356476786979791,-0.2999891155185933,1.886284775476471,1.983688364707089,-0.43959816847265176,-0.28665414480703827,1.8862847754764742,1.9836883647070862,-0.4395981684726508,-0.2866541448070392
94,0.93,0.9400000000000001,0.01,0x1.47ae147ae147bp-7,0x1.e147ae147ae15p-1,536108499642183855/576460752303423488,270936553582609045/288230376151711744,True,94,0,1.8831256639340845,1.975767688733113,-0.4429634149030181,-0.310966167327872,1.8831256639340856,1.9757676887331117,-0.44296341490301766,-0.31096616732787247,1.8831067926431049,1.9795107047327178,-0.4467853046234297,-0.29799785990907185,1.883106792643108,1.9795107047327145,-0.44678530462342875,-0.2979978599090728
95,0.9400000000000001,0.9500000000000001,0.01,0x1.47ae147ae147bp-7,0x1.e666666666667p-1,270936553582609045/288230376151711744,547637714688252325/576460752303423488,True,95,0,1.8798397751914133,1.9714246625598424,-0.4500970144037435,-0.3216678370953508,1.8798397751914144,1.9714246625598413,-0.45009701440374306,-0.3216678370953512,1.8798215203510695,1.9752573748383233,-0.4537937495920041,-0.3090534470988421,1.8798215203510726,1.9752573748383202,-0.453793749592003,-0.3090534470988432
96,0.9500000000000001,0.96,0.01,0x1.47ae147ae147bp-7,0x1.eb851eb851eb8p-1,547637714688252325/576460752303423488,17293822569102705/18014398509481984,True,96,0,1.8764487458984112,1.9670106360567643,-0.45710924660586877,-0.3320513952569129,1.8764487458984123,1.9670106360567634,-0.45710924660586827,-0.3320513952569134,1.8764310761819771,1.9709308336426319,-0.46068715702347024,-0.31977557310064225,1.8764310761819802,1.9709308336426288,-0.46068715702346924,-0.3197755731006433
97,0.96,0.97,0.01,0x1.47ae147ae147bp-7,0x1.f0a3d70a3d70ap-1,17293822569102705/18014398509481984,559166929734320795/576460752303423488,True,97,0,1.8729548135537586,1.962527678691643,-0.4640406287449141,-0.3420938135815155,1.87295481355376,1.9625276786916417,-0.4640406287449136,-0.342093813581516,1.8729376890995368,1.9665332479659072,-0.4675077532632118,-0.3301397757996581,1.8729376890995395,1.9665332479659043,-0.46750775326321065,-0.33013977579965914
98,0.97,0.98,0.01,0x1.47ae147ae147bp-7,0x1.f5c28f5c28f5cp-1,559166929734320795/576460752303423488,282465768628677515/288230376151711744,True,98,0,1.869361263385802,1.9579766400080951,-0.47081862407435754,-0.35188457666998485,1.8693612633858032,1.957976640008094,-0.47081862407435715,-0.3518845766699853,1.8693446669937628,1.9620655307831538,-0.47417845890385313,-0.34024035207967385,1.869344666993766,1.9620655307831507,-0.47417845890385213,-0.3402403520796748
99,0.98,0.99,0.01,0x1.47ae147ae147bp-7,0x1.fae147ae147aep-1,282465768628677515/288230376151711744,570696144780389265/576460752303423488,True,99,0,1.8656704798417523,1.9533591034848643,-0.47745030595987925,-0.3614330329949016,1.8656704798417534,1.9533591034848632,-0.4774503059598788,-0.36143303299490204,1.865654394678212,1.957529348632694,-0.48070627268506966,-0.3500869888053934,1.8656543946782147,1.9575293486326912,-0.4807062726850686,-0.35008698880539446
100,0.99,1.0,0.01,0x1.47ae147ae147bp-7,0x1.0000000000000p+0,570696144780389265/576460752303423488,144115188075855875/144115188075855872,True,0,1,1.8618847581558797,1.9486765801765524,-0.48394248948536267,-0.37074827395120713,1.8618847581558808,1.9486765801765513,-0.4839424894853622,-0.3707482739512075,1.8618691677630628,1.9529262930116411,-0.4870979331197317,-0.35968911164669287,1.8618691677630657,1.952926293011638,-0.48709793311973065,-0.3596891116466939
