checkpoint,endpoint_width_sum,last_validated_time,segment_index,segment_width_sum,status
0.1,0.618441292299639,0.10751738125000003,6,0.6939857500975606,passed
0.5,0.5771425142562296,0.512437220618178,33,0.6871740749473196,passed
1.0,0.1988529428016751,1.0444952199496411,51,0.2959120910489696,passed
4.0,0.40032463670392016,4.0,141,0.49393383953389447,passed
