analytic_containment_applicability,analytic_containment_passed,analytic_reference_contained,cold_total_configuration_time_s,compile_or_jit_time_s,completed_requested_horizon,completed_steps,device,dtype,engine_internal_time_s,evaluation_time,failure_category,first_step_time_s,h,measurement_phase,memory_measurement,memory_unavailable_reason,message,native_validation_passed,peak_process_rss_kib,plot_report_time_s,posthoc_validation_time_s,repetition,requested_horizon,requested_steps,runtime_boundary_version,steady_full_configuration_time_s,steady_step_time_s,steady_total_configuration_time_s,successful_horizon,system,tool,trajectory_sanity_passed,variant,width_at_evaluation_time
required,True,True,0.0004766250494867563,1.5019124579848722,True,3,cpu,float64,0.0003126660012640059,0.03,completed,,0.01,cold,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,1.679197885096073e-05,0,0.03,3,total_configuration_v2,0.0004766250494867563,0.00015887501649558544,0.0004766250494867563,0.03,riccati,diffreach,True,restricted_quasi_window100_round5_selected,0.10037643130478127
required,True,True,0.0,0.0,True,3,cpu,float64,0.00027620798209682107,0.03,completed,,0.01,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,1.2500036973506212e-05,1,0.03,3,total_configuration_v2,0.0004116670461371541,0.0001372223487123847,0.0004116670461371541,0.03,riccati,diffreach,True,restricted_quasi_window100_round5_selected,0.10037643130478127
required,True,True,0.0007217079983092844,2.628088249999564,True,3,cpu,float64,0.0005166250048205256,0.03,completed,,0.01,cold,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,2.758402843028307e-05,0,0.03,3,total_configuration_v2,0.0007217079983092844,0.00024056933276976147,0.0007217079983092844,0.03,harmonic,diffreach,True,restricted_quasi_window100_round5_selected,0.20605071170127817
required,True,True,0.0,0.0,True,3,cpu,float64,0.0005225830245763063,0.03,completed,,0.01,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,2.0292005501687527e-05,1,0.03,3,total_configuration_v2,0.0006636250182054937,0.00022120833940183124,0.0006636250182054937,0.03,harmonic,diffreach,True,restricted_quasi_window100_round5_selected,0.20605071170127817
not_applicable,False,,0.0005543750012293458,6.120879083988257,True,3,cpu,float64,0.000380749988835305,0.015,completed,,0.005,cold,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,2.9170187190175056e-06,0,0.015,3,total_configuration_v2,0.0005543750012293458,0.0001847916670764486,0.0005543750012293458,0.015,coupled_quadratic,diffreach,True,restricted_quasi_window100_round5_selected,0.040191815067148556
not_applicable,False,,0.0,0.0,True,3,cpu,float64,0.00034387496998533607,0.015,completed,,0.005,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,1.166015863418579e-06,1,0.015,3,total_configuration_v2,0.0004617919912561774,0.00015393066375205913,0.0004617919912561774,0.015,coupled_quadratic,diffreach,True,restricted_quasi_window100_round5_selected,0.040191815067148556
not_applicable,False,,0.0007121249800547957,6.138718750036787,True,3,cpu,float64,0.0004957080236636102,0.015,completed,,0.005,cold,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,4.458008334040642e-06,0,0.015,3,total_configuration_v2,0.0007121249800547957,0.0002373749933515986,0.0007121249800547957,0.015,van_der_pol,diffreach,True,restricted_quasi_window100_round5_selected,0.30164680831298885
not_applicable,False,,0.0,0.0,True,3,cpu,float64,0.0004437090246938169,0.015,completed,,0.005,steady,unavailable,configuration did not run in an isolated measurement subprocess,,True,unavailable,0.0,1.792039256542921e-06,1,0.015,3,total_configuration_v2,0.0006106249638833106,0.00020354165462777019,0.0006106249638833106,0.015,van_der_pol,diffreach,True,restricted_quasi_window100_round5_selected,0.30164680831298885
