source,mode,phase,segment_index,attempt_index,t_before,h_attempted,prescribed_h,validation_status,accepted_rejected,rejection_reason,target_margin_min,raw_residual_target_violation,raw_ctrunc_residual_width_sum,polynomial_range_width_sum,subset_result,finite_residual
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,0,1,0,0.012500000000000001,0.012500000000000001,validated,accepted,,7.2478812534293869e-05,false,5.4661267267805154e-05,0.49365905538449428,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,1,1,0.012500000000000001,0.013750000000000002,0.013750000000000002,validated,accepted,,6.582965857976941e-05,false,6.7535119883752431e-05,0.53429910098114719,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,2,1,0.026250000000000002,0.015125000000000003,0.015125000000000003,validated,accepted,,5.7017872446775726e-05,false,8.4716744308604706e-05,0.57888954521896407,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,3,1,0.041375000000000009,0.016637500000000003,0.016637500000000003,validated,accepted,,4.5256130500569655e-05,false,0.00010787028185830422,0.6274306415597749,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,4,1,0.058012500000000009,0.018301250000000005,0.018301250000000005,validated,accepted,,2.9518774626208837e-05,false,0.00013920652109428901,0.67980142774439811,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,5,1,0.076313750000000014,0.020131375000000007,0.020131375000000007,validated,accepted,,8.5040878569939767e-06,false,0.00018158242863756431,0.73562602523888632,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,6,1,0.09644512500000002,0.011072256250000004,0.011072256250000004,validated,accepted,,7.013945058249841e-05,false,6.1112728073250554e-05,0.69098613675834597,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,7,1,0.10751738125000003,0.012179481875000005,0.012179481875000005,validated,accepted,,6.3733071018186294e-05,false,7.4108340846256333e-05,0.71996261485453472,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,8,1,0.11969686312500004,0.013397430062500007,0.013397430062500007,validated,accepted,,5.5517283393836064e-05,false,9.0824044556498529e-05,0.7505854508794384,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,9,1,0.13309429318750005,0.014737173068750008,0.014737173068750008,validated,accepted,,4.5094124165333857e-05,false,0.0001121105430587563,0.7826042301777828,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,10,1,0.14783146625625004,0.016210890375625009,0.016210890375625009,validated,accepted,,3.1910697284087089e-05,false,0.00013914431619476439,0.81561089945482024,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,11,1,0.16404235663187505,0.01783197941318751,0.01783197941318751,validated,accepted,,1.4989880828151697e-05,false,0.00017321213392215752,0.84900798496316177,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,12,1,0.18187433604506256,0.0098075886772531311,0.0098075886772531311,validated,accepted,,7.2917413572921752e-05,false,5.6074339512775721e-05,0.7863614606720658,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,13,1,0.19168192472231568,0.010788347544978445,0.010788347544978445,validated,accepted,,6.7826930361542198e-05,false,6.6358326632487852e-05,0.80251266769553287,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,14,1,0.20247027226729414,0.01186718229947629,0.01186718229947629,validated,accepted,,6.1558614185797919e-05,false,7.8973943212799793e-05,0.81992738027203194,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,15,1,0.21433745456677042,0.01305390052942392,0.01305390052942392,validated,accepted,,5.3887224860571658e-05,false,9.4362378434434846e-05,0.83763586246874544,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,16,1,0.22739135509619435,0.014359290582366313,0.014359290582366313,validated,accepted,,4.4561748486388262e-05,false,0.00011302106769740226,0.8551348671782566,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,17,1,0.24175064567856067,0.015795219640602945,0.015795219640602945,validated,accepted,,3.3304758986214459e-05,false,0.00013551151514839819,0.8720235330724484,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,18,1,0.25754586531916362,0.017374741604663242,0.017374741604663242,validated,accepted,,1.9871299871491489e-05,false,0.00016235237298204224,0.88782454944726541,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,19,1,0.27492060692382686,0.019112215765129569,0.019112215765129569,validated,accepted,,4.0866916207331111e-06,false,0.00019396039625589029,0.90166274729129947,true,true
torch,range_midpoint_frozen_constant_schedule_handoff_replay,frozen_replay,20,1,0.29403282268895642,0.010511718670821265,0.010511718670821265,validated,accepted,,7.175991164022383e-05,false,5.8404376520545311e-05,0.81650154652056472,true,true
